realization,region,DD_sem_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_sem_DD,05914_05954_05913_05978_05962_Region_um_Hagen,50.803642,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05914_Hagen,45.723293,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05914_Hagen,51.669502,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05914_Hagen,55.221897,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05914_Hagen,49.396183,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_05978_05974_05570_05558_Region_um_Hamm,50.48264,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_05978_05974_05570_05558_Region_um_Hamm,55.42692,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_05978_05974_05570_05558_Region_um_Hamm,56.89103,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_05978_05974_05570_05558_Region_um_Hamm,53.515236,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_Hamm,52.358788,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_Hamm,56.306908,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_Hamm,57.449223,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05915_Hamm,54.403915,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_05513_05562_05911_Region_um_Herne,50.892334,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_05513_05562_05911_Region_um_Herne,55.73898,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_05513_05562_05911_Region_um_Herne,57.255627,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_05513_05562_05911_Region_um_Herne,54.054775,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_Herne,50.890915,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_Herne,55.83849,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_Herne,57.33364,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05916_Herne,53.81486,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05954_Ennepe-Ruhr-Kreis,46.696354,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05954_Ennepe-Ruhr-Kreis,52.167892,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05954_Ennepe-Ruhr-Kreis,55.23354,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05954_Ennepe-Ruhr-Kreis,50.31928,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05958_Hochsauerlandkreis,45.1829,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05958_Hochsauerlandkreis,50.847767,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05958_Hochsauerlandkreis,54.25609,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05958_Hochsauerlandkreis,49.06909,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05962_Märkischer Kreis,45.16178,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05962_Märkischer Kreis,50.95489,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05962_Märkischer Kreis,54.266186,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05962_Märkischer Kreis,49.177525,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05966_Olpe,44.647923,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05966_Olpe,50.58742,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05966_Olpe,54.357567,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05966_Olpe,48.936085,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05970_Siegen-Wittgenstein,45.938835,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05970_Siegen-Wittgenstein,51.79153,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05970_Siegen-Wittgenstein,55.458595,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05970_Siegen-Wittgenstein,50.230045,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05974_Soest,48.668987,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05974_Soest,53.494915,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05974_Soest,55.271656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05974_Soest,52.018288,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,05978_Unna,50.290195,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,05978_Unna,54.752323,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,05978_Unna,56.393703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,05978_Unna,53.47588,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_06432_06438_Region_um_Darmstadt,56.042366,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_06432_06438_Region_um_Darmstadt,58.886684,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_06432_06438_Region_um_Darmstadt,60.06985,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_06432_06438_Region_um_Darmstadt,59.20621,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_Darmstadt,56.174404,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_Darmstadt,58.89691,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_Darmstadt,60.133217,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06411_Darmstadt,59.20588,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,55.101624,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,58.792007,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,60.229324,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,58.35144,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_Frankfurt am Main,58.864647,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_Frankfurt am Main,61.000874,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_Frankfurt am Main,62.28789,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06412_Frankfurt am Main,60.95547,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_06438_06435_06412_Region_um_Offenbach_am_Main,54.069267,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_06438_06435_06412_Region_um_Offenbach_am_Main,58.247902,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_06438_06435_06412_Region_um_Offenbach_am_Main,59.577785,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_06438_06435_06412_Region_um_Offenbach_am_Main,57.793888,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_Offenbach am Main,58.42961,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_Offenbach am Main,60.396317,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_Offenbach am Main,61.467884,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06413_Offenbach am Main,60.410423,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,56.91708,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,59.21764,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,61.48028,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,60.10587,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_Wiesbaden,56.03356,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_Wiesbaden,58.575203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_Wiesbaden,61.289814,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06414_Wiesbaden,59.690735,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06431_Bergstraße,55.005955,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06431_Bergstraße,58.10764,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06431_Bergstraße,59.43427,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06431_Bergstraße,58.923275,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06432_Darmstadt-Dieburg,55.21421,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06432_Darmstadt-Dieburg,58.382317,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06432_Darmstadt-Dieburg,59.671116,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06432_Darmstadt-Dieburg,58.909554,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06433_Groß-Gerau,59.65076,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06433_Groß-Gerau,61.231483,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06433_Groß-Gerau,62.254658,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06433_Groß-Gerau,61.346966,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06434_Hochtaunuskreis,54.7487,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06434_Hochtaunuskreis,57.75134,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06434_Hochtaunuskreis,60.1263,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06434_Hochtaunuskreis,58.132946,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06435_Main-Kinzig-Kreis,52.20188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06435_Main-Kinzig-Kreis,57.29021,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06435_Main-Kinzig-Kreis,58.72795,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06435_Main-Kinzig-Kreis,56.655327,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,56.163914,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,58.69805,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,60.975765,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,59.386196,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_Main-Taunus-Kreis,56.5248,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_Main-Taunus-Kreis,59.01567,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_Main-Taunus-Kreis,61.29003,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06436_Main-Taunus-Kreis,59.695244,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06437_Odenwaldkreis,52.20071,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06437_Odenwaldkreis,56.63039,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06437_Odenwaldkreis,58.889908,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06437_Odenwaldkreis,57.61902,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,54.660984,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,58.478313,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,59.79692,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,58.37992,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_Offenbach,57.59735,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_Offenbach,59.859215,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_Offenbach,60.818607,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06438_Offenbach,59.78052,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06439_Rheingau-Taunus-Kreis,54.198704,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06439_Rheingau-Taunus-Kreis,57.11166,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06439_Rheingau-Taunus-Kreis,60.21328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06439_Rheingau-Taunus-Kreis,58.412197,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06440_Wetteraukreis,55.031605,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06440_Wetteraukreis,59.21981,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06440_Wetteraukreis,60.450462,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06440_Wetteraukreis,57.990696,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06531_Gießen,54.706406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06531_Gießen,59.214252,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06531_Gießen,60.586346,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06531_Gießen,57.63671,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06532_Lahn-Dill-Kreis,51.453003,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06532_Lahn-Dill-Kreis,56.23498,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06532_Lahn-Dill-Kreis,59.221554,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06532_Lahn-Dill-Kreis,54.8695,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06533_Limburg-Weilburg,52.55272,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06533_Limburg-Weilburg,56.728474,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06533_Limburg-Weilburg,59.54026,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06533_Limburg-Weilburg,56.5595,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06534_Marburg-Biedenkopf,52.691036,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06534_Marburg-Biedenkopf,57.284233,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06534_Marburg-Biedenkopf,59.834072,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06534_Marburg-Biedenkopf,55.829628,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06535_Vogelsbergkreis,52.19901,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06535_Vogelsbergkreis,57.195103,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06535_Vogelsbergkreis,58.93945,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06535_Vogelsbergkreis,56.673683,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_06633_03159_Region_um_Kassel,51.744778,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_06633_03159_Region_um_Kassel,56.59368,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_06633_03159_Region_um_Kassel,57.574223,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_06633_03159_Region_um_Kassel,55.191345,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_Kassel,53.938305,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_Kassel,57.628513,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_Kassel,58.765373,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06611_Kassel,56.94906,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06631_Fulda,50.290546,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06631_Fulda,56.22954,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06631_Fulda,57.820824,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06631_Fulda,55.883705,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06632_Hersfeld-Rotenburg,53.634945,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06632_Hersfeld-Rotenburg,57.142147,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06632_Hersfeld-Rotenburg,58.704212,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06632_Hersfeld-Rotenburg,57.36248,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06633_Kassel,53.149338,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06633_Kassel,57.427536,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06633_Kassel,58.29948,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06633_Kassel,56.216053,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06634_Schwalm-Eder-Kreis,55.00623,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06634_Schwalm-Eder-Kreis,58.165825,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06634_Schwalm-Eder-Kreis,59.795216,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06634_Schwalm-Eder-Kreis,57.969044,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06635_Waldeck-Frankenberg,51.20232,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06635_Waldeck-Frankenberg,55.67411,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06635_Waldeck-Frankenberg,58.23276,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06635_Waldeck-Frankenberg,54.749153,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,06636_Werra-Meißner-Kreis,53.56164,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,06636_Werra-Meißner-Kreis,56.62665,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,06636_Werra-Meißner-Kreis,58.44405,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,06636_Werra-Meißner-Kreis,56.617317,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,07111_07137_07141_07143_Region_um_Koblenz,51.08097,DD,sem,days_with_precipitation_amount_below_threshold,days,1
nan_GERICS_nan_nan_nan_nan_sem_DD,07111_07137_07141_07143_Region_um_Koblenz,54.971523,DD,sem,days_with_precipitation_amount_below_threshold,days,4
nan_GERICS_nan_nan_nan_nan_sem_DD,07111_07137_07141_07143_Region_um_Koblenz,58.37762,DD,sem,days_with_precipitation_amount_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_sem_DD,07111_07137_07141_07143_Region_um_Koblenz,55.744442,DD,sem,days_with_precipitation_amount_below_threshold,days,10
nan_GERICS_nan_nan_nan_nan_sem_DD,07111_Koblenz,54.40933,DD,sem,days_with_precipitation_amount_below_threshold,days,1
