realization,region,HSx3_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_HSx3,07312_Kaiserslautern,2.346043,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07313_07337_Region_um_Landau_in_der_Pfalz,2.774965,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07313_Landau in der Pfalz,2.8048062,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,3.9886208,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07314_Ludwigshafen am Rhein,4.0033145,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07315_07339_06414_06433_Region_um_Mainz,3.6314328,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07315_Mainz,3.9935088,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,2.760588,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07316_Neustadt an der Weinstraße,3.0603287,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07317_07340_Region_um_Pirmasens,1.4390746,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07317_Pirmasens,1.1998216,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,3.2142828,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07318_Speyer,4.0151005,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,3.1282454,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07319_Worms,3.918814,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07320_07340_10045_07317_Region_um_Zweibrücken,1.5755213,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07320_Zweibrücken,1.84907,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07331_Alzey-Worms,3.250367,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07332_Bad Dürkheim,2.6890519,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07333_Donnersbergkreis,2.3569098,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07334_Germersheim,4.058797,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07335_Kaiserslautern,2.066854,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07336_Kusel,1.737686,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07337_Südliche Weinstraße,2.7706926,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,3.1874607,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07338_Rhein-Pfalz-Kreis,3.9661262,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07339_Mainz-Bingen,3.2093775,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,07340_Südwestpfalz,1.45568,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08111_08115_08116_08118_08119_Region_um_Stuttgart,1.6468732,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08111_Stuttgart,1.6198777,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08115_Böblingen,1.2951776,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08116_Esslingen,1.6272452,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08117_Göppingen,1.1313245,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08118_Ludwigsburg,2.0041363,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08119_Rems-Murr-Kreis,1.6331259,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08121_08125_Region_um_Heilbronn,2.4019024,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08121_Heilbronn,2.774793,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08125_Heilbronn,2.3654916,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08126_Hohenlohekreis,1.7928774,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08127_Schwäbisch Hall,1.3971788,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08128_Main-Tauber-Kreis,1.9455196,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08135_Heidenheim,0.64203036,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08136_Ostalbkreis,1.0530547,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08211_08216_Region_um_Baden-Baden,2.1745045,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08211_Baden-Baden,1.9464452,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08212_08215_07334_Region_um_Karlsruhe,3.515375,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08212_Karlsruhe,3.8832393,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08215_Karlsruhe,3.2252126,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08216_Rastatt,2.2171361,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08221_08226_08222_Region_um_Heidelberg,2.8773806,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08221_Heidelberg,2.594662,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,3.040085,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08222_Mannheim,4.028357,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08225_Neckar-Odenwald-Kreis,1.5955502,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08226_Rhein-Neckar-Kreis,2.7454212,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08231_08236_08235_Region_um_Pforzheim,1.1108011,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08231_Pforzheim,1.1954108,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08235_Calw,0.7021274,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08236_Enzkreis,1.6635647,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08237_Freudenstadt,0.62838024,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.5141557,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08311_Freiburg im Breisgau,2.3422558,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08315_Breisgau-Hochschwarzwald,1.3062491,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08316_Emmendingen,1.7422942,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08317_Ortenaukreis,2.143946,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08325_Rottweil,0.80260617,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08326_Schwarzwald-Baar-Kreis,0.33215383,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08327_Tuttlingen,0.35648537,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08335_Konstanz,1.0451112,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08336_Lörrach,1.2600595,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08337_Waldshut,0.9552673,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08415_Reutlingen,0.50744927,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08416_Tübingen,1.4482149,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08417_Zollernalbkreis,0.5118511,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08421_08425_09775_Region_um_Ulm,0.6946143,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08421_Ulm,0.7761174,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08425_Alb-Donau-Kreis,0.58062965,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08426_Biberach,0.79635626,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08435_Bodenseekreis,0.96746826,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08436_Ravensburg,0.6309792,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,08437_Sigmaringen,0.41022766,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09161_09176_09185_09186_Region_um_Ingolstadt,1.4067413,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09161_Ingolstadt,1.5777144,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09162_09184_09179_09174_Region_um_München,1.018587,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09162_München,1.1021558,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09163_09187_Region_um_Rosenheim,0.7546221,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09163_Rosenheim,1.3781575,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09171_Altötting,1.2057568,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09172_Berchtesgadener Land,0.3650173,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09173_Bad Tölz-Wolfratshausen,0.28262603,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09174_Dachau,1.2755523,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09175_Ebersberg,0.8763788,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09176_Eichstätt,1.319556,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09177_Erding,1.0453776,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09178_Freising,1.0870651,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09179_Fürstenfeldbruck,0.9365315,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09180_Garmisch-Partenkirchen,0.14871353,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09181_Landsberg am Lech,0.5881781,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09182_Miesbach,0.16979551,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09183_Mühldorf a. Inn,1.0726272,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09184_München,0.80437195,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09185_Neuburg-Schrobenhausen,1.4406915,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09186_Pfaffenhofen a.d. Ilm,1.4818895,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09187_Rosenheim,0.7373359,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09188_Starnberg,0.5831103,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09189_Traunstein,0.7280395,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09190_Weilheim-Schongau,0.36371508,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09261_09274_Region_um_Landshut,1.3194702,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09261_Landshut,1.7215,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09262_09275_Region_um_Passau,1.1666148,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09262_Passau,1.3739333,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09263_09278_Region_um_Straubing,1.2640172,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09263_Straubing,1.846049,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09271_Deggendorf,1.1786081,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09272_Freyung-Grafenau,0.37680283,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09273_Kelheim,1.6176819,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09274_Landshut,1.2979461,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09275_Passau,1.1570041,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09276_Regen,0.20443228,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09277_Rottal-Inn,1.1101679,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09278_Straubing-Bogen,1.2296191,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09279_Dingolfing-Landau,1.3671528,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09361_09371_Region_um_Amberg,1.4825779,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09361_Amberg,2.208773,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09362_09375_Region_um_Regensburg,1.630658,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09362_Regensburg,2.046665,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.7617498,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09363_Weiden i.d. OPf.,1.0741004,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09371_Amberg-Sulzbach,1.4522741,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09372_Cham,0.7706869,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09373_Neumarkt i.d. OPf.,1.38197,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09374_Neustadt a.d. Waldnaab,0.7458533,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09375_Regensburg,1.6045015,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09376_Schwandorf,1.2995943,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09377_Tirschenreuth,0.35784817,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09461_09471_Region_um_Bamberg,2.021424,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09461_Bamberg,2.5778823,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09462_09472_Region_um_Bayreuth,0.97953594,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09462_Bayreuth,1.4596235,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09463_09473_Region_um_Coburg,1.778708,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09463_Coburg,2.1253626,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09464_09475_Region_um_Hof,0.27598438,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09464_Hof,0.26666668,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09471_Bamberg,1.9939656,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09472_Bayreuth,0.9529743,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09473_Coburg,1.7531223,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09474_Forchheim,1.6459315,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09475_Hof,0.2765817,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09476_Kronach,0.94748664,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09477_Kulmbach,1.3134311,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09478_Lichtenfels,1.8085234,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09479_Wunsiedel i. Fichtelgebirge,0.28746986,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09561_09571_Region_um_Ansbach,1.5362203,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09561_Ansbach,1.3401897,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09562_09572_09564_09563_Region_um_Erlangen,2.6529608,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09562_Erlangen,2.9152708,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09563_09573_09562_09564_Region_um_Fürth,2.645911,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09563_Fürth,2.9107122,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,2.195601,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09564_Nürnberg,2.911132,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09565_09576_09564_Region_um_Schwabach,2.3236709,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09565_Schwabach,2.8718097,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09571_Ansbach,1.5468494,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09572_Erlangen-Höchstadt,2.5068831,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,1.9371412,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09573_Fürth,2.3639154,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09574_Nürnberger Land,1.5987114,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09575_Neustadt a.d. Aisch-Bad Windsheim,1.9847571,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09576_Roth,2.1802433,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09577_Weißenburg-Gunzenhausen,1.342017,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09661_09671_09676_Region_um_Aschaffenburg,1.7335067,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09661_Aschaffenburg,2.6278145,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09662_09678_Region_um_Schweinfurt,2.6446354,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09662_Schweinfurt,3.3693852,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09663_09679_Region_um_Würzburg,2.3916388,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09663_Würzburg,2.757726,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09671_Aschaffenburg,1.703359,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09672_Bad Kissingen,1.6798173,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09673_Rhön-Grabfeld,1.3189679,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09674_Haßberge,1.8967038,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09675_Kitzingen,2.6118798,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09676_Miltenberg,1.6789104,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09677_Main-Spessart,1.860798,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09678_Schweinfurt,2.613422,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09679_Würzburg,2.3543692,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09761_09772_09771_Region_um_Augsburg,1.0741019,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09761_Augsburg,1.0936252,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09762_09777_Region_um_Kaufbeuren,0.21094282,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09762_Kaufbeuren,0.25954312,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09763_09780_Region_um_Kempten_(Allgäu),0.11714848,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09763_Kempten (Allgäu),0.27305654,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09764_09778_08436_Region_um_Memmingen,0.6575897,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09764_Memmingen,0.8143888,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09771_Aichach-Friedberg,1.212445,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09772_Augsburg,0.97188354,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09773_Dillingen a.d. Donau,1.1758094,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09774_Günzburg,1.0152888,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09775_Neu-Ulm,0.9748541,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.46854413,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09776_Lindau (Bodensee),0.35248935,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09777_Ostallgäu,0.20943955,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09778_Unterallgäu,0.6830013,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09779_Donau-Ries,1.1991308,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,09780_Oberallgäu,0.11030813,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,10041_Regionalverband Saarbrücken,2.3337493,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,10042_Merzig-Wadern,1.9928279,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,1.9002857,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,10043_Neunkirchen,1.8654176,HSx3,year,hot_spell_duration,days,7
