region,LFD_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09676_Miltenberg,-10.73517894744873,LFD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-11.191072463989258,LFD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-11.992255210876465,LFD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-10.981880187988281,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-14.496268272399902,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-19.14615821838379,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-20.159189224243164,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-17.52615737915039,LFD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-14.509710311889648,LFD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-14.735462188720703,LFD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-14.380512237548828,LFD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-14.64112663269043,LFD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-14.850236892700195,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-21.7958984375,LFD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-20.30235481262207,LFD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-16.943775177001953,LFD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-14.048074722290039,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-21.4150390625,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-8.411941528320312,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-10.500772476196289,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-10.385860443115234,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-9.33535385131836,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-10.343453407287598,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-10.733955383300781,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-10.017422676086426,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-12.034048080444336,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-11.204950332641602,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-12.485107421875,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-12.04568099975586,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-12.02817153930664,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-11.821309089660645,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-11.689802169799805,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-12.438161849975586,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-12.509134292602539,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-12.654411315917969,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-11.223047256469727,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-12.189544677734375,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-13.0934419631958,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-11.982049942016602,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-13.099308013916016,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-11.190546035766602,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-11.851669311523438,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-13.389603614807129,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-12.230822563171387,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-14.064767837524414,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-13.731586456298828,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-13.505603790283203,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-13.16513442993164,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-12.890567779541016,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-13.184353828430176,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-13.031930923461914,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-12.903853416442871,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-12.452264785766602,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-13.975907325744629,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-14.873567581176758,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-12.372729301452637,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-11.758493423461914,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-11.938490867614746,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-11.112178802490234,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-11.192373275756836,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-13.101360321044922,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-10.342965126037598,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-11.170843124389648,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-11.507977485656738,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-11.914289474487305,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-11.834117889404297,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-11.840285301208496,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-11.830647468566895,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-11.43781852722168,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-11.702956199645996,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-11.855432510375977,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-12.213881492614746,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-11.485025405883789,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-12.1353120803833,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-12.207717895507812,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-12.535764694213867,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-11.784396171569824,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-12.526363372802734,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-11.061126708984375,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-11.199337005615234,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-11.620750427246094,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-14.790637969970703,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-11.146221160888672,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-11.774903297424316,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-12.064827919006348,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-12.46990966796875,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-12.112318992614746,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-12.237348556518555,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-12.065555572509766,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-13.5836181640625,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-11.686359405517578,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-11.93703842163086,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-13.776265144348145,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-12.423794746398926,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-11.266517639160156,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-14.310769081115723,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-12.780111312866211,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-11.435663223266602,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-12.279962539672852,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-11.352581024169922,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-11.2808837890625,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-12.635187149047852,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-12.610082626342773,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-12.720186233520508,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-12.755350112915039,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-12.062402725219727,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-11.854385375976562,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-12.231317520141602,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-12.261741638183594,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-10.684629440307617,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-12.504968643188477,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-10.953410148620605,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-10.496753692626953,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-12.106788635253906,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-11.595549583435059,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-7.1757049560546875,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-7.381724834442139,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-7.7269415855407715,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-7.624962329864502,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-7.764347553253174,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-7.179715633392334,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-7.493203639984131,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-9.413276672363281,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-8.051177978515625,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-9.083984375,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-9.083990097045898,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-7.6728668212890625,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-7.735002040863037,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-7.7442307472229,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-10.156641006469727,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-10.920822143554688,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-7.899108409881592,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-8.241180419921875,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-9.39004898071289,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-9.395048141479492,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-7.989231586456299,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-9.004051208496094,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-10.277881622314453,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-10.344585418701172,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-9.95166301727295,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-10.069520950317383,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-9.907169342041016,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-12.066065788269043,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-10.601153373718262,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-10.405517578125,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-8.130599975585938,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-8.964394569396973,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-8.552995681762695,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-8.13438606262207,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-9.675071716308594,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-8.471616744995117,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-9.631917953491211,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-8.43441104888916,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-8.728048324584961,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-9.875120162963867,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-8.419011116027832,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-11.192779541015625,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-9.814854621887207,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-9.793798446655273,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-8.092649459838867,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-8.851187705993652,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-8.801290512084961,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-10.35671329498291,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-14.620482444763184,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-14.234697341918945,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-14.214319229125977,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-14.653624534606934,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-19.099637985229492,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-14.69328498840332,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-14.985274314880371,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-15.74560546875,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-13.689760208129883,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-14.891061782836914,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-14.050955772399902,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-12.889822006225586,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-13.678739547729492,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-13.256443977355957,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-13.24783706665039,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-11.895376205444336,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-12.335074424743652,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-11.873985290527344,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-12.467748641967773,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-12.180670738220215,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-12.117959976196289,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-10.534095764160156,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-11.990767478942871,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-11.00230598449707,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-14.630173683166504,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-20.267671585083008,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-21.362255096435547,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-17.95940399169922,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-19.899930953979492,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-10.077888488769531,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-12.158132553100586,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-11.19188117980957,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-12.350048065185547,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-11.625710487365723,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-13.638509750366211,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-13.418548583984375,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-13.328794479370117,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-11.733168601989746,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-11.193899154663086,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-11.842880249023438,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-11.714360237121582,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-12.078170776367188,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-11.336840629577637,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-11.350973129272461,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-11.311583518981934,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-13.363373756408691,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-11.254148483276367,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-12.026793479919434,LFD,year,days_with_air_temperature_below_threshold,days,7
