region,LFD_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09776_Lindau (Bodensee),-2.8700979,LFD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-3.3525987,LFD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-2.7083633,LFD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-2.3502786,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-4.3276434,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-1.4820443,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-1.7666066,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-1.6989965,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-1.542234,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-1.6643997,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-1.9950317,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-2.0834138,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-2.3468513,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-2.2294033,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-2.5314748,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-2.201933,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-2.715726,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-2.4115722,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-2.3095922,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-2.4768848,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-2.6197367,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-2.7041755,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-2.30957,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-2.5110357,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-2.7050083,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-2.4069374,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-2.6328707,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-2.3466055,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-2.4138966,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-2.9811442,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-2.5246644,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-2.641225,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-2.7930303,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-2.696293,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-2.8732512,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-2.5681727,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-2.6193311,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-2.9308121,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-2.672755,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-2.7618458,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-3.3409424,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-3.699844,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-2.6276224,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-2.1773543,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-2.613147,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-2.4076164,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-2.2240736,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-2.9754457,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-1.9795593,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-2.2182515,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-2.2494109,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-2.2900732,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-2.243764,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-2.3456762,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-2.0901458,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-2.2782924,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-2.2127895,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-2.6396158,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-2.2395895,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-2.8772323,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-2.3628697,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-2.3421226,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-2.3813884,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-2.23234,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-2.404075,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-2.3932264,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-2.3960729,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-2.5374355,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-3.441558,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-2.5274916,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-2.695979,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-2.8292873,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-2.9790251,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-2.779064,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-2.6738012,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-2.614953,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-3.0751538,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-2.885614,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-2.4376414,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-2.9215374,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-3.1977606,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-2.556496,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-3.3683774,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-3.2359889,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-2.62735,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-3.1774323,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-2.693043,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-2.3223526,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-2.5277026,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-2.5609455,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-2.531897,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-2.6066031,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-2.340116,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-2.4937968,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-2.433126,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-2.2034643,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-1.8796871,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-2.2038314,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-2.0629668,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-1.883919,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-2.223942,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-2.169344,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-1.2845302,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-1.4046345,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-1.5546346,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-1.3825849,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-1.333715,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-1.3566215,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-1.4287839,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-1.9654373,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-1.5923556,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-1.9197801,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-1.6534579,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-1.4167559,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-1.5093744,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-1.5136657,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-1.9085828,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-2.1937401,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-1.6031234,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-1.683104,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-2.0820904,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-1.9071343,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-1.5533612,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-1.4267305,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-1.7967798,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-1.8402532,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-1.6336092,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-1.7073916,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-1.7086959,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-2.7300923,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-2.200841,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-1.996628,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.9897205,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-1.7398612,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-1.3875127,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.98802286,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-1.4151803,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-1.4392889,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-1.7379131,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-1.2093071,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-1.3511904,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-1.714788,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-1.2531015,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-1.8125745,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-1.5643542,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-1.7738509,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-1.1580878,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-1.2712736,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-1.2668625,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-2.1672072,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-2.2911282,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-2.607677,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-2.2925553,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-2.3095694,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-2.837606,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-2.2756307,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-2.4177022,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-2.3588338,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-2.7287402,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-2.388563,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-2.977909,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-2.3196971,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-2.8767278,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-2.616006,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-3.427517,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-2.2777915,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.0570183,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-2.0089123,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.2365525,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-2.238565,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.225802,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-1.9717942,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-2.1516004,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-2.006153,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-2.3637385,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-3.3396065,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-4.2811117,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-2.7106125,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-3.175312,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-1.7424576,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-2.430361,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-2.3357496,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-2.5629747,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-2.3680265,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-2.7798178,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-2.6719468,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-3.0710905,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-2.5100837,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-2.2164521,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-2.3013353,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-2.2018359,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-2.3160882,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-2.73976,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-2.4816015,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-2.5854554,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-3.0783122,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-2.553514,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-2.7786841,LFD,year,days_with_air_temperature_below_threshold,days,7
