region,LFD_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09577_Weißenburg-Gunzenhausen,-0.20321869850158691,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-0.1408155858516693,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-0.08361673355102539,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-0.14670252799987793,LFD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-0.20226478576660156,LFD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-0.33846837282180786,LFD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-0.3113597631454468,LFD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-0.2994667887687683,LFD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-0.19724971055984497,LFD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-0.2285776138305664,LFD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-0.2365095615386963,LFD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-0.17628192901611328,LFD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-0.2058563232421875,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-0.2159872055053711,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-0.4877135753631592,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-0.1752486228942871,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-0.6048271656036377,LFD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-0.09246563911437988,LFD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-0.1519542932510376,LFD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-0.1413363218307495,LFD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-0.15818965435028076,LFD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-0.3013432025909424,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-0.326745867729187,LFD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-0.3882730007171631,LFD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-0.4210793972015381,LFD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-0.2456057071685791,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-0.11699628829956055,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-0.02311873435974121,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-0.1545621156692505,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-0.007970809936523438,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-0.00858306884765625,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,0.05171799659729004,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-0.0934596061706543,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-0.40833908319473267,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,0.12200349569320679,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-0.18304109573364258,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-0.17247343063354492,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-0.12728667259216309,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-0.45084190368652344,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-0.28646546602249146,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-0.25338423252105713,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-0.04112374782562256,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-0.44517749547958374,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-0.3888286352157593,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-0.2654871940612793,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-0.2983285188674927,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-0.37155795097351074,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-0.1259230375289917,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-0.23512423038482666,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-0.25450408458709717,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-0.3273584842681885,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-0.4415437579154968,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-0.31284821033477783,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-0.4895358085632324,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-0.5695071220397949,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-0.3592643737792969,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-0.4114854633808136,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-0.3278529942035675,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-0.4417697787284851,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-0.3795658349990845,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-0.506889820098877,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-0.5714695453643799,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-0.8636791706085205,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-1.0984530448913574,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-0.35943686962127686,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-0.34985339641571045,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-0.5639743804931641,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-0.5047118663787842,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-0.3034149408340454,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.7267880439758301,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-0.12325108051300049,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-0.2963007688522339,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-0.2771855592727661,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-0.3093317747116089,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-0.2403181791305542,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-0.31342047452926636,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-0.10159075260162354,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-0.20572972297668457,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-0.09510552883148193,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-0.3090343475341797,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,0.010588765144348145,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-0.43256354331970215,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-0.022614002227783203,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-0.09183025360107422,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-0.018080472946166992,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-0.16624236106872559,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,0.016822457313537598,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-0.1904071569442749,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-0.16423273086547852,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-0.19659042358398438,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-0.6595382690429688,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-0.31212329864501953,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-0.44832444190979004,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-0.5206036567687988,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-0.43890655040740967,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-0.5405069589614868,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-0.38210630416870117,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-0.28315651416778564,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-0.6519184112548828,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-0.4564328193664551,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-0.2853107452392578,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-0.33258748054504395,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-0.6398160457611084,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-0.32606756687164307,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-0.4939558506011963,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-0.6511712074279785,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-0.1904984712600708,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-0.7247958183288574,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-0.3824242353439331,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-0.269504189491272,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-0.17291975021362305,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-0.304706335067749,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.4109300374984741,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-0.3730786442756653,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.1120603084564209,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.4898580312728882,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-0.07060873508453369,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.03979456424713135,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,0.18532317876815796,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.09183090925216675,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,0.018832921981811523,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,0.09016340970993042,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.04081904888153076,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.07062816619873047,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.12806951999664307,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.10180342197418213,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.007625222206115723,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.10040009021759033,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.053720831871032715,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.13281142711639404,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.13181304931640625,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-0.3072621822357178,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-0.18623334169387817,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.3511502742767334,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-0.13223189115524292,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-0.08011114597320557,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.1380523443222046,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.10477274656295776,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,0.08372783660888672,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-0.3357020616531372,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.005981326103210449,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.05224335193634033,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.46147871017456055,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-0.10806864500045776,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,0.11762630939483643,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-0.06056177616119385,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-0.20049437880516052,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-0.2663573622703552,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.11598356068134308,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.15446126461029053,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.24272370338439941,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-0.2081899642944336,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-0.46277427673339844,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-0.1654982566833496,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.08125932514667511,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-0.07485026121139526,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-0.05003470182418823,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.07947671413421631,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-0.07787135243415833,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.05253118276596069,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-0.03327810764312744,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.030956387519836426,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.12586304545402527,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.03950166702270508,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.055370867252349854,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.028615713119506836,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-0.04331088066101074,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-0.1457352638244629,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,0.06088492274284363,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-0.02374984323978424,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.08761565387248993,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-0.43030452728271484,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.32851219177246094,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-0.48784708976745605,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.18475186824798584,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-0.21315288543701172,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-0.10853171348571777,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-0.15706753730773926,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-0.26867592334747314,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-0.24640917778015137,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-0.13825786113739014,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-0.29242217540740967,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.32625865936279297,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-0.2511932849884033,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-0.3084430694580078,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-0.3139594793319702,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-0.7567787170410156,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-0.2869836091995239,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-0.13910090923309326,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-0.1048244833946228,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.11442720890045166,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-0.08491766452789307,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.17649435997009277,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-0.24975645542144775,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-0.1724557876586914,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-0.20045936107635498,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-0.13373160362243652,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-0.39745235443115234,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.1454000473022461,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-0.4554954767227173,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.3080756664276123,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.08420205116271973,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.08065509796142578,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-0.2478848695755005,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.37217891216278076,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.13741719722747803,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-0.5688230395317078,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-0.4123893976211548,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.7193357944488525,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-0.5277297496795654,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-0.28347671031951904,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.2909512519836426,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-0.09872293472290039,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.08785355091094971,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.4076573848724365,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-0.24633824825286865,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-0.25622880458831787,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-0.5538973808288574,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-0.3246341943740845,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-0.5381261110305786,LFD,year,days_with_air_temperature_below_threshold,days,7
