region,LFD_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09776_Lindau (Bodensee),-3.6514509,LFD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-4.328529,LFD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-3.3916001,LFD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-2.9395323,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-5.64642,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-1.8425893,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-2.182846,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-2.091362,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-1.9174032,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-2.0560098,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-2.480912,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-2.5647893,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-2.8609746,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-2.678135,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-3.0825105,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-2.7122965,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-3.3495,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-2.9069927,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-2.783834,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-3.021704,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-3.2162218,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-3.3354287,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-2.7904541,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-3.0505128,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-3.3248625,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-2.9231417,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-3.2368972,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-2.8262577,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-2.904114,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-3.6420531,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-3.1234496,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-3.3006396,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-3.5114272,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-3.3601353,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-3.570025,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-3.172553,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-3.2755415,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-3.603819,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-3.2238817,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-3.3397262,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-4.06774,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-4.5112324,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-3.193714,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-2.6678672,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-3.1878483,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-2.922815,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-2.6786919,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-3.6647403,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-2.3913903,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-2.6576715,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-2.7009082,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-2.7297235,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-2.686874,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-2.8133628,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-2.509548,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-2.7710965,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-2.6716127,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-3.2256157,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-2.7294943,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-3.5557733,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-2.8638043,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-2.871005,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-2.902192,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-2.7129824,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-2.9485886,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-2.938464,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-2.9096508,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-3.1119668,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-4.204045,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-3.0946386,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-3.3403292,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-3.5057597,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-3.697599,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-3.4355083,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-3.2858448,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-3.1972213,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-3.788315,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-3.5434043,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-2.9683723,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-3.5752692,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-3.929776,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-3.1415768,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-4.115087,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-4.020302,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-3.2136009,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-3.8992872,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-3.294039,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-2.813669,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-3.134892,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-3.1793687,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-3.1568618,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-3.246986,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-2.86258,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-3.056946,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-2.976251,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-2.7411363,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-2.3653805,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-2.7481403,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-2.5577888,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-2.342085,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-2.7776327,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-2.7213187,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-1.5664239,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-1.7221096,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-1.9240402,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-1.6837771,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-1.61842,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-1.6761715,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-1.7583858,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-2.4362376,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-1.9595605,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-2.3769765,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-2.0507584,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-1.7401551,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-1.8616406,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-1.8772596,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-2.3623135,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-2.7036397,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-1.9840635,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-2.082613,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-2.5817528,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-2.3561025,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-1.9255818,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-1.7638018,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-2.221786,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-2.2875228,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-2.0130312,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-2.1064863,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-2.1200516,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-3.3972495,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-2.7301497,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-2.4754317,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-1.2177584,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-2.1436656,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-1.6883924,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-1.2159606,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-1.7396144,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-1.7597274,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-2.1376436,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-1.4909124,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-1.6634263,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-2.1121452,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-1.5397624,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-2.2342348,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-1.9091771,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-2.173647,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-1.4285102,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-1.5643396,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-1.5628877,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-2.6851656,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-2.8877707,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-3.2786686,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-2.8590562,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-2.8641605,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-3.5876787,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-2.8120594,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-2.9645112,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-2.9155462,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-3.3935542,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-2.9616847,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-3.695217,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-2.8328257,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-3.5411477,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-3.220416,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-4.16169,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-2.8196237,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.5329592,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-2.4684052,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.7663362,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-2.7785254,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.7486176,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-2.4466407,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-2.6475809,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-2.4608853,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-2.93297,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-4.3105497,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-5.583601,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-3.3993533,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-4.0757427,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-2.160905,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-2.9573307,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-2.8125386,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-3.1297188,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-2.8872597,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-3.4923253,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-3.333393,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-3.729758,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-3.058247,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-2.660008,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-2.7573311,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-2.6571379,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-2.8232439,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-3.359789,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-3.0275545,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-3.169465,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-3.78094,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-3.136751,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-3.4450276,LFD,year,days_with_air_temperature_below_threshold,days,7
