region,LFD_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09565_Schwabach,-2.2175631523132324,LFD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-2.336927890777588,LFD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-2.135629177093506,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-2.146904945373535,LFD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-2.5900094509124756,LFD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-2.148798704147339,LFD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-2.4751110076904297,LFD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-2.5000998973846436,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-1.7101280689239502,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-2.137348175048828,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-1.8685173988342285,LFD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-1.9228219985961914,LFD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-2.6824004650115967,LFD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-3.093308210372925,LFD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-2.3390164375305176,LFD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-1.810522198677063,LFD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-2.2795567512512207,LFD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-2.2417333126068115,LFD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-2.1608452796936035,LFD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-1.9324471950531006,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-2.0369367599487305,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-2.9000000953674316,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-3.247356414794922,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-2.831629753112793,LFD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-2.1908459663391113,LFD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-2.3341331481933594,LFD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-2.201082229614258,LFD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-2.4524779319763184,LFD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-2.5293126106262207,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-2.587719440460205,LFD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-3.591857433319092,LFD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-2.7729148864746094,LFD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-2.4263134002685547,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-5.191858291625977,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-1.423296570777893,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-1.6053307056427002,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-1.6345566511154175,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-1.4160616397857666,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-1.669693946838379,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-1.9556708335876465,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-2.186934232711792,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-2.5790162086486816,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-2.2605433464050293,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-2.7286016941070557,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-2.4062247276306152,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-3.085264205932617,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-2.54545521736145,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-2.4093074798583984,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-2.740514039993286,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-2.82346773147583,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-3.1374900341033936,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-2.335113048553467,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-2.604830265045166,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-3.216604471206665,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-2.6254987716674805,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-3.166253089904785,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-2.4473931789398193,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-2.60191011428833,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-3.3950884342193604,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-2.838599920272827,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-3.1209962368011475,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-3.338148593902588,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-3.196017265319824,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-3.4962263107299805,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-2.7205190658569336,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-3.0717811584472656,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-3.369849681854248,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-3.0427165031433105,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-3.1094651222229004,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-3.8659839630126953,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-4.069417953491211,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-2.967653274536133,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-2.4335215091705322,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-2.906177282333374,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-2.643247365951538,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-2.371675968170166,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-3.392282485961914,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-1.9137763977050781,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-2.2533955574035645,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-2.26237416267395,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-2.3271594047546387,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-2.2322258949279785,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-2.4618656635284424,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-1.8519864082336426,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-2.4242560863494873,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-2.313291072845459,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-2.8882315158843994,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-2.302722692489624,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-3.41890287399292,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-2.6813347339630127,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-2.5616962909698486,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-2.703530788421631,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-2.220144271850586,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-2.7515616416931152,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-2.6193504333496094,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-2.5734126567840576,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-2.914048194885254,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-3.9291200637817383,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-2.806617498397827,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-3.0479066371917725,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-3.4208638668060303,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-3.2013278007507324,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-3.0558762550354004,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-2.8708581924438477,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-2.80729079246521,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-3.493569850921631,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-3.254465103149414,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-2.4967784881591797,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-3.181385040283203,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-3.7182517051696777,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-2.8611900806427,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-3.7115793228149414,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-3.763087272644043,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-3.060882806777954,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-3.6327075958251953,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-3.000993251800537,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-2.4274895191192627,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-2.9046411514282227,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-2.9549245834350586,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-2.963318109512329,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-3.127122163772583,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-2.7016913890838623,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-2.8310184478759766,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-2.820641040802002,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-2.5369503498077393,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-1.8684731721878052,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-2.579584836959839,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-2.3030288219451904,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-1.8628144264221191,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-2.6783907413482666,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-2.405251979827881,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-1.1699477434158325,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-1.353424072265625,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-1.6005704402923584,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-1.2892199754714966,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-1.177049994468689,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-1.2961167097091675,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-1.3566964864730835,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-2.198760747909546,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-1.5842456817626953,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-2.1807615756988525,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-1.6477718353271484,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-1.3750733137130737,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-1.6198028326034546,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-1.69551682472229,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-2.0391979217529297,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-2.4184465408325195,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-1.665738582611084,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-1.7726818323135376,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-2.31288743019104,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-1.968364953994751,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-1.732754111289978,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-1.4784740209579468,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-1.7956970930099487,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-1.9396389722824097,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-1.5554033517837524,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-1.6795759201049805,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-1.7224258184432983,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-3.130434036254883,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-2.3054685592651367,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-1.923574447631836,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-1.0183112621307373,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-1.8482998609542847,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-1.2832119464874268,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-1.018711805343628,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-1.2319872379302979,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-1.2982600927352905,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-1.7957277297973633,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-1.1638574600219727,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-1.247772216796875,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-1.7018100023269653,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-1.2615611553192139,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-1.7436965703964233,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-1.3819838762283325,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-1.8519201278686523,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-1.030160903930664,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-1.2836523056030273,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-1.2758846282958984,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-2.2659072875976562,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-2.373718738555908,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-2.656733274459839,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-2.218647003173828,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-2.292306900024414,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-3.0271828174591064,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-2.287574052810669,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-2.2395875453948975,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-2.246293306350708,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-2.938708782196045,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-2.3641769886016846,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-3.271430492401123,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-2.3735532760620117,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-3.285008430480957,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-2.7604565620422363,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-3.747112274169922,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-2.359461784362793,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.0502851009368896,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-2.035109043121338,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.3360655307769775,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-2.3896610736846924,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.35817289352417,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-2.0779550075531006,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-2.1583728790283203,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-1.9233309030532837,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-2.28826642036438,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-3.5816140174865723,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-5.105746269226074,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-2.822535991668701,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-3.4677700996398926,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-1.7255983352661133,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-2.756821870803833,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-2.359788417816162,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-2.712186098098755,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-2.5197439193725586,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-3.3135533332824707,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-3.1706717014312744,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-3.322132110595703,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-2.8681507110595703,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-2.2444310188293457,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-2.286377429962158,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-2.2500102519989014,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-2.4885218143463135,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-3.042598009109497,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-2.7156665325164795,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-2.8693408966064453,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-3.452434539794922,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-2.8413853645324707,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-3.178567409515381,LFD,year,days_with_air_temperature_below_threshold,days,7
