region,LFD_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09662_Schweinfurt,-7.962196350097656,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-7.940265655517578,LFD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-5.800527572631836,LFD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-7.837301254272461,LFD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-8.334051132202148,LFD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-7.951013565063477,LFD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-7.662809371948242,LFD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-6.477115631103516,LFD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-7.492349624633789,LFD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-7.792089462280273,LFD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-7.867198944091797,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-7.989995002746582,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-9.380449295043945,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-8.770143508911133,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-8.940505981445312,LFD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-8.177635192871094,LFD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-8.513492584228516,LFD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-8.662687301635742,LFD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-8.270376205444336,LFD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-8.400535583496094,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-9.269695281982422,LFD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-9.421279907226562,LFD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-8.664558410644531,LFD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-8.643135070800781,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-10.043706893920898,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-6.327143669128418,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-7.04707145690918,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-6.922548294067383,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-6.5948944091796875,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-7.280977249145508,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-7.11052131652832,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-5.824009895324707,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-7.201499938964844,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-6.788265228271484,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-7.415767669677734,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-7.358051300048828,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-7.364465713500977,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-7.32670783996582,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-7.763978958129883,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-7.961841583251953,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-7.412502288818359,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-7.9957275390625,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-7.052410125732422,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-7.201852798461914,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-8.645730972290039,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-7.740842819213867,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-8.92811393737793,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-6.870222091674805,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-7.928007125854492,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-8.112997055053711,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-7.156337738037109,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-9.176141738891602,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-8.636909484863281,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-8.918916702270508,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-8.493276596069336,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-7.73900032043457,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-8.634561538696289,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-8.41885757446289,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-8.699016571044922,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-8.184024810791016,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-8.161026000976562,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-8.740154266357422,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-8.210975646972656,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-6.179622650146484,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-6.659732818603516,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-6.558921813964844,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-6.764062881469727,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-7.551795959472656,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-6.593857765197754,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-7.931482315063477,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-7.865436553955078,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-8.317327499389648,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-8.168134689331055,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-8.244239807128906,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-8.570137023925781,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-8.219724655151367,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-8.259859085083008,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-8.169382095336914,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-8.701778411865234,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-7.357608795166016,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-8.059938430786133,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-8.406326293945312,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-8.337223052978516,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-7.7867431640625,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-8.634794235229492,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-8.025978088378906,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-8.231233596801758,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-8.55494499206543,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-7.942374229431152,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-8.121685028076172,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-8.099250793457031,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-8.895063400268555,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-8.601369857788086,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-8.212631225585938,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-8.698116302490234,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-8.824773788452148,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-8.201032638549805,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-7.894750595092773,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-8.66446304321289,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-7.818948745727539,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-8.087371826171875,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-8.41038703918457,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-8.088134765625,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-7.925867080688477,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-8.420494079589844,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-8.345260620117188,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-8.483585357666016,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-8.100566864013672,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-8.157512664794922,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-8.722272872924805,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-8.463211059570312,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-8.820341110229492,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-8.290472030639648,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-8.24029541015625,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-8.549507141113281,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-7.529727935791016,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-6.1650390625,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-7.1508026123046875,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-7.47559928894043,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-6.557141304016113,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-7.4053497314453125,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-6.6652679443359375,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-4.0371809005737305,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-5.225494384765625,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-4.4528913497924805,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-5.616518020629883,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-5.615001678466797,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-4.062924385070801,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-5.40723991394043,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-6.660942077636719,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-5.400848388671875,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-6.356915473937988,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-5.114408493041992,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-4.40700626373291,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-5.186751365661621,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-4.411984443664551,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-7.160026550292969,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-7.816366195678711,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-4.411586284637451,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-4.66481876373291,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-6.200821876525879,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-6.704625129699707,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-4.548463344573975,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-4.770715713500977,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-5.695706367492676,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-5.587193489074707,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-5.480863571166992,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-5.508801460266113,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-5.208196640014648,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-9.002290725708008,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-7.224325180053711,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-6.992349624633789,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-4.238371849060059,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-6.062500953674316,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-5.547350883483887,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-4.221254825592041,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-5.145171165466309,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-5.457463264465332,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-6.610616683959961,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-4.173101425170898,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-4.518311500549316,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-6.819562911987305,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-4.28201961517334,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-6.237251281738281,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-6.1490478515625,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-5.398877143859863,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-4.046754360198975,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-4.483646392822266,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-4.432788848876953,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-6.743309020996094,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-7.8416595458984375,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-8.48240852355957,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-8.265426635742188,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-8.40755844116211,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-9.51327896118164,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-8.816532135009766,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-8.364667892456055,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-8.557762145996094,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-8.460819244384766,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-8.262751579284668,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-8.553068161010742,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-7.68760871887207,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-8.14000129699707,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-7.79182243347168,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-8.630266189575195,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-8.229286193847656,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-7.250576019287109,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-7.219923973083496,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-7.525928497314453,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-7.4230804443359375,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-7.863088607788086,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-6.090692520141602,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-7.799110412597656,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-7.873945236206055,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-8.274114608764648,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-9.420063018798828,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-9.920408248901367,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-9.10076904296875,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-9.107898712158203,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-6.84429931640625,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-7.796470642089844,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-6.862630844116211,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-7.308279037475586,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-7.381465911865234,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-8.56401252746582,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-8.837471008300781,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-8.411155700683594,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-6.821680068969727,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-7.767147064208984,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-8.218944549560547,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-8.287576675415039,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-8.158609390258789,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-8.229909896850586,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-8.340545654296875,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-8.409988403320312,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-8.043403625488281,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-8.380704879760742,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-8.54058837890625,LFD,year,days_with_air_temperature_below_threshold,days,7
