region,LFD_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09779_Donau-Ries,-4.541799,LFD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-9.726106,LFD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-2.8811347,LFD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-3.475422,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-3.293002,LFD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-3.0223818,LFD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-3.2428968,LFD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-3.8961155,LFD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-3.7769244,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-4.264393,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-3.95498,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-4.500976,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-4.016653,LFD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-4.9532685,LFD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-4.3056793,LFD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-4.1496463,LFD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-4.4829636,LFD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-4.720092,LFD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-4.9526544,LFD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-4.127524,LFD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-4.500802,LFD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-4.919987,LFD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-4.360101,LFD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-4.773838,LFD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-4.1852455,LFD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-4.3109164,LFD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-5.305709,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-4.294373,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-4.7617702,LFD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-5.0175095,LFD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-4.915393,LFD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-5.217853,LFD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-4.429882,LFD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-4.6659775,LFD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-5.1865025,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-5.0067253,LFD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-5.1537814,LFD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-6.417623,LFD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-7.2523246,LFD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-4.960812,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-4.014381,LFD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-4.762062,LFD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-4.3925967,LFD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-4.0223985,LFD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-5.644174,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-3.542945,LFD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-3.976593,LFD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-4.007025,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-4.042456,LFD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-3.9988997,LFD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-4.166478,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-3.7707396,LFD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-4.1696353,LFD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-4.007129,LFD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-4.881722,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-4.035519,LFD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-5.3807106,LFD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-4.24716,LFD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-4.274362,LFD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-4.2787004,LFD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-4.041194,LFD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-4.3521748,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-4.4476686,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-4.4200172,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-4.7194214,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-6.637443,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-4.727466,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-5.134636,LFD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-5.362392,LFD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-5.6243773,LFD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-5.3149333,LFD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-4.9799895,LFD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-4.8252983,LFD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-5.8734307,LFD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-5.4695582,LFD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-4.457524,LFD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-5.5788984,LFD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-6.155483,LFD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-4.760152,LFD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-6.4715104,LFD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-6.2431073,LFD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-4.8951616,LFD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-6.0195355,LFD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-5.052404,LFD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-4.255292,LFD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-4.518081,LFD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-4.5358963,LFD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-4.520064,LFD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-4.6690164,LFD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-4.246094,LFD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-4.590829,LFD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-4.410962,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-3.9564142,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-3.3480844,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-3.9635508,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-3.7341955,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-3.2737052,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-4.00558,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-3.9057784,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-2.2871974,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-2.5243242,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-2.834767,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-2.4623482,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-2.3734415,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-2.4515607,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-2.573706,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-3.7296557,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-2.9444666,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-3.6251647,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-3.1265285,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-2.589386,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-2.7266119,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-2.7368352,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-3.4517238,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-3.9963362,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-2.9235528,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-3.087039,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-3.9218566,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-3.4927206,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-2.8064756,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-2.6427176,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-3.393034,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-3.5079188,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-3.0692356,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-3.2095134,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-3.2343667,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-5.171858,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-4.2301292,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-3.9173,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-1.8023969,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-3.3491285,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-2.6471837,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-1.7982174,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-2.6283169,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-2.7411015,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-3.3947616,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-2.257337,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-2.5339658,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-3.348252,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-2.3552132,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-3.4216893,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-2.8914769,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-3.407566,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-2.1758757,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-2.3745809,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-2.3681965,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-4.1819468,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-4.663084,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-5.155336,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-4.4184265,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-4.450591,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-5.750001,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-4.341921,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-4.606081,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-4.501913,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-5.3012924,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-4.5868983,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-5.789953,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-4.4351044,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-5.5591884,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-5.0077076,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-6.543772,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-4.401711,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-3.9388318,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-3.8219821,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-4.3257074,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-4.3395963,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-4.2864413,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-3.7633152,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-4.057902,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-3.745394,LFD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-4.5372305,LFD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-7.247656,LFD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-9.6103115,LFD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-5.4637585,LFD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-6.778113,LFD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-3.3911524,LFD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-4.401762,LFD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-4.1639175,LFD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-4.604222,LFD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-4.2903914,LFD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-4.981907,LFD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-4.8369493,LFD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-5.8676972,LFD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-4.634333,LFD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-3.959908,LFD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-4.091344,LFD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-3.9860165,LFD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-4.1981444,LFD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-5.151519,LFD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-4.597943,LFD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-4.816172,LFD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-5.894487,LFD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-4.7567916,LFD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-5.3121104,LFD,year,days_with_air_temperature_below_threshold,days,7
