region,DSf_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
15090_Stendal,-0.11399197,DSf,year,dry_spell_frequency,,7
15089_Salzlandkreis,-0.24774009,DSf,year,dry_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-0.101270795,DSf,year,dry_spell_frequency,,7
16051_Erfurt,-0.21631782,DSf,year,dry_spell_frequency,,7
16052_Gera,-0.13985984,DSf,year,dry_spell_frequency,,7
16053_Jena,-0.158717,DSf,year,dry_spell_frequency,,7
16054_Suhl,0.25534895,DSf,year,dry_spell_frequency,,7
16055_Weimar,-0.12887579,DSf,year,dry_spell_frequency,,7
16056_Eisenach,0.13830067,DSf,year,dry_spell_frequency,,7
16061_Eichsfeld,0.11472886,DSf,year,dry_spell_frequency,,7
16062_Nordhausen,0.053795647,DSf,year,dry_spell_frequency,,7
16063_Wartburgkreis,0.13956101,DSf,year,dry_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,-0.0066902344,DSf,year,dry_spell_frequency,,7
16065_Kyffhäuserkreis,-0.028681003,DSf,year,dry_spell_frequency,,7
16066_Schmalkalden-Meiningen,0.20787117,DSf,year,dry_spell_frequency,,7
16067_Gotha,0.035112556,DSf,year,dry_spell_frequency,,7
16068_Sömmerda,-0.17974299,DSf,year,dry_spell_frequency,,7
16069_Hildburghausen,0.23208636,DSf,year,dry_spell_frequency,,7
16070_Ilm-Kreis,0.07518886,DSf,year,dry_spell_frequency,,7
16071_Weimarer Land,-0.16071214,DSf,year,dry_spell_frequency,,7
16072_Sonneberg,0.24968709,DSf,year,dry_spell_frequency,,7
16073_Saalfeld-Rudolstadt,0.046160404,DSf,year,dry_spell_frequency,,7
16074_Saale-Holzland-Kreis,-0.13873227,DSf,year,dry_spell_frequency,,7
16075_Saale-Orla-Kreis,0.019612346,DSf,year,dry_spell_frequency,,7
16076_Greiz,-0.10583649,DSf,year,dry_spell_frequency,,7
16077_Altenburger Land,-0.1373727,DSf,year,dry_spell_frequency,,7
01001_01059_Region_um_Flensburg,0.15102196,DSf,year,dry_spell_frequency,,7
01002_01057_01058_Region_um_Kiel,0.071220525,DSf,year,dry_spell_frequency,,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.00791231,DSf,year,dry_spell_frequency,,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.057402972,DSf,year,dry_spell_frequency,,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.08016033,DSf,year,dry_spell_frequency,,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.012285325,DSf,year,dry_spell_frequency,,7
03103_03154_03151_Region_um_Wolfsburg,-0.06591618,DSf,year,dry_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.11282629,DSf,year,dry_spell_frequency,,7
03402_03452_03457_Region_um_Emden,0.13549772,DSf,year,dry_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.1130023,DSf,year,dry_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,0.15478362,DSf,year,dry_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,0.121307835,DSf,year,dry_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.08242986,DSf,year,dry_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,0.05165391,DSf,year,dry_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.32737142,DSf,year,dry_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.3319585,DSf,year,dry_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.30254042,DSf,year,dry_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.33334377,DSf,year,dry_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.3335264,DSf,year,dry_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.34087652,DSf,year,dry_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.33035588,DSf,year,dry_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.3112043,DSf,year,dry_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.32261524,DSf,year,dry_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.3170463,DSf,year,dry_spell_frequency,,7
05314_05382_Region_um_Bonn,0.25776514,DSf,year,dry_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,0.29970944,DSf,year,dry_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.30349454,DSf,year,dry_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.2869497,DSf,year,dry_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,0.21222343,DSf,year,dry_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,0.14759894,DSf,year,dry_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.28703114,DSf,year,dry_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.26907042,DSf,year,dry_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.2726351,DSf,year,dry_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.22792405,DSf,year,dry_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,0.2792138,DSf,year,dry_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,0.28607473,DSf,year,dry_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.2726136,DSf,year,dry_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.28038478,DSf,year,dry_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.27770185,DSf,year,dry_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.2853994,DSf,year,dry_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.28652954,DSf,year,dry_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,0.13958336,DSf,year,dry_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,0.2649536,DSf,year,dry_spell_frequency,,7
07211_07235_Region_um_Trier,0.44276646,DSf,year,dry_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.23278283,DSf,year,dry_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,0.35273248,DSf,year,dry_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.3131347,DSf,year,dry_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.2297802,DSf,year,dry_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,0.27306443,DSf,year,dry_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.2860178,DSf,year,dry_spell_frequency,,7
07317_07340_Region_um_Pirmasens,0.40910065,DSf,year,dry_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.31239727,DSf,year,dry_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.25325784,DSf,year,dry_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.440768,DSf,year,dry_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.303547,DSf,year,dry_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.21820037,DSf,year,dry_spell_frequency,,7
08121_08125_Region_um_Heilbronn,0.32121095,DSf,year,dry_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,0.35078695,DSf,year,dry_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,0.32237798,DSf,year,dry_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,0.33041403,DSf,year,dry_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.30346924,DSf,year,dry_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,0.23214711,DSf,year,dry_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.34347266,DSf,year,dry_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,0.14977768,DSf,year,dry_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.1645077,DSf,year,dry_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,0.15064424,DSf,year,dry_spell_frequency,,7
09163_09187_Region_um_Rosenheim,0.017862488,DSf,year,dry_spell_frequency,,7
09261_09274_Region_um_Landshut,0.1010151,DSf,year,dry_spell_frequency,,7
09262_09275_Region_um_Passau,0.13168561,DSf,year,dry_spell_frequency,,7
09263_09278_Region_um_Straubing,0.09648123,DSf,year,dry_spell_frequency,,7
09361_09371_Region_um_Amberg,0.14773998,DSf,year,dry_spell_frequency,,7
09362_09375_Region_um_Regensburg,0.0797385,DSf,year,dry_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.15802474,DSf,year,dry_spell_frequency,,7
09461_09471_Region_um_Bamberg,0.12735298,DSf,year,dry_spell_frequency,,7
09462_09472_Region_um_Bayreuth,0.13938944,DSf,year,dry_spell_frequency,,7
09463_09473_Region_um_Coburg,0.24917074,DSf,year,dry_spell_frequency,,7
09464_09475_Region_um_Hof,0.11564607,DSf,year,dry_spell_frequency,,7
09561_09571_Region_um_Ansbach,0.10203755,DSf,year,dry_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,0.122176535,DSf,year,dry_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,0.08335883,DSf,year,dry_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.118614264,DSf,year,dry_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,0.117137,DSf,year,dry_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.11448433,DSf,year,dry_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,0.30184388,DSf,year,dry_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,0.13744985,DSf,year,dry_spell_frequency,,7
09663_09679_Region_um_Würzburg,0.19568567,DSf,year,dry_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,0.15095088,DSf,year,dry_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.113787964,DSf,year,dry_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.17816658,DSf,year,dry_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,0.19513302,DSf,year,dry_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.19807994,DSf,year,dry_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.46422246,DSf,year,dry_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.1870596,DSf,year,dry_spell_frequency,,7
12052_12071_Region_um_Cottbus,-0.2487335,DSf,year,dry_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.20674707,DSf,year,dry_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.17792593,DSf,year,dry_spell_frequency,,7
13003_13072_Region_um_Rostock,-0.10986073,DSf,year,dry_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,-0.034983743,DSf,year,dry_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.053686336,DSf,year,dry_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,-0.15967938,DSf,year,dry_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,-0.20396474,DSf,year,dry_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.23229614,DSf,year,dry_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),-0.24993598,DSf,year,dry_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.21544617,DSf,year,dry_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.06758542,DSf,year,dry_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,-0.16275759,DSf,year,dry_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,-0.14916198,DSf,year,dry_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,0.18329243,DSf,year,dry_spell_frequency,,7
16055_16071_Region_um_Weimar,-0.15743868,DSf,year,dry_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,0.14656582,DSf,year,dry_spell_frequency,,7
