region,DSf_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
12071_Spree-Neiße,-1.5810470581054688,DSf,year,dry_spell_frequency,,7
12072_Teltow-Fläming,-1.6829328536987305,DSf,year,dry_spell_frequency,,7
12073_Uckermark,-1.5897760391235352,DSf,year,dry_spell_frequency,,7
13003_Rostock,-1.6929693222045898,DSf,year,dry_spell_frequency,,7
13004_Schwerin,-1.5888776779174805,DSf,year,dry_spell_frequency,,7
13072_Rostock,-1.5682392120361328,DSf,year,dry_spell_frequency,,7
13076_Ludwigslust-Parchim,-1.5820398330688477,DSf,year,dry_spell_frequency,,7
13071_Mecklenburgische Seenplatte,-1.7449636459350586,DSf,year,dry_spell_frequency,,7
13073_Vorpommern-Rügen,-1.5747532844543457,DSf,year,dry_spell_frequency,,7
13074_Nordwestmecklenburg,-1.6178741455078125,DSf,year,dry_spell_frequency,,7
13075_Vorpommern-Greifswald,-1.7064952850341797,DSf,year,dry_spell_frequency,,7
14511_Chemnitz,-1.8549070358276367,DSf,year,dry_spell_frequency,,7
14522_Mittelsachsen,-1.5605859756469727,DSf,year,dry_spell_frequency,,7
14523_Vogtlandkreis,-1.6784372329711914,DSf,year,dry_spell_frequency,,7
14521_Erzgebirgskreis,-1.8437671661376953,DSf,year,dry_spell_frequency,,7
14524_Zwickau,-1.646437644958496,DSf,year,dry_spell_frequency,,7
14612_Dresden,-1.8972206115722656,DSf,year,dry_spell_frequency,,7
14626_Görlitz,-2.020427703857422,DSf,year,dry_spell_frequency,,7
14625_Bautzen,-1.8440370559692383,DSf,year,dry_spell_frequency,,7
14627_Meißen,-2.015169143676758,DSf,year,dry_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,-1.5358953475952148,DSf,year,dry_spell_frequency,,7
14713_Leipzig,-1.828679084777832,DSf,year,dry_spell_frequency,,7
14729_Leipzig,-1.5501413345336914,DSf,year,dry_spell_frequency,,7
14730_Nordsachsen,-1.7171850204467773,DSf,year,dry_spell_frequency,,7
15001_Dessau-Roßlau,-1.6571941375732422,DSf,year,dry_spell_frequency,,7
15082_Anhalt-Bitterfeld,-1.7189903259277344,DSf,year,dry_spell_frequency,,7
15091_Wittenberg,-1.6984834671020508,DSf,year,dry_spell_frequency,,7
15002_Halle (Saale),-2.0744800567626953,DSf,year,dry_spell_frequency,,7
15084_Burgenlandkreis,-1.5971107482910156,DSf,year,dry_spell_frequency,,7
15088_Saalekreis,-1.65118408203125,DSf,year,dry_spell_frequency,,7
15087_Mansfeld-Südharz,-1.5516300201416016,DSf,year,dry_spell_frequency,,7
15003_Magdeburg,-1.6319732666015625,DSf,year,dry_spell_frequency,,7
15085_Harz,-1.404759407043457,DSf,year,dry_spell_frequency,,7
15086_Jerichower Land,-1.7768049240112305,DSf,year,dry_spell_frequency,,7
15083_Börde,-1.5297966003417969,DSf,year,dry_spell_frequency,,7
15090_Stendal,-1.7746391296386719,DSf,year,dry_spell_frequency,,7
15089_Salzlandkreis,-1.7424249649047852,DSf,year,dry_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-1.5741233825683594,DSf,year,dry_spell_frequency,,7
16051_Erfurt,-1.7315502166748047,DSf,year,dry_spell_frequency,,7
16052_Gera,-1.6524467468261719,DSf,year,dry_spell_frequency,,7
16053_Jena,-1.736861228942871,DSf,year,dry_spell_frequency,,7
16054_Suhl,-0.8612461090087891,DSf,year,dry_spell_frequency,,7
16055_Weimar,-1.4613094329833984,DSf,year,dry_spell_frequency,,7
16056_Eisenach,-1.4474096298217773,DSf,year,dry_spell_frequency,,7
16061_Eichsfeld,-1.2025232315063477,DSf,year,dry_spell_frequency,,7
16062_Nordhausen,-1.735311508178711,DSf,year,dry_spell_frequency,,7
16063_Wartburgkreis,-1.0772409439086914,DSf,year,dry_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,-1.5477170944213867,DSf,year,dry_spell_frequency,,7
16065_Kyffhäuserkreis,-1.5935144424438477,DSf,year,dry_spell_frequency,,7
16066_Schmalkalden-Meiningen,-0.8667688369750977,DSf,year,dry_spell_frequency,,7
16067_Gotha,-1.7043476104736328,DSf,year,dry_spell_frequency,,7
16068_Sömmerda,-1.8810234069824219,DSf,year,dry_spell_frequency,,7
16069_Hildburghausen,-0.7639923095703125,DSf,year,dry_spell_frequency,,7
16070_Ilm-Kreis,-1.5589599609375,DSf,year,dry_spell_frequency,,7
16071_Weimarer Land,-1.5016984939575195,DSf,year,dry_spell_frequency,,7
16072_Sonneberg,-1.1141595840454102,DSf,year,dry_spell_frequency,,7
16073_Saalfeld-Rudolstadt,-1.3600597381591797,DSf,year,dry_spell_frequency,,7
16074_Saale-Holzland-Kreis,-1.559774398803711,DSf,year,dry_spell_frequency,,7
16075_Saale-Orla-Kreis,-1.4857759475708008,DSf,year,dry_spell_frequency,,7
16076_Greiz,-1.6681890487670898,DSf,year,dry_spell_frequency,,7
16077_Altenburger Land,-1.5590505599975586,DSf,year,dry_spell_frequency,,7
01001_01059_Region_um_Flensburg,-1.0471515655517578,DSf,year,dry_spell_frequency,,7
01002_01057_01058_Region_um_Kiel,-1.277780532836914,DSf,year,dry_spell_frequency,,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-1.5224690437316895,DSf,year,dry_spell_frequency,,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-1.1844310760498047,DSf,year,dry_spell_frequency,,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-1.3337059020996094,DSf,year,dry_spell_frequency,,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-1.1992950439453125,DSf,year,dry_spell_frequency,,7
03103_03154_03151_Region_um_Wolfsburg,-1.3770694732666016,DSf,year,dry_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-1.072432518005371,DSf,year,dry_spell_frequency,,7
03402_03452_03457_Region_um_Emden,-1.3900375366210938,DSf,year,dry_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-1.1202483177185059,DSf,year,dry_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,-1.3665919303894043,DSf,year,dry_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,-1.2541322708129883,DSf,year,dry_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-1.1276440620422363,DSf,year,dry_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,-1.0757675170898438,DSf,year,dry_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.8211727142333984,DSf,year,dry_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.8375082015991211,DSf,year,dry_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.999638557434082,DSf,year,dry_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.7583284378051758,DSf,year,dry_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.8801097869873047,DSf,year,dry_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.9580583572387695,DSf,year,dry_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-0.9381051063537598,DSf,year,dry_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-0.8702893257141113,DSf,year,dry_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,-1.029801845550537,DSf,year,dry_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.8849186897277832,DSf,year,dry_spell_frequency,,7
05314_05382_Region_um_Bonn,-1.191802978515625,DSf,year,dry_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,-1.0524911880493164,DSf,year,dry_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.8953008651733398,DSf,year,dry_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-1.1233348846435547,DSf,year,dry_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,-1.20570707321167,DSf,year,dry_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,-1.203660488128662,DSf,year,dry_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-1.1075448989868164,DSf,year,dry_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-1.0917081832885742,DSf,year,dry_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.8544340133666992,DSf,year,dry_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,-1.1037592887878418,DSf,year,dry_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,-1.120595932006836,DSf,year,dry_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,-0.8647918701171875,DSf,year,dry_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-0.9464378356933594,DSf,year,dry_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-0.7919158935546875,DSf,year,dry_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-1.1576776504516602,DSf,year,dry_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-1.2057561874389648,DSf,year,dry_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.851954460144043,DSf,year,dry_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,-0.9182448387145996,DSf,year,dry_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,-1.0728082656860352,DSf,year,dry_spell_frequency,,7
07211_07235_Region_um_Trier,-0.7926397323608398,DSf,year,dry_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-1.3950719833374023,DSf,year,dry_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,-0.9454069137573242,DSf,year,dry_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,-1.4194755554199219,DSf,year,dry_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-1.3857793807983398,DSf,year,dry_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,-1.0246896743774414,DSf,year,dry_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-1.270096778869629,DSf,year,dry_spell_frequency,,7
07317_07340_Region_um_Pirmasens,-1.0348148345947266,DSf,year,dry_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-1.053680419921875,DSf,year,dry_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.9324741363525391,DSf,year,dry_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.8671169281005859,DSf,year,dry_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-1.0869140625,DSf,year,dry_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-1.0694122314453125,DSf,year,dry_spell_frequency,,7
08121_08125_Region_um_Heilbronn,-1.0322380065917969,DSf,year,dry_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,-1.0777997970581055,DSf,year,dry_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,-1.2346248626708984,DSf,year,dry_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,-1.0509452819824219,DSf,year,dry_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-1.0066566467285156,DSf,year,dry_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,-1.1689138412475586,DSf,year,dry_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-1.1114273071289062,DSf,year,dry_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,-0.9366846084594727,DSf,year,dry_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,-1.0871829986572266,DSf,year,dry_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,-1.0801916122436523,DSf,year,dry_spell_frequency,,7
09163_09187_Region_um_Rosenheim,-1.3841094970703125,DSf,year,dry_spell_frequency,,7
09261_09274_Region_um_Landshut,-1.3744010925292969,DSf,year,dry_spell_frequency,,7
09262_09275_Region_um_Passau,-1.1146297454833984,DSf,year,dry_spell_frequency,,7
09263_09278_Region_um_Straubing,-1.335190773010254,DSf,year,dry_spell_frequency,,7
09361_09371_Region_um_Amberg,-1.446547508239746,DSf,year,dry_spell_frequency,,7
09362_09375_Region_um_Regensburg,-1.5329570770263672,DSf,year,dry_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-1.2798233032226562,DSf,year,dry_spell_frequency,,7
09461_09471_Region_um_Bamberg,-1.1965885162353516,DSf,year,dry_spell_frequency,,7
09462_09472_Region_um_Bayreuth,-1.1923151016235352,DSf,year,dry_spell_frequency,,7
09463_09473_Region_um_Coburg,-0.9013538360595703,DSf,year,dry_spell_frequency,,7
09464_09475_Region_um_Hof,-1.2455596923828125,DSf,year,dry_spell_frequency,,7
09561_09571_Region_um_Ansbach,-1.3947086334228516,DSf,year,dry_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,-1.237351417541504,DSf,year,dry_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,-1.4323081970214844,DSf,year,dry_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-1.3763618469238281,DSf,year,dry_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,-1.5430793762207031,DSf,year,dry_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-1.261587142944336,DSf,year,dry_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,-1.0993432998657227,DSf,year,dry_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,-1.1123104095458984,DSf,year,dry_spell_frequency,,7
09663_09679_Region_um_Würzburg,-1.204981803894043,DSf,year,dry_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,-0.8197603225708008,DSf,year,dry_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,-1.2048115730285645,DSf,year,dry_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),-1.3141555786132812,DSf,year,dry_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,-0.839019775390625,DSf,year,dry_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-1.0609407424926758,DSf,year,dry_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.6390705108642578,DSf,year,dry_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-1.7734460830688477,DSf,year,dry_spell_frequency,,7
12052_12071_Region_um_Cottbus,-1.6083660125732422,DSf,year,dry_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-1.515106201171875,DSf,year,dry_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-1.6776533126831055,DSf,year,dry_spell_frequency,,7
13003_13072_Region_um_Rostock,-1.5743827819824219,DSf,year,dry_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,-1.5930299758911133,DSf,year,dry_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,-1.603428840637207,DSf,year,dry_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,-1.754317283630371,DSf,year,dry_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,-1.6564855575561523,DSf,year,dry_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,-1.7038240432739258,DSf,year,dry_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),-1.6889915466308594,DSf,year,dry_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,-1.5037860870361328,DSf,year,dry_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-1.5230388641357422,DSf,year,dry_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,-1.6065845489501953,DSf,year,dry_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,-1.4893341064453125,DSf,year,dry_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,-0.8571348190307617,DSf,year,dry_spell_frequency,,7
16055_16071_Region_um_Weimar,-1.4890556335449219,DSf,year,dry_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,-1.1627683639526367,DSf,year,dry_spell_frequency,,7
