region,DSf_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
08117_Göppingen,0.30400795,DSf,year,dry_spell_frequency,,7
08118_Ludwigsburg,0.22167781,DSf,year,dry_spell_frequency,,7
08119_Rems-Murr-Kreis,0.26933175,DSf,year,dry_spell_frequency,,7
08121_Heilbronn,0.2652222,DSf,year,dry_spell_frequency,,7
08125_Heilbronn,0.30468047,DSf,year,dry_spell_frequency,,7
08126_Hohenlohekreis,0.28140646,DSf,year,dry_spell_frequency,,7
08127_Schwäbisch Hall,0.276145,DSf,year,dry_spell_frequency,,7
08128_Main-Tauber-Kreis,0.20350343,DSf,year,dry_spell_frequency,,7
08135_Heidenheim,0.26056954,DSf,year,dry_spell_frequency,,7
08136_Ostalbkreis,0.2838209,DSf,year,dry_spell_frequency,,7
08211_Baden-Baden,0.46036085,DSf,year,dry_spell_frequency,,7
08212_Karlsruhe,0.2961559,DSf,year,dry_spell_frequency,,7
08215_Karlsruhe,0.3228117,DSf,year,dry_spell_frequency,,7
08216_Rastatt,0.45972082,DSf,year,dry_spell_frequency,,7
08221_Heidelberg,0.38645896,DSf,year,dry_spell_frequency,,7
08222_Mannheim,0.21085696,DSf,year,dry_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,0.30337283,DSf,year,dry_spell_frequency,,7
08226_Rhein-Neckar-Kreis,0.33358395,DSf,year,dry_spell_frequency,,7
08231_Pforzheim,0.29176065,DSf,year,dry_spell_frequency,,7
08235_Calw,0.35962048,DSf,year,dry_spell_frequency,,7
08236_Enzkreis,0.28601623,DSf,year,dry_spell_frequency,,7
08237_Freudenstadt,0.5708921,DSf,year,dry_spell_frequency,,7
08311_Freiburg im Breisgau,0.4899213,DSf,year,dry_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,0.6157968,DSf,year,dry_spell_frequency,,7
08316_Emmendingen,0.56628513,DSf,year,dry_spell_frequency,,7
08317_Ortenaukreis,0.52449775,DSf,year,dry_spell_frequency,,7
08325_Rottweil,0.5032702,DSf,year,dry_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,0.45299116,DSf,year,dry_spell_frequency,,7
08327_Tuttlingen,0.39791772,DSf,year,dry_spell_frequency,,7
08335_Konstanz,0.24761297,DSf,year,dry_spell_frequency,,7
08336_Lörrach,0.71527797,DSf,year,dry_spell_frequency,,7
08337_Waldshut,0.51886976,DSf,year,dry_spell_frequency,,7
08415_Reutlingen,0.40093574,DSf,year,dry_spell_frequency,,7
08416_Tübingen,0.1902905,DSf,year,dry_spell_frequency,,7
08417_Zollernalbkreis,0.40813583,DSf,year,dry_spell_frequency,,7
08421_Ulm,0.113709435,DSf,year,dry_spell_frequency,,7
08425_Alb-Donau-Kreis,0.23487298,DSf,year,dry_spell_frequency,,7
08426_Biberach,0.2526017,DSf,year,dry_spell_frequency,,7
08435_Bodenseekreis,0.26197326,DSf,year,dry_spell_frequency,,7
08436_Ravensburg,0.36261025,DSf,year,dry_spell_frequency,,7
08437_Sigmaringen,0.32538894,DSf,year,dry_spell_frequency,,7
09161_Ingolstadt,0.073475406,DSf,year,dry_spell_frequency,,7
09162_München,0.15625648,DSf,year,dry_spell_frequency,,7
09163_Rosenheim,0.015459905,DSf,year,dry_spell_frequency,,7
09171_Altötting,0.08790229,DSf,year,dry_spell_frequency,,7
09172_Berchtesgadener Land,0.07857538,DSf,year,dry_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,0.15786085,DSf,year,dry_spell_frequency,,7
09174_Dachau,0.17167054,DSf,year,dry_spell_frequency,,7
09175_Ebersberg,0.17374778,DSf,year,dry_spell_frequency,,7
09176_Eichstätt,0.11964566,DSf,year,dry_spell_frequency,,7
09177_Erding,0.17094515,DSf,year,dry_spell_frequency,,7
09178_Freising,0.17661351,DSf,year,dry_spell_frequency,,7
09179_Fürstenfeldbruck,0.18969469,DSf,year,dry_spell_frequency,,7
09180_Garmisch-Partenkirchen,0.10679419,DSf,year,dry_spell_frequency,,7
09181_Landsberg am Lech,0.21523167,DSf,year,dry_spell_frequency,,7
09182_Miesbach,0.20132622,DSf,year,dry_spell_frequency,,7
09183_Mühldorf a. Inn,0.12769899,DSf,year,dry_spell_frequency,,7
09184_München,0.21903807,DSf,year,dry_spell_frequency,,7
09185_Neuburg-Schrobenhausen,0.11615721,DSf,year,dry_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,0.16112736,DSf,year,dry_spell_frequency,,7
09187_Rosenheim,0.11194508,DSf,year,dry_spell_frequency,,7
09188_Starnberg,0.20561084,DSf,year,dry_spell_frequency,,7
09189_Traunstein,0.16124968,DSf,year,dry_spell_frequency,,7
09190_Weilheim-Schongau,0.16998184,DSf,year,dry_spell_frequency,,7
09261_Landshut,0.117779806,DSf,year,dry_spell_frequency,,7
09262_Passau,-0.0027324776,DSf,year,dry_spell_frequency,,7
09263_Straubing,-0.09984297,DSf,year,dry_spell_frequency,,7
09271_Deggendorf,-0.05304323,DSf,year,dry_spell_frequency,,7
09272_Freyung-Grafenau,0.054167774,DSf,year,dry_spell_frequency,,7
09273_Kelheim,0.07382161,DSf,year,dry_spell_frequency,,7
09274_Landshut,0.0961703,DSf,year,dry_spell_frequency,,7
09275_Passau,0.00036703076,DSf,year,dry_spell_frequency,,7
09276_Regen,0.10857023,DSf,year,dry_spell_frequency,,7
09277_Rottal-Inn,0.053262584,DSf,year,dry_spell_frequency,,7
09278_Straubing-Bogen,-0.022163132,DSf,year,dry_spell_frequency,,7
09279_Dingolfing-Landau,-0.043690387,DSf,year,dry_spell_frequency,,7
09361_Amberg,0.07712918,DSf,year,dry_spell_frequency,,7
09362_Regensburg,-0.05394049,DSf,year,dry_spell_frequency,,7
09363_Weiden i.d. OPf.,0.092062555,DSf,year,dry_spell_frequency,,7
09371_Amberg-Sulzbach,0.12437477,DSf,year,dry_spell_frequency,,7
09372_Cham,0.04917722,DSf,year,dry_spell_frequency,,7
09373_Neumarkt i.d. OPf.,0.12229348,DSf,year,dry_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,0.144718,DSf,year,dry_spell_frequency,,7
09375_Regensburg,-0.00262191,DSf,year,dry_spell_frequency,,7
09376_Schwandorf,0.01339295,DSf,year,dry_spell_frequency,,7
09377_Tirschenreuth,0.16395408,DSf,year,dry_spell_frequency,,7
09461_Bamberg,0.12984608,DSf,year,dry_spell_frequency,,7
09462_Bayreuth,0.14737248,DSf,year,dry_spell_frequency,,7
09463_Coburg,0.17754626,DSf,year,dry_spell_frequency,,7
09464_Hof,-0.04505637,DSf,year,dry_spell_frequency,,7
09471_Bamberg,0.15124518,DSf,year,dry_spell_frequency,,7
09472_Bayreuth,0.16473937,DSf,year,dry_spell_frequency,,7
09473_Coburg,0.1619966,DSf,year,dry_spell_frequency,,7
09474_Forchheim,0.145066,DSf,year,dry_spell_frequency,,7
09475_Hof,0.104286864,DSf,year,dry_spell_frequency,,7
09476_Kronach,0.19165756,DSf,year,dry_spell_frequency,,7
09477_Kulmbach,0.12220741,DSf,year,dry_spell_frequency,,7
09478_Lichtenfels,0.1689965,DSf,year,dry_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,0.12478999,DSf,year,dry_spell_frequency,,7
09561_Ansbach,0.13581707,DSf,year,dry_spell_frequency,,7
09562_Erlangen,0.048211165,DSf,year,dry_spell_frequency,,7
09563_Fürth,0.02409526,DSf,year,dry_spell_frequency,,7
09564_Nürnberg,0.056226965,DSf,year,dry_spell_frequency,,7
09565_Schwabach,0.06888459,DSf,year,dry_spell_frequency,,7
09571_Ansbach,0.15479706,DSf,year,dry_spell_frequency,,7
09572_Erlangen-Höchstadt,0.08661464,DSf,year,dry_spell_frequency,,7
09573_Fürth,0.062095083,DSf,year,dry_spell_frequency,,7
09574_Nürnberger Land,0.15010521,DSf,year,dry_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.13587847,DSf,year,dry_spell_frequency,,7
09576_Roth,0.13634898,DSf,year,dry_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,0.18791491,DSf,year,dry_spell_frequency,,7
09661_Aschaffenburg,0.25658414,DSf,year,dry_spell_frequency,,7
09662_Schweinfurt,0.13698715,DSf,year,dry_spell_frequency,,7
09663_Würzburg,0.18707158,DSf,year,dry_spell_frequency,,7
09671_Aschaffenburg,0.32954282,DSf,year,dry_spell_frequency,,7
09672_Bad Kissingen,0.2753191,DSf,year,dry_spell_frequency,,7
09673_Rhön-Grabfeld,0.20310113,DSf,year,dry_spell_frequency,,7
09674_Haßberge,0.11645923,DSf,year,dry_spell_frequency,,7
09675_Kitzingen,0.1287268,DSf,year,dry_spell_frequency,,7
09676_Miltenberg,0.31285128,DSf,year,dry_spell_frequency,,7
09677_Main-Spessart,0.30894846,DSf,year,dry_spell_frequency,,7
09678_Schweinfurt,0.13304166,DSf,year,dry_spell_frequency,,7
09679_Würzburg,0.19724938,DSf,year,dry_spell_frequency,,7
09761_Augsburg,0.17598353,DSf,year,dry_spell_frequency,,7
09762_Kaufbeuren,0.21136977,DSf,year,dry_spell_frequency,,7
09763_Kempten (Allgäu),0.32128426,DSf,year,dry_spell_frequency,,7
09764_Memmingen,0.3125453,DSf,year,dry_spell_frequency,,7
09771_Aichach-Friedberg,0.15934873,DSf,year,dry_spell_frequency,,7
09772_Augsburg,0.18580714,DSf,year,dry_spell_frequency,,7
09773_Dillingen a.d. Donau,0.16973424,DSf,year,dry_spell_frequency,,7
09774_Günzburg,0.16858377,DSf,year,dry_spell_frequency,,7
09775_Neu-Ulm,0.16124754,DSf,year,dry_spell_frequency,,7
09776_Lindau (Bodensee),0.363284,DSf,year,dry_spell_frequency,,7
09777_Ostallgäu,0.27245796,DSf,year,dry_spell_frequency,,7
09778_Unterallgäu,0.2848376,DSf,year,dry_spell_frequency,,7
09779_Donau-Ries,0.15412459,DSf,year,dry_spell_frequency,,7
09780_Oberallgäu,0.31363106,DSf,year,dry_spell_frequency,,7
10041_Regionalverband Saarbrücken,0.66122043,DSf,year,dry_spell_frequency,,7
10042_Merzig-Wadern,0.66698307,DSf,year,dry_spell_frequency,,7
10043_Neunkirchen,0.5901517,DSf,year,dry_spell_frequency,,7
10044_Saarlouis,0.64878124,DSf,year,dry_spell_frequency,,7
10045_Saarpfalz-Kreis,0.6532574,DSf,year,dry_spell_frequency,,7
10046_St. Wendel,0.63784397,DSf,year,dry_spell_frequency,,7
11000_Berlin,-0.26503855,DSf,year,dry_spell_frequency,,7
12051_Brandenburg an der Havel,-0.29992837,DSf,year,dry_spell_frequency,,7
12052_Cottbus,-0.33146957,DSf,year,dry_spell_frequency,,7
12053_Frankfurt (Oder),-0.278619,DSf,year,dry_spell_frequency,,7
12054_Potsdam,-0.2739548,DSf,year,dry_spell_frequency,,7
12060_Barnim,-0.16597074,DSf,year,dry_spell_frequency,,7
12061_Dahme-Spreewald,-0.27266526,DSf,year,dry_spell_frequency,,7
12062_Elbe-Elster,-0.20756099,DSf,year,dry_spell_frequency,,7
12063_Havelland,-0.24895343,DSf,year,dry_spell_frequency,,7
12064_Märkisch-Oderland,-0.26548395,DSf,year,dry_spell_frequency,,7
12065_Oberhavel,-0.19542025,DSf,year,dry_spell_frequency,,7
12066_Oberspreewald-Lausitz,-0.23929292,DSf,year,dry_spell_frequency,,7
12067_Oder-Spree,-0.22498874,DSf,year,dry_spell_frequency,,7
12068_Ostprignitz-Ruppin,-0.13721183,DSf,year,dry_spell_frequency,,7
12069_Potsdam-Mittelmark,-0.23524106,DSf,year,dry_spell_frequency,,7
12070_Prignitz,-0.08950044,DSf,year,dry_spell_frequency,,7
12071_Spree-Neiße,-0.30918303,DSf,year,dry_spell_frequency,,7
12072_Teltow-Fläming,-0.2759926,DSf,year,dry_spell_frequency,,7
12073_Uckermark,-0.1088417,DSf,year,dry_spell_frequency,,7
13003_Rostock,-0.12902074,DSf,year,dry_spell_frequency,,7
13004_Schwerin,-0.0078536505,DSf,year,dry_spell_frequency,,7
13072_Rostock,-0.09889002,DSf,year,dry_spell_frequency,,7
13076_Ludwigslust-Parchim,-0.030503824,DSf,year,dry_spell_frequency,,7
13071_Mecklenburgische Seenplatte,-0.09879398,DSf,year,dry_spell_frequency,,7
13073_Vorpommern-Rügen,-0.12139613,DSf,year,dry_spell_frequency,,7
13074_Nordwestmecklenburg,-0.07271616,DSf,year,dry_spell_frequency,,7
13075_Vorpommern-Greifswald,-0.07744913,DSf,year,dry_spell_frequency,,7
14511_Chemnitz,-0.106897086,DSf,year,dry_spell_frequency,,7
14522_Mittelsachsen,-0.12336586,DSf,year,dry_spell_frequency,,7
14523_Vogtlandkreis,-0.026473975,DSf,year,dry_spell_frequency,,7
14521_Erzgebirgskreis,0.053326346,DSf,year,dry_spell_frequency,,7
14524_Zwickau,-0.13258506,DSf,year,dry_spell_frequency,,7
14612_Dresden,-0.3114687,DSf,year,dry_spell_frequency,,7
14626_Görlitz,-0.24581487,DSf,year,dry_spell_frequency,,7
14625_Bautzen,-0.20348169,DSf,year,dry_spell_frequency,,7
14627_Meißen,-0.19837968,DSf,year,dry_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,-0.1376591,DSf,year,dry_spell_frequency,,7
14713_Leipzig,-0.28100282,DSf,year,dry_spell_frequency,,7
14729_Leipzig,-0.22235307,DSf,year,dry_spell_frequency,,7
14730_Nordsachsen,-0.23009606,DSf,year,dry_spell_frequency,,7
15001_Dessau-Roßlau,-0.24807452,DSf,year,dry_spell_frequency,,7
15082_Anhalt-Bitterfeld,-0.26037845,DSf,year,dry_spell_frequency,,7
15091_Wittenberg,-0.21081674,DSf,year,dry_spell_frequency,,7
15002_Halle (Saale),-0.39573923,DSf,year,dry_spell_frequency,,7
15084_Burgenlandkreis,-0.30366763,DSf,year,dry_spell_frequency,,7
15088_Saalekreis,-0.34721446,DSf,year,dry_spell_frequency,,7
15087_Mansfeld-Südharz,-0.20533794,DSf,year,dry_spell_frequency,,7
15003_Magdeburg,-0.31178904,DSf,year,dry_spell_frequency,,7
15085_Harz,-0.10254235,DSf,year,dry_spell_frequency,,7
15086_Jerichower Land,-0.27059352,DSf,year,dry_spell_frequency,,7
15083_Börde,-0.16761872,DSf,year,dry_spell_frequency,,7
15090_Stendal,-0.14466445,DSf,year,dry_spell_frequency,,7
15089_Salzlandkreis,-0.31726477,DSf,year,dry_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-0.0662748,DSf,year,dry_spell_frequency,,7
16051_Erfurt,-0.30907,DSf,year,dry_spell_frequency,,7
16052_Gera,-0.26648962,DSf,year,dry_spell_frequency,,7
