region,DSf_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
01001_Flensburg,0.19672543,DSf,year,dry_spell_frequency,,7
01002_Kiel,0.08985621,DSf,year,dry_spell_frequency,,7
01003_Lübeck,0.0013079309,DSf,year,dry_spell_frequency,,7
01004_Neumünster,-0.008333465,DSf,year,dry_spell_frequency,,7
01051_Dithmarschen,0.011159094,DSf,year,dry_spell_frequency,,7
01053_Herzogtum Lauenburg,-0.03404088,DSf,year,dry_spell_frequency,,7
01054_Nordfriesland,0.018718777,DSf,year,dry_spell_frequency,,7
01055_Ostholstein,0.07683247,DSf,year,dry_spell_frequency,,7
01057_Plön,0.04606161,DSf,year,dry_spell_frequency,,7
01058_Rendsburg-Eckernförde,0.05222365,DSf,year,dry_spell_frequency,,7
01059_Schleswig-Flensburg,0.12750025,DSf,year,dry_spell_frequency,,7
01060_Segeberg,0.041299846,DSf,year,dry_spell_frequency,,7
01061_Steinburg,-0.034471594,DSf,year,dry_spell_frequency,,7
01062_Stormarn,0.018986661,DSf,year,dry_spell_frequency,,7
02000_Hamburg,-0.041411165,DSf,year,dry_spell_frequency,,7
03101_Braunschweig,-0.122491136,DSf,year,dry_spell_frequency,,7
03102_Salzgitter,-0.21785133,DSf,year,dry_spell_frequency,,7
03103_Wolfsburg,-0.06357359,DSf,year,dry_spell_frequency,,7
03151_Gifhorn,-0.02883052,DSf,year,dry_spell_frequency,,7
03159_Göttingen,0.08948353,DSf,year,dry_spell_frequency,,7
03153_Goslar,0.17160855,DSf,year,dry_spell_frequency,,7
03154_Helmstedt,-0.076554015,DSf,year,dry_spell_frequency,,7
03155_Northeim,0.09012698,DSf,year,dry_spell_frequency,,7
03157_Peine,-0.13781483,DSf,year,dry_spell_frequency,,7
03158_Wolfenbüttel,-0.16817702,DSf,year,dry_spell_frequency,,7
03241_Region Hannover,-0.0435051,DSf,year,dry_spell_frequency,,7
03251_Diepholz,0.105722286,DSf,year,dry_spell_frequency,,7
03252_Hameln-Pyrmont,0.08017873,DSf,year,dry_spell_frequency,,7
03254_Hildesheim,-0.06540172,DSf,year,dry_spell_frequency,,7
03255_Holzminden,0.08018683,DSf,year,dry_spell_frequency,,7
01056_Pinneberg,-0.035335448,DSf,year,dry_spell_frequency,,7
03256_Nienburg (Weser),0.042813186,DSf,year,dry_spell_frequency,,7
03257_Schaumburg,0.09671104,DSf,year,dry_spell_frequency,,7
03351_Celle,-0.011600152,DSf,year,dry_spell_frequency,,7
03352_Cuxhaven,-0.019323574,DSf,year,dry_spell_frequency,,7
03353_Harburg,-0.037779834,DSf,year,dry_spell_frequency,,7
03354_Lüchow-Dannenberg,-0.061784253,DSf,year,dry_spell_frequency,,7
03355_Lüneburg,-0.027673136,DSf,year,dry_spell_frequency,,7
03356_Osterholz,0.060929365,DSf,year,dry_spell_frequency,,7
03357_Rotenburg (Wümme),0.0165681,DSf,year,dry_spell_frequency,,7
03358_Heidekreis,-0.018933814,DSf,year,dry_spell_frequency,,7
03359_Stade,-0.037525486,DSf,year,dry_spell_frequency,,7
03360_Uelzen,0.008652395,DSf,year,dry_spell_frequency,,7
03361_Verden,0.06920285,DSf,year,dry_spell_frequency,,7
03401_Delmenhorst,0.10820267,DSf,year,dry_spell_frequency,,7
03402_Emden,0.14448673,DSf,year,dry_spell_frequency,,7
03403_Oldenburg (Oldb),0.08610385,DSf,year,dry_spell_frequency,,7
03404_Osnabrück,0.14847296,DSf,year,dry_spell_frequency,,7
03405_Wilhelmshaven,0.029291797,DSf,year,dry_spell_frequency,,7
03451_Ammerland,0.103548735,DSf,year,dry_spell_frequency,,7
03452_Aurich,0.16860738,DSf,year,dry_spell_frequency,,7
03453_Cloppenburg,0.12872337,DSf,year,dry_spell_frequency,,7
03454_Emsland,0.18874426,DSf,year,dry_spell_frequency,,7
03455_Friesland,0.10160378,DSf,year,dry_spell_frequency,,7
03456_Grafschaft Bentheim,0.23384732,DSf,year,dry_spell_frequency,,7
03457_Leer,0.1493083,DSf,year,dry_spell_frequency,,7
03458_Oldenburg,0.11844568,DSf,year,dry_spell_frequency,,7
03459_Osnabrück,0.15211818,DSf,year,dry_spell_frequency,,7
03460_Vechta,0.1388012,DSf,year,dry_spell_frequency,,7
03461_Wesermarsch,0.006605533,DSf,year,dry_spell_frequency,,7
03462_Wittmund,0.15656471,DSf,year,dry_spell_frequency,,7
04011_Bremen,0.1145642,DSf,year,dry_spell_frequency,,7
04012_Bremerhaven,-0.05522695,DSf,year,dry_spell_frequency,,7
05111_Düsseldorf,0.3431657,DSf,year,dry_spell_frequency,,7
05112_Duisburg,0.39783967,DSf,year,dry_spell_frequency,,7
05113_Essen,0.41717166,DSf,year,dry_spell_frequency,,7
05114_Krefeld,0.36442992,DSf,year,dry_spell_frequency,,7
05116_Mönchengladbach,0.43641418,DSf,year,dry_spell_frequency,,7
05117_Mülheim an der Ruhr,0.42102426,DSf,year,dry_spell_frequency,,7
05119_Oberhausen,0.39711213,DSf,year,dry_spell_frequency,,7
05120_Remscheid,0.40665212,DSf,year,dry_spell_frequency,,7
05122_Solingen,0.3782048,DSf,year,dry_spell_frequency,,7
05124_Wuppertal,0.41165462,DSf,year,dry_spell_frequency,,7
05154_Kleve,0.4114108,DSf,year,dry_spell_frequency,,7
05158_Mettmann,0.37182352,DSf,year,dry_spell_frequency,,7
05162_Rhein-Kreis Neuss,0.3450052,DSf,year,dry_spell_frequency,,7
05166_Viersen,0.42614383,DSf,year,dry_spell_frequency,,7
05170_Wesel,0.38927352,DSf,year,dry_spell_frequency,,7
05314_Bonn,0.294075,DSf,year,dry_spell_frequency,,7
05315_Köln,0.30783108,DSf,year,dry_spell_frequency,,7
05316_Leverkusen,0.33433536,DSf,year,dry_spell_frequency,,7
05334_Städteregion Aachen,0.42332625,DSf,year,dry_spell_frequency,,7
05358_Düren,0.29062134,DSf,year,dry_spell_frequency,,7
05362_Rhein-Erft-Kreis,0.2818272,DSf,year,dry_spell_frequency,,7
05366_Euskirchen,0.37054217,DSf,year,dry_spell_frequency,,7
05370_Heinsberg,0.45699424,DSf,year,dry_spell_frequency,,7
05374_Oberbergischer Kreis,0.38041577,DSf,year,dry_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,0.3423972,DSf,year,dry_spell_frequency,,7
05382_Rhein-Sieg-Kreis,0.300724,DSf,year,dry_spell_frequency,,7
05512_Bottrop,0.40489274,DSf,year,dry_spell_frequency,,7
05513_Gelsenkirchen,0.4025671,DSf,year,dry_spell_frequency,,7
05515_Münster,0.2405291,DSf,year,dry_spell_frequency,,7
05554_Borken,0.317222,DSf,year,dry_spell_frequency,,7
05558_Coesfeld,0.2856303,DSf,year,dry_spell_frequency,,7
05562_Recklinghausen,0.36917388,DSf,year,dry_spell_frequency,,7
05566_Steinfurt,0.20186628,DSf,year,dry_spell_frequency,,7
05570_Warendorf,0.23532306,DSf,year,dry_spell_frequency,,7
05711_Bielefeld,0.17931798,DSf,year,dry_spell_frequency,,7
05754_Gütersloh,0.20892811,DSf,year,dry_spell_frequency,,7
05758_Herford,0.20177841,DSf,year,dry_spell_frequency,,7
05762_Höxter,0.1193384,DSf,year,dry_spell_frequency,,7
05766_Lippe,0.16337092,DSf,year,dry_spell_frequency,,7
05770_Minden-Lübbecke,0.120799616,DSf,year,dry_spell_frequency,,7
05774_Paderborn,0.22880317,DSf,year,dry_spell_frequency,,7
05911_Bochum,0.35599172,DSf,year,dry_spell_frequency,,7
05913_Dortmund,0.25143963,DSf,year,dry_spell_frequency,,7
05914_Hagen,0.29787776,DSf,year,dry_spell_frequency,,7
05915_Hamm,0.2490557,DSf,year,dry_spell_frequency,,7
05916_Herne,0.35175267,DSf,year,dry_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,0.3650121,DSf,year,dry_spell_frequency,,7
05958_Hochsauerlandkreis,0.36556005,DSf,year,dry_spell_frequency,,7
05962_Märkischer Kreis,0.3809175,DSf,year,dry_spell_frequency,,7
05966_Olpe,0.40858322,DSf,year,dry_spell_frequency,,7
05970_Siegen-Wittgenstein,0.43171763,DSf,year,dry_spell_frequency,,7
05974_Soest,0.23968951,DSf,year,dry_spell_frequency,,7
05978_Unna,0.21921453,DSf,year,dry_spell_frequency,,7
06411_Darmstadt,0.3018425,DSf,year,dry_spell_frequency,,7
06412_Frankfurt am Main,0.25451413,DSf,year,dry_spell_frequency,,7
06413_Offenbach am Main,0.18250531,DSf,year,dry_spell_frequency,,7
06414_Wiesbaden,0.41601443,DSf,year,dry_spell_frequency,,7
06431_Bergstraße,0.3131576,DSf,year,dry_spell_frequency,,7
06432_Darmstadt-Dieburg,0.29998234,DSf,year,dry_spell_frequency,,7
06433_Groß-Gerau,0.22716744,DSf,year,dry_spell_frequency,,7
06434_Hochtaunuskreis,0.41351214,DSf,year,dry_spell_frequency,,7
06435_Main-Kinzig-Kreis,0.2898258,DSf,year,dry_spell_frequency,,7
06436_Main-Taunus-Kreis,0.41471663,DSf,year,dry_spell_frequency,,7
06437_Odenwaldkreis,0.36723292,DSf,year,dry_spell_frequency,,7
06438_Offenbach,0.22916012,DSf,year,dry_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,0.46342996,DSf,year,dry_spell_frequency,,7
06440_Wetteraukreis,0.2644499,DSf,year,dry_spell_frequency,,7
06531_Gießen,0.26247653,DSf,year,dry_spell_frequency,,7
06532_Lahn-Dill-Kreis,0.29373533,DSf,year,dry_spell_frequency,,7
06533_Limburg-Weilburg,0.27512679,DSf,year,dry_spell_frequency,,7
06534_Marburg-Biedenkopf,0.30204198,DSf,year,dry_spell_frequency,,7
06535_Vogelsbergkreis,0.33958003,DSf,year,dry_spell_frequency,,7
06611_Kassel,0.103849776,DSf,year,dry_spell_frequency,,7
06631_Fulda,0.28849444,DSf,year,dry_spell_frequency,,7
06632_Hersfeld-Rotenburg,0.2009356,DSf,year,dry_spell_frequency,,7
06633_Kassel,0.11100869,DSf,year,dry_spell_frequency,,7
06634_Schwalm-Eder-Kreis,0.23713921,DSf,year,dry_spell_frequency,,7
06635_Waldeck-Frankenberg,0.28658804,DSf,year,dry_spell_frequency,,7
06636_Werra-Meißner-Kreis,0.14122531,DSf,year,dry_spell_frequency,,7
07111_Koblenz,0.29896846,DSf,year,dry_spell_frequency,,7
07131_Ahrweiler,0.3524522,DSf,year,dry_spell_frequency,,7
07132_Altenkirchen (Westerwald),0.38167325,DSf,year,dry_spell_frequency,,7
07133_Bad Kreuznach,0.38586953,DSf,year,dry_spell_frequency,,7
07134_Birkenfeld,0.63641703,DSf,year,dry_spell_frequency,,7
07135_Cochem-Zell,0.5048393,DSf,year,dry_spell_frequency,,7
07137_Mayen-Koblenz,0.36883342,DSf,year,dry_spell_frequency,,7
07138_Neuwied,0.32106218,DSf,year,dry_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,0.5104761,DSf,year,dry_spell_frequency,,7
07141_Rhein-Lahn-Kreis,0.39206105,DSf,year,dry_spell_frequency,,7
07143_Westerwaldkreis,0.39124867,DSf,year,dry_spell_frequency,,7
07211_Trier,0.64683294,DSf,year,dry_spell_frequency,,7
07231_Bernkastel-Wittlich,0.58111334,DSf,year,dry_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,0.65933084,DSf,year,dry_spell_frequency,,7
07233_Vulkaneifel,0.6517496,DSf,year,dry_spell_frequency,,7
07235_Trier-Saarburg,0.6783116,DSf,year,dry_spell_frequency,,7
07311_Frankenthal (Pfalz),0.27072546,DSf,year,dry_spell_frequency,,7
07312_Kaiserslautern,0.5713715,DSf,year,dry_spell_frequency,,7
07313_Landau in der Pfalz,0.4119865,DSf,year,dry_spell_frequency,,7
07314_Ludwigshafen am Rhein,0.23561706,DSf,year,dry_spell_frequency,,7
07315_Mainz,0.28637344,DSf,year,dry_spell_frequency,,7
07316_Neustadt an der Weinstraße,0.27504906,DSf,year,dry_spell_frequency,,7
07317_Pirmasens,0.56889987,DSf,year,dry_spell_frequency,,7
07318_Speyer,0.25448644,DSf,year,dry_spell_frequency,,7
07319_Worms,0.2775787,DSf,year,dry_spell_frequency,,7
07320_Zweibrücken,0.59129256,DSf,year,dry_spell_frequency,,7
07331_Alzey-Worms,0.25987327,DSf,year,dry_spell_frequency,,7
07332_Bad Dürkheim,0.34032488,DSf,year,dry_spell_frequency,,7
07333_Donnersbergkreis,0.43679938,DSf,year,dry_spell_frequency,,7
07334_Germersheim,0.33791777,DSf,year,dry_spell_frequency,,7
07335_Kaiserslautern,0.56959116,DSf,year,dry_spell_frequency,,7
07336_Kusel,0.5455357,DSf,year,dry_spell_frequency,,7
07337_Südliche Weinstraße,0.37963432,DSf,year,dry_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,0.22582372,DSf,year,dry_spell_frequency,,7
07339_Mainz-Bingen,0.28985608,DSf,year,dry_spell_frequency,,7
07340_Südwestpfalz,0.5567123,DSf,year,dry_spell_frequency,,7
08111_Stuttgart,0.19913627,DSf,year,dry_spell_frequency,,7
08115_Böblingen,0.20440573,DSf,year,dry_spell_frequency,,7
08116_Esslingen,0.27223998,DSf,year,dry_spell_frequency,,7
