region,ci_name,ci_frequency,standard_name,units,mid_month,DSf_year_1.5C_rcp85_ensemble-robustness
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,DSf,year,dry_spell_frequency,,7,1.0
05114_05112_05162_05166_05170_Region_um_Krefeld,DSf,year,dry_spell_frequency,,7,1.0
05116_05370_05166_05162_Region_um_Mönchengladbach,DSf,year,dry_spell_frequency,,7,1.0
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,DSf,year,dry_spell_frequency,,7,1.0
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,DSf,year,dry_spell_frequency,,7,1.0
05120_05124_05122_05378_05374_Region_um_Remscheid,DSf,year,dry_spell_frequency,,7,1.0
05122_05158_05124_05378_05120_Region_um_Solingen,DSf,year,dry_spell_frequency,,7,1.0
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,DSf,year,dry_spell_frequency,,7,1.0
05314_05382_Region_um_Bonn,DSf,year,dry_spell_frequency,,7,1.0
05316_05315_05378_05158_Region_um_Leverkusen,DSf,year,dry_spell_frequency,,7,
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,DSf,year,dry_spell_frequency,,7,1.0
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,DSf,year,dry_spell_frequency,,7,1.0
05515_05566_05558_05570_Region_um_Münster,DSf,year,dry_spell_frequency,,7,1.0
05711_05754_05758_05766_Region_um_Bielefeld,DSf,year,dry_spell_frequency,,7,
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,DSf,year,dry_spell_frequency,,7,1.0
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,DSf,year,dry_spell_frequency,,7,1.0
05914_05954_05913_05978_05962_Region_um_Hagen,DSf,year,dry_spell_frequency,,7,1.0
05915_05978_05974_05570_05558_Region_um_Hamm,DSf,year,dry_spell_frequency,,7,
05916_05513_05562_05911_Region_um_Herne,DSf,year,dry_spell_frequency,,7,1.0
06411_06432_06438_Region_um_Darmstadt,DSf,year,dry_spell_frequency,,7,1.0
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,DSf,year,dry_spell_frequency,,7,
06413_06438_06435_06412_Region_um_Offenbach_am_Main,DSf,year,dry_spell_frequency,,7,1.0
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,DSf,year,dry_spell_frequency,,7,
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,DSf,year,dry_spell_frequency,,7,
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,DSf,year,dry_spell_frequency,,7,1.0
06611_06633_03159_Region_um_Kassel,DSf,year,dry_spell_frequency,,7,
07111_07137_07141_07143_Region_um_Koblenz,DSf,year,dry_spell_frequency,,7,1.0
07211_07235_Region_um_Trier,DSf,year,dry_spell_frequency,,7,1.0
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),DSf,year,dry_spell_frequency,,7,
07312_07335_07332_Region_um_Kaiserslautern,DSf,year,dry_spell_frequency,,7,1.0
07313_07337_Region_um_Landau_in_der_Pfalz,DSf,year,dry_spell_frequency,,7,
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,DSf,year,dry_spell_frequency,,7,
07315_07339_06414_06433_Region_um_Mainz,DSf,year,dry_spell_frequency,,7,
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,DSf,year,dry_spell_frequency,,7,
07317_07340_Region_um_Pirmasens,DSf,year,dry_spell_frequency,,7,1.0
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,DSf,year,dry_spell_frequency,,7,
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,DSf,year,dry_spell_frequency,,7,
07320_07340_10045_07317_Region_um_Zweibrücken,DSf,year,dry_spell_frequency,,7,1.0
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,DSf,year,dry_spell_frequency,,7,
08111_08115_08116_08118_08119_Region_um_Stuttgart,DSf,year,dry_spell_frequency,,7,
08121_08125_Region_um_Heilbronn,DSf,year,dry_spell_frequency,,7,1.0
08211_08216_Region_um_Baden-Baden,DSf,year,dry_spell_frequency,,7,1.0
08212_08215_07334_Region_um_Karlsruhe,DSf,year,dry_spell_frequency,,7,
08221_08226_08222_Region_um_Heidelberg,DSf,year,dry_spell_frequency,,7,
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,DSf,year,dry_spell_frequency,,7,
08231_08236_08235_Region_um_Pforzheim,DSf,year,dry_spell_frequency,,7,
08311_08316_08315_Region_um_Freiburg_im_Breisgau,DSf,year,dry_spell_frequency,,7,1.0
08421_08425_09775_Region_um_Ulm,DSf,year,dry_spell_frequency,,7,
09161_09176_09185_09186_Region_um_Ingolstadt,DSf,year,dry_spell_frequency,,7,1.0
09162_09184_09179_09174_Region_um_München,DSf,year,dry_spell_frequency,,7,
09163_09187_Region_um_Rosenheim,DSf,year,dry_spell_frequency,,7,
09261_09274_Region_um_Landshut,DSf,year,dry_spell_frequency,,7,
09262_09275_Region_um_Passau,DSf,year,dry_spell_frequency,,7,
09263_09278_Region_um_Straubing,DSf,year,dry_spell_frequency,,7,
09361_09371_Region_um_Amberg,DSf,year,dry_spell_frequency,,7,
09362_09375_Region_um_Regensburg,DSf,year,dry_spell_frequency,,7,
09363_09374_Region_um_Weiden_in_der_Oberpfalz,DSf,year,dry_spell_frequency,,7,
09461_09471_Region_um_Bamberg,DSf,year,dry_spell_frequency,,7,
09462_09472_Region_um_Bayreuth,DSf,year,dry_spell_frequency,,7,
09463_09473_Region_um_Coburg,DSf,year,dry_spell_frequency,,7,
09464_09475_Region_um_Hof,DSf,year,dry_spell_frequency,,7,
09561_09571_Region_um_Ansbach,DSf,year,dry_spell_frequency,,7,
09562_09572_09564_09563_Region_um_Erlangen,DSf,year,dry_spell_frequency,,7,
09563_09573_09562_09564_Region_um_Fürth,DSf,year,dry_spell_frequency,,7,
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,DSf,year,dry_spell_frequency,,7,
09565_09576_09564_Region_um_Schwabach,DSf,year,dry_spell_frequency,,7,
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,DSf,year,dry_spell_frequency,,7,
09661_09671_09676_Region_um_Aschaffenburg,DSf,year,dry_spell_frequency,,7,1.0
09662_09678_Region_um_Schweinfurt,DSf,year,dry_spell_frequency,,7,
09663_09679_Region_um_Würzburg,DSf,year,dry_spell_frequency,,7,
09761_09772_09771_Region_um_Augsburg,DSf,year,dry_spell_frequency,,7,
09762_09777_Region_um_Kaufbeuren,DSf,year,dry_spell_frequency,,7,
09763_09780_Region_um_Kempten_(Allgäu),DSf,year,dry_spell_frequency,,7,
09764_09778_08436_Region_um_Memmingen,DSf,year,dry_spell_frequency,,7,1.0
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),DSf,year,dry_spell_frequency,,7,1.0
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,DSf,year,dry_spell_frequency,,7,1.0
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,DSf,year,dry_spell_frequency,,7,
12052_12071_Region_um_Cottbus,DSf,year,dry_spell_frequency,,7,-1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),DSf,year,dry_spell_frequency,,7,
12054_12063_12069_11000_12051_Region_um_Potsdam,DSf,year,dry_spell_frequency,,7,
13003_13072_Region_um_Rostock,DSf,year,dry_spell_frequency,,7,
13004_13076_13074_Region_um_Schwerin,DSf,year,dry_spell_frequency,,7,
14511_14524_14521_14522_Region_um_Chemnitz,DSf,year,dry_spell_frequency,,7,
14612_14627_14625_14628_Region_um_Dresden,DSf,year,dry_spell_frequency,,7,
14713_14729_14730_Region_um_Leipzig,DSf,year,dry_spell_frequency,,7,
15001_15091_15082_Region_um_Dessau-Rolau,DSf,year,dry_spell_frequency,,7,
15002_15088_Region_um_Halle_(Saale),DSf,year,dry_spell_frequency,,7,
15003_15083_15089_15086_Region_um_Magdeburg,DSf,year,dry_spell_frequency,,7,
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,DSf,year,dry_spell_frequency,,7,
16052_16076_15084_16074_Region_um_Gera,DSf,year,dry_spell_frequency,,7,
16053_16074_16071_16055_Region_um_Jena,DSf,year,dry_spell_frequency,,7,
16054_16066_16069_16070_Region_um_Suhl,DSf,year,dry_spell_frequency,,7,
16055_16071_Region_um_Weimar,DSf,year,dry_spell_frequency,,7,
16056_16063_06636_Region_um_Eisenach,DSf,year,dry_spell_frequency,,7,1.0
