region,DSf_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03354_Lüchow-Dannenberg,-1.9178590774536133,DSf,year,dry_spell_frequency,,7
03355_Lüneburg,-1.7469749450683594,DSf,year,dry_spell_frequency,,7
03356_Osterholz,-1.7532973289489746,DSf,year,dry_spell_frequency,,7
03357_Rotenburg (Wümme),-1.5030865669250488,DSf,year,dry_spell_frequency,,7
03358_Heidekreis,-1.758561134338379,DSf,year,dry_spell_frequency,,7
03359_Stade,-1.5166654586791992,DSf,year,dry_spell_frequency,,7
03360_Uelzen,-1.7241411209106445,DSf,year,dry_spell_frequency,,7
03361_Verden,-1.6314802169799805,DSf,year,dry_spell_frequency,,7
03401_Delmenhorst,-1.5333385467529297,DSf,year,dry_spell_frequency,,7
03402_Emden,-1.5227394104003906,DSf,year,dry_spell_frequency,,7
03403_Oldenburg (Oldb),-1.5605463981628418,DSf,year,dry_spell_frequency,,7
03404_Osnabrück,-1.4844598770141602,DSf,year,dry_spell_frequency,,7
03405_Wilhelmshaven,-1.5013313293457031,DSf,year,dry_spell_frequency,,7
03451_Ammerland,-1.5750203132629395,DSf,year,dry_spell_frequency,,7
03452_Aurich,-1.5868043899536133,DSf,year,dry_spell_frequency,,7
03453_Cloppenburg,-1.4563288688659668,DSf,year,dry_spell_frequency,,7
03454_Emsland,-1.5241355895996094,DSf,year,dry_spell_frequency,,7
03455_Friesland,-1.546280860900879,DSf,year,dry_spell_frequency,,7
03456_Grafschaft Bentheim,-1.4405736923217773,DSf,year,dry_spell_frequency,,7
03457_Leer,-1.6027860641479492,DSf,year,dry_spell_frequency,,7
03458_Oldenburg,-1.4380006790161133,DSf,year,dry_spell_frequency,,7
03459_Osnabrück,-1.2566547393798828,DSf,year,dry_spell_frequency,,7
03460_Vechta,-1.301042079925537,DSf,year,dry_spell_frequency,,7
03461_Wesermarsch,-1.6648941040039062,DSf,year,dry_spell_frequency,,7
03462_Wittmund,-1.4736137390136719,DSf,year,dry_spell_frequency,,7
04011_Bremen,-1.4421615600585938,DSf,year,dry_spell_frequency,,7
04012_Bremerhaven,-1.423445224761963,DSf,year,dry_spell_frequency,,7
05111_Düsseldorf,-1.183816909790039,DSf,year,dry_spell_frequency,,7
05112_Duisburg,-1.2121906280517578,DSf,year,dry_spell_frequency,,7
05113_Essen,-1.4303569793701172,DSf,year,dry_spell_frequency,,7
05114_Krefeld,-1.345271110534668,DSf,year,dry_spell_frequency,,7
05116_Mönchengladbach,-1.4502506256103516,DSf,year,dry_spell_frequency,,7
05117_Mülheim an der Ruhr,-1.1959857940673828,DSf,year,dry_spell_frequency,,7
05119_Oberhausen,-1.2053136825561523,DSf,year,dry_spell_frequency,,7
05120_Remscheid,-1.474118709564209,DSf,year,dry_spell_frequency,,7
05122_Solingen,-1.3278250694274902,DSf,year,dry_spell_frequency,,7
05124_Wuppertal,-1.3093209266662598,DSf,year,dry_spell_frequency,,7
05154_Kleve,-0.9840469360351562,DSf,year,dry_spell_frequency,,7
05158_Mettmann,-1.290712833404541,DSf,year,dry_spell_frequency,,7
05162_Rhein-Kreis Neuss,-1.2289972305297852,DSf,year,dry_spell_frequency,,7
05166_Viersen,-1.264566421508789,DSf,year,dry_spell_frequency,,7
05170_Wesel,-0.9879980087280273,DSf,year,dry_spell_frequency,,7
05314_Bonn,-1.4386143684387207,DSf,year,dry_spell_frequency,,7
05315_Köln,-1.6425743103027344,DSf,year,dry_spell_frequency,,7
05316_Leverkusen,-1.16033935546875,DSf,year,dry_spell_frequency,,7
05334_Städteregion Aachen,-1.4412202835083008,DSf,year,dry_spell_frequency,,7
05358_Düren,-1.2603015899658203,DSf,year,dry_spell_frequency,,7
05362_Rhein-Erft-Kreis,-1.5091724395751953,DSf,year,dry_spell_frequency,,7
05366_Euskirchen,-1.5736932754516602,DSf,year,dry_spell_frequency,,7
05370_Heinsberg,-1.3338508605957031,DSf,year,dry_spell_frequency,,7
05374_Oberbergischer Kreis,-1.30255126953125,DSf,year,dry_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,-1.2592177391052246,DSf,year,dry_spell_frequency,,7
05382_Rhein-Sieg-Kreis,-1.2637615203857422,DSf,year,dry_spell_frequency,,7
05512_Bottrop,-1.421586036682129,DSf,year,dry_spell_frequency,,7
05513_Gelsenkirchen,-1.4692506790161133,DSf,year,dry_spell_frequency,,7
05515_Münster,-1.3467941284179688,DSf,year,dry_spell_frequency,,7
05554_Borken,-1.2648334503173828,DSf,year,dry_spell_frequency,,7
05558_Coesfeld,-1.2357444763183594,DSf,year,dry_spell_frequency,,7
05562_Recklinghausen,-1.3806285858154297,DSf,year,dry_spell_frequency,,7
05566_Steinfurt,-1.3071603775024414,DSf,year,dry_spell_frequency,,7
05570_Warendorf,-1.5759220123291016,DSf,year,dry_spell_frequency,,7
05711_Bielefeld,-1.5654339790344238,DSf,year,dry_spell_frequency,,7
05754_Gütersloh,-1.3987298011779785,DSf,year,dry_spell_frequency,,7
05758_Herford,-1.5400171279907227,DSf,year,dry_spell_frequency,,7
05762_Höxter,-1.6755485534667969,DSf,year,dry_spell_frequency,,7
05766_Lippe,-1.4900617599487305,DSf,year,dry_spell_frequency,,7
05770_Minden-Lübbecke,-1.5019865036010742,DSf,year,dry_spell_frequency,,7
05774_Paderborn,-1.4751005172729492,DSf,year,dry_spell_frequency,,7
05911_Bochum,-1.5087790489196777,DSf,year,dry_spell_frequency,,7
05913_Dortmund,-1.585658073425293,DSf,year,dry_spell_frequency,,7
05914_Hagen,-1.3944597244262695,DSf,year,dry_spell_frequency,,7
05915_Hamm,-1.574556827545166,DSf,year,dry_spell_frequency,,7
05916_Herne,-1.7607784271240234,DSf,year,dry_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,-1.2516660690307617,DSf,year,dry_spell_frequency,,7
05958_Hochsauerlandkreis,-1.2304401397705078,DSf,year,dry_spell_frequency,,7
05962_Märkischer Kreis,-1.383680820465088,DSf,year,dry_spell_frequency,,7
05966_Olpe,-1.2920379638671875,DSf,year,dry_spell_frequency,,7
05970_Siegen-Wittgenstein,-1.173081398010254,DSf,year,dry_spell_frequency,,7
05974_Soest,-1.425492286682129,DSf,year,dry_spell_frequency,,7
05978_Unna,-1.4990005493164062,DSf,year,dry_spell_frequency,,7
06411_Darmstadt,-1.5439767837524414,DSf,year,dry_spell_frequency,,7
06412_Frankfurt am Main,-1.5788068771362305,DSf,year,dry_spell_frequency,,7
06413_Offenbach am Main,-1.5532450675964355,DSf,year,dry_spell_frequency,,7
06414_Wiesbaden,-1.2872295379638672,DSf,year,dry_spell_frequency,,7
06431_Bergstraße,-1.164046287536621,DSf,year,dry_spell_frequency,,7
06432_Darmstadt-Dieburg,-1.553177833557129,DSf,year,dry_spell_frequency,,7
06433_Groß-Gerau,-1.5503568649291992,DSf,year,dry_spell_frequency,,7
06434_Hochtaunuskreis,-1.4762802124023438,DSf,year,dry_spell_frequency,,7
06435_Main-Kinzig-Kreis,-1.4013781547546387,DSf,year,dry_spell_frequency,,7
06436_Main-Taunus-Kreis,-1.4612255096435547,DSf,year,dry_spell_frequency,,7
06437_Odenwaldkreis,-1.4488821029663086,DSf,year,dry_spell_frequency,,7
06438_Offenbach,-1.5858354568481445,DSf,year,dry_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,-1.4534912109375,DSf,year,dry_spell_frequency,,7
06440_Wetteraukreis,-1.4960432052612305,DSf,year,dry_spell_frequency,,7
06531_Gießen,-1.5921931266784668,DSf,year,dry_spell_frequency,,7
06532_Lahn-Dill-Kreis,-1.2774438858032227,DSf,year,dry_spell_frequency,,7
06533_Limburg-Weilburg,-1.3215351104736328,DSf,year,dry_spell_frequency,,7
06534_Marburg-Biedenkopf,-1.3649864196777344,DSf,year,dry_spell_frequency,,7
06535_Vogelsbergkreis,-1.4970283508300781,DSf,year,dry_spell_frequency,,7
06611_Kassel,-1.5742835998535156,DSf,year,dry_spell_frequency,,7
06631_Fulda,-1.2465105056762695,DSf,year,dry_spell_frequency,,7
06632_Hersfeld-Rotenburg,-1.7171144485473633,DSf,year,dry_spell_frequency,,7
06633_Kassel,-1.6898717880249023,DSf,year,dry_spell_frequency,,7
06634_Schwalm-Eder-Kreis,-1.7672309875488281,DSf,year,dry_spell_frequency,,7
06635_Waldeck-Frankenberg,-1.7933177947998047,DSf,year,dry_spell_frequency,,7
06636_Werra-Meißner-Kreis,-1.7466611862182617,DSf,year,dry_spell_frequency,,7
07111_Koblenz,-1.5735206604003906,DSf,year,dry_spell_frequency,,7
07131_Ahrweiler,-1.5901737213134766,DSf,year,dry_spell_frequency,,7
07132_Altenkirchen (Westerwald),-1.0143232345581055,DSf,year,dry_spell_frequency,,7
07133_Bad Kreuznach,-1.5336723327636719,DSf,year,dry_spell_frequency,,7
07134_Birkenfeld,-1.4671354293823242,DSf,year,dry_spell_frequency,,7
07135_Cochem-Zell,-1.3363323211669922,DSf,year,dry_spell_frequency,,7
07137_Mayen-Koblenz,-1.414459228515625,DSf,year,dry_spell_frequency,,7
07138_Neuwied,-1.272505760192871,DSf,year,dry_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,-1.707036018371582,DSf,year,dry_spell_frequency,,7
07141_Rhein-Lahn-Kreis,-1.3511343002319336,DSf,year,dry_spell_frequency,,7
07143_Westerwaldkreis,-1.144160270690918,DSf,year,dry_spell_frequency,,7
07211_Trier,-1.1708965301513672,DSf,year,dry_spell_frequency,,7
07231_Bernkastel-Wittlich,-1.127889633178711,DSf,year,dry_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,-1.0158195495605469,DSf,year,dry_spell_frequency,,7
07233_Vulkaneifel,-1.1308345794677734,DSf,year,dry_spell_frequency,,7
07235_Trier-Saarburg,-1.122744083404541,DSf,year,dry_spell_frequency,,7
07311_Frankenthal (Pfalz),-1.755868911743164,DSf,year,dry_spell_frequency,,7
07312_Kaiserslautern,-1.239903450012207,DSf,year,dry_spell_frequency,,7
07313_Landau in der Pfalz,-1.57666015625,DSf,year,dry_spell_frequency,,7
07314_Ludwigshafen am Rhein,-1.5633478164672852,DSf,year,dry_spell_frequency,,7
07315_Mainz,-1.5817880630493164,DSf,year,dry_spell_frequency,,7
07316_Neustadt an der Weinstraße,-1.73394775390625,DSf,year,dry_spell_frequency,,7
07317_Pirmasens,-1.5306711196899414,DSf,year,dry_spell_frequency,,7
07318_Speyer,-1.5851716995239258,DSf,year,dry_spell_frequency,,7
07319_Worms,-2.162080764770508,DSf,year,dry_spell_frequency,,7
07320_Zweibrücken,-1.525517463684082,DSf,year,dry_spell_frequency,,7
07331_Alzey-Worms,-1.4012327194213867,DSf,year,dry_spell_frequency,,7
07332_Bad Dürkheim,-1.5386581420898438,DSf,year,dry_spell_frequency,,7
07333_Donnersbergkreis,-1.578108787536621,DSf,year,dry_spell_frequency,,7
07334_Germersheim,-1.4908580780029297,DSf,year,dry_spell_frequency,,7
07335_Kaiserslautern,-1.3175010681152344,DSf,year,dry_spell_frequency,,7
07336_Kusel,-1.5434527397155762,DSf,year,dry_spell_frequency,,7
07337_Südliche Weinstraße,-1.6615800857543945,DSf,year,dry_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,-1.658768653869629,DSf,year,dry_spell_frequency,,7
07339_Mainz-Bingen,-1.5088939666748047,DSf,year,dry_spell_frequency,,7
07340_Südwestpfalz,-1.5264902114868164,DSf,year,dry_spell_frequency,,7
08111_Stuttgart,-1.735152244567871,DSf,year,dry_spell_frequency,,7
08115_Böblingen,-1.5743989944458008,DSf,year,dry_spell_frequency,,7
08116_Esslingen,-1.7296628952026367,DSf,year,dry_spell_frequency,,7
08117_Göppingen,-1.7333354949951172,DSf,year,dry_spell_frequency,,7
08118_Ludwigsburg,-1.5667076110839844,DSf,year,dry_spell_frequency,,7
08119_Rems-Murr-Kreis,-1.7370491027832031,DSf,year,dry_spell_frequency,,7
08121_Heilbronn,-1.511693000793457,DSf,year,dry_spell_frequency,,7
08125_Heilbronn,-1.4677371978759766,DSf,year,dry_spell_frequency,,7
08126_Hohenlohekreis,-1.4807939529418945,DSf,year,dry_spell_frequency,,7
08127_Schwäbisch Hall,-1.4974784851074219,DSf,year,dry_spell_frequency,,7
08128_Main-Tauber-Kreis,-1.3825111389160156,DSf,year,dry_spell_frequency,,7
08135_Heidenheim,-1.4732704162597656,DSf,year,dry_spell_frequency,,7
08136_Ostalbkreis,-1.3430728912353516,DSf,year,dry_spell_frequency,,7
08211_Baden-Baden,-1.4066944122314453,DSf,year,dry_spell_frequency,,7
08212_Karlsruhe,-1.4735660552978516,DSf,year,dry_spell_frequency,,7
08215_Karlsruhe,-1.3753662109375,DSf,year,dry_spell_frequency,,7
08216_Rastatt,-1.3333821296691895,DSf,year,dry_spell_frequency,,7
08221_Heidelberg,-1.239614486694336,DSf,year,dry_spell_frequency,,7
08222_Mannheim,-1.3677711486816406,DSf,year,dry_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,-1.4402589797973633,DSf,year,dry_spell_frequency,,7
08226_Rhein-Neckar-Kreis,-1.1906185150146484,DSf,year,dry_spell_frequency,,7
08231_Pforzheim,-1.9049062728881836,DSf,year,dry_spell_frequency,,7
08235_Calw,-1.722886085510254,DSf,year,dry_spell_frequency,,7
08236_Enzkreis,-1.5587196350097656,DSf,year,dry_spell_frequency,,7
08237_Freudenstadt,-1.2887639999389648,DSf,year,dry_spell_frequency,,7
08311_Freiburg im Breisgau,-1.7851824760437012,DSf,year,dry_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,-1.2737703323364258,DSf,year,dry_spell_frequency,,7
08316_Emmendingen,-1.579702377319336,DSf,year,dry_spell_frequency,,7
08317_Ortenaukreis,-1.5156431198120117,DSf,year,dry_spell_frequency,,7
08325_Rottweil,-1.4064054489135742,DSf,year,dry_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,-1.4197359085083008,DSf,year,dry_spell_frequency,,7
08327_Tuttlingen,-1.548421859741211,DSf,year,dry_spell_frequency,,7
08335_Konstanz,-1.9908380508422852,DSf,year,dry_spell_frequency,,7
08336_Lörrach,-1.4018802642822266,DSf,year,dry_spell_frequency,,7
08337_Waldshut,-1.437159538269043,DSf,year,dry_spell_frequency,,7
08415_Reutlingen,-1.5228137969970703,DSf,year,dry_spell_frequency,,7
08416_Tübingen,-1.7321586608886719,DSf,year,dry_spell_frequency,,7
08417_Zollernalbkreis,-1.291987419128418,DSf,year,dry_spell_frequency,,7
08421_Ulm,-1.8597173690795898,DSf,year,dry_spell_frequency,,7
08425_Alb-Donau-Kreis,-1.692255973815918,DSf,year,dry_spell_frequency,,7
08426_Biberach,-1.8083162307739258,DSf,year,dry_spell_frequency,,7
08435_Bodenseekreis,-1.7969226837158203,DSf,year,dry_spell_frequency,,7
08436_Ravensburg,-1.5908102989196777,DSf,year,dry_spell_frequency,,7
08437_Sigmaringen,-1.640763282775879,DSf,year,dry_spell_frequency,,7
09161_Ingolstadt,-1.9255485534667969,DSf,year,dry_spell_frequency,,7
09162_München,-1.7641286849975586,DSf,year,dry_spell_frequency,,7
09163_Rosenheim,-2.3845901489257812,DSf,year,dry_spell_frequency,,7
09171_Altötting,-1.6861343383789062,DSf,year,dry_spell_frequency,,7
09172_Berchtesgadener Land,-2.145009994506836,DSf,year,dry_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,-1.8168153762817383,DSf,year,dry_spell_frequency,,7
09174_Dachau,-1.4233293533325195,DSf,year,dry_spell_frequency,,7
09175_Ebersberg,-2.0060157775878906,DSf,year,dry_spell_frequency,,7
09176_Eichstätt,-1.8926420211791992,DSf,year,dry_spell_frequency,,7
09177_Erding,-1.8113679885864258,DSf,year,dry_spell_frequency,,7
09178_Freising,-1.6732378005981445,DSf,year,dry_spell_frequency,,7
09179_Fürstenfeldbruck,-1.395517349243164,DSf,year,dry_spell_frequency,,7
09180_Garmisch-Partenkirchen,-1.775930404663086,DSf,year,dry_spell_frequency,,7
09181_Landsberg am Lech,-1.570547103881836,DSf,year,dry_spell_frequency,,7
09182_Miesbach,-1.8829689025878906,DSf,year,dry_spell_frequency,,7
09183_Mühldorf a. Inn,-1.6790800094604492,DSf,year,dry_spell_frequency,,7
09184_München,-1.8418264389038086,DSf,year,dry_spell_frequency,,7
09185_Neuburg-Schrobenhausen,-1.841775894165039,DSf,year,dry_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,-1.7246618270874023,DSf,year,dry_spell_frequency,,7
09187_Rosenheim,-2.069854736328125,DSf,year,dry_spell_frequency,,7
09188_Starnberg,-1.8046092987060547,DSf,year,dry_spell_frequency,,7
09189_Traunstein,-1.5516977310180664,DSf,year,dry_spell_frequency,,7
09190_Weilheim-Schongau,-1.6437368392944336,DSf,year,dry_spell_frequency,,7
09261_Landshut,-1.5957202911376953,DSf,year,dry_spell_frequency,,7
09262_Passau,-2.116335868835449,DSf,year,dry_spell_frequency,,7
09263_Straubing,-2.592620372772217,DSf,year,dry_spell_frequency,,7
09271_Deggendorf,-2.0235581398010254,DSf,year,dry_spell_frequency,,7
09272_Freyung-Grafenau,-2.082575798034668,DSf,year,dry_spell_frequency,,7
09273_Kelheim,-1.973343849182129,DSf,year,dry_spell_frequency,,7
09274_Landshut,-1.634882926940918,DSf,year,dry_spell_frequency,,7
09275_Passau,-1.8850994110107422,DSf,year,dry_spell_frequency,,7
09276_Regen,-1.8260040283203125,DSf,year,dry_spell_frequency,,7
09277_Rottal-Inn,-1.6191720962524414,DSf,year,dry_spell_frequency,,7
09278_Straubing-Bogen,-2.3227410316467285,DSf,year,dry_spell_frequency,,7
09279_Dingolfing-Landau,-1.785318374633789,DSf,year,dry_spell_frequency,,7
09361_Amberg,-2.134465217590332,DSf,year,dry_spell_frequency,,7
09362_Regensburg,-2.2480874061584473,DSf,year,dry_spell_frequency,,7
09363_Weiden i.d. OPf.,-1.5390701293945312,DSf,year,dry_spell_frequency,,7
09371_Amberg-Sulzbach,-1.790562629699707,DSf,year,dry_spell_frequency,,7
09372_Cham,-1.8616256713867188,DSf,year,dry_spell_frequency,,7
09373_Neumarkt i.d. OPf.,-1.879842758178711,DSf,year,dry_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,-1.5179219245910645,DSf,year,dry_spell_frequency,,7
09375_Regensburg,-2.3333425521850586,DSf,year,dry_spell_frequency,,7
09376_Schwandorf,-1.7544221878051758,DSf,year,dry_spell_frequency,,7
09377_Tirschenreuth,-1.8199968338012695,DSf,year,dry_spell_frequency,,7
09461_Bamberg,-1.9328789710998535,DSf,year,dry_spell_frequency,,7
09462_Bayreuth,-1.6264333724975586,DSf,year,dry_spell_frequency,,7
09463_Coburg,-1.5807085037231445,DSf,year,dry_spell_frequency,,7
09464_Hof,-2.010427474975586,DSf,year,dry_spell_frequency,,7
09471_Bamberg,-1.8030529022216797,DSf,year,dry_spell_frequency,,7
09472_Bayreuth,-1.405186653137207,DSf,year,dry_spell_frequency,,7
09473_Coburg,-1.5964159965515137,DSf,year,dry_spell_frequency,,7
09474_Forchheim,-1.4750614166259766,DSf,year,dry_spell_frequency,,7
09475_Hof,-1.7530441284179688,DSf,year,dry_spell_frequency,,7
09476_Kronach,-1.4531021118164062,DSf,year,dry_spell_frequency,,7
09477_Kulmbach,-1.4739861488342285,DSf,year,dry_spell_frequency,,7
09478_Lichtenfels,-1.7920823097229004,DSf,year,dry_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,-1.6537742614746094,DSf,year,dry_spell_frequency,,7
09561_Ansbach,-1.855412483215332,DSf,year,dry_spell_frequency,,7
09562_Erlangen,-2.0627121925354004,DSf,year,dry_spell_frequency,,7
09563_Fürth,-1.736344337463379,DSf,year,dry_spell_frequency,,7
09564_Nürnberg,-1.6404285430908203,DSf,year,dry_spell_frequency,,7
09565_Schwabach,-1.977644443511963,DSf,year,dry_spell_frequency,,7
09571_Ansbach,-1.7973852157592773,DSf,year,dry_spell_frequency,,7
09572_Erlangen-Höchstadt,-1.8981823921203613,DSf,year,dry_spell_frequency,,7
09573_Fürth,-1.8460960388183594,DSf,year,dry_spell_frequency,,7
09574_Nürnberger Land,-1.701693058013916,DSf,year,dry_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-1.5940561294555664,DSf,year,dry_spell_frequency,,7
09576_Roth,-2.077944278717041,DSf,year,dry_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,-1.7352972030639648,DSf,year,dry_spell_frequency,,7
09661_Aschaffenburg,-1.536496639251709,DSf,year,dry_spell_frequency,,7
09662_Schweinfurt,-1.3956308364868164,DSf,year,dry_spell_frequency,,7
09663_Würzburg,-1.6236200332641602,DSf,year,dry_spell_frequency,,7
09671_Aschaffenburg,-1.3609471321105957,DSf,year,dry_spell_frequency,,7
09672_Bad Kissingen,-1.1838197708129883,DSf,year,dry_spell_frequency,,7
09673_Rhön-Grabfeld,-1.4611620903015137,DSf,year,dry_spell_frequency,,7
09674_Haßberge,-1.5786552429199219,DSf,year,dry_spell_frequency,,7
09675_Kitzingen,-1.7909231185913086,DSf,year,dry_spell_frequency,,7
09676_Miltenberg,-1.3807697296142578,DSf,year,dry_spell_frequency,,7
09677_Main-Spessart,-1.4040117263793945,DSf,year,dry_spell_frequency,,7
09678_Schweinfurt,-1.5172100067138672,DSf,year,dry_spell_frequency,,7
09679_Würzburg,-1.4747123718261719,DSf,year,dry_spell_frequency,,7
09761_Augsburg,-1.5992107391357422,DSf,year,dry_spell_frequency,,7
09762_Kaufbeuren,-2.1073975563049316,DSf,year,dry_spell_frequency,,7
09763_Kempten (Allgäu),-1.8781943321228027,DSf,year,dry_spell_frequency,,7
09764_Memmingen,-1.6390018463134766,DSf,year,dry_spell_frequency,,7
09771_Aichach-Friedberg,-1.4638233184814453,DSf,year,dry_spell_frequency,,7
09772_Augsburg,-1.5965461730957031,DSf,year,dry_spell_frequency,,7
09773_Dillingen a.d. Donau,-1.7095766067504883,DSf,year,dry_spell_frequency,,7
09774_Günzburg,-1.5007853507995605,DSf,year,dry_spell_frequency,,7
09775_Neu-Ulm,-1.3789892196655273,DSf,year,dry_spell_frequency,,7
09776_Lindau (Bodensee),-1.8790454864501953,DSf,year,dry_spell_frequency,,7
09777_Ostallgäu,-1.9292922019958496,DSf,year,dry_spell_frequency,,7
09778_Unterallgäu,-1.7383747100830078,DSf,year,dry_spell_frequency,,7
09779_Donau-Ries,-1.792449951171875,DSf,year,dry_spell_frequency,,7
09780_Oberallgäu,-2.0722761154174805,DSf,year,dry_spell_frequency,,7
10041_Regionalverband Saarbrücken,-0.8371562957763672,DSf,year,dry_spell_frequency,,7
10042_Merzig-Wadern,-1.1041054725646973,DSf,year,dry_spell_frequency,,7
10043_Neunkirchen,-1.1727514266967773,DSf,year,dry_spell_frequency,,7
10044_Saarlouis,-0.9315662384033203,DSf,year,dry_spell_frequency,,7
10045_Saarpfalz-Kreis,-1.1117801666259766,DSf,year,dry_spell_frequency,,7
10046_St. Wendel,-1.4069056510925293,DSf,year,dry_spell_frequency,,7
11000_Berlin,-1.7991695404052734,DSf,year,dry_spell_frequency,,7
12051_Brandenburg an der Havel,-2.039276123046875,DSf,year,dry_spell_frequency,,7
12052_Cottbus,-2.2754735946655273,DSf,year,dry_spell_frequency,,7
12053_Frankfurt (Oder),-2.097536087036133,DSf,year,dry_spell_frequency,,7
12054_Potsdam,-2.0315628051757812,DSf,year,dry_spell_frequency,,7
12060_Barnim,-2.029360771179199,DSf,year,dry_spell_frequency,,7
12061_Dahme-Spreewald,-1.9021892547607422,DSf,year,dry_spell_frequency,,7
12062_Elbe-Elster,-2.01214599609375,DSf,year,dry_spell_frequency,,7
12063_Havelland,-1.6816625595092773,DSf,year,dry_spell_frequency,,7
12064_Märkisch-Oderland,-2.149378776550293,DSf,year,dry_spell_frequency,,7
12065_Oberhavel,-1.8908758163452148,DSf,year,dry_spell_frequency,,7
12066_Oberspreewald-Lausitz,-2.032843589782715,DSf,year,dry_spell_frequency,,7
12067_Oder-Spree,-2.245393753051758,DSf,year,dry_spell_frequency,,7
12068_Ostprignitz-Ruppin,-1.8035144805908203,DSf,year,dry_spell_frequency,,7
12069_Potsdam-Mittelmark,-1.8711128234863281,DSf,year,dry_spell_frequency,,7
12070_Prignitz,-1.9738473892211914,DSf,year,dry_spell_frequency,,7
12071_Spree-Neiße,-2.5216922760009766,DSf,year,dry_spell_frequency,,7
12072_Teltow-Fläming,-1.9439878463745117,DSf,year,dry_spell_frequency,,7
12073_Uckermark,-1.9255475997924805,DSf,year,dry_spell_frequency,,7
13003_Rostock,-1.7176666259765625,DSf,year,dry_spell_frequency,,7
13004_Schwerin,-2.09088134765625,DSf,year,dry_spell_frequency,,7
13072_Rostock,-1.84600830078125,DSf,year,dry_spell_frequency,,7
13076_Ludwigslust-Parchim,-1.898773193359375,DSf,year,dry_spell_frequency,,7
