region,DSf_year_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03251_Diepholz,-2.2740955352783203,DSf,year,dry_spell_frequency,,7
03252_Hameln-Pyrmont,-2.06893253326416,DSf,year,dry_spell_frequency,,7
03254_Hildesheim,-2.0168609619140625,DSf,year,dry_spell_frequency,,7
03255_Holzminden,-2.294278144836426,DSf,year,dry_spell_frequency,,7
01056_Pinneberg,-1.465346336364746,DSf,year,dry_spell_frequency,,7
03256_Nienburg (Weser),-2.3250694274902344,DSf,year,dry_spell_frequency,,7
03257_Schaumburg,-2.3556127548217773,DSf,year,dry_spell_frequency,,7
03351_Celle,-2.009998321533203,DSf,year,dry_spell_frequency,,7
03352_Cuxhaven,-1.4317207336425781,DSf,year,dry_spell_frequency,,7
03353_Harburg,-2.0858325958251953,DSf,year,dry_spell_frequency,,7
03354_Lüchow-Dannenberg,-2.0894527435302734,DSf,year,dry_spell_frequency,,7
03355_Lüneburg,-1.9790229797363281,DSf,year,dry_spell_frequency,,7
03356_Osterholz,-1.8560676574707031,DSf,year,dry_spell_frequency,,7
03357_Rotenburg (Wümme),-1.7313852310180664,DSf,year,dry_spell_frequency,,7
03358_Heidekreis,-2.069772720336914,DSf,year,dry_spell_frequency,,7
03359_Stade,-1.7026433944702148,DSf,year,dry_spell_frequency,,7
03360_Uelzen,-2.0012054443359375,DSf,year,dry_spell_frequency,,7
03361_Verden,-2.0668392181396484,DSf,year,dry_spell_frequency,,7
03401_Delmenhorst,-2.2551698684692383,DSf,year,dry_spell_frequency,,7
03402_Emden,-1.405984878540039,DSf,year,dry_spell_frequency,,7
03403_Oldenburg (Oldb),-1.9195404052734375,DSf,year,dry_spell_frequency,,7
03404_Osnabrück,-1.7734832763671875,DSf,year,dry_spell_frequency,,7
03405_Wilhelmshaven,-1.6625404357910156,DSf,year,dry_spell_frequency,,7
03451_Ammerland,-1.916238784790039,DSf,year,dry_spell_frequency,,7
03452_Aurich,-1.089219093322754,DSf,year,dry_spell_frequency,,7
03453_Cloppenburg,-1.6698675155639648,DSf,year,dry_spell_frequency,,7
03454_Emsland,-1.8357324600219727,DSf,year,dry_spell_frequency,,7
03455_Friesland,-1.5658197402954102,DSf,year,dry_spell_frequency,,7
03456_Grafschaft Bentheim,-1.7175426483154297,DSf,year,dry_spell_frequency,,7
03457_Leer,-1.4940109252929688,DSf,year,dry_spell_frequency,,7
03458_Oldenburg,-2.2001781463623047,DSf,year,dry_spell_frequency,,7
03459_Osnabrück,-1.9803180694580078,DSf,year,dry_spell_frequency,,7
03460_Vechta,-2.037295341491699,DSf,year,dry_spell_frequency,,7
03461_Wesermarsch,-1.7122230529785156,DSf,year,dry_spell_frequency,,7
03462_Wittmund,-1.2491769790649414,DSf,year,dry_spell_frequency,,7
04011_Bremen,-2.0727310180664062,DSf,year,dry_spell_frequency,,7
04012_Bremerhaven,-1.6691083908081055,DSf,year,dry_spell_frequency,,7
05111_Düsseldorf,-1.582383632659912,DSf,year,dry_spell_frequency,,7
05112_Duisburg,-1.5263433456420898,DSf,year,dry_spell_frequency,,7
05113_Essen,-1.4180526733398438,DSf,year,dry_spell_frequency,,7
05114_Krefeld,-1.8172531127929688,DSf,year,dry_spell_frequency,,7
05116_Mönchengladbach,-1.5396127700805664,DSf,year,dry_spell_frequency,,7
05117_Mülheim an der Ruhr,-1.2449026107788086,DSf,year,dry_spell_frequency,,7
05119_Oberhausen,-1.4604644775390625,DSf,year,dry_spell_frequency,,7
05120_Remscheid,-1.8790526390075684,DSf,year,dry_spell_frequency,,7
05122_Solingen,-1.8877062797546387,DSf,year,dry_spell_frequency,,7
05124_Wuppertal,-1.6406006813049316,DSf,year,dry_spell_frequency,,7
05154_Kleve,-1.3898496627807617,DSf,year,dry_spell_frequency,,7
05158_Mettmann,-1.5188822746276855,DSf,year,dry_spell_frequency,,7
05162_Rhein-Kreis Neuss,-1.8043875694274902,DSf,year,dry_spell_frequency,,7
05166_Viersen,-1.4763288497924805,DSf,year,dry_spell_frequency,,7
05170_Wesel,-1.3983440399169922,DSf,year,dry_spell_frequency,,7
05314_Bonn,-2.1401896476745605,DSf,year,dry_spell_frequency,,7
05315_Köln,-2.1734137535095215,DSf,year,dry_spell_frequency,,7
05316_Leverkusen,-1.355952262878418,DSf,year,dry_spell_frequency,,7
05334_Städteregion Aachen,-1.3195805549621582,DSf,year,dry_spell_frequency,,7
05358_Düren,-1.7052903175354004,DSf,year,dry_spell_frequency,,7
05362_Rhein-Erft-Kreis,-2.248162269592285,DSf,year,dry_spell_frequency,,7
05366_Euskirchen,-1.6546401977539062,DSf,year,dry_spell_frequency,,7
05370_Heinsberg,-1.348073959350586,DSf,year,dry_spell_frequency,,7
05374_Oberbergischer Kreis,-1.186690330505371,DSf,year,dry_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,-1.3889365196228027,DSf,year,dry_spell_frequency,,7
05382_Rhein-Sieg-Kreis,-1.8303947448730469,DSf,year,dry_spell_frequency,,7
05512_Bottrop,-1.547846794128418,DSf,year,dry_spell_frequency,,7
05513_Gelsenkirchen,-1.3862857818603516,DSf,year,dry_spell_frequency,,7
05515_Münster,-1.6435308456420898,DSf,year,dry_spell_frequency,,7
05554_Borken,-1.3608598709106445,DSf,year,dry_spell_frequency,,7
05558_Coesfeld,-1.5097999572753906,DSf,year,dry_spell_frequency,,7
05562_Recklinghausen,-1.353546142578125,DSf,year,dry_spell_frequency,,7
05566_Steinfurt,-1.8018503189086914,DSf,year,dry_spell_frequency,,7
05570_Warendorf,-1.7923665046691895,DSf,year,dry_spell_frequency,,7
05711_Bielefeld,-2.0739731788635254,DSf,year,dry_spell_frequency,,7
05754_Gütersloh,-1.7340822219848633,DSf,year,dry_spell_frequency,,7
05758_Herford,-2.3069868087768555,DSf,year,dry_spell_frequency,,7
05762_Höxter,-2.0450439453125,DSf,year,dry_spell_frequency,,7
05766_Lippe,-2.1218090057373047,DSf,year,dry_spell_frequency,,7
05770_Minden-Lübbecke,-2.470717430114746,DSf,year,dry_spell_frequency,,7
05774_Paderborn,-1.8923797607421875,DSf,year,dry_spell_frequency,,7
05911_Bochum,-1.3579692840576172,DSf,year,dry_spell_frequency,,7
05913_Dortmund,-1.4328560829162598,DSf,year,dry_spell_frequency,,7
05914_Hagen,-1.289106845855713,DSf,year,dry_spell_frequency,,7
05915_Hamm,-1.8726248741149902,DSf,year,dry_spell_frequency,,7
05916_Herne,-1.594111442565918,DSf,year,dry_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,-1.3554987907409668,DSf,year,dry_spell_frequency,,7
05958_Hochsauerlandkreis,-1.2694950103759766,DSf,year,dry_spell_frequency,,7
05962_Märkischer Kreis,-1.4086313247680664,DSf,year,dry_spell_frequency,,7
05966_Olpe,-1.2700738906860352,DSf,year,dry_spell_frequency,,7
05970_Siegen-Wittgenstein,-1.544839859008789,DSf,year,dry_spell_frequency,,7
05974_Soest,-1.6423354148864746,DSf,year,dry_spell_frequency,,7
05978_Unna,-1.6195120811462402,DSf,year,dry_spell_frequency,,7
06411_Darmstadt,-2.666571617126465,DSf,year,dry_spell_frequency,,7
06412_Frankfurt am Main,-2.999924659729004,DSf,year,dry_spell_frequency,,7
06413_Offenbach am Main,-3.426547050476074,DSf,year,dry_spell_frequency,,7
06414_Wiesbaden,-3.1276960372924805,DSf,year,dry_spell_frequency,,7
06431_Bergstraße,-2.529646873474121,DSf,year,dry_spell_frequency,,7
06432_Darmstadt-Dieburg,-2.480179786682129,DSf,year,dry_spell_frequency,,7
06433_Groß-Gerau,-2.6187543869018555,DSf,year,dry_spell_frequency,,7
06434_Hochtaunuskreis,-2.9151268005371094,DSf,year,dry_spell_frequency,,7
06435_Main-Kinzig-Kreis,-2.136610984802246,DSf,year,dry_spell_frequency,,7
06436_Main-Taunus-Kreis,-2.7738046646118164,DSf,year,dry_spell_frequency,,7
06437_Odenwaldkreis,-2.0076656341552734,DSf,year,dry_spell_frequency,,7
06438_Offenbach,-2.925121307373047,DSf,year,dry_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,-3.127828598022461,DSf,year,dry_spell_frequency,,7
06440_Wetteraukreis,-2.4596052169799805,DSf,year,dry_spell_frequency,,7
06531_Gießen,-2.361743927001953,DSf,year,dry_spell_frequency,,7
06532_Lahn-Dill-Kreis,-2.07440185546875,DSf,year,dry_spell_frequency,,7
06533_Limburg-Weilburg,-2.7191476821899414,DSf,year,dry_spell_frequency,,7
06534_Marburg-Biedenkopf,-1.955256462097168,DSf,year,dry_spell_frequency,,7
06535_Vogelsbergkreis,-1.9061126708984375,DSf,year,dry_spell_frequency,,7
06611_Kassel,-1.8701515197753906,DSf,year,dry_spell_frequency,,7
06631_Fulda,-1.567760944366455,DSf,year,dry_spell_frequency,,7
06632_Hersfeld-Rotenburg,-1.7983732223510742,DSf,year,dry_spell_frequency,,7
06633_Kassel,-1.7290315628051758,DSf,year,dry_spell_frequency,,7
06634_Schwalm-Eder-Kreis,-1.985804557800293,DSf,year,dry_spell_frequency,,7
06635_Waldeck-Frankenberg,-2.0086021423339844,DSf,year,dry_spell_frequency,,7
06636_Werra-Meißner-Kreis,-1.5743885040283203,DSf,year,dry_spell_frequency,,7
07111_Koblenz,-2.686202049255371,DSf,year,dry_spell_frequency,,7
07131_Ahrweiler,-2.256718635559082,DSf,year,dry_spell_frequency,,7
07132_Altenkirchen (Westerwald),-1.9653329849243164,DSf,year,dry_spell_frequency,,7
07133_Bad Kreuznach,-2.8605308532714844,DSf,year,dry_spell_frequency,,7
07134_Birkenfeld,-2.422119140625,DSf,year,dry_spell_frequency,,7
07135_Cochem-Zell,-2.4605484008789062,DSf,year,dry_spell_frequency,,7
07137_Mayen-Koblenz,-2.716064453125,DSf,year,dry_spell_frequency,,7
07138_Neuwied,-2.1926164627075195,DSf,year,dry_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,-2.800485610961914,DSf,year,dry_spell_frequency,,7
07141_Rhein-Lahn-Kreis,-2.9320249557495117,DSf,year,dry_spell_frequency,,7
07143_Westerwaldkreis,-2.457813262939453,DSf,year,dry_spell_frequency,,7
07211_Trier,-2.214954376220703,DSf,year,dry_spell_frequency,,7
07231_Bernkastel-Wittlich,-2.216130256652832,DSf,year,dry_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,-2.426279067993164,DSf,year,dry_spell_frequency,,7
07233_Vulkaneifel,-2.486919403076172,DSf,year,dry_spell_frequency,,7
07235_Trier-Saarburg,-2.2281951904296875,DSf,year,dry_spell_frequency,,7
07311_Frankenthal (Pfalz),-2.7977209091186523,DSf,year,dry_spell_frequency,,7
07312_Kaiserslautern,-2.2157201766967773,DSf,year,dry_spell_frequency,,7
07313_Landau in der Pfalz,-2.477682113647461,DSf,year,dry_spell_frequency,,7
07314_Ludwigshafen am Rhein,-2.7033891677856445,DSf,year,dry_spell_frequency,,7
07315_Mainz,-2.891108512878418,DSf,year,dry_spell_frequency,,7
07316_Neustadt an der Weinstraße,-2.5009965896606445,DSf,year,dry_spell_frequency,,7
07317_Pirmasens,-1.756545066833496,DSf,year,dry_spell_frequency,,7
07318_Speyer,-2.469418525695801,DSf,year,dry_spell_frequency,,7
07319_Worms,-2.7790956497192383,DSf,year,dry_spell_frequency,,7
07320_Zweibrücken,-1.8078088760375977,DSf,year,dry_spell_frequency,,7
07331_Alzey-Worms,-2.377826690673828,DSf,year,dry_spell_frequency,,7
07332_Bad Dürkheim,-2.447284698486328,DSf,year,dry_spell_frequency,,7
07333_Donnersbergkreis,-2.6306896209716797,DSf,year,dry_spell_frequency,,7
07334_Germersheim,-2.269855499267578,DSf,year,dry_spell_frequency,,7
07335_Kaiserslautern,-2.2658491134643555,DSf,year,dry_spell_frequency,,7
07336_Kusel,-2.8506088256835938,DSf,year,dry_spell_frequency,,7
07337_Südliche Weinstraße,-2.572507858276367,DSf,year,dry_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,-2.646524429321289,DSf,year,dry_spell_frequency,,7
07339_Mainz-Bingen,-2.6733293533325195,DSf,year,dry_spell_frequency,,7
07340_Südwestpfalz,-1.9873714447021484,DSf,year,dry_spell_frequency,,7
08111_Stuttgart,-1.928391456604004,DSf,year,dry_spell_frequency,,7
08115_Böblingen,-1.7334041595458984,DSf,year,dry_spell_frequency,,7
08116_Esslingen,-1.282130241394043,DSf,year,dry_spell_frequency,,7
08117_Göppingen,-1.134915828704834,DSf,year,dry_spell_frequency,,7
08118_Ludwigsburg,-1.7600717544555664,DSf,year,dry_spell_frequency,,7
08119_Rems-Murr-Kreis,-2.1922550201416016,DSf,year,dry_spell_frequency,,7
08121_Heilbronn,-1.5930805206298828,DSf,year,dry_spell_frequency,,7
08125_Heilbronn,-1.5738840103149414,DSf,year,dry_spell_frequency,,7
08126_Hohenlohekreis,-1.8847646713256836,DSf,year,dry_spell_frequency,,7
08127_Schwäbisch Hall,-2.069668769836426,DSf,year,dry_spell_frequency,,7
08128_Main-Tauber-Kreis,-1.9549884796142578,DSf,year,dry_spell_frequency,,7
08135_Heidenheim,-1.6817922592163086,DSf,year,dry_spell_frequency,,7
08136_Ostalbkreis,-1.7040224075317383,DSf,year,dry_spell_frequency,,7
08211_Baden-Baden,-0.9816055297851562,DSf,year,dry_spell_frequency,,7
08212_Karlsruhe,-1.6339969635009766,DSf,year,dry_spell_frequency,,7
08215_Karlsruhe,-1.620966911315918,DSf,year,dry_spell_frequency,,7
08216_Rastatt,-1.1129484176635742,DSf,year,dry_spell_frequency,,7
08221_Heidelberg,-2.279684066772461,DSf,year,dry_spell_frequency,,7
08222_Mannheim,-2.54864501953125,DSf,year,dry_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,-1.986098289489746,DSf,year,dry_spell_frequency,,7
08226_Rhein-Neckar-Kreis,-2.2398529052734375,DSf,year,dry_spell_frequency,,7
08231_Pforzheim,-1.107801914215088,DSf,year,dry_spell_frequency,,7
08235_Calw,-1.3289728164672852,DSf,year,dry_spell_frequency,,7
08236_Enzkreis,-1.2484006881713867,DSf,year,dry_spell_frequency,,7
08237_Freudenstadt,-1.2326908111572266,DSf,year,dry_spell_frequency,,7
08311_Freiburg im Breisgau,-0.7216901779174805,DSf,year,dry_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,-0.9355707168579102,DSf,year,dry_spell_frequency,,7
08316_Emmendingen,-0.6777758598327637,DSf,year,dry_spell_frequency,,7
08317_Ortenaukreis,-1.0553007125854492,DSf,year,dry_spell_frequency,,7
08325_Rottweil,-1.0313653945922852,DSf,year,dry_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,-1.0764789581298828,DSf,year,dry_spell_frequency,,7
08327_Tuttlingen,-1.5138120651245117,DSf,year,dry_spell_frequency,,7
08335_Konstanz,-1.7543134689331055,DSf,year,dry_spell_frequency,,7
08336_Lörrach,-1.100168228149414,DSf,year,dry_spell_frequency,,7
08337_Waldshut,-1.5812654495239258,DSf,year,dry_spell_frequency,,7
08415_Reutlingen,-0.8931751251220703,DSf,year,dry_spell_frequency,,7
08416_Tübingen,-1.257406234741211,DSf,year,dry_spell_frequency,,7
08417_Zollernalbkreis,-0.9143805503845215,DSf,year,dry_spell_frequency,,7
08421_Ulm,-1.0990586280822754,DSf,year,dry_spell_frequency,,7
08425_Alb-Donau-Kreis,-1.074554443359375,DSf,year,dry_spell_frequency,,7
08426_Biberach,-0.7963809967041016,DSf,year,dry_spell_frequency,,7
08435_Bodenseekreis,-1.0017004013061523,DSf,year,dry_spell_frequency,,7
08436_Ravensburg,-0.5881376266479492,DSf,year,dry_spell_frequency,,7
08437_Sigmaringen,-1.3658428192138672,DSf,year,dry_spell_frequency,,7
09161_Ingolstadt,-2.085249900817871,DSf,year,dry_spell_frequency,,7
09162_München,-0.9656991958618164,DSf,year,dry_spell_frequency,,7
09163_Rosenheim,-1.1358423233032227,DSf,year,dry_spell_frequency,,7
09171_Altötting,-0.7825546264648438,DSf,year,dry_spell_frequency,,7
09172_Berchtesgadener Land,-0.9058928489685059,DSf,year,dry_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,-0.8639793395996094,DSf,year,dry_spell_frequency,,7
09174_Dachau,-1.0783815383911133,DSf,year,dry_spell_frequency,,7
09175_Ebersberg,-0.4949173927307129,DSf,year,dry_spell_frequency,,7
09176_Eichstätt,-1.8364486694335938,DSf,year,dry_spell_frequency,,7
09177_Erding,-0.8942403793334961,DSf,year,dry_spell_frequency,,7
09178_Freising,-1.142049789428711,DSf,year,dry_spell_frequency,,7
09179_Fürstenfeldbruck,-0.875917911529541,DSf,year,dry_spell_frequency,,7
09180_Garmisch-Partenkirchen,-0.9843263626098633,DSf,year,dry_spell_frequency,,7
09181_Landsberg am Lech,-0.7263317108154297,DSf,year,dry_spell_frequency,,7
09182_Miesbach,-0.771514892578125,DSf,year,dry_spell_frequency,,7
09183_Mühldorf a. Inn,-0.7563962936401367,DSf,year,dry_spell_frequency,,7
09184_München,-0.5293140411376953,DSf,year,dry_spell_frequency,,7
09185_Neuburg-Schrobenhausen,-2.1720285415649414,DSf,year,dry_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,-1.6047992706298828,DSf,year,dry_spell_frequency,,7
09187_Rosenheim,-0.5888433456420898,DSf,year,dry_spell_frequency,,7
09188_Starnberg,-0.8430180549621582,DSf,year,dry_spell_frequency,,7
09189_Traunstein,-0.5947408676147461,DSf,year,dry_spell_frequency,,7
09190_Weilheim-Schongau,-0.5620489120483398,DSf,year,dry_spell_frequency,,7
09261_Landshut,-1.3318061828613281,DSf,year,dry_spell_frequency,,7
09262_Passau,-1.5200042724609375,DSf,year,dry_spell_frequency,,7
09263_Straubing,-1.7684402465820312,DSf,year,dry_spell_frequency,,7
09271_Deggendorf,-1.9220924377441406,DSf,year,dry_spell_frequency,,7
09272_Freyung-Grafenau,-1.5242018699645996,DSf,year,dry_spell_frequency,,7
09273_Kelheim,-1.5008964538574219,DSf,year,dry_spell_frequency,,7
09274_Landshut,-1.1877965927124023,DSf,year,dry_spell_frequency,,7
09275_Passau,-1.3450984954833984,DSf,year,dry_spell_frequency,,7
09276_Regen,-1.5027165412902832,DSf,year,dry_spell_frequency,,7
09277_Rottal-Inn,-1.0295495986938477,DSf,year,dry_spell_frequency,,7
09278_Straubing-Bogen,-1.588191032409668,DSf,year,dry_spell_frequency,,7
09279_Dingolfing-Landau,-1.2760725021362305,DSf,year,dry_spell_frequency,,7
09361_Amberg,-1.3739981651306152,DSf,year,dry_spell_frequency,,7
09362_Regensburg,-1.3682537078857422,DSf,year,dry_spell_frequency,,7
09363_Weiden i.d. OPf.,-1.4677619934082031,DSf,year,dry_spell_frequency,,7
09371_Amberg-Sulzbach,-1.3799076080322266,DSf,year,dry_spell_frequency,,7
09372_Cham,-1.3543024063110352,DSf,year,dry_spell_frequency,,7
09373_Neumarkt i.d. OPf.,-1.589186668395996,DSf,year,dry_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,-1.5652775764465332,DSf,year,dry_spell_frequency,,7
09375_Regensburg,-1.6350488662719727,DSf,year,dry_spell_frequency,,7
09376_Schwandorf,-1.6950492858886719,DSf,year,dry_spell_frequency,,7
09377_Tirschenreuth,-1.6763596534729004,DSf,year,dry_spell_frequency,,7
09461_Bamberg,-2.224454879760742,DSf,year,dry_spell_frequency,,7
09462_Bayreuth,-1.628859519958496,DSf,year,dry_spell_frequency,,7
09463_Coburg,-1.713676929473877,DSf,year,dry_spell_frequency,,7
09464_Hof,-1.5270295143127441,DSf,year,dry_spell_frequency,,7
09471_Bamberg,-2.0605087280273438,DSf,year,dry_spell_frequency,,7
09472_Bayreuth,-1.5771722793579102,DSf,year,dry_spell_frequency,,7
09473_Coburg,-1.6638193130493164,DSf,year,dry_spell_frequency,,7
09474_Forchheim,-1.7105789184570312,DSf,year,dry_spell_frequency,,7
09475_Hof,-1.4871625900268555,DSf,year,dry_spell_frequency,,7
09476_Kronach,-1.9954423904418945,DSf,year,dry_spell_frequency,,7
09477_Kulmbach,-1.504450798034668,DSf,year,dry_spell_frequency,,7
09478_Lichtenfels,-1.728658676147461,DSf,year,dry_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,-1.6195025444030762,DSf,year,dry_spell_frequency,,7
09561_Ansbach,-2.029812812805176,DSf,year,dry_spell_frequency,,7
09562_Erlangen,-1.9175262451171875,DSf,year,dry_spell_frequency,,7
09563_Fürth,-1.9425926208496094,DSf,year,dry_spell_frequency,,7
09564_Nürnberg,-1.9696435928344727,DSf,year,dry_spell_frequency,,7
09565_Schwabach,-2.0264387130737305,DSf,year,dry_spell_frequency,,7
09571_Ansbach,-1.8155994415283203,DSf,year,dry_spell_frequency,,7
09572_Erlangen-Höchstadt,-2.009511947631836,DSf,year,dry_spell_frequency,,7
09573_Fürth,-2.10372257232666,DSf,year,dry_spell_frequency,,7
09574_Nürnberger Land,-1.5267624855041504,DSf,year,dry_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-2.227921485900879,DSf,year,dry_spell_frequency,,7
09576_Roth,-1.7415847778320312,DSf,year,dry_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,-1.8689327239990234,DSf,year,dry_spell_frequency,,7
09661_Aschaffenburg,-2.1417236328125,DSf,year,dry_spell_frequency,,7
09662_Schweinfurt,-2.0587854385375977,DSf,year,dry_spell_frequency,,7
09663_Würzburg,-2.0021305084228516,DSf,year,dry_spell_frequency,,7
09671_Aschaffenburg,-2.3194732666015625,DSf,year,dry_spell_frequency,,7
09672_Bad Kissingen,-2.18032169342041,DSf,year,dry_spell_frequency,,7
09673_Rhön-Grabfeld,-1.9548368453979492,DSf,year,dry_spell_frequency,,7
09674_Haßberge,-2.096430778503418,DSf,year,dry_spell_frequency,,7
09675_Kitzingen,-2.131911277770996,DSf,year,dry_spell_frequency,,7
09676_Miltenberg,-2.003887176513672,DSf,year,dry_spell_frequency,,7
09677_Main-Spessart,-2.1519317626953125,DSf,year,dry_spell_frequency,,7
09678_Schweinfurt,-2.1386280059814453,DSf,year,dry_spell_frequency,,7
09679_Würzburg,-1.8788623809814453,DSf,year,dry_spell_frequency,,7
09761_Augsburg,-1.2597694396972656,DSf,year,dry_spell_frequency,,7
09762_Kaufbeuren,-0.8879461288452148,DSf,year,dry_spell_frequency,,7
09763_Kempten (Allgäu),-0.9563865661621094,DSf,year,dry_spell_frequency,,7
09764_Memmingen,-0.8983445167541504,DSf,year,dry_spell_frequency,,7
09771_Aichach-Friedberg,-1.7080097198486328,DSf,year,dry_spell_frequency,,7
09772_Augsburg,-1.2689037322998047,DSf,year,dry_spell_frequency,,7
09773_Dillingen a.d. Donau,-1.674870491027832,DSf,year,dry_spell_frequency,,7
09774_Günzburg,-1.0952234268188477,DSf,year,dry_spell_frequency,,7
09775_Neu-Ulm,-0.9060134887695312,DSf,year,dry_spell_frequency,,7
09776_Lindau (Bodensee),-0.6895432472229004,DSf,year,dry_spell_frequency,,7
09777_Ostallgäu,-0.7776422500610352,DSf,year,dry_spell_frequency,,7
09778_Unterallgäu,-0.7817707061767578,DSf,year,dry_spell_frequency,,7
09779_Donau-Ries,-1.9854183197021484,DSf,year,dry_spell_frequency,,7
09780_Oberallgäu,-1.0285272598266602,DSf,year,dry_spell_frequency,,7
10041_Regionalverband Saarbrücken,-2.356165885925293,DSf,year,dry_spell_frequency,,7
10042_Merzig-Wadern,-2.308487892150879,DSf,year,dry_spell_frequency,,7
10043_Neunkirchen,-2.590695381164551,DSf,year,dry_spell_frequency,,7
10044_Saarlouis,-2.3570423126220703,DSf,year,dry_spell_frequency,,7
10045_Saarpfalz-Kreis,-2.0792760848999023,DSf,year,dry_spell_frequency,,7
10046_St. Wendel,-2.5929574966430664,DSf,year,dry_spell_frequency,,7
11000_Berlin,-2.083894729614258,DSf,year,dry_spell_frequency,,7
12051_Brandenburg an der Havel,-2.5838022232055664,DSf,year,dry_spell_frequency,,7
12052_Cottbus,-2.4221296310424805,DSf,year,dry_spell_frequency,,7
12053_Frankfurt (Oder),-2.4177370071411133,DSf,year,dry_spell_frequency,,7
12054_Potsdam,-2.16947078704834,DSf,year,dry_spell_frequency,,7
12060_Barnim,-2.0915040969848633,DSf,year,dry_spell_frequency,,7
12061_Dahme-Spreewald,-2.0820140838623047,DSf,year,dry_spell_frequency,,7
12062_Elbe-Elster,-2.153183937072754,DSf,year,dry_spell_frequency,,7
12063_Havelland,-2.0805130004882812,DSf,year,dry_spell_frequency,,7
12064_Märkisch-Oderland,-2.6109390258789062,DSf,year,dry_spell_frequency,,7
12065_Oberhavel,-2.301166534423828,DSf,year,dry_spell_frequency,,7
12066_Oberspreewald-Lausitz,-2.17232608795166,DSf,year,dry_spell_frequency,,7
12067_Oder-Spree,-2.236684799194336,DSf,year,dry_spell_frequency,,7
12068_Ostprignitz-Ruppin,-1.9856786727905273,DSf,year,dry_spell_frequency,,7
12069_Potsdam-Mittelmark,-2.2202930450439453,DSf,year,dry_spell_frequency,,7
12070_Prignitz,-2.06845760345459,DSf,year,dry_spell_frequency,,7
12071_Spree-Neiße,-2.39591121673584,DSf,year,dry_spell_frequency,,7
12072_Teltow-Fläming,-2.0676870346069336,DSf,year,dry_spell_frequency,,7
12073_Uckermark,-2.0298566818237305,DSf,year,dry_spell_frequency,,7
13003_Rostock,-1.6703519821166992,DSf,year,dry_spell_frequency,,7
13004_Schwerin,-1.5441532135009766,DSf,year,dry_spell_frequency,,7
13072_Rostock,-2.0464744567871094,DSf,year,dry_spell_frequency,,7
13076_Ludwigslust-Parchim,-1.7457809448242188,DSf,year,dry_spell_frequency,,7
