region,DSf_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
13076_Ludwigslust-Parchim,-0.3440837860107422,DSf,year,dry_spell_frequency,,7
13071_Mecklenburgische Seenplatte,-0.34617137908935547,DSf,year,dry_spell_frequency,,7
13073_Vorpommern-Rügen,-0.2944307327270508,DSf,year,dry_spell_frequency,,7
13074_Nordwestmecklenburg,-0.2399158477783203,DSf,year,dry_spell_frequency,,7
13075_Vorpommern-Greifswald,-0.32553672790527344,DSf,year,dry_spell_frequency,,7
14511_Chemnitz,-0.3294239044189453,DSf,year,dry_spell_frequency,,7
14522_Mittelsachsen,-0.4205970764160156,DSf,year,dry_spell_frequency,,7
14523_Vogtlandkreis,-0.27278995513916016,DSf,year,dry_spell_frequency,,7
14521_Erzgebirgskreis,-0.29656982421875,DSf,year,dry_spell_frequency,,7
14524_Zwickau,-0.25643348693847656,DSf,year,dry_spell_frequency,,7
14612_Dresden,-0.4710378646850586,DSf,year,dry_spell_frequency,,7
14626_Görlitz,-0.41153430938720703,DSf,year,dry_spell_frequency,,7
14625_Bautzen,-0.4238719940185547,DSf,year,dry_spell_frequency,,7
14627_Meißen,-0.4602069854736328,DSf,year,dry_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,-0.42659473419189453,DSf,year,dry_spell_frequency,,7
14713_Leipzig,-0.4829082489013672,DSf,year,dry_spell_frequency,,7
14729_Leipzig,-0.4848146438598633,DSf,year,dry_spell_frequency,,7
14730_Nordsachsen,-0.4744443893432617,DSf,year,dry_spell_frequency,,7
15001_Dessau-Roßlau,-0.44701576232910156,DSf,year,dry_spell_frequency,,7
15082_Anhalt-Bitterfeld,-0.4256935119628906,DSf,year,dry_spell_frequency,,7
15091_Wittenberg,-0.5114173889160156,DSf,year,dry_spell_frequency,,7
15002_Halle (Saale),-0.5971736907958984,DSf,year,dry_spell_frequency,,7
15084_Burgenlandkreis,-0.458221435546875,DSf,year,dry_spell_frequency,,7
15088_Saalekreis,-0.5630264282226562,DSf,year,dry_spell_frequency,,7
15087_Mansfeld-Südharz,-0.4346466064453125,DSf,year,dry_spell_frequency,,7
15003_Magdeburg,-0.5132579803466797,DSf,year,dry_spell_frequency,,7
15085_Harz,-0.44315147399902344,DSf,year,dry_spell_frequency,,7
15086_Jerichower Land,-0.45497703552246094,DSf,year,dry_spell_frequency,,7
15083_Börde,-0.5325508117675781,DSf,year,dry_spell_frequency,,7
15090_Stendal,-0.4304018020629883,DSf,year,dry_spell_frequency,,7
15089_Salzlandkreis,-0.5857267379760742,DSf,year,dry_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-0.3624553680419922,DSf,year,dry_spell_frequency,,7
16051_Erfurt,-0.4778013229370117,DSf,year,dry_spell_frequency,,7
16052_Gera,-0.45395946502685547,DSf,year,dry_spell_frequency,,7
16053_Jena,-0.5707292556762695,DSf,year,dry_spell_frequency,,7
16054_Suhl,0.007287025451660156,DSf,year,dry_spell_frequency,,7
16055_Weimar,-0.42233848571777344,DSf,year,dry_spell_frequency,,7
16056_Eisenach,-0.15819740295410156,DSf,year,dry_spell_frequency,,7
16061_Eichsfeld,-0.24669933319091797,DSf,year,dry_spell_frequency,,7
16062_Nordhausen,-0.23313045501708984,DSf,year,dry_spell_frequency,,7
16063_Wartburgkreis,-0.13840961456298828,DSf,year,dry_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,-0.3348226547241211,DSf,year,dry_spell_frequency,,7
16065_Kyffhäuserkreis,-0.4014158248901367,DSf,year,dry_spell_frequency,,7
16066_Schmalkalden-Meiningen,-0.10525131225585938,DSf,year,dry_spell_frequency,,7
16067_Gotha,-0.31984615325927734,DSf,year,dry_spell_frequency,,7
16068_Sömmerda,-0.5036344528198242,DSf,year,dry_spell_frequency,,7
16069_Hildburghausen,-0.21798229217529297,DSf,year,dry_spell_frequency,,7
16070_Ilm-Kreis,-0.2712430953979492,DSf,year,dry_spell_frequency,,7
16071_Weimarer Land,-0.47340965270996094,DSf,year,dry_spell_frequency,,7
16072_Sonneberg,-0.04754495620727539,DSf,year,dry_spell_frequency,,7
16073_Saalfeld-Rudolstadt,-0.36185741424560547,DSf,year,dry_spell_frequency,,7
16074_Saale-Holzland-Kreis,-0.4678173065185547,DSf,year,dry_spell_frequency,,7
16075_Saale-Orla-Kreis,-0.3451576232910156,DSf,year,dry_spell_frequency,,7
16076_Greiz,-0.4109659194946289,DSf,year,dry_spell_frequency,,7
16077_Altenburger Land,-0.4005107879638672,DSf,year,dry_spell_frequency,,7
01001_01059_Region_um_Flensburg,-0.014239311218261719,DSf,year,dry_spell_frequency,,7
01002_01057_01058_Region_um_Kiel,-0.06333255767822266,DSf,year,dry_spell_frequency,,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.24890995025634766,DSf,year,dry_spell_frequency,,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-0.10797500610351562,DSf,year,dry_spell_frequency,,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.36061859130859375,DSf,year,dry_spell_frequency,,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.3095664978027344,DSf,year,dry_spell_frequency,,7
03103_03154_03151_Region_um_Wolfsburg,-0.28840160369873047,DSf,year,dry_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.24291229248046875,DSf,year,dry_spell_frequency,,7
03402_03452_03457_Region_um_Emden,-0.0892190933227539,DSf,year,dry_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.26924896240234375,DSf,year,dry_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,-0.07879447937011719,DSf,year,dry_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,-0.06680011749267578,DSf,year,dry_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.2682762145996094,DSf,year,dry_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,-0.24799537658691406,DSf,year,dry_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.06329822540283203,DSf,year,dry_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.05249500274658203,DSf,year,dry_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.009797096252441406,DSf,year,dry_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.054274559020996094,DSf,year,dry_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.07229137420654297,DSf,year,dry_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.056125640869140625,DSf,year,dry_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.007990837097167969,DSf,year,dry_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.0076389312744140625,DSf,year,dry_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.03281593322753906,DSf,year,dry_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.04685401916503906,DSf,year,dry_spell_frequency,,7
05314_05382_Region_um_Bonn,0.03256034851074219,DSf,year,dry_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,0.05818462371826172,DSf,year,dry_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.022269248962402344,DSf,year,dry_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.02969646453857422,DSf,year,dry_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,-0.10196495056152344,DSf,year,dry_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,-0.19512939453125,DSf,year,dry_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.009346961975097656,DSf,year,dry_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.1200246810913086,DSf,year,dry_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.09552383422851562,DSf,year,dry_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,-0.08378410339355469,DSf,year,dry_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,-0.008289337158203125,DSf,year,dry_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,-0.13930702209472656,DSf,year,dry_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-0.13030624389648438,DSf,year,dry_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-0.04177093505859375,DSf,year,dry_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.11117935180664062,DSf,year,dry_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.0008268356323242188,DSf,year,dry_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.02163219451904297,DSf,year,dry_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,-0.262906551361084,DSf,year,dry_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,-0.024568557739257812,DSf,year,dry_spell_frequency,,7
07211_07235_Region_um_Trier,0.2216644287109375,DSf,year,dry_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.0719308853149414,DSf,year,dry_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,0.033535003662109375,DSf,year,dry_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.028867721557617188,DSf,year,dry_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.05817222595214844,DSf,year,dry_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,-0.0514068603515625,DSf,year,dry_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.02052021026611328,DSf,year,dry_spell_frequency,,7
07317_07340_Region_um_Pirmasens,0.05877685546875,DSf,year,dry_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.10264396667480469,DSf,year,dry_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.01989269256591797,DSf,year,dry_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.07799339294433594,DSf,year,dry_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.07052898406982422,DSf,year,dry_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.15405559539794922,DSf,year,dry_spell_frequency,,7
08121_08125_Region_um_Heilbronn,-0.15911579132080078,DSf,year,dry_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,-0.03563499450683594,DSf,year,dry_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,0.05848884582519531,DSf,year,dry_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,-0.11001968383789062,DSf,year,dry_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.03827667236328125,DSf,year,dry_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,-0.1363077163696289,DSf,year,dry_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.046591758728027344,DSf,year,dry_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,-0.27913856506347656,DSf,year,dry_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.13440227508544922,DSf,year,dry_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,-0.20185184478759766,DSf,year,dry_spell_frequency,,7
09163_09187_Region_um_Rosenheim,-0.36635351181030273,DSf,year,dry_spell_frequency,,7
09261_09274_Region_um_Landshut,-0.22247695922851562,DSf,year,dry_spell_frequency,,7
09262_09275_Region_um_Passau,-0.2279977798461914,DSf,year,dry_spell_frequency,,7
09263_09278_Region_um_Straubing,-0.2318897247314453,DSf,year,dry_spell_frequency,,7
09361_09371_Region_um_Amberg,-0.2065896987915039,DSf,year,dry_spell_frequency,,7
09362_09375_Region_um_Regensburg,-0.19891071319580078,DSf,year,dry_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.25752735137939453,DSf,year,dry_spell_frequency,,7
09461_09471_Region_um_Bamberg,-0.30573177337646484,DSf,year,dry_spell_frequency,,7
09462_09472_Region_um_Bayreuth,-0.2528715133666992,DSf,year,dry_spell_frequency,,7
09463_09473_Region_um_Coburg,-0.150909423828125,DSf,year,dry_spell_frequency,,7
09464_09475_Region_um_Hof,-0.2510647773742676,DSf,year,dry_spell_frequency,,7
09561_09571_Region_um_Ansbach,-0.29184913635253906,DSf,year,dry_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,-0.3242769241333008,DSf,year,dry_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,-0.3540000915527344,DSf,year,dry_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.2628345489501953,DSf,year,dry_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,-0.25893688201904297,DSf,year,dry_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.3392152786254883,DSf,year,dry_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,-0.020051956176757812,DSf,year,dry_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,-0.21915531158447266,DSf,year,dry_spell_frequency,,7
09663_09679_Region_um_Würzburg,-0.227264404296875,DSf,year,dry_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,-0.29027748107910156,DSf,year,dry_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,-0.2432699203491211,DSf,year,dry_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),-0.1873950958251953,DSf,year,dry_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,-0.20972061157226562,DSf,year,dry_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.19106674194335938,DSf,year,dry_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.11893653869628906,DSf,year,dry_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.5027799606323242,DSf,year,dry_spell_frequency,,7
12052_12071_Region_um_Cottbus,-0.5842227935791016,DSf,year,dry_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.4652261734008789,DSf,year,dry_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.49716758728027344,DSf,year,dry_spell_frequency,,7
13003_13072_Region_um_Rostock,-0.33803749084472656,DSf,year,dry_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,-0.32273006439208984,DSf,year,dry_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.3310861587524414,DSf,year,dry_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,-0.41101741790771484,DSf,year,dry_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,-0.5214309692382812,DSf,year,dry_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.5288944244384766,DSf,year,dry_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),-0.5757246017456055,DSf,year,dry_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.4743080139160156,DSf,year,dry_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.5108795166015625,DSf,year,dry_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,-0.3967857360839844,DSf,year,dry_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,-0.4940309524536133,DSf,year,dry_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,-0.17665576934814453,DSf,year,dry_spell_frequency,,7
16055_16071_Region_um_Weimar,-0.47597694396972656,DSf,year,dry_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,-0.19435596466064453,DSf,year,dry_spell_frequency,,7
