region,DSf_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
13074_Nordwestmecklenburg,-0.007828712463378906,DSf,year,dry_spell_frequency,,7
13075_Vorpommern-Greifswald,0.03924083709716797,DSf,year,dry_spell_frequency,,7
14511_Chemnitz,0.036609649658203125,DSf,year,dry_spell_frequency,,7
14522_Mittelsachsen,-0.0402374267578125,DSf,year,dry_spell_frequency,,7
14523_Vogtlandkreis,0.05547904968261719,DSf,year,dry_spell_frequency,,7
14521_Erzgebirgskreis,0.12697887420654297,DSf,year,dry_spell_frequency,,7
14524_Zwickau,0.011736869812011719,DSf,year,dry_spell_frequency,,7
14612_Dresden,-0.166900634765625,DSf,year,dry_spell_frequency,,7
14626_Görlitz,-0.030164718627929688,DSf,year,dry_spell_frequency,,7
14625_Bautzen,0.02181720733642578,DSf,year,dry_spell_frequency,,7
14627_Meißen,-0.04248809814453125,DSf,year,dry_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,-0.08744430541992188,DSf,year,dry_spell_frequency,,7
14713_Leipzig,-0.1822376251220703,DSf,year,dry_spell_frequency,,7
14729_Leipzig,-0.052758216857910156,DSf,year,dry_spell_frequency,,7
14730_Nordsachsen,-0.18354225158691406,DSf,year,dry_spell_frequency,,7
15001_Dessau-Roßlau,-0.10218143463134766,DSf,year,dry_spell_frequency,,7
15082_Anhalt-Bitterfeld,-0.19695186614990234,DSf,year,dry_spell_frequency,,7
15091_Wittenberg,-0.23888683319091797,DSf,year,dry_spell_frequency,,7
15002_Halle (Saale),-0.20975017547607422,DSf,year,dry_spell_frequency,,7
15084_Burgenlandkreis,-0.06010246276855469,DSf,year,dry_spell_frequency,,7
15088_Saalekreis,-0.16921424865722656,DSf,year,dry_spell_frequency,,7
15087_Mansfeld-Südharz,-0.2064352035522461,DSf,year,dry_spell_frequency,,7
15003_Magdeburg,-0.3351306915283203,DSf,year,dry_spell_frequency,,7
15085_Harz,-0.08872699737548828,DSf,year,dry_spell_frequency,,7
15086_Jerichower Land,-0.14735031127929688,DSf,year,dry_spell_frequency,,7
15083_Börde,-0.09277915954589844,DSf,year,dry_spell_frequency,,7
15090_Stendal,-0.022521018981933594,DSf,year,dry_spell_frequency,,7
15089_Salzlandkreis,-0.1666088104248047,DSf,year,dry_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-0.0124969482421875,DSf,year,dry_spell_frequency,,7
16051_Erfurt,-0.18526744842529297,DSf,year,dry_spell_frequency,,7
16052_Gera,-0.04935264587402344,DSf,year,dry_spell_frequency,,7
16053_Jena,-0.11246013641357422,DSf,year,dry_spell_frequency,,7
16054_Suhl,0.2237091064453125,DSf,year,dry_spell_frequency,,7
16055_Weimar,-0.019573211669921875,DSf,year,dry_spell_frequency,,7
16056_Eisenach,0.24337005615234375,DSf,year,dry_spell_frequency,,7
16061_Eichsfeld,0.12926006317138672,DSf,year,dry_spell_frequency,,7
16062_Nordhausen,0.1406078338623047,DSf,year,dry_spell_frequency,,7
16063_Wartburgkreis,0.21765995025634766,DSf,year,dry_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,0.12992572784423828,DSf,year,dry_spell_frequency,,7
16065_Kyffhäuserkreis,0.0499420166015625,DSf,year,dry_spell_frequency,,7
16066_Schmalkalden-Meiningen,0.2320232391357422,DSf,year,dry_spell_frequency,,7
16067_Gotha,0.12713909149169922,DSf,year,dry_spell_frequency,,7
16068_Sömmerda,0.002330780029296875,DSf,year,dry_spell_frequency,,7
16069_Hildburghausen,0.1985025405883789,DSf,year,dry_spell_frequency,,7
16070_Ilm-Kreis,0.10236549377441406,DSf,year,dry_spell_frequency,,7
16071_Weimarer Land,-0.06257438659667969,DSf,year,dry_spell_frequency,,7
16072_Sonneberg,0.3418703079223633,DSf,year,dry_spell_frequency,,7
16073_Saalfeld-Rudolstadt,0.013202667236328125,DSf,year,dry_spell_frequency,,7
16074_Saale-Holzland-Kreis,-0.03659248352050781,DSf,year,dry_spell_frequency,,7
16075_Saale-Orla-Kreis,0.0051727294921875,DSf,year,dry_spell_frequency,,7
16076_Greiz,-0.10711288452148438,DSf,year,dry_spell_frequency,,7
16077_Altenburger Land,-0.12990379333496094,DSf,year,dry_spell_frequency,,7
01001_01059_Region_um_Flensburg,0.1872110366821289,DSf,year,dry_spell_frequency,,7
01002_01057_01058_Region_um_Kiel,0.17827129364013672,DSf,year,dry_spell_frequency,,7
01003_13074_01055_01053_01062_Region_um_Lübeck,0.02376270294189453,DSf,year,dry_spell_frequency,,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.07021808624267578,DSf,year,dry_spell_frequency,,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.06016349792480469,DSf,year,dry_spell_frequency,,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.09240341186523438,DSf,year,dry_spell_frequency,,7
03103_03154_03151_Region_um_Wolfsburg,0.08595752716064453,DSf,year,dry_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.09988975524902344,DSf,year,dry_spell_frequency,,7
03402_03452_03457_Region_um_Emden,0.11445331573486328,DSf,year,dry_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.13384532928466797,DSf,year,dry_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,0.15509891510009766,DSf,year,dry_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,0.10170555114746094,DSf,year,dry_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.08162832260131836,DSf,year,dry_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,0.014084815979003906,DSf,year,dry_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.2692251205444336,DSf,year,dry_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.32144880294799805,DSf,year,dry_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.25273799896240234,DSf,year,dry_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.3357725143432617,DSf,year,dry_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.32871437072753906,DSf,year,dry_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.23375511169433594,DSf,year,dry_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.3149242401123047,DSf,year,dry_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.28505706787109375,DSf,year,dry_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.29901790618896484,DSf,year,dry_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.28109264373779297,DSf,year,dry_spell_frequency,,7
05314_05382_Region_um_Bonn,0.2000274658203125,DSf,year,dry_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,0.23804283142089844,DSf,year,dry_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.28145885467529297,DSf,year,dry_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.24083518981933594,DSf,year,dry_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,0.14966297149658203,DSf,year,dry_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,0.12340784072875977,DSf,year,dry_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.25885915756225586,DSf,year,dry_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.24245357513427734,DSf,year,dry_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.2335643768310547,DSf,year,dry_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.18442630767822266,DSf,year,dry_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,0.2763385772705078,DSf,year,dry_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,0.24107933044433594,DSf,year,dry_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.17171001434326172,DSf,year,dry_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.19064044952392578,DSf,year,dry_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.2231893539428711,DSf,year,dry_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.2029571533203125,DSf,year,dry_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.2541313171386719,DSf,year,dry_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,0.1491870880126953,DSf,year,dry_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,0.3129148483276367,DSf,year,dry_spell_frequency,,7
07211_07235_Region_um_Trier,0.4076805114746094,DSf,year,dry_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.14770030975341797,DSf,year,dry_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,0.26615047454833984,DSf,year,dry_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.30068111419677734,DSf,year,dry_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.12668991088867188,DSf,year,dry_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,0.26669788360595703,DSf,year,dry_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.3035421371459961,DSf,year,dry_spell_frequency,,7
07317_07340_Region_um_Pirmasens,0.3308124542236328,DSf,year,dry_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.2936573028564453,DSf,year,dry_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.19791221618652344,DSf,year,dry_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.3759317398071289,DSf,year,dry_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.28708648681640625,DSf,year,dry_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.22014141082763672,DSf,year,dry_spell_frequency,,7
08121_08125_Region_um_Heilbronn,0.28974342346191406,DSf,year,dry_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,0.26691532135009766,DSf,year,dry_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,0.3031005859375,DSf,year,dry_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,0.34453296661376953,DSf,year,dry_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.29438018798828125,DSf,year,dry_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,0.34644222259521484,DSf,year,dry_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.3412656784057617,DSf,year,dry_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,0.133392333984375,DSf,year,dry_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.2544403076171875,DSf,year,dry_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,0.126983642578125,DSf,year,dry_spell_frequency,,7
09163_09187_Region_um_Rosenheim,0.0044231414794921875,DSf,year,dry_spell_frequency,,7
09261_09274_Region_um_Landshut,0.08248233795166016,DSf,year,dry_spell_frequency,,7
09262_09275_Region_um_Passau,0.05059528350830078,DSf,year,dry_spell_frequency,,7
09263_09278_Region_um_Straubing,0.07933330535888672,DSf,year,dry_spell_frequency,,7
09361_09371_Region_um_Amberg,0.1865549087524414,DSf,year,dry_spell_frequency,,7
09362_09375_Region_um_Regensburg,0.05999946594238281,DSf,year,dry_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.034705162048339844,DSf,year,dry_spell_frequency,,7
09461_09471_Region_um_Bamberg,0.10346794128417969,DSf,year,dry_spell_frequency,,7
09462_09472_Region_um_Bayreuth,0.017602920532226562,DSf,year,dry_spell_frequency,,7
09463_09473_Region_um_Coburg,0.28107547760009766,DSf,year,dry_spell_frequency,,7
09464_09475_Region_um_Hof,0.11612224578857422,DSf,year,dry_spell_frequency,,7
09561_09571_Region_um_Ansbach,0.1795635223388672,DSf,year,dry_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,0.1112518310546875,DSf,year,dry_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,0.03136444091796875,DSf,year,dry_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.1602029800415039,DSf,year,dry_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,0.1181955337524414,DSf,year,dry_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.13565444946289062,DSf,year,dry_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,0.22295665740966797,DSf,year,dry_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,0.10659217834472656,DSf,year,dry_spell_frequency,,7
09663_09679_Region_um_Würzburg,0.16875362396240234,DSf,year,dry_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,0.22213172912597656,DSf,year,dry_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.09600067138671875,DSf,year,dry_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.1499948501586914,DSf,year,dry_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,0.20021629333496094,DSf,year,dry_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.24823474884033203,DSf,year,dry_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.4417076110839844,DSf,year,dry_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.1567249298095703,DSf,year,dry_spell_frequency,,7
12052_12071_Region_um_Cottbus,-0.23990249633789062,DSf,year,dry_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.1559133529663086,DSf,year,dry_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.1409778594970703,DSf,year,dry_spell_frequency,,7
13003_13072_Region_um_Rostock,-0.17276954650878906,DSf,year,dry_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,0.05006217956542969,DSf,year,dry_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,0.01003265380859375,DSf,year,dry_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,-0.1240072250366211,DSf,year,dry_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,-0.25664710998535156,DSf,year,dry_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.20468807220458984,DSf,year,dry_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),-0.1681690216064453,DSf,year,dry_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.11845874786376953,DSf,year,dry_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.028759002685546875,DSf,year,dry_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,-0.10071468353271484,DSf,year,dry_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,-0.09173107147216797,DSf,year,dry_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,0.19323253631591797,DSf,year,dry_spell_frequency,,7
16055_16071_Region_um_Weimar,-0.05815315246582031,DSf,year,dry_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,0.20156097412109375,DSf,year,dry_spell_frequency,,7
