region,HSx3_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09372_Cham,5.353921,HSx3,year,hot_spell_duration,days,7
09373_Neumarkt i.d. OPf.,5.6457257,HSx3,year,hot_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,5.055958,HSx3,year,hot_spell_duration,days,7
09375_Regensburg,6.5351896,HSx3,year,hot_spell_duration,days,7
09376_Schwandorf,5.817383,HSx3,year,hot_spell_duration,days,7
09377_Tirschenreuth,4.325529,HSx3,year,hot_spell_duration,days,7
09461_09471_Region_um_Bamberg,5.614282,HSx3,year,hot_spell_duration,days,7
09461_Bamberg,5.8049426,HSx3,year,hot_spell_duration,days,7
09462_09472_Region_um_Bayreuth,4.706205,HSx3,year,hot_spell_duration,days,7
09462_Bayreuth,4.828393,HSx3,year,hot_spell_duration,days,7
09463_09473_Region_um_Coburg,5.068535,HSx3,year,hot_spell_duration,days,7
09463_Coburg,5.201481,HSx3,year,hot_spell_duration,days,7
09464_09475_Region_um_Hof,3.492093,HSx3,year,hot_spell_duration,days,7
09464_Hof,3.553401,HSx3,year,hot_spell_duration,days,7
09471_Bamberg,5.604874,HSx3,year,hot_spell_duration,days,7
09472_Bayreuth,4.6994452,HSx3,year,hot_spell_duration,days,7
09473_Coburg,5.0587225,HSx3,year,hot_spell_duration,days,7
09474_Forchheim,5.5865765,HSx3,year,hot_spell_duration,days,7
09475_Hof,3.4881628,HSx3,year,hot_spell_duration,days,7
09476_Kronach,3.9926622,HSx3,year,hot_spell_duration,days,7
09477_Kulmbach,4.5488477,HSx3,year,hot_spell_duration,days,7
09478_Lichtenfels,5.158487,HSx3,year,hot_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,3.7626812,HSx3,year,hot_spell_duration,days,7
09561_09571_Region_um_Ansbach,5.6822505,HSx3,year,hot_spell_duration,days,7
09561_Ansbach,5.666371,HSx3,year,hot_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,6.274555,HSx3,year,hot_spell_duration,days,7
09562_Erlangen,6.3503704,HSx3,year,hot_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,6.2658772,HSx3,year,hot_spell_duration,days,7
09563_Fürth,6.4238133,HSx3,year,hot_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,5.9832497,HSx3,year,hot_spell_duration,days,7
09564_Nürnberg,6.4371576,HSx3,year,hot_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,6.042866,HSx3,year,hot_spell_duration,days,7
09565_Schwabach,6.3053384,HSx3,year,hot_spell_duration,days,7
09571_Ansbach,5.683111,HSx3,year,hot_spell_duration,days,7
09572_Erlangen-Höchstadt,6.196438,HSx3,year,hot_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,5.857147,HSx3,year,hot_spell_duration,days,7
09573_Fürth,6.1098757,HSx3,year,hot_spell_duration,days,7
09574_Nürnberger Land,5.625967,HSx3,year,hot_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,5.846699,HSx3,year,hot_spell_duration,days,7
09576_Roth,5.9516478,HSx3,year,hot_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,5.73218,HSx3,year,hot_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,5.5969496,HSx3,year,hot_spell_duration,days,7
09661_Aschaffenburg,6.1006413,HSx3,year,hot_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,5.836626,HSx3,year,hot_spell_duration,days,7
09662_Schweinfurt,5.8285046,HSx3,year,hot_spell_duration,days,7
09663_09679_Region_um_Würzburg,6.071346,HSx3,year,hot_spell_duration,days,7
09663_Würzburg,6.1439357,HSx3,year,hot_spell_duration,days,7
09671_Aschaffenburg,5.5713305,HSx3,year,hot_spell_duration,days,7
09672_Bad Kissingen,5.006622,HSx3,year,hot_spell_duration,days,7
09673_Rhön-Grabfeld,4.6698585,HSx3,year,hot_spell_duration,days,7
09674_Haßberge,5.559098,HSx3,year,hot_spell_duration,days,7
09675_Kitzingen,6.093288,HSx3,year,hot_spell_duration,days,7
09676_Miltenberg,5.5744414,HSx3,year,hot_spell_duration,days,7
09677_Main-Spessart,5.571168,HSx3,year,hot_spell_duration,days,7
09678_Schweinfurt,5.8369756,HSx3,year,hot_spell_duration,days,7
09679_Würzburg,6.063956,HSx3,year,hot_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,6.0428905,HSx3,year,hot_spell_duration,days,7
09761_Augsburg,6.1001635,HSx3,year,hot_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,3.7966254,HSx3,year,hot_spell_duration,days,7
09762_Kaufbeuren,4.646892,HSx3,year,hot_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),2.7119389,HSx3,year,hot_spell_duration,days,7
09763_Kempten (Allgäu),4.182021,HSx3,year,hot_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,5.3838553,HSx3,year,hot_spell_duration,days,7
09764_Memmingen,5.181012,HSx3,year,hot_spell_duration,days,7
09771_Aichach-Friedberg,6.1134205,HSx3,year,hot_spell_duration,days,7
09772_Augsburg,5.9841876,HSx3,year,hot_spell_duration,days,7
09773_Dillingen a.d. Donau,6.1536465,HSx3,year,hot_spell_duration,days,7
09774_Günzburg,5.975033,HSx3,year,hot_spell_duration,days,7
09775_Neu-Ulm,5.972307,HSx3,year,hot_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),4.538046,HSx3,year,hot_spell_duration,days,7
09776_Lindau (Bodensee),5.2804394,HSx3,year,hot_spell_duration,days,7
09777_Ostallgäu,3.7703252,HSx3,year,hot_spell_duration,days,7
09778_Unterallgäu,5.180684,HSx3,year,hot_spell_duration,days,7
09779_Donau-Ries,6.030589,HSx3,year,hot_spell_duration,days,7
09780_Oberallgäu,2.6474402,HSx3,year,hot_spell_duration,days,7
10041_Regionalverband Saarbrücken,6.385492,HSx3,year,hot_spell_duration,days,7
10042_Merzig-Wadern,5.550565,HSx3,year,hot_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,5.890167,HSx3,year,hot_spell_duration,days,7
10043_Neunkirchen,6.020247,HSx3,year,hot_spell_duration,days,7
10044_Saarlouis,6.181607,HSx3,year,hot_spell_duration,days,7
10045_Saarpfalz-Kreis,6.168725,HSx3,year,hot_spell_duration,days,7
10046_St. Wendel,5.157186,HSx3,year,hot_spell_duration,days,7
11000_Berlin,4.6260023,HSx3,year,hot_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,4.2942486,HSx3,year,hot_spell_duration,days,7
12051_Brandenburg an der Havel,4.3845425,HSx3,year,hot_spell_duration,days,7
12052_12071_Region_um_Cottbus,4.7949686,HSx3,year,hot_spell_duration,days,7
12052_Cottbus,4.845149,HSx3,year,hot_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),4.471736,HSx3,year,hot_spell_duration,days,7
12053_Frankfurt (Oder),4.5860434,HSx3,year,hot_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,4.3465643,HSx3,year,hot_spell_duration,days,7
12054_Potsdam,4.2976904,HSx3,year,hot_spell_duration,days,7
12060_Barnim,4.0600996,HSx3,year,hot_spell_duration,days,7
12061_Dahme-Spreewald,4.701678,HSx3,year,hot_spell_duration,days,7
12062_Elbe-Elster,4.7962046,HSx3,year,hot_spell_duration,days,7
12063_Havelland,4.2557287,HSx3,year,hot_spell_duration,days,7
12064_Märkisch-Oderland,4.3753824,HSx3,year,hot_spell_duration,days,7
12065_Oberhavel,3.9687738,HSx3,year,hot_spell_duration,days,7
12066_Oberspreewald-Lausitz,4.800209,HSx3,year,hot_spell_duration,days,7
12067_Oder-Spree,4.555835,HSx3,year,hot_spell_duration,days,7
12068_Ostprignitz-Ruppin,3.7514987,HSx3,year,hot_spell_duration,days,7
12069_Potsdam-Mittelmark,4.3116817,HSx3,year,hot_spell_duration,days,7
12070_Prignitz,3.5427744,HSx3,year,hot_spell_duration,days,7
12071_Spree-Neiße,4.7898464,HSx3,year,hot_spell_duration,days,7
12072_Teltow-Fläming,4.523021,HSx3,year,hot_spell_duration,days,7
12073_Uckermark,3.5305734,HSx3,year,hot_spell_duration,days,7
13003_13072_Region_um_Rostock,2.2776232,HSx3,year,hot_spell_duration,days,7
13003_Rostock,1.8435434,HSx3,year,hot_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,2.7807403,HSx3,year,hot_spell_duration,days,7
13004_Schwerin,2.7413902,HSx3,year,hot_spell_duration,days,7
13071_Mecklenburgische Seenplatte,2.8275127,HSx3,year,hot_spell_duration,days,7
13072_Rostock,2.3001013,HSx3,year,hot_spell_duration,days,7
13073_Vorpommern-Rügen,1.5164341,HSx3,year,hot_spell_duration,days,7
13074_Nordwestmecklenburg,2.1636002,HSx3,year,hot_spell_duration,days,7
13075_Vorpommern-Greifswald,2.3788092,HSx3,year,hot_spell_duration,days,7
13076_Ludwigslust-Parchim,3.057574,HSx3,year,hot_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,3.5007515,HSx3,year,hot_spell_duration,days,7
14511_Chemnitz,3.8341327,HSx3,year,hot_spell_duration,days,7
14521_Erzgebirgskreis,2.8677292,HSx3,year,hot_spell_duration,days,7
14522_Mittelsachsen,3.8139224,HSx3,year,hot_spell_duration,days,7
14523_Vogtlandkreis,3.467169,HSx3,year,hot_spell_duration,days,7
14524_Zwickau,3.9586787,HSx3,year,hot_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,4.401224,HSx3,year,hot_spell_duration,days,7
14612_Dresden,4.7249804,HSx3,year,hot_spell_duration,days,7
14625_Bautzen,4.5371714,HSx3,year,hot_spell_duration,days,7
14626_Görlitz,4.5217385,HSx3,year,hot_spell_duration,days,7
14627_Meißen,4.7412515,HSx3,year,hot_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,3.841901,HSx3,year,hot_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,4.749094,HSx3,year,hot_spell_duration,days,7
14713_Leipzig,4.9552555,HSx3,year,hot_spell_duration,days,7
14729_Leipzig,4.70112,HSx3,year,hot_spell_duration,days,7
14730_Nordsachsen,4.757814,HSx3,year,hot_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,4.6003437,HSx3,year,hot_spell_duration,days,7
15001_Dessau-Roßlau,4.5703583,HSx3,year,hot_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),4.738474,HSx3,year,hot_spell_duration,days,7
15002_Halle (Saale),4.8382664,HSx3,year,hot_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,4.162115,HSx3,year,hot_spell_duration,days,7
15003_Magdeburg,4.3268757,HSx3,year,hot_spell_duration,days,7
15081_Altmarkkreis Salzwedel,3.7817545,HSx3,year,hot_spell_duration,days,7
15082_Anhalt-Bitterfeld,4.571533,HSx3,year,hot_spell_duration,days,7
15083_Börde,3.9473393,HSx3,year,hot_spell_duration,days,7
15084_Burgenlandkreis,4.5505695,HSx3,year,hot_spell_duration,days,7
15085_Harz,3.3112094,HSx3,year,hot_spell_duration,days,7
15086_Jerichower Land,4.2977805,HSx3,year,hot_spell_duration,days,7
15087_Mansfeld-Südharz,3.9861002,HSx3,year,hot_spell_duration,days,7
15088_Saalekreis,4.7286863,HSx3,year,hot_spell_duration,days,7
15089_Salzlandkreis,4.3435645,HSx3,year,hot_spell_duration,days,7
15090_Stendal,4.0342727,HSx3,year,hot_spell_duration,days,7
15091_Wittenberg,4.625645,HSx3,year,hot_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,4.057696,HSx3,year,hot_spell_duration,days,7
16051_Erfurt,4.405281,HSx3,year,hot_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,4.317766,HSx3,year,hot_spell_duration,days,7
16052_Gera,4.3263416,HSx3,year,hot_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,4.250419,HSx3,year,hot_spell_duration,days,7
16053_Jena,4.3568273,HSx3,year,hot_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,3.8800855,HSx3,year,hot_spell_duration,days,7
16054_Suhl,3.2822714,HSx3,year,hot_spell_duration,days,7
16055_16071_Region_um_Weimar,4.24858,HSx3,year,hot_spell_duration,days,7
16055_Weimar,4.218833,HSx3,year,hot_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,3.8566928,HSx3,year,hot_spell_duration,days,7
16056_Eisenach,4.055076,HSx3,year,hot_spell_duration,days,7
16061_Eichsfeld,3.4537737,HSx3,year,hot_spell_duration,days,7
16062_Nordhausen,3.6168234,HSx3,year,hot_spell_duration,days,7
16063_Wartburgkreis,3.920512,HSx3,year,hot_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,4.0599017,HSx3,year,hot_spell_duration,days,7
16065_Kyffhäuserkreis,4.2224064,HSx3,year,hot_spell_duration,days,7
16066_Schmalkalden-Meiningen,3.896136,HSx3,year,hot_spell_duration,days,7
16067_Gotha,3.8288307,HSx3,year,hot_spell_duration,days,7
16068_Sömmerda,4.558514,HSx3,year,hot_spell_duration,days,7
16069_Hildburghausen,4.2890472,HSx3,year,hot_spell_duration,days,7
16070_Ilm-Kreis,3.491334,HSx3,year,hot_spell_duration,days,7
16071_Weimarer Land,4.251988,HSx3,year,hot_spell_duration,days,7
16072_Sonneberg,3.6966739,HSx3,year,hot_spell_duration,days,7
16073_Saalfeld-Rudolstadt,3.6880002,HSx3,year,hot_spell_duration,days,7
16074_Saale-Holzland-Kreis,4.236712,HSx3,year,hot_spell_duration,days,7
16075_Saale-Orla-Kreis,3.5749495,HSx3,year,hot_spell_duration,days,7
16076_Greiz,4.0099034,HSx3,year,hot_spell_duration,days,7
16077_Altenburger Land,4.4838924,HSx3,year,hot_spell_duration,days,7
