region,HSx3_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03358_Heidekreis,-0.04180610179901123,HSx3,year,hot_spell_duration,days,7
03359_Stade,-0.01410163938999176,HSx3,year,hot_spell_duration,days,7
03360_Uelzen,-0.3212761878967285,HSx3,year,hot_spell_duration,days,7
03361_Verden,0.04666772484779358,HSx3,year,hot_spell_duration,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.06676492094993591,HSx3,year,hot_spell_duration,days,7
03401_Delmenhorst,-0.033325374126434326,HSx3,year,hot_spell_duration,days,7
03402_03452_03457_Region_um_Emden,-0.04351656883955002,HSx3,year,hot_spell_duration,days,7
03402_Emden,-0.052131637930870056,HSx3,year,hot_spell_duration,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.03406086564064026,HSx3,year,hot_spell_duration,days,7
03403_Oldenburg (Oldb),-0.1180800050497055,HSx3,year,hot_spell_duration,days,7
03404_03459_05566_Region_um_Osnabrück,-0.17582614719867706,HSx3,year,hot_spell_duration,days,7
03404_Osnabrück,-0.13733713328838348,HSx3,year,hot_spell_duration,days,7
03405_03455_Region_um_Wilhelmshaven,-0.03851318359375,HSx3,year,hot_spell_duration,days,7
03405_Wilhelmshaven,-0.1003718376159668,HSx3,year,hot_spell_duration,days,7
03451_Ammerland,-0.07666172087192535,HSx3,year,hot_spell_duration,days,7
03452_Aurich,-0.06451018154621124,HSx3,year,hot_spell_duration,days,7
03453_Cloppenburg,-0.020598262548446655,HSx3,year,hot_spell_duration,days,7
03454_Emsland,-0.061123430728912354,HSx3,year,hot_spell_duration,days,7
03455_Friesland,-0.028583593666553497,HSx3,year,hot_spell_duration,days,7
03456_Grafschaft Bentheim,-0.2308722883462906,HSx3,year,hot_spell_duration,days,7
03457_Leer,-0.06346869468688965,HSx3,year,hot_spell_duration,days,7
03458_Oldenburg,-0.02084393799304962,HSx3,year,hot_spell_duration,days,7
03459_Osnabrück,-0.14118070900440216,HSx3,year,hot_spell_duration,days,7
03460_Vechta,0.08132854104042053,HSx3,year,hot_spell_duration,days,7
03461_Wesermarsch,-0.002649456262588501,HSx3,year,hot_spell_duration,days,7
03462_Wittmund,-0.07025908678770065,HSx3,year,hot_spell_duration,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.07281547784805298,HSx3,year,hot_spell_duration,days,7
04011_Bremen,-0.023330777883529663,HSx3,year,hot_spell_duration,days,7
04012_03352_03461_Region_um_Bremerhaven,-0.044550225138664246,HSx3,year,hot_spell_duration,days,7
04012_Bremerhaven,-0.12821249663829803,HSx3,year,hot_spell_duration,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.05485057830810547,HSx3,year,hot_spell_duration,days,7
05111_Düsseldorf,0.11176705360412598,HSx3,year,hot_spell_duration,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.01360774040222168,HSx3,year,hot_spell_duration,days,7
05112_Duisburg,-0.01369166374206543,HSx3,year,hot_spell_duration,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.052188873291015625,HSx3,year,hot_spell_duration,days,7
05113_Essen,-0.03840416669845581,HSx3,year,hot_spell_duration,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.03695449233055115,HSx3,year,hot_spell_duration,days,7
05114_Krefeld,0.08377575874328613,HSx3,year,hot_spell_duration,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.07027706503868103,HSx3,year,hot_spell_duration,days,7
05116_Mönchengladbach,-0.22390571236610413,HSx3,year,hot_spell_duration,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.0015226006507873535,HSx3,year,hot_spell_duration,days,7
05117_Mülheim an der Ruhr,-0.040991008281707764,HSx3,year,hot_spell_duration,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-0.06014508008956909,HSx3,year,hot_spell_duration,days,7
05119_Oberhausen,-0.18172341585159302,HSx3,year,hot_spell_duration,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-0.014888696372509003,HSx3,year,hot_spell_duration,days,7
05120_Remscheid,-0.10633830726146698,HSx3,year,hot_spell_duration,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.012650102376937866,HSx3,year,hot_spell_duration,days,7
05122_Solingen,-0.08635002374649048,HSx3,year,hot_spell_duration,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.02678610384464264,HSx3,year,hot_spell_duration,days,7
05124_Wuppertal,-0.10579104721546173,HSx3,year,hot_spell_duration,days,7
05154_Kleve,-0.1315472424030304,HSx3,year,hot_spell_duration,days,7
05158_Mettmann,0.06628036499023438,HSx3,year,hot_spell_duration,days,7
05162_Rhein-Kreis Neuss,0.053030312061309814,HSx3,year,hot_spell_duration,days,7
05166_Viersen,-0.1074100136756897,HSx3,year,hot_spell_duration,days,7
05170_Wesel,-0.06927663087844849,HSx3,year,hot_spell_duration,days,7
05314_05382_Region_um_Bonn,0.1696282923221588,HSx3,year,hot_spell_duration,days,7
05314_Bonn,0.25191450119018555,HSx3,year,hot_spell_duration,days,7
05315_Köln,0.38705116510391235,HSx3,year,hot_spell_duration,days,7
05316_05315_05378_05158_Region_um_Leverkusen,0.16770455241203308,HSx3,year,hot_spell_duration,days,7
05316_Leverkusen,0.16647714376449585,HSx3,year,hot_spell_duration,days,7
05334_Städteregion Aachen,-0.044865503907203674,HSx3,year,hot_spell_duration,days,7
05358_Düren,-0.0770888477563858,HSx3,year,hot_spell_duration,days,7
05362_Rhein-Erft-Kreis,0.0681779682636261,HSx3,year,hot_spell_duration,days,7
05366_Euskirchen,-0.06509517133235931,HSx3,year,hot_spell_duration,days,7
05370_Heinsberg,-0.10866960883140564,HSx3,year,hot_spell_duration,days,7
05374_Oberbergischer Kreis,-0.14621709287166595,HSx3,year,hot_spell_duration,days,7
05378_Rheinisch-Bergischer Kreis,0.046632081270217896,HSx3,year,hot_spell_duration,days,7
05382_Rhein-Sieg-Kreis,0.15931913256645203,HSx3,year,hot_spell_duration,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.07196855545043945,HSx3,year,hot_spell_duration,days,7
05512_Bottrop,-0.045811593532562256,HSx3,year,hot_spell_duration,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-0.07030221819877625,HSx3,year,hot_spell_duration,days,7
05513_Gelsenkirchen,0.003462553024291992,HSx3,year,hot_spell_duration,days,7
05515_05566_05558_05570_Region_um_Münster,-0.11111670732498169,HSx3,year,hot_spell_duration,days,7
05515_Münster,-0.09612956643104553,HSx3,year,hot_spell_duration,days,7
05554_Borken,-0.1505315750837326,HSx3,year,hot_spell_duration,days,7
05558_Coesfeld,-0.10697045922279358,HSx3,year,hot_spell_duration,days,7
05562_Recklinghausen,-0.08772674202919006,HSx3,year,hot_spell_duration,days,7
05566_Steinfurt,-0.21916179358959198,HSx3,year,hot_spell_duration,days,7
05570_Warendorf,0.028588533401489258,HSx3,year,hot_spell_duration,days,7
05711_05754_05758_05766_Region_um_Bielefeld,0.0025100111961364746,HSx3,year,hot_spell_duration,days,7
05711_Bielefeld,0.023091226816177368,HSx3,year,hot_spell_duration,days,7
05754_Gütersloh,0.02934110164642334,HSx3,year,hot_spell_duration,days,7
05758_Herford,-0.023294895887374878,HSx3,year,hot_spell_duration,days,7
05762_Höxter,-0.09085062146186829,HSx3,year,hot_spell_duration,days,7
05766_Lippe,-0.013077989220619202,HSx3,year,hot_spell_duration,days,7
05770_Minden-Lübbecke,0.14442068338394165,HSx3,year,hot_spell_duration,days,7
05774_Paderborn,-0.03206338733434677,HSx3,year,hot_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.08632126450538635,HSx3,year,hot_spell_duration,days,7
05911_Bochum,-0.09371855854988098,HSx3,year,hot_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.09979842603206635,HSx3,year,hot_spell_duration,days,7
05913_Dortmund,-0.14604313671588898,HSx3,year,hot_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.07186092436313629,HSx3,year,hot_spell_duration,days,7
05914_Hagen,-0.14790141582489014,HSx3,year,hot_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-0.005234092473983765,HSx3,year,hot_spell_duration,days,7
05915_Hamm,-0.08011171221733093,HSx3,year,hot_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,-0.07894104719161987,HSx3,year,hot_spell_duration,days,7
05916_Herne,-0.07548820972442627,HSx3,year,hot_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,-0.09571203589439392,HSx3,year,hot_spell_duration,days,7
05958_Hochsauerlandkreis,-0.09177365899085999,HSx3,year,hot_spell_duration,days,7
05962_Märkischer Kreis,-0.13834814727306366,HSx3,year,hot_spell_duration,days,7
05966_Olpe,-0.11662933230400085,HSx3,year,hot_spell_duration,days,7
05970_Siegen-Wittgenstein,-0.10570839792490005,HSx3,year,hot_spell_duration,days,7
05974_Soest,0.03357553482055664,HSx3,year,hot_spell_duration,days,7
05978_Unna,-0.11557736992835999,HSx3,year,hot_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,0.36283159255981445,HSx3,year,hot_spell_duration,days,7
06411_Darmstadt,0.3154458999633789,HSx3,year,hot_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.18989551067352295,HSx3,year,hot_spell_duration,days,7
06412_Frankfurt am Main,0.2666282057762146,HSx3,year,hot_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.1680707335472107,HSx3,year,hot_spell_duration,days,7
06413_Offenbach am Main,0.38010215759277344,HSx3,year,hot_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.1922122836112976,HSx3,year,hot_spell_duration,days,7
06414_Wiesbaden,0.15142102539539337,HSx3,year,hot_spell_duration,days,7
06431_Bergstraße,0.29473233222961426,HSx3,year,hot_spell_duration,days,7
06432_Darmstadt-Dieburg,0.337708055973053,HSx3,year,hot_spell_duration,days,7
06433_Groß-Gerau,0.3781331777572632,HSx3,year,hot_spell_duration,days,7
06434_Hochtaunuskreis,-0.13609477877616882,HSx3,year,hot_spell_duration,days,7
06435_Main-Kinzig-Kreis,0.0593985915184021,HSx3,year,hot_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.15309616923332214,HSx3,year,hot_spell_duration,days,7
06436_Main-Taunus-Kreis,0.18074670433998108,HSx3,year,hot_spell_duration,days,7
06437_Odenwaldkreis,-0.027041062712669373,HSx3,year,hot_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.22030967473983765,HSx3,year,hot_spell_duration,days,7
06438_Offenbach,0.4286797046661377,HSx3,year,hot_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,-0.13201430439949036,HSx3,year,hot_spell_duration,days,7
06440_Wetteraukreis,0.025685831904411316,HSx3,year,hot_spell_duration,days,7
06531_Gießen,-0.10171902179718018,HSx3,year,hot_spell_duration,days,7
06532_Lahn-Dill-Kreis,-0.13408899307250977,HSx3,year,hot_spell_duration,days,7
06533_Limburg-Weilburg,-0.06444079428911209,HSx3,year,hot_spell_duration,days,7
06534_Marburg-Biedenkopf,-0.1569775640964508,HSx3,year,hot_spell_duration,days,7
06535_Vogelsbergkreis,-0.16694948077201843,HSx3,year,hot_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,-0.04771961271762848,HSx3,year,hot_spell_duration,days,7
06611_Kassel,-0.14279775321483612,HSx3,year,hot_spell_duration,days,7
06631_Fulda,-0.16482561826705933,HSx3,year,hot_spell_duration,days,7
06632_Hersfeld-Rotenburg,-0.1337222307920456,HSx3,year,hot_spell_duration,days,7
06633_Kassel,-0.12800747156143188,HSx3,year,hot_spell_duration,days,7
06634_Schwalm-Eder-Kreis,-0.14255313575267792,HSx3,year,hot_spell_duration,days,7
06635_Waldeck-Frankenberg,-0.12828737497329712,HSx3,year,hot_spell_duration,days,7
06636_Werra-Meißner-Kreis,-0.051816776394844055,HSx3,year,hot_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,-0.06425043195486069,HSx3,year,hot_spell_duration,days,7
07111_Koblenz,0.1624407321214676,HSx3,year,hot_spell_duration,days,7
07131_Ahrweiler,-0.06891374289989471,HSx3,year,hot_spell_duration,days,7
07132_Altenkirchen (Westerwald),-0.1417204886674881,HSx3,year,hot_spell_duration,days,7
07133_Bad Kreuznach,0.07938359677791595,HSx3,year,hot_spell_duration,days,7
07134_Birkenfeld,-0.16661061346530914,HSx3,year,hot_spell_duration,days,7
07135_Cochem-Zell,-0.16936632990837097,HSx3,year,hot_spell_duration,days,7
07137_Mayen-Koblenz,0.05531691014766693,HSx3,year,hot_spell_duration,days,7
07138_Neuwied,-0.015211552381515503,HSx3,year,hot_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,-0.15895900130271912,HSx3,year,hot_spell_duration,days,7
07141_Rhein-Lahn-Kreis,-0.1253044605255127,HSx3,year,hot_spell_duration,days,7
07143_Westerwaldkreis,-0.13911928236484528,HSx3,year,hot_spell_duration,days,7
07211_07235_Region_um_Trier,-0.03484418988227844,HSx3,year,hot_spell_duration,days,7
07211_Trier,0.04120144248008728,HSx3,year,hot_spell_duration,days,7
07231_Bernkastel-Wittlich,-0.10780448466539383,HSx3,year,hot_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,-0.11139640212059021,HSx3,year,hot_spell_duration,days,7
07233_Vulkaneifel,-0.13029636442661285,HSx3,year,hot_spell_duration,days,7
07235_Trier-Saarburg,-0.04343748092651367,HSx3,year,hot_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.6031611561775208,HSx3,year,hot_spell_duration,days,7
07311_Frankenthal (Pfalz),0.4274287819862366,HSx3,year,hot_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,0.10115650296211243,HSx3,year,hot_spell_duration,days,7
07312_Kaiserslautern,-0.15966472029685974,HSx3,year,hot_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.22146837413311005,HSx3,year,hot_spell_duration,days,7
07313_Landau in der Pfalz,0.21826091408729553,HSx3,year,hot_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.6024909615516663,HSx3,year,hot_spell_duration,days,7
07314_Ludwigshafen am Rhein,0.542885959148407,HSx3,year,hot_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,0.29701727628707886,HSx3,year,hot_spell_duration,days,7
07315_Mainz,0.36089545488357544,HSx3,year,hot_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.2600257694721222,HSx3,year,hot_spell_duration,days,7
07316_Neustadt an der Weinstraße,0.3566252589225769,HSx3,year,hot_spell_duration,days,7
07317_07340_Region_um_Pirmasens,-0.13140085339546204,HSx3,year,hot_spell_duration,days,7
07317_Pirmasens,-0.13751959800720215,HSx3,year,hot_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.562216579914093,HSx3,year,hot_spell_duration,days,7
07318_Speyer,0.6129108667373657,HSx3,year,hot_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.33338654041290283,HSx3,year,hot_spell_duration,days,7
07319_Worms,0.384577214717865,HSx3,year,hot_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.059723854064941406,HSx3,year,hot_spell_duration,days,7
07320_Zweibrücken,0.024371817708015442,HSx3,year,hot_spell_duration,days,7
07331_Alzey-Worms,0.3040105700492859,HSx3,year,hot_spell_duration,days,7
07332_Bad Dürkheim,0.21503934264183044,HSx3,year,hot_spell_duration,days,7
07333_Donnersbergkreis,0.08966690301895142,HSx3,year,hot_spell_duration,days,7
07334_Germersheim,0.5762640237808228,HSx3,year,hot_spell_duration,days,7
07335_Kaiserslautern,-0.12468339502811432,HSx3,year,hot_spell_duration,days,7
07336_Kusel,-0.11435966193675995,HSx3,year,hot_spell_duration,days,7
07337_Südliche Weinstraße,0.22192759811878204,HSx3,year,hot_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.475843608379364,HSx3,year,hot_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,0.5924069285392761,HSx3,year,hot_spell_duration,days,7
07339_Mainz-Bingen,0.2440139651298523,HSx3,year,hot_spell_duration,days,7
07340_Südwestpfalz,-0.13097617030143738,HSx3,year,hot_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.34373193979263306,HSx3,year,hot_spell_duration,days,7
08111_Stuttgart,0.3172298073768616,HSx3,year,hot_spell_duration,days,7
08115_Böblingen,0.1883271038532257,HSx3,year,hot_spell_duration,days,7
08116_Esslingen,0.4056040048599243,HSx3,year,hot_spell_duration,days,7
08117_Göppingen,0.27867352962493896,HSx3,year,hot_spell_duration,days,7
08118_Ludwigsburg,0.5343195199966431,HSx3,year,hot_spell_duration,days,7
08119_Rems-Murr-Kreis,0.2586841285228729,HSx3,year,hot_spell_duration,days,7
08121_08125_Region_um_Heilbronn,0.6054202914237976,HSx3,year,hot_spell_duration,days,7
08121_Heilbronn,0.603218138217926,HSx3,year,hot_spell_duration,days,7
08125_Heilbronn,0.6056352853775024,HSx3,year,hot_spell_duration,days,7
08126_Hohenlohekreis,0.4669695496559143,HSx3,year,hot_spell_duration,days,7
08127_Schwäbisch Hall,0.38193434476852417,HSx3,year,hot_spell_duration,days,7
08128_Main-Tauber-Kreis,0.2249956727027893,HSx3,year,hot_spell_duration,days,7
08135_Heidenheim,-0.15129528939723969,HSx3,year,hot_spell_duration,days,7
08136_Ostalbkreis,0.3113843500614166,HSx3,year,hot_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,0.2491791844367981,HSx3,year,hot_spell_duration,days,7
08211_Baden-Baden,0.1472221165895462,HSx3,year,hot_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,0.5918382406234741,HSx3,year,hot_spell_duration,days,7
08212_Karlsruhe,0.5980868339538574,HSx3,year,hot_spell_duration,days,7
08215_Karlsruhe,0.5974043607711792,HSx3,year,hot_spell_duration,days,7
08216_Rastatt,0.2682381868362427,HSx3,year,hot_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,0.5351372957229614,HSx3,year,hot_spell_duration,days,7
08221_Heidelberg,0.48503822088241577,HSx3,year,hot_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.47225791215896606,HSx3,year,hot_spell_duration,days,7
08222_Mannheim,0.7088383436203003,HSx3,year,hot_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,0.09931346774101257,HSx3,year,hot_spell_duration,days,7
08226_Rhein-Neckar-Kreis,0.5046125650405884,HSx3,year,hot_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,0.03168685734272003,HSx3,year,hot_spell_duration,days,7
08231_Pforzheim,0.08307667076587677,HSx3,year,hot_spell_duration,days,7
08235_Calw,-0.09749270230531693,HSx3,year,hot_spell_duration,days,7
08236_Enzkreis,0.2018824815750122,HSx3,year,hot_spell_duration,days,7
08237_Freudenstadt,-0.059058062732219696,HSx3,year,hot_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.2709616422653198,HSx3,year,hot_spell_duration,days,7
08311_Freiburg im Breisgau,0.310557097196579,HSx3,year,hot_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,0.20679406821727753,HSx3,year,hot_spell_duration,days,7
08316_Emmendingen,0.3932267725467682,HSx3,year,hot_spell_duration,days,7
08317_Ortenaukreis,0.29935383796691895,HSx3,year,hot_spell_duration,days,7
08325_Rottweil,0.17882312834262848,HSx3,year,hot_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,0.0251055546104908,HSx3,year,hot_spell_duration,days,7
08327_Tuttlingen,-0.0105738565325737,HSx3,year,hot_spell_duration,days,7
08335_Konstanz,0.006889656186103821,HSx3,year,hot_spell_duration,days,7
08336_Lörrach,0.1865062415599823,HSx3,year,hot_spell_duration,days,7
08337_Waldshut,-0.0021478012204170227,HSx3,year,hot_spell_duration,days,7
08415_Reutlingen,-0.006402462720870972,HSx3,year,hot_spell_duration,days,7
08416_Tübingen,0.44456759095191956,HSx3,year,hot_spell_duration,days,7
08417_Zollernalbkreis,0.03867907077074051,HSx3,year,hot_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,-0.04533086717128754,HSx3,year,hot_spell_duration,days,7
08421_Ulm,0.011535018682479858,HSx3,year,hot_spell_duration,days,7
08425_Alb-Donau-Kreis,-0.0732891634106636,HSx3,year,hot_spell_duration,days,7
08426_Biberach,-0.051611512899398804,HSx3,year,hot_spell_duration,days,7
08435_Bodenseekreis,0.004753924906253815,HSx3,year,hot_spell_duration,days,7
08436_Ravensburg,-0.0573127344250679,HSx3,year,hot_spell_duration,days,7
08437_Sigmaringen,-0.05024371296167374,HSx3,year,hot_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.02391260862350464,HSx3,year,hot_spell_duration,days,7
09161_Ingolstadt,0.059839725494384766,HSx3,year,hot_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,0.08745937049388885,HSx3,year,hot_spell_duration,days,7
09162_München,0.059599727392196655,HSx3,year,hot_spell_duration,days,7
09163_09187_Region_um_Rosenheim,-0.009654931724071503,HSx3,year,hot_spell_duration,days,7
09163_Rosenheim,0.05125870183110237,HSx3,year,hot_spell_duration,days,7
09171_Altötting,0.007971212267875671,HSx3,year,hot_spell_duration,days,7
09172_Berchtesgadener Land,-0.007062807679176331,HSx3,year,hot_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,-0.04037705063819885,HSx3,year,hot_spell_duration,days,7
09174_Dachau,0.12959161400794983,HSx3,year,hot_spell_duration,days,7
09175_Ebersberg,-0.020637676119804382,HSx3,year,hot_spell_duration,days,7
09176_Eichstätt,-0.0739421546459198,HSx3,year,hot_spell_duration,days,7
09177_Erding,0.09496383368968964,HSx3,year,hot_spell_duration,days,7
09178_Freising,0.04725347459316254,HSx3,year,hot_spell_duration,days,7
09179_Fürstenfeldbruck,0.00031994283199310303,HSx3,year,hot_spell_duration,days,7
09180_Garmisch-Partenkirchen,-0.011588596738874912,HSx3,year,hot_spell_duration,days,7
09181_Landsberg am Lech,-0.08473392575979233,HSx3,year,hot_spell_duration,days,7
09182_Miesbach,-0.0029881461523473263,HSx3,year,hot_spell_duration,days,7
09183_Mühldorf a. Inn,0.014919787645339966,HSx3,year,hot_spell_duration,days,7
09184_München,0.03604750335216522,HSx3,year,hot_spell_duration,days,7
09185_Neuburg-Schrobenhausen,0.08211192488670349,HSx3,year,hot_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,0.08340805768966675,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,-0.012764669954776764,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,-0.14561046659946442,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,-0.05736597627401352,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,-0.057614319026470184,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,0.10099707543849945,HSx3,year,hot_spell_duration,days,7
09261_Landshut,0.13333334028720856,HSx3,year,hot_spell_duration,days,7
