region,HSx3_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09463_Coburg,3.703401,HSx3,year,hot_spell_duration,days,7
09464_09475_Region_um_Hof,2.241052,HSx3,year,hot_spell_duration,days,7
09464_Hof,2.287476,HSx3,year,hot_spell_duration,days,7
09471_Bamberg,3.8595254,HSx3,year,hot_spell_duration,days,7
09472_Bayreuth,3.1813955,HSx3,year,hot_spell_duration,days,7
09473_Coburg,3.5502093,HSx3,year,hot_spell_duration,days,7
09474_Forchheim,3.7925441,HSx3,year,hot_spell_duration,days,7
09475_Hof,2.2380757,HSx3,year,hot_spell_duration,days,7
09476_Kronach,2.687461,HSx3,year,hot_spell_duration,days,7
09477_Kulmbach,3.1170745,HSx3,year,hot_spell_duration,days,7
09478_Lichtenfels,3.5821548,HSx3,year,hot_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,2.4421299,HSx3,year,hot_spell_duration,days,7
09561_09571_Region_um_Ansbach,3.8166344,HSx3,year,hot_spell_duration,days,7
09561_Ansbach,3.8341012,HSx3,year,hot_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,4.3086977,HSx3,year,hot_spell_duration,days,7
09562_Erlangen,4.333024,HSx3,year,hot_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,4.294145,HSx3,year,hot_spell_duration,days,7
09563_Fürth,4.383179,HSx3,year,hot_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,4.085436,HSx3,year,hot_spell_duration,days,7
09564_Nürnberg,4.4919424,HSx3,year,hot_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,4.1291714,HSx3,year,hot_spell_duration,days,7
09565_Schwabach,4.3882565,HSx3,year,hot_spell_duration,days,7
09571_Ansbach,3.815687,HSx3,year,hot_spell_duration,days,7
09572_Erlangen-Höchstadt,4.239764,HSx3,year,hot_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,3.981778,HSx3,year,hot_spell_duration,days,7
09573_Fürth,4.149177,HSx3,year,hot_spell_duration,days,7
09574_Nürnberger Land,3.84019,HSx3,year,hot_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,4.007947,HSx3,year,hot_spell_duration,days,7
09576_Roth,4.044403,HSx3,year,hot_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,3.8114934,HSx3,year,hot_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,3.9120107,HSx3,year,hot_spell_duration,days,7
09661_Aschaffenburg,4.307003,HSx3,year,hot_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,4.0892525,HSx3,year,hot_spell_duration,days,7
09662_Schweinfurt,4.073784,HSx3,year,hot_spell_duration,days,7
09663_09679_Region_um_Würzburg,4.145239,HSx3,year,hot_spell_duration,days,7
09663_Würzburg,4.206367,HSx3,year,hot_spell_duration,days,7
09671_Aschaffenburg,3.927581,HSx3,year,hot_spell_duration,days,7
09672_Bad Kissingen,3.469061,HSx3,year,hot_spell_duration,days,7
09673_Rhön-Grabfeld,3.2044652,HSx3,year,hot_spell_duration,days,7
09674_Haßberge,3.8890998,HSx3,year,hot_spell_duration,days,7
09675_Kitzingen,4.203326,HSx3,year,hot_spell_duration,days,7
09676_Miltenberg,3.8603354,HSx3,year,hot_spell_duration,days,7
09677_Main-Spessart,3.865067,HSx3,year,hot_spell_duration,days,7
09678_Schweinfurt,4.0899186,HSx3,year,hot_spell_duration,days,7
09679_Würzburg,4.139015,HSx3,year,hot_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,4.056323,HSx3,year,hot_spell_duration,days,7
09761_Augsburg,4.110646,HSx3,year,hot_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,2.083063,HSx3,year,hot_spell_duration,days,7
09762_Kaufbeuren,2.659024,HSx3,year,hot_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),1.4025398,HSx3,year,hot_spell_duration,days,7
09763_Kempten (Allgäu),2.3577676,HSx3,year,hot_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,3.301363,HSx3,year,hot_spell_duration,days,7
09764_Memmingen,3.1579158,HSx3,year,hot_spell_duration,days,7
09771_Aichach-Friedberg,4.125338,HSx3,year,hot_spell_duration,days,7
09772_Augsburg,3.9991202,HSx3,year,hot_spell_duration,days,7
09773_Dillingen a.d. Donau,4.141199,HSx3,year,hot_spell_duration,days,7
09774_Günzburg,3.9615214,HSx3,year,hot_spell_duration,days,7
09775_Neu-Ulm,3.9136956,HSx3,year,hot_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),2.6877882,HSx3,year,hot_spell_duration,days,7
09776_Lindau (Bodensee),3.1472805,HSx3,year,hot_spell_duration,days,7
09777_Ostallgäu,2.0652475,HSx3,year,hot_spell_duration,days,7
09778_Unterallgäu,3.188527,HSx3,year,hot_spell_duration,days,7
09779_Donau-Ries,4.06542,HSx3,year,hot_spell_duration,days,7
09780_Oberallgäu,1.3606299,HSx3,year,hot_spell_duration,days,7
10041_Regionalverband Saarbrücken,4.2798843,HSx3,year,hot_spell_duration,days,7
10042_Merzig-Wadern,3.6112826,HSx3,year,hot_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,3.9246633,HSx3,year,hot_spell_duration,days,7
10043_Neunkirchen,4.0196276,HSx3,year,hot_spell_duration,days,7
10044_Saarlouis,4.1441813,HSx3,year,hot_spell_duration,days,7
10045_Saarpfalz-Kreis,4.118876,HSx3,year,hot_spell_duration,days,7
10046_St. Wendel,3.3421133,HSx3,year,hot_spell_duration,days,7
11000_Berlin,3.3659346,HSx3,year,hot_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,3.0889044,HSx3,year,hot_spell_duration,days,7
12051_Brandenburg an der Havel,3.1258974,HSx3,year,hot_spell_duration,days,7
12052_12071_Region_um_Cottbus,3.4805207,HSx3,year,hot_spell_duration,days,7
12052_Cottbus,3.5332148,HSx3,year,hot_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),3.2264051,HSx3,year,hot_spell_duration,days,7
12053_Frankfurt (Oder),3.3353138,HSx3,year,hot_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,3.1330066,HSx3,year,hot_spell_duration,days,7
12054_Potsdam,3.1040564,HSx3,year,hot_spell_duration,days,7
12060_Barnim,2.896661,HSx3,year,hot_spell_duration,days,7
12061_Dahme-Spreewald,3.3961146,HSx3,year,hot_spell_duration,days,7
12062_Elbe-Elster,3.506421,HSx3,year,hot_spell_duration,days,7
12063_Havelland,3.0603635,HSx3,year,hot_spell_duration,days,7
12064_Märkisch-Oderland,3.1458535,HSx3,year,hot_spell_duration,days,7
12065_Oberhavel,2.8115163,HSx3,year,hot_spell_duration,days,7
12066_Oberspreewald-Lausitz,3.471237,HSx3,year,hot_spell_duration,days,7
12067_Oder-Spree,3.295819,HSx3,year,hot_spell_duration,days,7
12068_Ostprignitz-Ruppin,2.63024,HSx3,year,hot_spell_duration,days,7
12069_Potsdam-Mittelmark,3.1045942,HSx3,year,hot_spell_duration,days,7
12070_Prignitz,2.5126069,HSx3,year,hot_spell_duration,days,7
12071_Spree-Neiße,3.4751418,HSx3,year,hot_spell_duration,days,7
12072_Teltow-Fläming,3.3063421,HSx3,year,hot_spell_duration,days,7
12073_Uckermark,2.5089133,HSx3,year,hot_spell_duration,days,7
13003_13072_Region_um_Rostock,1.592273,HSx3,year,hot_spell_duration,days,7
13003_Rostock,1.2949302,HSx3,year,hot_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,1.9588275,HSx3,year,hot_spell_duration,days,7
13004_Schwerin,1.8796484,HSx3,year,hot_spell_duration,days,7
13071_Mecklenburgische Seenplatte,1.9468108,HSx3,year,hot_spell_duration,days,7
13072_Rostock,1.6076704,HSx3,year,hot_spell_duration,days,7
13073_Vorpommern-Rügen,1.0151969,HSx3,year,hot_spell_duration,days,7
13074_Nordwestmecklenburg,1.5365331,HSx3,year,hot_spell_duration,days,7
13075_Vorpommern-Greifswald,1.6510432,HSx3,year,hot_spell_duration,days,7
13076_Ludwigslust-Parchim,2.1496801,HSx3,year,hot_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,2.3627622,HSx3,year,hot_spell_duration,days,7
14511_Chemnitz,2.611916,HSx3,year,hot_spell_duration,days,7
14521_Erzgebirgskreis,1.8143607,HSx3,year,hot_spell_duration,days,7
14522_Mittelsachsen,2.6489587,HSx3,year,hot_spell_duration,days,7
14523_Vogtlandkreis,2.272458,HSx3,year,hot_spell_duration,days,7
14524_Zwickau,2.73535,HSx3,year,hot_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,3.137993,HSx3,year,hot_spell_duration,days,7
14612_Dresden,3.4274902,HSx3,year,hot_spell_duration,days,7
14625_Bautzen,3.2275507,HSx3,year,hot_spell_duration,days,7
14626_Görlitz,3.2296965,HSx3,year,hot_spell_duration,days,7
14627_Meißen,3.4516532,HSx3,year,hot_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,2.6758769,HSx3,year,hot_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,3.439898,HSx3,year,hot_spell_duration,days,7
14713_Leipzig,3.6034536,HSx3,year,hot_spell_duration,days,7
14729_Leipzig,3.396096,HSx3,year,hot_spell_duration,days,7
14730_Nordsachsen,3.4514441,HSx3,year,hot_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,3.3424063,HSx3,year,hot_spell_duration,days,7
15001_Dessau-Roßlau,3.338287,HSx3,year,hot_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),3.39132,HSx3,year,hot_spell_duration,days,7
15002_Halle (Saale),3.4586766,HSx3,year,hot_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,2.995912,HSx3,year,hot_spell_duration,days,7
15003_Magdeburg,3.122556,HSx3,year,hot_spell_duration,days,7
15081_Altmarkkreis Salzwedel,2.703271,HSx3,year,hot_spell_duration,days,7
15082_Anhalt-Bitterfeld,3.332329,HSx3,year,hot_spell_duration,days,7
15083_Börde,2.8323815,HSx3,year,hot_spell_duration,days,7
15084_Burgenlandkreis,3.2454696,HSx3,year,hot_spell_duration,days,7
15085_Harz,2.2486036,HSx3,year,hot_spell_duration,days,7
15086_Jerichower Land,3.092482,HSx3,year,hot_spell_duration,days,7
15087_Mansfeld-Südharz,2.8168426,HSx3,year,hot_spell_duration,days,7
15088_Saalekreis,3.3847141,HSx3,year,hot_spell_duration,days,7
15089_Salzlandkreis,3.1412902,HSx3,year,hot_spell_duration,days,7
15090_Stendal,2.8838682,HSx3,year,hot_spell_duration,days,7
15091_Wittenberg,3.350442,HSx3,year,hot_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,2.7987864,HSx3,year,hot_spell_duration,days,7
16051_Erfurt,3.1243331,HSx3,year,hot_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,3.0400171,HSx3,year,hot_spell_duration,days,7
16052_Gera,3.0341032,HSx3,year,hot_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,2.9902723,HSx3,year,hot_spell_duration,days,7
16053_Jena,3.0760982,HSx3,year,hot_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,2.5735815,HSx3,year,hot_spell_duration,days,7
16054_Suhl,2.0452669,HSx3,year,hot_spell_duration,days,7
16055_16071_Region_um_Weimar,2.987794,HSx3,year,hot_spell_duration,days,7
16055_Weimar,2.9490092,HSx3,year,hot_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,2.619182,HSx3,year,hot_spell_duration,days,7
16056_Eisenach,2.759986,HSx3,year,hot_spell_duration,days,7
16061_Eichsfeld,2.3039622,HSx3,year,hot_spell_duration,days,7
16062_Nordhausen,2.4809663,HSx3,year,hot_spell_duration,days,7
16063_Wartburgkreis,2.6670318,HSx3,year,hot_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,2.820063,HSx3,year,hot_spell_duration,days,7
16065_Kyffhäuserkreis,3.0203757,HSx3,year,hot_spell_duration,days,7
16066_Schmalkalden-Meiningen,2.571496,HSx3,year,hot_spell_duration,days,7
16067_Gotha,2.5593395,HSx3,year,hot_spell_duration,days,7
16068_Sömmerda,3.2748308,HSx3,year,hot_spell_duration,days,7
16069_Hildburghausen,2.9141257,HSx3,year,hot_spell_duration,days,7
16070_Ilm-Kreis,2.2794342,HSx3,year,hot_spell_duration,days,7
16071_Weimarer Land,2.9922383,HSx3,year,hot_spell_duration,days,7
16072_Sonneberg,2.4400854,HSx3,year,hot_spell_duration,days,7
16073_Saalfeld-Rudolstadt,2.4808345,HSx3,year,hot_spell_duration,days,7
16074_Saale-Holzland-Kreis,2.9803,HSx3,year,hot_spell_duration,days,7
16075_Saale-Orla-Kreis,2.4095974,HSx3,year,hot_spell_duration,days,7
16076_Greiz,2.759498,HSx3,year,hot_spell_duration,days,7
16077_Altenburger Land,3.1705956,HSx3,year,hot_spell_duration,days,7
