region,HSx3_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
05366_Euskirchen,7.91185998916626,HSx3,year,hot_spell_duration,days,7
05370_Heinsberg,10.362574577331543,HSx3,year,hot_spell_duration,days,7
05374_Oberbergischer Kreis,7.879698276519775,HSx3,year,hot_spell_duration,days,7
05378_Rheinisch-Bergischer Kreis,9.456014633178711,HSx3,year,hot_spell_duration,days,7
05382_Rhein-Sieg-Kreis,10.488245964050293,HSx3,year,hot_spell_duration,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,9.36538314819336,HSx3,year,hot_spell_duration,days,7
05512_Bottrop,9.385903358459473,HSx3,year,hot_spell_duration,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,9.35680103302002,HSx3,year,hot_spell_duration,days,7
05513_Gelsenkirchen,9.394501686096191,HSx3,year,hot_spell_duration,days,7
05515_05566_05558_05570_Region_um_Münster,8.590697288513184,HSx3,year,hot_spell_duration,days,7
05515_Münster,9.029428482055664,HSx3,year,hot_spell_duration,days,7
05554_Borken,8.263922691345215,HSx3,year,hot_spell_duration,days,7
05558_Coesfeld,8.792708396911621,HSx3,year,hot_spell_duration,days,7
05562_Recklinghausen,9.367233276367188,HSx3,year,hot_spell_duration,days,7
05566_Steinfurt,8.125397682189941,HSx3,year,hot_spell_duration,days,7
05570_Warendorf,8.950478553771973,HSx3,year,hot_spell_duration,days,7
05711_05754_05758_05766_Region_um_Bielefeld,8.298333168029785,HSx3,year,hot_spell_duration,days,7
05711_Bielefeld,8.265344619750977,HSx3,year,hot_spell_duration,days,7
05754_Gütersloh,8.70396614074707,HSx3,year,hot_spell_duration,days,7
05758_Herford,8.183982849121094,HSx3,year,hot_spell_duration,days,7
05762_Höxter,8.149612426757812,HSx3,year,hot_spell_duration,days,7
05766_Lippe,8.032539367675781,HSx3,year,hot_spell_duration,days,7
05770_Minden-Lübbecke,8.2291259765625,HSx3,year,hot_spell_duration,days,7
05774_Paderborn,7.921607971191406,HSx3,year,hot_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,9.085755348205566,HSx3,year,hot_spell_duration,days,7
05911_Bochum,9.21007251739502,HSx3,year,hot_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,8.930620193481445,HSx3,year,hot_spell_duration,days,7
05913_Dortmund,9.337918281555176,HSx3,year,hot_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,8.013680458068848,HSx3,year,hot_spell_duration,days,7
05914_Hagen,7.4431257247924805,HSx3,year,hot_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,8.69127368927002,HSx3,year,hot_spell_duration,days,7
05915_Hamm,9.088502883911133,HSx3,year,hot_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,9.353650093078613,HSx3,year,hot_spell_duration,days,7
05916_Herne,9.451003074645996,HSx3,year,hot_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,8.068292617797852,HSx3,year,hot_spell_duration,days,7
05958_Hochsauerlandkreis,6.706352710723877,HSx3,year,hot_spell_duration,days,7
05962_Märkischer Kreis,7.203230381011963,HSx3,year,hot_spell_duration,days,7
05966_Olpe,7.139447212219238,HSx3,year,hot_spell_duration,days,7
05970_Siegen-Wittgenstein,7.4579010009765625,HSx3,year,hot_spell_duration,days,7
05974_Soest,8.123883247375488,HSx3,year,hot_spell_duration,days,7
05978_Unna,9.079681396484375,HSx3,year,hot_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,14.975761413574219,HSx3,year,hot_spell_duration,days,7
06411_Darmstadt,15.419279098510742,HSx3,year,hot_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,13.3657808303833,HSx3,year,hot_spell_duration,days,7
06412_Frankfurt am Main,14.576639175415039,HSx3,year,hot_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,13.236612319946289,HSx3,year,hot_spell_duration,days,7
06413_Offenbach am Main,14.746025085449219,HSx3,year,hot_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,13.766304016113281,HSx3,year,hot_spell_duration,days,7
06414_Wiesbaden,13.269317626953125,HSx3,year,hot_spell_duration,days,7
06431_Bergstraße,15.846126556396484,HSx3,year,hot_spell_duration,days,7
06432_Darmstadt-Dieburg,14.85899829864502,HSx3,year,hot_spell_duration,days,7
06433_Groß-Gerau,16.034961700439453,HSx3,year,hot_spell_duration,days,7
06434_Hochtaunuskreis,12.174386978149414,HSx3,year,hot_spell_duration,days,7
06435_Main-Kinzig-Kreis,12.502962112426758,HSx3,year,hot_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,13.326521873474121,HSx3,year,hot_spell_duration,days,7
06436_Main-Taunus-Kreis,13.752793312072754,HSx3,year,hot_spell_duration,days,7
06437_Odenwaldkreis,12.443756103515625,HSx3,year,hot_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,13.876296997070312,HSx3,year,hot_spell_duration,days,7
06438_Offenbach,15.040608406066895,HSx3,year,hot_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,12.038649559020996,HSx3,year,hot_spell_duration,days,7
06440_Wetteraukreis,12.95574951171875,HSx3,year,hot_spell_duration,days,7
06531_Gießen,11.689705848693848,HSx3,year,hot_spell_duration,days,7
06532_Lahn-Dill-Kreis,10.407098770141602,HSx3,year,hot_spell_duration,days,7
06533_Limburg-Weilburg,11.717522621154785,HSx3,year,hot_spell_duration,days,7
06534_Marburg-Biedenkopf,10.376784324645996,HSx3,year,hot_spell_duration,days,7
06535_Vogelsbergkreis,10.03074836730957,HSx3,year,hot_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,8.411320686340332,HSx3,year,hot_spell_duration,days,7
06611_Kassel,8.921839714050293,HSx3,year,hot_spell_duration,days,7
06631_Fulda,9.434718132019043,HSx3,year,hot_spell_duration,days,7
06632_Hersfeld-Rotenburg,9.582964897155762,HSx3,year,hot_spell_duration,days,7
06633_Kassel,8.791607856750488,HSx3,year,hot_spell_duration,days,7
06634_Schwalm-Eder-Kreis,9.673474311828613,HSx3,year,hot_spell_duration,days,7
06635_Waldeck-Frankenberg,8.197579383850098,HSx3,year,hot_spell_duration,days,7
06636_Werra-Meißner-Kreis,8.731924057006836,HSx3,year,hot_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,10.683398246765137,HSx3,year,hot_spell_duration,days,7
07111_Koblenz,12.013312339782715,HSx3,year,hot_spell_duration,days,7
07131_Ahrweiler,8.932317733764648,HSx3,year,hot_spell_duration,days,7
07132_Altenkirchen (Westerwald),8.878971099853516,HSx3,year,hot_spell_duration,days,7
07133_Bad Kreuznach,13.055508613586426,HSx3,year,hot_spell_duration,days,7
07134_Birkenfeld,10.702631950378418,HSx3,year,hot_spell_duration,days,7
07135_Cochem-Zell,10.888166427612305,HSx3,year,hot_spell_duration,days,7
07137_Mayen-Koblenz,10.75102424621582,HSx3,year,hot_spell_duration,days,7
07138_Neuwied,10.376398086547852,HSx3,year,hot_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,10.8785982131958,HSx3,year,hot_spell_duration,days,7
07141_Rhein-Lahn-Kreis,11.698182106018066,HSx3,year,hot_spell_duration,days,7
07143_Westerwaldkreis,9.674459457397461,HSx3,year,hot_spell_duration,days,7
07211_07235_Region_um_Trier,12.38996410369873,HSx3,year,hot_spell_duration,days,7
07211_Trier,12.9764986038208,HSx3,year,hot_spell_duration,days,7
07231_Bernkastel-Wittlich,11.523720741271973,HSx3,year,hot_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,9.439231872558594,HSx3,year,hot_spell_duration,days,7
07233_Vulkaneifel,7.648016929626465,HSx3,year,hot_spell_duration,days,7
07235_Trier-Saarburg,12.323685646057129,HSx3,year,hot_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),21.172382354736328,HSx3,year,hot_spell_duration,days,7
07311_Frankenthal (Pfalz),20.303483963012695,HSx3,year,hot_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,14.597063064575195,HSx3,year,hot_spell_duration,days,7
07312_Kaiserslautern,13.71694564819336,HSx3,year,hot_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,16.745079040527344,HSx3,year,hot_spell_duration,days,7
07313_Landau in der Pfalz,16.40363311767578,HSx3,year,hot_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,21.14652442932129,HSx3,year,hot_spell_duration,days,7
07314_Ludwigshafen am Rhein,20.821168899536133,HSx3,year,hot_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,14.806354522705078,HSx3,year,hot_spell_duration,days,7
07315_Mainz,14.84122371673584,HSx3,year,hot_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,16.1873836517334,HSx3,year,hot_spell_duration,days,7
07316_Neustadt an der Weinstraße,16.289644241333008,HSx3,year,hot_spell_duration,days,7
07317_07340_Region_um_Pirmasens,14.77740478515625,HSx3,year,hot_spell_duration,days,7
07317_Pirmasens,14.824029922485352,HSx3,year,hot_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,19.109399795532227,HSx3,year,hot_spell_duration,days,7
07318_Speyer,21.548561096191406,HSx3,year,hot_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,16.917030334472656,HSx3,year,hot_spell_duration,days,7
07319_Worms,18.72857666015625,HSx3,year,hot_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,15.001503944396973,HSx3,year,hot_spell_duration,days,7
07320_Zweibrücken,15.800057411193848,HSx3,year,hot_spell_duration,days,7
07331_Alzey-Worms,15.809114456176758,HSx3,year,hot_spell_duration,days,7
07332_Bad Dürkheim,15.506046295166016,HSx3,year,hot_spell_duration,days,7
07333_Donnersbergkreis,14.113964080810547,HSx3,year,hot_spell_duration,days,7
07334_Germersheim,21.390869140625,HSx3,year,hot_spell_duration,days,7
07335_Kaiserslautern,13.92653751373291,HSx3,year,hot_spell_duration,days,7
07336_Kusel,13.674592018127441,HSx3,year,hot_spell_duration,days,7
07337_Südliche Weinstraße,16.79396629333496,HSx3,year,hot_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,18.478443145751953,HSx3,year,hot_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,21.60152816772461,HSx3,year,hot_spell_duration,days,7
07339_Mainz-Bingen,14.415482521057129,HSx3,year,hot_spell_duration,days,7
07340_Südwestpfalz,14.774169921875,HSx3,year,hot_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,15.911336898803711,HSx3,year,hot_spell_duration,days,7
08111_Stuttgart,16.590492248535156,HSx3,year,hot_spell_duration,days,7
08115_Böblingen,14.023334503173828,HSx3,year,hot_spell_duration,days,7
08116_Esslingen,15.755436897277832,HSx3,year,hot_spell_duration,days,7
08117_Göppingen,13.271404266357422,HSx3,year,hot_spell_duration,days,7
08118_Ludwigsburg,17.82921600341797,HSx3,year,hot_spell_duration,days,7
08119_Rems-Murr-Kreis,15.673084259033203,HSx3,year,hot_spell_duration,days,7
08121_08125_Region_um_Heilbronn,16.760513305664062,HSx3,year,hot_spell_duration,days,7
08121_Heilbronn,16.767173767089844,HSx3,year,hot_spell_duration,days,7
08125_Heilbronn,16.759859085083008,HSx3,year,hot_spell_duration,days,7
08126_Hohenlohekreis,14.488218307495117,HSx3,year,hot_spell_duration,days,7
08127_Schwäbisch Hall,12.837848663330078,HSx3,year,hot_spell_duration,days,7
08128_Main-Tauber-Kreis,14.025769233703613,HSx3,year,hot_spell_duration,days,7
08135_Heidenheim,12.115707397460938,HSx3,year,hot_spell_duration,days,7
08136_Ostalbkreis,12.360715866088867,HSx3,year,hot_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,16.557003021240234,HSx3,year,hot_spell_duration,days,7
08211_Baden-Baden,16.287982940673828,HSx3,year,hot_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,20.35790252685547,HSx3,year,hot_spell_duration,days,7
08212_Karlsruhe,21.47284507751465,HSx3,year,hot_spell_duration,days,7
08215_Karlsruhe,19.738269805908203,HSx3,year,hot_spell_duration,days,7
08216_Rastatt,16.607290267944336,HSx3,year,hot_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,17.47191619873047,HSx3,year,hot_spell_duration,days,7
08221_Heidelberg,17.26535415649414,HSx3,year,hot_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,17.732614517211914,HSx3,year,hot_spell_duration,days,7
08222_Mannheim,20.629417419433594,HSx3,year,hot_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,13.68196964263916,HSx3,year,hot_spell_duration,days,7
08226_Rhein-Neckar-Kreis,17.05099868774414,HSx3,year,hot_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,13.034172058105469,HSx3,year,hot_spell_duration,days,7
08231_Pforzheim,14.152213096618652,HSx3,year,hot_spell_duration,days,7
08235_Calw,11.041747093200684,HSx3,year,hot_spell_duration,days,7
08236_Enzkreis,15.59939956665039,HSx3,year,hot_spell_duration,days,7
08237_Freudenstadt,11.285453796386719,HSx3,year,hot_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,15.359219551086426,HSx3,year,hot_spell_duration,days,7
08311_Freiburg im Breisgau,17.6986141204834,HSx3,year,hot_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,14.07973575592041,HSx3,year,hot_spell_duration,days,7
08316_Emmendingen,17.425064086914062,HSx3,year,hot_spell_duration,days,7
08317_Ortenaukreis,17.644622802734375,HSx3,year,hot_spell_duration,days,7
08325_Rottweil,11.67739486694336,HSx3,year,hot_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,10.724650382995605,HSx3,year,hot_spell_duration,days,7
08327_Tuttlingen,11.81790828704834,HSx3,year,hot_spell_duration,days,7
08335_Konstanz,15.845685958862305,HSx3,year,hot_spell_duration,days,7
08336_Lörrach,15.683699607849121,HSx3,year,hot_spell_duration,days,7
08337_Waldshut,14.171285629272461,HSx3,year,hot_spell_duration,days,7
08415_Reutlingen,11.111810684204102,HSx3,year,hot_spell_duration,days,7
08416_Tübingen,14.496675491333008,HSx3,year,hot_spell_duration,days,7
08417_Zollernalbkreis,11.344265937805176,HSx3,year,hot_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,12.678075790405273,HSx3,year,hot_spell_duration,days,7
08421_Ulm,13.464275360107422,HSx3,year,hot_spell_duration,days,7
08425_Alb-Donau-Kreis,12.107293128967285,HSx3,year,hot_spell_duration,days,7
08426_Biberach,13.019686698913574,HSx3,year,hot_spell_duration,days,7
08435_Bodenseekreis,15.097042083740234,HSx3,year,hot_spell_duration,days,7
08436_Ravensburg,12.298748016357422,HSx3,year,hot_spell_duration,days,7
08437_Sigmaringen,11.866477012634277,HSx3,year,hot_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,14.53933334350586,HSx3,year,hot_spell_duration,days,7
09161_Ingolstadt,15.630722999572754,HSx3,year,hot_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,13.304726600646973,HSx3,year,hot_spell_duration,days,7
09162_München,13.222457885742188,HSx3,year,hot_spell_duration,days,7
09163_09187_Region_um_Rosenheim,11.774393081665039,HSx3,year,hot_spell_duration,days,7
09163_Rosenheim,12.082575798034668,HSx3,year,hot_spell_duration,days,7
09171_Altötting,15.01968765258789,HSx3,year,hot_spell_duration,days,7
09172_Berchtesgadener Land,8.921745300292969,HSx3,year,hot_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,9.212698936462402,HSx3,year,hot_spell_duration,days,7
09174_Dachau,14.27447509765625,HSx3,year,hot_spell_duration,days,7
09175_Ebersberg,13.679983139038086,HSx3,year,hot_spell_duration,days,7
09176_Eichstätt,13.800617218017578,HSx3,year,hot_spell_duration,days,7
09177_Erding,14.724922180175781,HSx3,year,hot_spell_duration,days,7
09178_Freising,15.488319396972656,HSx3,year,hot_spell_duration,days,7
09179_Fürstenfeldbruck,13.24860954284668,HSx3,year,hot_spell_duration,days,7
09180_Garmisch-Partenkirchen,7.373713493347168,HSx3,year,hot_spell_duration,days,7
09181_Landsberg am Lech,11.360931396484375,HSx3,year,hot_spell_duration,days,7
09182_Miesbach,8.856287956237793,HSx3,year,hot_spell_duration,days,7
09183_Mühldorf a. Inn,14.593794822692871,HSx3,year,hot_spell_duration,days,7
09184_München,12.523517608642578,HSx3,year,hot_spell_duration,days,7
09185_Neuburg-Schrobenhausen,14.673727035522461,HSx3,year,hot_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,15.388117790222168,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,11.765849113464355,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,12.063058853149414,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,11.284280776977539,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,10.208390235900879,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,15.730657577514648,HSx3,year,hot_spell_duration,days,7
09261_Landshut,15.631600379943848,HSx3,year,hot_spell_duration,days,7
09262_09275_Region_um_Passau,15.729475975036621,HSx3,year,hot_spell_duration,days,7
09262_Passau,16.123851776123047,HSx3,year,hot_spell_duration,days,7
09263_09278_Region_um_Straubing,16.278202056884766,HSx3,year,hot_spell_duration,days,7
09263_Straubing,17.616579055786133,HSx3,year,hot_spell_duration,days,7
09271_Deggendorf,15.896899223327637,HSx3,year,hot_spell_duration,days,7
09272_Freyung-Grafenau,13.731844902038574,HSx3,year,hot_spell_duration,days,7
09273_Kelheim,15.4527587890625,HSx3,year,hot_spell_duration,days,7
09274_Landshut,15.735958099365234,HSx3,year,hot_spell_duration,days,7
09275_Passau,15.711194038391113,HSx3,year,hot_spell_duration,days,7
09276_Regen,12.57524585723877,HSx3,year,hot_spell_duration,days,7
09277_Rottal-Inn,15.200122833251953,HSx3,year,hot_spell_duration,days,7
09278_Straubing-Bogen,16.19910430908203,HSx3,year,hot_spell_duration,days,7
