region,HSx3_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09463_09473_Region_um_Coburg,1.8729485,HSx3,year,hot_spell_duration,days,7
09463_Coburg,1.9638376,HSx3,year,hot_spell_duration,days,7
09464_09475_Region_um_Hof,1.1432345,HSx3,year,hot_spell_duration,days,7
09464_Hof,1.1891754,HSx3,year,hot_spell_duration,days,7
09471_Bamberg,1.9906325,HSx3,year,hot_spell_duration,days,7
09472_Bayreuth,1.639784,HSx3,year,hot_spell_duration,days,7
09473_Coburg,1.8662403,HSx3,year,hot_spell_duration,days,7
09474_Forchheim,1.9600714,HSx3,year,hot_spell_duration,days,7
09475_Hof,1.1402893,HSx3,year,hot_spell_duration,days,7
09476_Kronach,1.3837936,HSx3,year,hot_spell_duration,days,7
09477_Kulmbach,1.6208148,HSx3,year,hot_spell_duration,days,7
09478_Lichtenfels,1.8897414,HSx3,year,hot_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,1.2269847,HSx3,year,hot_spell_duration,days,7
09561_09571_Region_um_Ansbach,1.9465361,HSx3,year,hot_spell_duration,days,7
09561_Ansbach,1.9413154,HSx3,year,hot_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,2.208254,HSx3,year,hot_spell_duration,days,7
09562_Erlangen,2.2159417,HSx3,year,hot_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,2.1756504,HSx3,year,hot_spell_duration,days,7
09563_Fürth,2.1928399,HSx3,year,hot_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,2.0963333,HSx3,year,hot_spell_duration,days,7
09564_Nürnberg,2.300971,HSx3,year,hot_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,2.110985,HSx3,year,hot_spell_duration,days,7
09565_Schwabach,2.2604043,HSx3,year,hot_spell_duration,days,7
09571_Ansbach,1.9468192,HSx3,year,hot_spell_duration,days,7
09572_Erlangen-Höchstadt,2.1800337,HSx3,year,hot_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,2.0400493,HSx3,year,hot_spell_duration,days,7
09573_Fürth,2.0880702,HSx3,year,hot_spell_duration,days,7
09574_Nürnberger Land,1.9991248,HSx3,year,hot_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,2.06051,HSx3,year,hot_spell_duration,days,7
09576_Roth,2.0659335,HSx3,year,hot_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,1.9220304,HSx3,year,hot_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,1.9948115,HSx3,year,hot_spell_duration,days,7
09661_Aschaffenburg,2.1717668,HSx3,year,hot_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,2.1303296,HSx3,year,hot_spell_duration,days,7
09662_Schweinfurt,2.117769,HSx3,year,hot_spell_duration,days,7
09663_09679_Region_um_Würzburg,2.1463223,HSx3,year,hot_spell_duration,days,7
09663_Würzburg,2.1770768,HSx3,year,hot_spell_duration,days,7
09671_Aschaffenburg,2.011053,HSx3,year,hot_spell_duration,days,7
09672_Bad Kissingen,1.8167181,HSx3,year,hot_spell_duration,days,7
09673_Rhön-Grabfeld,1.6872158,HSx3,year,hot_spell_duration,days,7
09674_Haßberge,2.0453477,HSx3,year,hot_spell_duration,days,7
09675_Kitzingen,2.1821518,HSx3,year,hot_spell_duration,days,7
09676_Miltenberg,1.9628191,HSx3,year,hot_spell_duration,days,7
09677_Main-Spessart,1.9976629,HSx3,year,hot_spell_duration,days,7
09678_Schweinfurt,2.1308706,HSx3,year,hot_spell_duration,days,7
09679_Würzburg,2.143191,HSx3,year,hot_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,2.0264473,HSx3,year,hot_spell_duration,days,7
09761_Augsburg,2.0337021,HSx3,year,hot_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,0.8762791,HSx3,year,hot_spell_duration,days,7
09762_Kaufbeuren,1.1786184,HSx3,year,hot_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.5489603,HSx3,year,hot_spell_duration,days,7
09763_Kempten (Allgäu),1.0097597,HSx3,year,hot_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,1.5723089,HSx3,year,hot_spell_duration,days,7
09764_Memmingen,1.511185,HSx3,year,hot_spell_duration,days,7
09771_Aichach-Friedberg,2.0819724,HSx3,year,hot_spell_duration,days,7
09772_Augsburg,1.9855024,HSx3,year,hot_spell_duration,days,7
09773_Dillingen a.d. Donau,2.0748577,HSx3,year,hot_spell_duration,days,7
09774_Günzburg,1.9637833,HSx3,year,hot_spell_duration,days,7
09775_Neu-Ulm,1.9358745,HSx3,year,hot_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),1.2432312,HSx3,year,hot_spell_duration,days,7
09776_Lindau (Bodensee),1.4695466,HSx3,year,hot_spell_duration,days,7
09777_Ostallgäu,0.8669273,HSx3,year,hot_spell_duration,days,7
09778_Unterallgäu,1.4998151,HSx3,year,hot_spell_duration,days,7
09779_Donau-Ries,2.0308683,HSx3,year,hot_spell_duration,days,7
09780_Oberallgäu,0.5287431,HSx3,year,hot_spell_duration,days,7
10041_Regionalverband Saarbrücken,2.122749,HSx3,year,hot_spell_duration,days,7
10042_Merzig-Wadern,1.8244196,HSx3,year,hot_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,1.9705114,HSx3,year,hot_spell_duration,days,7
10043_Neunkirchen,2.0266356,HSx3,year,hot_spell_duration,days,7
10044_Saarlouis,2.072012,HSx3,year,hot_spell_duration,days,7
10045_Saarpfalz-Kreis,2.0546534,HSx3,year,hot_spell_duration,days,7
10046_St. Wendel,1.6946611,HSx3,year,hot_spell_duration,days,7
11000_Berlin,1.7980803,HSx3,year,hot_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,1.6462466,HSx3,year,hot_spell_duration,days,7
12051_Brandenburg an der Havel,1.6558149,HSx3,year,hot_spell_duration,days,7
12052_12071_Region_um_Cottbus,1.8761293,HSx3,year,hot_spell_duration,days,7
12052_Cottbus,1.910283,HSx3,year,hot_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.7202214,HSx3,year,hot_spell_duration,days,7
12053_Frankfurt (Oder),1.7897465,HSx3,year,hot_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,1.6696657,HSx3,year,hot_spell_duration,days,7
12054_Potsdam,1.6323646,HSx3,year,hot_spell_duration,days,7
12060_Barnim,1.5525914,HSx3,year,hot_spell_duration,days,7
12061_Dahme-Spreewald,1.8417779,HSx3,year,hot_spell_duration,days,7
12062_Elbe-Elster,1.886489,HSx3,year,hot_spell_duration,days,7
12063_Havelland,1.6430885,HSx3,year,hot_spell_duration,days,7
12064_Märkisch-Oderland,1.6669235,HSx3,year,hot_spell_duration,days,7
12065_Oberhavel,1.5125571,HSx3,year,hot_spell_duration,days,7
12066_Oberspreewald-Lausitz,1.8676612,HSx3,year,hot_spell_duration,days,7
12067_Oder-Spree,1.766319,HSx3,year,hot_spell_duration,days,7
12068_Ostprignitz-Ruppin,1.4257096,HSx3,year,hot_spell_duration,days,7
12069_Potsdam-Mittelmark,1.647475,HSx3,year,hot_spell_duration,days,7
12070_Prignitz,1.3499569,HSx3,year,hot_spell_duration,days,7
12071_Spree-Neiße,1.8726428,HSx3,year,hot_spell_duration,days,7
12072_Teltow-Fläming,1.7602718,HSx3,year,hot_spell_duration,days,7
12073_Uckermark,1.3650515,HSx3,year,hot_spell_duration,days,7
13003_13072_Region_um_Rostock,0.85777223,HSx3,year,hot_spell_duration,days,7
13003_Rostock,0.6986472,HSx3,year,hot_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,1.0587497,HSx3,year,hot_spell_duration,days,7
13004_Schwerin,1.0496957,HSx3,year,hot_spell_duration,days,7
13071_Mecklenburgische Seenplatte,1.0562569,HSx3,year,hot_spell_duration,days,7
13072_Rostock,0.86601245,HSx3,year,hot_spell_duration,days,7
13073_Vorpommern-Rügen,0.56147546,HSx3,year,hot_spell_duration,days,7
13074_Nordwestmecklenburg,0.8303879,HSx3,year,hot_spell_duration,days,7
13075_Vorpommern-Greifswald,0.92772275,HSx3,year,hot_spell_duration,days,7
13076_Ludwigslust-Parchim,1.161037,HSx3,year,hot_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,1.2324419,HSx3,year,hot_spell_duration,days,7
14511_Chemnitz,1.3852662,HSx3,year,hot_spell_duration,days,7
14521_Erzgebirgskreis,0.90004915,HSx3,year,hot_spell_duration,days,7
14522_Mittelsachsen,1.4035653,HSx3,year,hot_spell_duration,days,7
14523_Vogtlandkreis,1.1678432,HSx3,year,hot_spell_duration,days,7
14524_Zwickau,1.4630867,HSx3,year,hot_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,1.6818424,HSx3,year,hot_spell_duration,days,7
14612_Dresden,1.8685023,HSx3,year,hot_spell_duration,days,7
14625_Bautzen,1.7211566,HSx3,year,hot_spell_duration,days,7
14626_Görlitz,1.724871,HSx3,year,hot_spell_duration,days,7
14627_Meißen,1.8639668,HSx3,year,hot_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,1.4281919,HSx3,year,hot_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,1.8522364,HSx3,year,hot_spell_duration,days,7
14713_Leipzig,1.946963,HSx3,year,hot_spell_duration,days,7
14729_Leipzig,1.824299,HSx3,year,hot_spell_duration,days,7
14730_Nordsachsen,1.8609937,HSx3,year,hot_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,1.7944343,HSx3,year,hot_spell_duration,days,7
15001_Dessau-Roßlau,1.7588924,HSx3,year,hot_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),1.836316,HSx3,year,hot_spell_duration,days,7
15002_Halle (Saale),1.8788024,HSx3,year,hot_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,1.5973476,HSx3,year,hot_spell_duration,days,7
15003_Magdeburg,1.6665492,HSx3,year,hot_spell_duration,days,7
15081_Altmarkkreis Salzwedel,1.4254955,HSx3,year,hot_spell_duration,days,7
15082_Anhalt-Bitterfeld,1.783033,HSx3,year,hot_spell_duration,days,7
15083_Börde,1.5052612,HSx3,year,hot_spell_duration,days,7
15084_Burgenlandkreis,1.7419902,HSx3,year,hot_spell_duration,days,7
15085_Harz,1.178404,HSx3,year,hot_spell_duration,days,7
15086_Jerichower Land,1.6444472,HSx3,year,hot_spell_duration,days,7
15087_Mansfeld-Südharz,1.4857441,HSx3,year,hot_spell_duration,days,7
15088_Saalekreis,1.8321493,HSx3,year,hot_spell_duration,days,7
15089_Salzlandkreis,1.6874887,HSx3,year,hot_spell_duration,days,7
15090_Stendal,1.5194353,HSx3,year,hot_spell_duration,days,7
15091_Wittenberg,1.8074718,HSx3,year,hot_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,1.4548975,HSx3,year,hot_spell_duration,days,7
16051_Erfurt,1.6345282,HSx3,year,hot_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,1.6194323,HSx3,year,hot_spell_duration,days,7
16052_Gera,1.5913569,HSx3,year,hot_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,1.5713059,HSx3,year,hot_spell_duration,days,7
16053_Jena,1.5981542,HSx3,year,hot_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,1.33318,HSx3,year,hot_spell_duration,days,7
16054_Suhl,1.0314175,HSx3,year,hot_spell_duration,days,7
16055_16071_Region_um_Weimar,1.5617945,HSx3,year,hot_spell_duration,days,7
16055_Weimar,1.5348729,HSx3,year,hot_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,1.3793433,HSx3,year,hot_spell_duration,days,7
16056_Eisenach,1.4387044,HSx3,year,hot_spell_duration,days,7
16061_Eichsfeld,1.2314869,HSx3,year,hot_spell_duration,days,7
16062_Nordhausen,1.2911035,HSx3,year,hot_spell_duration,days,7
16063_Wartburgkreis,1.3882194,HSx3,year,hot_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,1.4774529,HSx3,year,hot_spell_duration,days,7
16065_Kyffhäuserkreis,1.5704598,HSx3,year,hot_spell_duration,days,7
16066_Schmalkalden-Meiningen,1.3343539,HSx3,year,hot_spell_duration,days,7
16067_Gotha,1.3149968,HSx3,year,hot_spell_duration,days,7
16068_Sömmerda,1.7229799,HSx3,year,hot_spell_duration,days,7
16069_Hildburghausen,1.5211422,HSx3,year,hot_spell_duration,days,7
16070_Ilm-Kreis,1.1691226,HSx3,year,hot_spell_duration,days,7
16071_Weimarer Land,1.5648794,HSx3,year,hot_spell_duration,days,7
16072_Sonneberg,1.2292043,HSx3,year,hot_spell_duration,days,7
16073_Saalfeld-Rudolstadt,1.2834095,HSx3,year,hot_spell_duration,days,7
16074_Saale-Holzland-Kreis,1.5777061,HSx3,year,hot_spell_duration,days,7
16075_Saale-Orla-Kreis,1.2301356,HSx3,year,hot_spell_duration,days,7
16076_Greiz,1.4625663,HSx3,year,hot_spell_duration,days,7
16077_Altenburger Land,1.701933,HSx3,year,hot_spell_duration,days,7
