region,HSx3_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
05914_Hagen,3.284424304962158,HSx3,year,hot_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,4.495946884155273,HSx3,year,hot_spell_duration,days,7
05915_Hamm,4.649086952209473,HSx3,year,hot_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,5.569331169128418,HSx3,year,hot_spell_duration,days,7
05916_Herne,4.546062469482422,HSx3,year,hot_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,3.6317250728607178,HSx3,year,hot_spell_duration,days,7
05958_Hochsauerlandkreis,2.745225667953491,HSx3,year,hot_spell_duration,days,7
05962_Märkischer Kreis,3.0537898540496826,HSx3,year,hot_spell_duration,days,7
05966_Olpe,3.147385358810425,HSx3,year,hot_spell_duration,days,7
05970_Siegen-Wittgenstein,3.5058724880218506,HSx3,year,hot_spell_duration,days,7
05974_Soest,3.586390495300293,HSx3,year,hot_spell_duration,days,7
05978_Unna,4.430927276611328,HSx3,year,hot_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,7.330145359039307,HSx3,year,hot_spell_duration,days,7
06411_Darmstadt,7.395355224609375,HSx3,year,hot_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,6.522493839263916,HSx3,year,hot_spell_duration,days,7
06412_Frankfurt am Main,6.964665412902832,HSx3,year,hot_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,6.549810886383057,HSx3,year,hot_spell_duration,days,7
06413_Offenbach am Main,7.20634126663208,HSx3,year,hot_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,6.548953056335449,HSx3,year,hot_spell_duration,days,7
06414_Wiesbaden,6.845638751983643,HSx3,year,hot_spell_duration,days,7
06431_Bergstraße,7.318633079528809,HSx3,year,hot_spell_duration,days,7
06432_Darmstadt-Dieburg,7.155367851257324,HSx3,year,hot_spell_duration,days,7
06433_Groß-Gerau,7.605445861816406,HSx3,year,hot_spell_duration,days,7
06434_Hochtaunuskreis,5.798532009124756,HSx3,year,hot_spell_duration,days,7
06435_Main-Kinzig-Kreis,6.183837413787842,HSx3,year,hot_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,6.3324198722839355,HSx3,year,hot_spell_duration,days,7
06436_Main-Taunus-Kreis,6.800148010253906,HSx3,year,hot_spell_duration,days,7
06437_Odenwaldkreis,6.269919395446777,HSx3,year,hot_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,6.8158040046691895,HSx3,year,hot_spell_duration,days,7
06438_Offenbach,7.644750595092773,HSx3,year,hot_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,5.501582145690918,HSx3,year,hot_spell_duration,days,7
06440_Wetteraukreis,6.289911270141602,HSx3,year,hot_spell_duration,days,7
06531_Gießen,5.839817047119141,HSx3,year,hot_spell_duration,days,7
06532_Lahn-Dill-Kreis,4.674184322357178,HSx3,year,hot_spell_duration,days,7
06533_Limburg-Weilburg,5.2754597663879395,HSx3,year,hot_spell_duration,days,7
06534_Marburg-Biedenkopf,4.7138495445251465,HSx3,year,hot_spell_duration,days,7
06535_Vogelsbergkreis,4.5993876457214355,HSx3,year,hot_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,3.917341947555542,HSx3,year,hot_spell_duration,days,7
06611_Kassel,4.231412410736084,HSx3,year,hot_spell_duration,days,7
06631_Fulda,4.501462936401367,HSx3,year,hot_spell_duration,days,7
06632_Hersfeld-Rotenburg,4.754829406738281,HSx3,year,hot_spell_duration,days,7
06633_Kassel,4.090214729309082,HSx3,year,hot_spell_duration,days,7
06634_Schwalm-Eder-Kreis,4.568301677703857,HSx3,year,hot_spell_duration,days,7
06635_Waldeck-Frankenberg,3.5014407634735107,HSx3,year,hot_spell_duration,days,7
06636_Werra-Meißner-Kreis,4.0126752853393555,HSx3,year,hot_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,4.6656060218811035,HSx3,year,hot_spell_duration,days,7
07111_Koblenz,5.890512943267822,HSx3,year,hot_spell_duration,days,7
07131_Ahrweiler,3.937899112701416,HSx3,year,hot_spell_duration,days,7
07132_Altenkirchen (Westerwald),4.234005928039551,HSx3,year,hot_spell_duration,days,7
07133_Bad Kreuznach,5.957829475402832,HSx3,year,hot_spell_duration,days,7
07134_Birkenfeld,4.681951999664307,HSx3,year,hot_spell_duration,days,7
07135_Cochem-Zell,4.672636032104492,HSx3,year,hot_spell_duration,days,7
07137_Mayen-Koblenz,5.047782897949219,HSx3,year,hot_spell_duration,days,7
07138_Neuwied,4.890265464782715,HSx3,year,hot_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,4.625213623046875,HSx3,year,hot_spell_duration,days,7
07141_Rhein-Lahn-Kreis,4.984372615814209,HSx3,year,hot_spell_duration,days,7
07143_Westerwaldkreis,4.414547920227051,HSx3,year,hot_spell_duration,days,7
07211_07235_Region_um_Trier,5.122457504272461,HSx3,year,hot_spell_duration,days,7
07211_Trier,5.600288391113281,HSx3,year,hot_spell_duration,days,7
07231_Bernkastel-Wittlich,4.84269380569458,HSx3,year,hot_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,4.0731964111328125,HSx3,year,hot_spell_duration,days,7
07233_Vulkaneifel,3.5770740509033203,HSx3,year,hot_spell_duration,days,7
07235_Trier-Saarburg,5.113104820251465,HSx3,year,hot_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),8.299238204956055,HSx3,year,hot_spell_duration,days,7
07311_Frankenthal (Pfalz),8.289649963378906,HSx3,year,hot_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,6.285883903503418,HSx3,year,hot_spell_duration,days,7
07312_Kaiserslautern,5.785348415374756,HSx3,year,hot_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,7.106559753417969,HSx3,year,hot_spell_duration,days,7
07313_Landau in der Pfalz,6.965173721313477,HSx3,year,hot_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,8.311471939086914,HSx3,year,hot_spell_duration,days,7
07314_Ludwigshafen am Rhein,8.346261024475098,HSx3,year,hot_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,7.138932704925537,HSx3,year,hot_spell_duration,days,7
07315_Mainz,7.302975654602051,HSx3,year,hot_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,7.011181831359863,HSx3,year,hot_spell_duration,days,7
07316_Neustadt an der Weinstraße,7.139922618865967,HSx3,year,hot_spell_duration,days,7
07317_07340_Region_um_Pirmasens,5.970353126525879,HSx3,year,hot_spell_duration,days,7
07317_Pirmasens,5.875811576843262,HSx3,year,hot_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,7.945491790771484,HSx3,year,hot_spell_duration,days,7
07318_Speyer,8.121248245239258,HSx3,year,hot_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,7.450496673583984,HSx3,year,hot_spell_duration,days,7
07319_Worms,7.607717514038086,HSx3,year,hot_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,5.939762115478516,HSx3,year,hot_spell_duration,days,7
07320_Zweibrücken,6.021092414855957,HSx3,year,hot_spell_duration,days,7
07331_Alzey-Worms,7.520627021789551,HSx3,year,hot_spell_duration,days,7
07332_Bad Dürkheim,6.874448776245117,HSx3,year,hot_spell_duration,days,7
07333_Donnersbergkreis,6.506699085235596,HSx3,year,hot_spell_duration,days,7
07334_Germersheim,8.242414474487305,HSx3,year,hot_spell_duration,days,7
07335_Kaiserslautern,5.83836555480957,HSx3,year,hot_spell_duration,days,7
07336_Kusel,5.7446794509887695,HSx3,year,hot_spell_duration,days,7
07337_Südliche Weinstraße,7.126803874969482,HSx3,year,hot_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,7.698427677154541,HSx3,year,hot_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,8.268441200256348,HSx3,year,hot_spell_duration,days,7
07339_Mainz-Bingen,6.8666486740112305,HSx3,year,hot_spell_duration,days,7
07340_Südwestpfalz,5.976914882659912,HSx3,year,hot_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,6.81725549697876,HSx3,year,hot_spell_duration,days,7
08111_Stuttgart,7.045456886291504,HSx3,year,hot_spell_duration,days,7
08115_Böblingen,6.033176422119141,HSx3,year,hot_spell_duration,days,7
08116_Esslingen,6.33800745010376,HSx3,year,hot_spell_duration,days,7
08117_Göppingen,5.405298709869385,HSx3,year,hot_spell_duration,days,7
08118_Ludwigsburg,7.909956932067871,HSx3,year,hot_spell_duration,days,7
08119_Rems-Murr-Kreis,6.802095413208008,HSx3,year,hot_spell_duration,days,7
08121_08125_Region_um_Heilbronn,8.013065338134766,HSx3,year,hot_spell_duration,days,7
08121_Heilbronn,8.361778259277344,HSx3,year,hot_spell_duration,days,7
08125_Heilbronn,7.9790167808532715,HSx3,year,hot_spell_duration,days,7
08126_Hohenlohekreis,6.973877429962158,HSx3,year,hot_spell_duration,days,7
08127_Schwäbisch Hall,6.1090826988220215,HSx3,year,hot_spell_duration,days,7
08128_Main-Tauber-Kreis,6.752399921417236,HSx3,year,hot_spell_duration,days,7
08135_Heidenheim,5.455842018127441,HSx3,year,hot_spell_duration,days,7
08136_Ostalbkreis,5.765684127807617,HSx3,year,hot_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,6.346805572509766,HSx3,year,hot_spell_duration,days,7
08211_Baden-Baden,6.296442985534668,HSx3,year,hot_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,8.090570449829102,HSx3,year,hot_spell_duration,days,7
08212_Karlsruhe,8.27821159362793,HSx3,year,hot_spell_duration,days,7
08215_Karlsruhe,7.995597839355469,HSx3,year,hot_spell_duration,days,7
08216_Rastatt,6.356218338012695,HSx3,year,hot_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,7.7413530349731445,HSx3,year,hot_spell_duration,days,7
08221_Heidelberg,7.359188079833984,HSx3,year,hot_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,7.7192463874816895,HSx3,year,hot_spell_duration,days,7
08222_Mannheim,8.388352394104004,HSx3,year,hot_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,6.673856258392334,HSx3,year,hot_spell_duration,days,7
08226_Rhein-Neckar-Kreis,7.690284729003906,HSx3,year,hot_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,5.3205671310424805,HSx3,year,hot_spell_duration,days,7
08231_Pforzheim,5.906759738922119,HSx3,year,hot_spell_duration,days,7
08235_Calw,4.89297342300415,HSx3,year,hot_spell_duration,days,7
08236_Enzkreis,6.784566879272461,HSx3,year,hot_spell_duration,days,7
08237_Freudenstadt,4.7623701095581055,HSx3,year,hot_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,6.11531925201416,HSx3,year,hot_spell_duration,days,7
08311_Freiburg im Breisgau,6.991451263427734,HSx3,year,hot_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,5.396941184997559,HSx3,year,hot_spell_duration,days,7
08316_Emmendingen,7.38020133972168,HSx3,year,hot_spell_duration,days,7
08317_Ortenaukreis,6.66995906829834,HSx3,year,hot_spell_duration,days,7
08325_Rottweil,4.91393518447876,HSx3,year,hot_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,4.309926986694336,HSx3,year,hot_spell_duration,days,7
08327_Tuttlingen,4.917899131774902,HSx3,year,hot_spell_duration,days,7
08335_Konstanz,6.767160415649414,HSx3,year,hot_spell_duration,days,7
08336_Lörrach,6.3693084716796875,HSx3,year,hot_spell_duration,days,7
08337_Waldshut,5.803378105163574,HSx3,year,hot_spell_duration,days,7
08415_Reutlingen,4.598542213439941,HSx3,year,hot_spell_duration,days,7
08416_Tübingen,5.922921180725098,HSx3,year,hot_spell_duration,days,7
08417_Zollernalbkreis,4.59431266784668,HSx3,year,hot_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,5.272495269775391,HSx3,year,hot_spell_duration,days,7
08421_Ulm,5.859959602355957,HSx3,year,hot_spell_duration,days,7
08425_Alb-Donau-Kreis,5.094742774963379,HSx3,year,hot_spell_duration,days,7
08426_Biberach,5.645522117614746,HSx3,year,hot_spell_duration,days,7
08435_Bodenseekreis,6.586642265319824,HSx3,year,hot_spell_duration,days,7
08436_Ravensburg,5.298461437225342,HSx3,year,hot_spell_duration,days,7
08437_Sigmaringen,5.140632152557373,HSx3,year,hot_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,7.027908802032471,HSx3,year,hot_spell_duration,days,7
09161_Ingolstadt,7.471832275390625,HSx3,year,hot_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,6.328239440917969,HSx3,year,hot_spell_duration,days,7
09162_München,6.458998680114746,HSx3,year,hot_spell_duration,days,7
09163_09187_Region_um_Rosenheim,5.261359214782715,HSx3,year,hot_spell_duration,days,7
09163_Rosenheim,6.128011226654053,HSx3,year,hot_spell_duration,days,7
09171_Altötting,7.096846580505371,HSx3,year,hot_spell_duration,days,7
09172_Berchtesgadener Land,3.263213872909546,HSx3,year,hot_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,3.65983510017395,HSx3,year,hot_spell_duration,days,7
09174_Dachau,6.636661529541016,HSx3,year,hot_spell_duration,days,7
09175_Ebersberg,6.142152786254883,HSx3,year,hot_spell_duration,days,7
09176_Eichstätt,6.7668280601501465,HSx3,year,hot_spell_duration,days,7
09177_Erding,6.74948787689209,HSx3,year,hot_spell_duration,days,7
09178_Freising,7.085493564605713,HSx3,year,hot_spell_duration,days,7
09179_Fürstenfeldbruck,6.20945930480957,HSx3,year,hot_spell_duration,days,7
09180_Garmisch-Partenkirchen,2.4946980476379395,HSx3,year,hot_spell_duration,days,7
09181_Landsberg am Lech,5.110628604888916,HSx3,year,hot_spell_duration,days,7
09182_Miesbach,3.3050875663757324,HSx3,year,hot_spell_duration,days,7
09183_Mühldorf a. Inn,7.002716541290283,HSx3,year,hot_spell_duration,days,7
09184_München,6.069623947143555,HSx3,year,hot_spell_duration,days,7
09185_Neuburg-Schrobenhausen,7.055211067199707,HSx3,year,hot_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,7.3365397453308105,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,5.237333297729492,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,5.038414478302002,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,4.879781246185303,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,4.219659805297852,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,7.330996036529541,HSx3,year,hot_spell_duration,days,7
09261_Landshut,7.595231533050537,HSx3,year,hot_spell_duration,days,7
09262_09275_Region_um_Passau,7.590163230895996,HSx3,year,hot_spell_duration,days,7
09262_Passau,8.001948356628418,HSx3,year,hot_spell_duration,days,7
09263_09278_Region_um_Straubing,7.574801445007324,HSx3,year,hot_spell_duration,days,7
09263_Straubing,7.937456130981445,HSx3,year,hot_spell_duration,days,7
09271_Deggendorf,7.509667873382568,HSx3,year,hot_spell_duration,days,7
09272_Freyung-Grafenau,4.816107273101807,HSx3,year,hot_spell_duration,days,7
09273_Kelheim,7.509142875671387,HSx3,year,hot_spell_duration,days,7
09274_Landshut,7.316849231719971,HSx3,year,hot_spell_duration,days,7
09275_Passau,7.571073532104492,HSx3,year,hot_spell_duration,days,7
09276_Regen,4.698653221130371,HSx3,year,hot_spell_duration,days,7
09277_Rottal-Inn,7.50718355178833,HSx3,year,hot_spell_duration,days,7
