region,HSx3_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09186_Pfaffenhofen a.d. Ilm,0.002969549736008048,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,0.008938223123550415,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,0.0,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,0.003061145544052124,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,-0.02272742986679077,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,0.04098904877901077,HSx3,year,hot_spell_duration,days,7
09261_Landshut,-0.08201640844345093,HSx3,year,hot_spell_duration,days,7
09262_09275_Region_um_Passau,0.09318850934505463,HSx3,year,hot_spell_duration,days,7
09262_Passau,0.01545173954218626,HSx3,year,hot_spell_duration,days,7
09263_09278_Region_um_Straubing,0.013379549607634544,HSx3,year,hot_spell_duration,days,7
09263_Straubing,0.001483139698393643,HSx3,year,hot_spell_duration,days,7
09271_Deggendorf,0.051404960453510284,HSx3,year,hot_spell_duration,days,7
09272_Freyung-Grafenau,0.0,HSx3,year,hot_spell_duration,days,7
09273_Kelheim,0.0008107275934889913,HSx3,year,hot_spell_duration,days,7
09274_Landshut,0.037952158600091934,HSx3,year,hot_spell_duration,days,7
09275_Passau,0.09679209440946579,HSx3,year,hot_spell_duration,days,7
09276_Regen,-0.007482267916202545,HSx3,year,hot_spell_duration,days,7
09277_Rottal-Inn,0.05499572679400444,HSx3,year,hot_spell_duration,days,7
09278_Straubing-Bogen,0.014082630164921284,HSx3,year,hot_spell_duration,days,7
09279_Dingolfing-Landau,-0.09212082624435425,HSx3,year,hot_spell_duration,days,7
09361_09371_Region_um_Amberg,0.0,HSx3,year,hot_spell_duration,days,7
09361_Amberg,0.0,HSx3,year,hot_spell_duration,days,7
09362_09375_Region_um_Regensburg,0.009684371761977673,HSx3,year,hot_spell_duration,days,7
09362_Regensburg,0.0,HSx3,year,hot_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.0,HSx3,year,hot_spell_duration,days,7
09363_Weiden i.d. OPf.,0.0,HSx3,year,hot_spell_duration,days,7
09371_Amberg-Sulzbach,0.0,HSx3,year,hot_spell_duration,days,7
09372_Cham,-0.03674067556858063,HSx3,year,hot_spell_duration,days,7
09373_Neumarkt i.d. OPf.,0.0,HSx3,year,hot_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,0.0,HSx3,year,hot_spell_duration,days,7
09375_Regensburg,0.010293275117874146,HSx3,year,hot_spell_duration,days,7
09376_Schwandorf,-0.017774850130081177,HSx3,year,hot_spell_duration,days,7
09377_Tirschenreuth,0.0,HSx3,year,hot_spell_duration,days,7
09461_09471_Region_um_Bamberg,0.0,HSx3,year,hot_spell_duration,days,7
09461_Bamberg,-0.14816927909851074,HSx3,year,hot_spell_duration,days,7
09462_09472_Region_um_Bayreuth,0.0,HSx3,year,hot_spell_duration,days,7
09462_Bayreuth,0.0,HSx3,year,hot_spell_duration,days,7
09463_09473_Region_um_Coburg,-0.021089613437652588,HSx3,year,hot_spell_duration,days,7
09463_Coburg,-0.14981740713119507,HSx3,year,hot_spell_duration,days,7
09464_09475_Region_um_Hof,-0.09790892153978348,HSx3,year,hot_spell_duration,days,7
09464_Hof,-0.07282280921936035,HSx3,year,hot_spell_duration,days,7
09471_Bamberg,0.0,HSx3,year,hot_spell_duration,days,7
09472_Bayreuth,0.0,HSx3,year,hot_spell_duration,days,7
09473_Coburg,-0.011588454246520996,HSx3,year,hot_spell_duration,days,7
09474_Forchheim,0.0,HSx3,year,hot_spell_duration,days,7
09475_Hof,-0.10284872353076935,HSx3,year,hot_spell_duration,days,7
09476_Kronach,-0.05842483043670654,HSx3,year,hot_spell_duration,days,7
09477_Kulmbach,0.0,HSx3,year,hot_spell_duration,days,7
09478_Lichtenfels,0.0,HSx3,year,hot_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,-0.07838273048400879,HSx3,year,hot_spell_duration,days,7
09561_09571_Region_um_Ansbach,0.0,HSx3,year,hot_spell_duration,days,7
09561_Ansbach,0.0,HSx3,year,hot_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.0,HSx3,year,hot_spell_duration,days,7
09562_Erlangen,0.0,HSx3,year,hot_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,0.0,HSx3,year,hot_spell_duration,days,7
09563_Fürth,0.0,HSx3,year,hot_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.0,HSx3,year,hot_spell_duration,days,7
09564_Nürnberg,0.0,HSx3,year,hot_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,0.0,HSx3,year,hot_spell_duration,days,7
09565_Schwabach,0.0,HSx3,year,hot_spell_duration,days,7
09571_Ansbach,0.0,HSx3,year,hot_spell_duration,days,7
09572_Erlangen-Höchstadt,0.0,HSx3,year,hot_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.0,HSx3,year,hot_spell_duration,days,7
09573_Fürth,0.0,HSx3,year,hot_spell_duration,days,7
09574_Nürnberger Land,0.0,HSx3,year,hot_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.0,HSx3,year,hot_spell_duration,days,7
09576_Roth,0.0,HSx3,year,hot_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,0.0,HSx3,year,hot_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,0.028582217171788216,HSx3,year,hot_spell_duration,days,7
09661_Aschaffenburg,0.0015209615230560303,HSx3,year,hot_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,-0.039373815059661865,HSx3,year,hot_spell_duration,days,7
09662_Schweinfurt,-0.012218594551086426,HSx3,year,hot_spell_duration,days,7
09663_09679_Region_um_Würzburg,0.0,HSx3,year,hot_spell_duration,days,7
09663_Würzburg,0.0,HSx3,year,hot_spell_duration,days,7
09671_Aschaffenburg,0.0404474213719368,HSx3,year,hot_spell_duration,days,7
09672_Bad Kissingen,0.0,HSx3,year,hot_spell_duration,days,7
09673_Rhön-Grabfeld,0.0,HSx3,year,hot_spell_duration,days,7
09674_Haßberge,0.0,HSx3,year,hot_spell_duration,days,7
09675_Kitzingen,-0.0012385845184326172,HSx3,year,hot_spell_duration,days,7
09676_Miltenberg,0.010683388449251652,HSx3,year,hot_spell_duration,days,7
09677_Main-Spessart,0.0,HSx3,year,hot_spell_duration,days,7
09678_Schweinfurt,-0.040543317794799805,HSx3,year,hot_spell_duration,days,7
09679_Würzburg,0.0,HSx3,year,hot_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,-0.04161291942000389,HSx3,year,hot_spell_duration,days,7
09761_Augsburg,-0.034712985157966614,HSx3,year,hot_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,-0.14281466603279114,HSx3,year,hot_spell_duration,days,7
09762_Kaufbeuren,-0.2739314138889313,HSx3,year,hot_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.15145325660705566,HSx3,year,hot_spell_duration,days,7
09763_Kempten (Allgäu),-0.2100214958190918,HSx3,year,hot_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,-0.18881842494010925,HSx3,year,hot_spell_duration,days,7
09764_Memmingen,-0.18691304326057434,HSx3,year,hot_spell_duration,days,7
09771_Aichach-Friedberg,-0.046156130731105804,HSx3,year,hot_spell_duration,days,7
09772_Augsburg,-0.03930635750293732,HSx3,year,hot_spell_duration,days,7
09773_Dillingen a.d. Donau,-0.03835807740688324,HSx3,year,hot_spell_duration,days,7
09774_Günzburg,-0.0069196224212646484,HSx3,year,hot_spell_duration,days,7
09775_Neu-Ulm,0.0,HSx3,year,hot_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.15763410925865173,HSx3,year,hot_spell_duration,days,7
09776_Lindau (Bodensee),-0.14687895774841309,HSx3,year,hot_spell_duration,days,7
09777_Ostallgäu,-0.13875898718833923,HSx3,year,hot_spell_duration,days,7
09778_Unterallgäu,-0.11550495028495789,HSx3,year,hot_spell_duration,days,7
09779_Donau-Ries,-0.003564707934856415,HSx3,year,hot_spell_duration,days,7
09780_Oberallgäu,-0.14888358116149902,HSx3,year,hot_spell_duration,days,7
10041_Regionalverband Saarbrücken,-0.15532487630844116,HSx3,year,hot_spell_duration,days,7
10042_Merzig-Wadern,-0.008731663227081299,HSx3,year,hot_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.02700144052505493,HSx3,year,hot_spell_duration,days,7
10043_Neunkirchen,-0.05118793249130249,HSx3,year,hot_spell_duration,days,7
10044_Saarlouis,-0.1774972677230835,HSx3,year,hot_spell_duration,days,7
10045_Saarpfalz-Kreis,-0.05283111333847046,HSx3,year,hot_spell_duration,days,7
10046_St. Wendel,-0.010319411754608154,HSx3,year,hot_spell_duration,days,7
11000_Berlin,-1.524340033531189,HSx3,year,hot_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.9892256259918213,HSx3,year,hot_spell_duration,days,7
12051_Brandenburg an der Havel,-0.7013256549835205,HSx3,year,hot_spell_duration,days,7
12052_12071_Region_um_Cottbus,-2.534069299697876,HSx3,year,hot_spell_duration,days,7
12052_Cottbus,-2.49653959274292,HSx3,year,hot_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-2.083927631378174,HSx3,year,hot_spell_duration,days,7
12053_Frankfurt (Oder),-2.113077402114868,HSx3,year,hot_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-1.094613790512085,HSx3,year,hot_spell_duration,days,7
12054_Potsdam,-1.6142688989639282,HSx3,year,hot_spell_duration,days,7
12060_Barnim,-1.7042831182479858,HSx3,year,hot_spell_duration,days,7
12061_Dahme-Spreewald,-1.9411506652832031,HSx3,year,hot_spell_duration,days,7
12062_Elbe-Elster,-1.6581679582595825,HSx3,year,hot_spell_duration,days,7
12063_Havelland,-0.7601907253265381,HSx3,year,hot_spell_duration,days,7
12064_Märkisch-Oderland,-1.9645717144012451,HSx3,year,hot_spell_duration,days,7
12065_Oberhavel,-1.2359853982925415,HSx3,year,hot_spell_duration,days,7
12066_Oberspreewald-Lausitz,-1.996179223060608,HSx3,year,hot_spell_duration,days,7
12067_Oder-Spree,-2.195620536804199,HSx3,year,hot_spell_duration,days,7
12068_Ostprignitz-Ruppin,-0.8468916416168213,HSx3,year,hot_spell_duration,days,7
12069_Potsdam-Mittelmark,-1.1693373918533325,HSx3,year,hot_spell_duration,days,7
12070_Prignitz,-0.5586615800857544,HSx3,year,hot_spell_duration,days,7
12071_Spree-Neiße,-2.537900447845459,HSx3,year,hot_spell_duration,days,7
12072_Teltow-Fläming,-1.6012417078018188,HSx3,year,hot_spell_duration,days,7
12073_Uckermark,-1.2841273546218872,HSx3,year,hot_spell_duration,days,7
13003_13072_Region_um_Rostock,-0.13998571038246155,HSx3,year,hot_spell_duration,days,7
13003_Rostock,-0.18495839834213257,HSx3,year,hot_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,-0.19325006008148193,HSx3,year,hot_spell_duration,days,7
13004_Schwerin,-0.35788407921791077,HSx3,year,hot_spell_duration,days,7
13071_Mecklenburgische Seenplatte,-0.3757149577140808,HSx3,year,hot_spell_duration,days,7
13072_Rostock,-0.14207974076271057,HSx3,year,hot_spell_duration,days,7
13073_Vorpommern-Rügen,-0.08937202394008636,HSx3,year,hot_spell_duration,days,7
13074_Nordwestmecklenburg,-0.14081153273582458,HSx3,year,hot_spell_duration,days,7
13075_Vorpommern-Greifswald,-0.48510032892227173,HSx3,year,hot_spell_duration,days,7
13076_Ludwigslust-Parchim,-0.21219989657402039,HSx3,year,hot_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.04502791166305542,HSx3,year,hot_spell_duration,days,7
14511_Chemnitz,-0.02871806174516678,HSx3,year,hot_spell_duration,days,7
14521_Erzgebirgskreis,-0.1276971697807312,HSx3,year,hot_spell_duration,days,7
14522_Mittelsachsen,-0.07764226198196411,HSx3,year,hot_spell_duration,days,7
14523_Vogtlandkreis,-0.059948116540908813,HSx3,year,hot_spell_duration,days,7
14524_Zwickau,0.0,HSx3,year,hot_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,-0.7076990008354187,HSx3,year,hot_spell_duration,days,7
14612_Dresden,-0.4164266586303711,HSx3,year,hot_spell_duration,days,7
14625_Bautzen,-0.9838318228721619,HSx3,year,hot_spell_duration,days,7
14626_Görlitz,-1.2598119974136353,HSx3,year,hot_spell_duration,days,7
14627_Meißen,-0.6744057536125183,HSx3,year,hot_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.4037862718105316,HSx3,year,hot_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,-0.46453285217285156,HSx3,year,hot_spell_duration,days,7
14713_Leipzig,-0.5559492111206055,HSx3,year,hot_spell_duration,days,7
14729_Leipzig,-0.29367947578430176,HSx3,year,hot_spell_duration,days,7
14730_Nordsachsen,-0.7759051322937012,HSx3,year,hot_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-1.0815106630325317,HSx3,year,hot_spell_duration,days,7
15001_Dessau-Roßlau,-0.8985755443572998,HSx3,year,hot_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),-0.38081037998199463,HSx3,year,hot_spell_duration,days,7
15002_Halle (Saale),-0.5341377258300781,HSx3,year,hot_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.49795520305633545,HSx3,year,hot_spell_duration,days,7
15003_Magdeburg,-0.536352276802063,HSx3,year,hot_spell_duration,days,7
15081_Altmarkkreis Salzwedel,-0.5551956295967102,HSx3,year,hot_spell_duration,days,7
15082_Anhalt-Bitterfeld,-0.8442049026489258,HSx3,year,hot_spell_duration,days,7
15083_Börde,-0.5022379755973816,HSx3,year,hot_spell_duration,days,7
15084_Burgenlandkreis,-0.24986004829406738,HSx3,year,hot_spell_duration,days,7
15085_Harz,-0.07623034715652466,HSx3,year,hot_spell_duration,days,7
15086_Jerichower Land,-0.73857581615448,HSx3,year,hot_spell_duration,days,7
15087_Mansfeld-Südharz,-0.3598073720932007,HSx3,year,hot_spell_duration,days,7
15088_Saalekreis,-0.3812917470932007,HSx3,year,hot_spell_duration,days,7
15089_Salzlandkreis,-0.636553168296814,HSx3,year,hot_spell_duration,days,7
15090_Stendal,-0.8475154042243958,HSx3,year,hot_spell_duration,days,7
15091_Wittenberg,-1.2817230224609375,HSx3,year,hot_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.12692409753799438,HSx3,year,hot_spell_duration,days,7
16051_Erfurt,-0.21563968062400818,HSx3,year,hot_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,-0.24036026000976562,HSx3,year,hot_spell_duration,days,7
16052_Gera,-0.6291098594665527,HSx3,year,hot_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,-0.41177964210510254,HSx3,year,hot_spell_duration,days,7
16053_Jena,-0.3396565914154053,HSx3,year,hot_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,0.0,HSx3,year,hot_spell_duration,days,7
16054_Suhl,-0.11421622335910797,HSx3,year,hot_spell_duration,days,7
16055_16071_Region_um_Weimar,-0.21829509735107422,HSx3,year,hot_spell_duration,days,7
16055_Weimar,-0.2739071846008301,HSx3,year,hot_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,-0.013924270868301392,HSx3,year,hot_spell_duration,days,7
16056_Eisenach,-0.16904133558273315,HSx3,year,hot_spell_duration,days,7
16061_Eichsfeld,-0.07629942893981934,HSx3,year,hot_spell_duration,days,7
16062_Nordhausen,-0.12060284614562988,HSx3,year,hot_spell_duration,days,7
16063_Wartburgkreis,-0.02231636643409729,HSx3,year,hot_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,-0.11043369770050049,HSx3,year,hot_spell_duration,days,7
16065_Kyffhäuserkreis,-0.3821299076080322,HSx3,year,hot_spell_duration,days,7
16066_Schmalkalden-Meiningen,-0.048801928758621216,HSx3,year,hot_spell_duration,days,7
16067_Gotha,-0.15137362480163574,HSx3,year,hot_spell_duration,days,7
16068_Sömmerda,-0.2786720395088196,HSx3,year,hot_spell_duration,days,7
16069_Hildburghausen,-0.00613027811050415,HSx3,year,hot_spell_duration,days,7
16070_Ilm-Kreis,-0.04967474937438965,HSx3,year,hot_spell_duration,days,7
16071_Weimarer Land,-0.21192193031311035,HSx3,year,hot_spell_duration,days,7
16072_Sonneberg,-0.0754978284239769,HSx3,year,hot_spell_duration,days,7
16073_Saalfeld-Rudolstadt,-0.1253201961517334,HSx3,year,hot_spell_duration,days,7
16074_Saale-Holzland-Kreis,-0.6332569122314453,HSx3,year,hot_spell_duration,days,7
16075_Saale-Orla-Kreis,-0.30905795097351074,HSx3,year,hot_spell_duration,days,7
16076_Greiz,-0.46671128273010254,HSx3,year,hot_spell_duration,days,7
16077_Altenburger Land,-0.2679100036621094,HSx3,year,hot_spell_duration,days,7
