region,SU30_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
05554_Borken,12.3340435,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,13.079238,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,14.585059,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,11.771644,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,13.408465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,12.32637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,13.040748,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,11.667151,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,11.1361885,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,10.842843,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,11.818538,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,10.861339,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,14.059639,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,14.066262,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,10.746811,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,14.029201,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,15.187286,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,11.4022,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,8.076627,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,9.661796,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,9.37259,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,9.467569,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,11.492645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,13.866019,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,22.89811,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,22.953573,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,23.545088,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,20.305235,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,21.707514,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,21.38746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,24.128181,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,16.807238,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,17.301445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,20.731693,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,17.448723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,23.288054,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,16.335354,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,18.526554,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,16.748743,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,13.918948,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,15.666349,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,14.129472,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,13.058445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,12.373515,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,12.198132,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,13.423144,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,11.983871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,13.114134,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,10.841167,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,12.286932,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,16.887674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,11.905796,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),12.242092,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,17.757504,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,13.708554,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,14.371587,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,14.959728,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,15.231513,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,13.899762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,15.579738,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,13.056632,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,16.428505,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,14.483976,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,12.356586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,10.208427,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,15.491857,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),26.126972,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,18.218042,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,22.182697,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,26.274467,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,22.38553,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,22.536472,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,18.979866,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,26.545078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,24.714218,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,19.29713,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,22.014906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,21.19924,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,18.939491,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,25.985361,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,18.303123,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,17.851776,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,22.598627,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,26.256697,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,21.018545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,19.341887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,22.894386,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,20.211138,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,20.520094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,17.126593,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,23.09738,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,21.048124,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,23.783882,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,22.781721,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,19.997292,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,18.528082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,19.104055,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,17.394663,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,17.553297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,19.10829,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,25.35914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,24.157412,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,19.722801,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,23.545496,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,26.23723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,19.326387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,23.045403,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,19.127523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,15.510166,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,20.256004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,14.840522,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,21.318405,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,16.542786,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,20.943209,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,21.315681,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,15.995553,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,13.51671,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,15.308528,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,20.91116,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,20.078838,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,18.431156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,14.803918,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,20.186455,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,14.693351,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,18.633238,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,16.77967,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,17.674835,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,18.538746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,16.860023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,16.163538,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,22.095238,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,20.876177,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,19.172367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,21.78817,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,10.1542,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,11.482949,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,20.100655,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,19.666834,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,19.850742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,20.229197,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,20.674332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,18.525105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,7.0918255,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,16.503603,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,10.414688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,20.826853,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,18.938768,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,21.051908,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,20.771217,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,17.157602,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,16.860538,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,15.781094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,14.37141,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,20.803194,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,22.755157,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,22.704096,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,21.692621,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,13.624436,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,20.761875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,20.664867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,21.53648,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,13.236469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,21.56983,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,21.060013,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,21.80742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,18.252602,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,22.288338,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,16.69017,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,17.629833,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,16.677376,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,17.835054,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,15.805225,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,20.878159,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,18.462303,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,13.210844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,19.44492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,15.424892,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,17.40724,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,11.015722,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,18.514645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,14.856228,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,16.723028,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,18.165586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,10.706284,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,12.760439,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,14.733621,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,17.044437,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,11.435011,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,18.259449,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,21.30549,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,21.524015,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,21.800272,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,21.071175,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,18.29708,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,20.616169,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,20.174963,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,18.1258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,19.241697,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,19.385454,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,18.290146,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,20.47712,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
