region,SU30_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
03354_Lüchow-Dannenberg,3.940757,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,3.4485474,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,2.9597738,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),2.9954333,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,3.4393167,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,2.5747218,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,3.5410664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,3.376813,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,3.1568365,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,1.6378845,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),2.7890005,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,3.3773751,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,1.2076765,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,2.6036646,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,1.6907023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,2.9673727,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,3.0906277,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,1.8415518,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,3.309609,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,2.3808382,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,3.0270793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,3.4329915,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,3.3313856,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,2.3351035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,1.7224416,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,3.1998596,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,2.2420352,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,5.168743,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,5.0248904,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,4.4260464,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,4.9392657,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,4.6074324,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,4.7430525,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,4.9031153,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,3.1260228,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,4.2125926,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,3.4633353,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,4.204088,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,4.59446,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,5.0915785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,4.643978,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,4.426258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,4.900787,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,5.6876473,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,5.209709,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,2.7919912,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,3.8420649,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,5.062601,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,2.607577,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,4.487925,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,3.200437,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,4.3392773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,4.4706964,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,4.7702947,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,4.7950473,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,4.095458,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,3.7870507,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,4.0116487,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,4.5313883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,3.6405618,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,4.1250076,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,3.7885938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,4.0237293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,3.6054144,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,3.3451588,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,3.2966547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,3.7004287,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,3.1799452,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,4.25357,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,4.2257986,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,3.0627637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,4.27818,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,4.6947203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,3.2603471,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,2.1070495,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,2.644713,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,2.4877195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,2.464813,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,3.3515368,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,4.1842556,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,7.241651,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,7.3927393,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,7.605115,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,6.3237815,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,6.7371087,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,6.6244884,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,7.7586966,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,5.0074472,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,5.183637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,6.5142136,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,5.013117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,7.485146,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,4.754545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,5.6797433,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,5.047572,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,3.9813094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,4.573691,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,4.151129,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,3.7002048,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,3.6921327,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,3.3758042,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,3.9274535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,3.5827415,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,3.8777094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,3.0688639,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,3.6159997,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,5.017696,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,3.17491,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),3.3749633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,5.1470294,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,3.5789983,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,3.9156742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,4.251459,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,4.402443,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,3.7290978,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,4.4251466,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,3.6366825,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,4.503645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,3.889137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,3.1600816,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,2.522784,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,4.143909,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),8.443083,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,5.185481,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,6.6897545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,8.495808,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,7.0145354,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,6.824859,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,5.3579397,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,8.561095,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,7.8833675,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,5.4577007,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,6.808976,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,6.3701277,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,5.5352592,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,8.230418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,5.1887608,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,5.0760746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,6.860512,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,8.449254,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,6.464128,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,5.5184484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,6.830895,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,5.6180124,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,5.8202977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,4.430399,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,7.0350137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,6.204124,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,7.4621015,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,7.0360274,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,5.995372,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,5.296802,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,5.722672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,4.528369,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,4.743756,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,5.297689,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,7.960901,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,7.4778414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,5.6066027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,7.405101,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,8.497469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,5.767047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,7.200148,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,5.3456903,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,3.8353148,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,5.804972,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,3.472632,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,5.8660364,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,4.075809,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,5.7845845,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,6.0110793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,3.6934876,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,2.7527256,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,3.3245096,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,5.485988,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,5.2498484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,4.5168934,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,3.3839495,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,5.4750876,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,3.2610726,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,4.950195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,4.1882763,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,4.43027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,4.731279,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,4.0787387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,3.7665248,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,6.8228436,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,5.9746904,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,5.319118,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,6.549606,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,2.3288717,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,2.4619656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,5.726736,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,5.3777084,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,5.839612,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,5.8040333,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,6.067363,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,5.0301747,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,1.2076133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,4.0463667,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,2.0538838,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,6.109554,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,5.0495744,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,6.2931304,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,6.1784368,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,4.465243,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,4.1497273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,3.9938557,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,3.2700443,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,6.2215652,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,7.280223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,7.292424,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,6.8509984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,3.5724468,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,6.247413,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,6.1657023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,6.708772,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,3.4569302,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,6.5724435,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,6.538905,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,6.7481065,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,5.463686,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,7.0289755,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,4.9203215,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,5.198839,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,4.854285,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,5.120798,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,4.5699625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,6.418211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,5.5495257,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,3.6551092,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,5.985202,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,4.5005126,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,5.32575,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,2.9974256,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,5.5791073,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,4.219163,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,5.0510235,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,5.412625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,2.8436658,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,3.612774,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,4.2596564,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,5.106575,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,3.0690715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,5.244772,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,6.7034373,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,6.70376,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,6.854447,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,6.482034,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,5.253145,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,6.3902764,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,6.0715113,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,5.3534403,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,5.771236,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
