region,SU30_year_4C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03360_Uelzen,8.195191383361816,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,8.3474760055542,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,7.928674697875977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,4.3244853019714355,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),7.064478874206543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,8.777587890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,3.148804187774658,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,6.743992805480957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,4.426230430603027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,7.798295974731445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,8.132427215576172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,5.115409851074219,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,8.923327445983887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,6.422801494598389,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,7.749957084655762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,8.803884506225586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,8.455343246459961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,6.260493278503418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,4.5041351318359375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,7.923887252807617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,5.9106292724609375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,13.784625053405762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,13.142194747924805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,12.098962783813477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,13.18436050415039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,12.366121292114258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,12.130395889282227,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,12.465563774108887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,8.868270874023438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,11.700299263000488,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,9.57994556427002,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,11.393320083618164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,12.665376663208008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,13.76690673828125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,12.610513687133789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,11.855897903442383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,13.726579666137695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,15.58639144897461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,14.46514892578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,8.687173843383789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,11.530536651611328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,14.266345977783203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,8.200661659240723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,12.231124877929688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,8.938638687133789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,11.916788101196289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,12.712696075439453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,12.38318157196045,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,12.239561080932617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,10.221229553222656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,9.897855758666992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,10.258859634399414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,11.697000503540039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,9.174798011779785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,10.56411361694336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,10.425487518310547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,10.419681549072266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,9.341571807861328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,9.119976043701172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,8.902355194091797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,9.48154067993164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,9.015321731567383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,11.819721221923828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,12.059011459350586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,9.225807189941406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,11.377272605895996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,12.688425064086914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,9.663032531738281,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,6.4937028884887695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,7.770106315612793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,7.041481971740723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,6.804934024810791,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,9.986494064331055,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,11.634241104125977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,20.991018295288086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,20.32750701904297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,21.282882690429688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,16.939746856689453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,18.939815521240234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,18.933311462402344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,21.735626220703125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,14.319550514221191,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,13.783708572387695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,17.14307403564453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,15.396139144897461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,20.922578811645508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,13.285284042358398,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,14.991506576538086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,13.568432807922363,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,10.960241317749023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,12.644977569580078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,11.177885055541992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,10.244720458984375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,9.95545768737793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,9.424009323120117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,10.710172653198242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,9.466264724731445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,10.447042465209961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,8.296270370483398,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,9.529630661010742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,14.300353050231934,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,9.575044631958008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),9.36279296875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,15.215714454650879,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,11.255167961120605,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,11.712751388549805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,12.028355598449707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,12.146383285522461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,11.357128143310547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,12.717044830322266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,9.847307205200195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,14.02161979675293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,12.071942329406738,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,9.250813484191895,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,7.585341453552246,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,12.8336181640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),23.639694213867188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,16.296979904174805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,19.390892028808594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,23.915740966796875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,19.57483673095703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,19.964176177978516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,16.167953491210938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,24.381332397460938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,21.841819763183594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,16.467548370361328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,19.401199340820312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,18.590524673461914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,17.01846694946289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,23.919923782348633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,16.51382827758789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,15.64934253692627,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,19.36469841003418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,24.042818069458008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,18.048934936523438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,16.522769927978516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,20.462806701660156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,17.663585662841797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,18.579641342163086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,14.387356758117676,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,20.43768882751465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,18.36935043334961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,21.881149291992188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,20.14284324645996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,17.567768096923828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,16.765295028686523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,17.06372833251953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,15.17862606048584,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,15.543634414672852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,16.890323638916016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,24.290491104125977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,22.388118743896484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,17.597299575805664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,20.7780704498291,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,24.034744262695312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,16.388568878173828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,20.424043655395508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,17.579986572265625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,13.36684513092041,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,18.65129280090332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,12.540610313415527,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,18.70824432373047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,13.594690322875977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,17.84867286682129,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,18.54751968383789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,13.51616382598877,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,10.517327308654785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,12.180349349975586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,17.564599990844727,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,18.100723266601562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,17.42847442626953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,12.249863624572754,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,17.29964828491211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,11.77859878540039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,16.077869415283203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,14.54478931427002,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,14.883062362670898,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,15.432035446166992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,14.132713317871094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,12.620712280273438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,20.237524032592773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,21.404891967773438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,19.010986328125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,19.523277282714844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,8.651450157165527,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,9.848617553710938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,18.253631591796875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,17.81114959716797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,17.41122817993164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,18.123029708862305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,18.681251525878906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,17.66684341430664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,5.5561418533325195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,15.17730712890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,8.806330680847168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,18.392169952392578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,17.929523468017578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,19.413265228271484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,19.132930755615234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,16.00896453857422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,16.498600006103516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,14.66071891784668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,13.458915710449219,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,19.37197494506836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,20.109779357910156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,19.793018341064453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,18.67391014099121,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,11.646074295043945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,18.960044860839844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,18.901771545410156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,19.11417007446289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,10.656354904174805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,19.465213775634766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,17.739330291748047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,19.594406127929688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,15.763551712036133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,20.355667114257812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,13.858757019042969,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,14.749794960021973,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,13.906106948852539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,15.001508712768555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,13.151759147644043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,18.05785369873047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,15.488683700561523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,10.973039627075195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,16.534835815429688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,12.369967460632324,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,14.648063659667969,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,9.064791679382324,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,15.703795433044434,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,12.191563606262207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,13.631292343139648,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,15.103180885314941,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,8.768279075622559,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
