region,SU30_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09462_Bayreuth,1.9563770294189453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,2.436417579650879,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,1.049917221069336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,2.6644911766052246,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,1.7207167148590088,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,2.4681854248046875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,2.630004405975342,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,0.8667788505554199,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,1.5882340669631958,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,1.924248456954956,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,2.018476963043213,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,1.03041672706604,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,2.5921616554260254,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,3.634617805480957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,3.244213104248047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,3.8192520141601562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,3.429572105407715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,2.5272393226623535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,3.0902953147888184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,2.9066052436828613,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,2.4814529418945312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,2.720585346221924,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,2.8679440021514893,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,2.571929454803467,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,3.2524585723876953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,2.5140533447265625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,2.6666641235351562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,2.516489028930664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,1.991079568862915,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,2.042656421661377,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,2.55733060836792,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,2.771432399749756,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,2.8006067276000977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,2.459019422531128,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,2.4780585765838623,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,2.5753965377807617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,3.378938913345337,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,1.4674142599105835,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),1.191483736038208,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,1.7902016639709473,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,3.045017719268799,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,2.849923610687256,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,2.959636688232422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,2.9665751457214355,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,2.844071388244629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),1.90181303024292,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,0.9925857186317444,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,2.0573911666870117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,2.855956554412842,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,0.4384121596813202,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,3.1930980682373047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,2.1168928146362305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,2.9494576454162598,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,2.929537534713745,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,3.108978271484375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,2.0433716773986816,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,3.144836902618408,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,2.5971832275390625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,3.0679168701171875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),2.8185558319091797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,2.6917762756347656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,2.2695133686065674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,2.9556984901428223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,3.1379640102386475,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,2.5099520683288574,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,2.6400561332702637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,2.1396713256835938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,3.136709690093994,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,2.8008711338043213,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,1.817771315574646,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,2.690476894378662,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,1.7390064001083374,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,3.078904390335083,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,2.9367141723632812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,1.7471415996551514,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,0.978123664855957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,1.2843551635742188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,1.1196110248565674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,1.445409893989563,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,1.322256326675415,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,0.7958118915557861,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,0.9357278347015381,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,1.2381525039672852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,1.6503429412841797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,1.7722101211547852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,1.069374918937683,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,0.7836045026779175,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,1.881096601486206,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,2.872293472290039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,2.527604103088379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,2.476879596710205,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,2.9285244941711426,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,1.8713090419769287,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,3.4897513389587402,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,2.7815988063812256,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,3.0675344467163086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,2.786871910095215,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,2.8376688957214355,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,2.9541618824005127,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),3.016407012939453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,2.5866851806640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,2.767580986022949,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,1.839768409729004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,2.3791654109954834,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,1.3942317962646484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,2.5013442039489746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,1.8884410858154297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,1.992258071899414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,2.438699722290039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,1.8635014295578003,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,2.074334144592285,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,2.4058456420898438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,2.1752681732177734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,0.747529923915863,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,1.900238037109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,1.6868534088134766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,1.2136163711547852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,1.5139766931533813,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,1.4661595821380615,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,1.762869119644165,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,1.89058256149292,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,1.3328256607055664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,1.5876092910766602,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,2.3065640926361084,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,1.587424635887146,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,1.2173049449920654,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,2.0244593620300293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,1.1120288372039795,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,1.558286190032959,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,2.159066915512085,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,1.301123023033142,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,1.9052834510803223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,2.474008321762085,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01001_01059_Region_um_Flensburg,0.40023109316825867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01002_01057_01058_Region_um_Kiel,0.6014275550842285,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,1.0326663255691528,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.7058879137039185,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,1.7728147506713867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,1.5183602571487427,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,1.7757437229156494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,1.3003637790679932,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,0.8390293121337891,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),1.0936686992645264,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,1.5715231895446777,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,0.6562463641166687,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,1.167900562286377,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.959336519241333,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,2.5669960975646973,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,2.3220462799072266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,2.0820040702819824,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,2.3205933570861816,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,2.4898414611816406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,2.301942825317383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,2.3070068359375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,1.6920335292816162,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,2.254103660583496,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,1.7168095111846924,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,2.232701063156128,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,2.702075242996216,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,2.2158617973327637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,2.2411389350891113,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,1.8472366333007812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,1.458957314491272,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.0189852714538574,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.0086004734039307,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.4744548797607422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.688814401626587,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,2.277529716491699,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,3.416253089904785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,2.7441282272338867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,2.6686854362487793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,2.909606456756592,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,2.846634864807129,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,2.911980152130127,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,1.4085392951965332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,2.0924251079559326,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,2.0454816818237305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),4.795296669006348,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,2.889500617980957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,4.137553691864014,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,4.80174446105957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,3.2383127212524414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,3.745637893676758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,3.1707611083984375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,3.890303611755371,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,3.755904197692871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,3.243825674057007,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,3.983053207397461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,3.349128246307373,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,3.7476062774658203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,3.0069141387939453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,4.212612152099609,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,3.886423110961914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,3.925811290740967,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,2.4945249557495117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,3.0603158473968506,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,2.398998260498047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,3.3951778411865234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,3.284857988357544,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,2.6300806999206543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,3.272968292236328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,3.6722512245178223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,3.363217830657959,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,2.364427089691162,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,3.23991060256958,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,2.0303499698638916,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,2.6687960624694824,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,1.764339566230774,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,2.4660024642944336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,0.8686566352844238,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,2.53057861328125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,3.294208526611328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,3.0796661376953125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,2.791656970977783,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,3.0390164852142334,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,2.680950880050659,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,2.656378746032715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,2.478825569152832,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,2.571950912475586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,2.9228968620300293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,1.0046424865722656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.4665546119213104,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,2.0379459857940674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),1.6335105895996094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,2.7585742473602295,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,2.6239800453186035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,3.0894265174865723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),2.7632603645324707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,2.694129467010498,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,1.1232584714889526,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,1.288264274597168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,1.4599127769470215,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,2.4616785049438477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,2.9262561798095703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,2.901768684387207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),2.782010078430176,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,2.3044493198394775,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,1.6950609683990479,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,2.251586675643921,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,2.0896263122558594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,1.4598388671875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,2.0042507648468018,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,1.5120387077331543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
