region,SU30_year_3C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09472_Bayreuth,27.7849063873291,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,30.495328903198242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,31.9777889251709,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,22.369304656982422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,25.203107833862305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,28.54176139831543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,31.98533058166504,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,22.36683464050293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,30.33993148803711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,34.37510299682617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,34.30539321899414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,34.36225891113281,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,33.818851470947266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,30.284664154052734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,33.76579666137695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,32.876258850097656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,31.193561553955078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,32.07176208496094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,32.17466354370117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,30.52359962463379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,33.978614807128906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,32.7548828125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,35.097415924072266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,30.964441299438477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,29.21141815185547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,28.527082443237305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,32.5898551940918,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,34.72711181640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,30.614322662353516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,30.539535522460938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,32.89337921142578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,34.42155456542969,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,30.974958419799805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,19.637733459472656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),18.407690048217773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,23.77159881591797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,32.33936309814453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,30.327777862548828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,31.720481872558594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,30.645952224731445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,29.66565704345703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),23.22992706298828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,16.77651023864746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,24.233474731445312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,31.633060455322266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,12.742374420166016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,31.345027923583984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,27.423751831054688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,29.540008544921875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,29.765270233154297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,30.93928337097168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,25.25553321838379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,30.531452178955078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,29.621749877929688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,32.915714263916016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),31.81501007080078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,28.881378173828125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,27.443601608276367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,31.756162643432617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,32.79087829589844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,29.195659637451172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,30.055837631225586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,27.408592224121094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,32.49198532104492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,30.96538543701172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,26.298503875732422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,29.956974029541016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,25.468900680541992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,32.70382308959961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,31.025699615478516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,25.733631134033203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,16.73474884033203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,20.291072845458984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,19.493595123291016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,22.695560455322266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,22.015716552734375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,13.17392349243164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,17.907001495361328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,18.805130004882812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,28.932985305786133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,28.34429168701172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,23.53421401977539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,18.796375274658203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,29.365755081176758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,33.349849700927734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,31.777912139892578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,31.99869155883789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,33.60612487792969,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,27.7275390625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,33.354522705078125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,32.884620666503906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,32.8656120300293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,31.220035552978516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,31.36126708984375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,31.379348754882812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),32.582237243652344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,32.04521942138672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,32.140724182128906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,28.188722610473633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,30.317171096801758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,24.15129852294922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,30.01142120361328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,28.331436157226562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,28.27869415283203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,30.59783935546875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,26.66944122314453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,30.491561889648438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,30.611740112304688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,30.54943084716797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,20.92348861694336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,29.73042869567871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,28.419397354125977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,25.704586029052734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,25.44293212890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,27.471738815307617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,28.293590545654297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,29.451629638671875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,25.373973846435547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,26.613985061645508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,31.359241485595703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,26.66948127746582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,23.659473419189453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,30.225204467773438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,22.98526382446289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,25.619016647338867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,30.461143493652344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,25.61483383178711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,29.24945640563965,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,32.336700439453125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01001_01059_Region_um_Flensburg,11.598105430603027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01002_01057_01058_Region_um_Kiel,13.845394134521484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,17.242643356323242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,14.982275009155273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,26.165210723876953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,24.683406829833984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,25.791378021240234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,19.851364135742188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,14.053770065307617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),17.36863899230957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,22.10662269592285,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,12.785953521728516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,18.536415100097656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,15.978824615478516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,25.717605590820312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,24.31328773498535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,23.634906768798828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,24.712173461914062,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,25.32098388671875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,24.411863327026367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,23.881092071533203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,21.827817916870117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,23.55513572692871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,21.71282386779785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,26.350597381591797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,25.554901123046875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,23.836069107055664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,23.993343353271484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,23.356765747070312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,23.755455017089844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,23.420249938964844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,23.410552978515625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,21.352863311767578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,23.949922561645508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,23.99839210510254,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,36.93503189086914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,31.969369888305664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,31.85313606262207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,32.39097213745117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,30.990793228149414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,33.48122787475586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,24.81255531311035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,25.926374435424805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,26.5235538482666,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),42.651798248291016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,31.90516471862793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,34.85734939575195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,42.64828109741211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,36.133453369140625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,34.79522705078125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,30.615659713745117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,40.19263458251953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,37.64338684082031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,30.6726131439209,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,38.88042068481445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,34.05961608886719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,38.11035919189453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,33.16224670410156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,41.1417350769043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,38.912437438964844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,38.90256118774414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,26.829233169555664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,28.682756423950195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,27.064876556396484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,33.657508850097656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,28.603351593017578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,24.450660705566406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,34.07764434814453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,36.31279754638672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,35.206939697265625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,30.91693878173828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,34.940399169921875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,28.386377334594727,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,32.30192947387695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,27.86455535888672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,30.558034896850586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,22.422758102416992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,30.28750991821289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,33.97785568237305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,33.636474609375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,32.13589859008789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,32.35590744018555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,31.465129852294922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,30.829280853271484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,32.887664794921875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,34.484012603759766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,31.140338897705078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,16.849102020263672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),12.89834976196289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,24.110973358154297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),20.19051742553711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,29.144065856933594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,29.650012969970703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,32.72344970703125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),30.564590454101562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,29.76262855529785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,19.357765197753906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,21.199581146240234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,25.119243621826172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,31.262474060058594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,32.909854888916016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,31.361286163330078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),32.180152893066406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,29.461545944213867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,28.146991729736328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,30.837709426879883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,30.32727813720703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,25.107585906982422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,30.174335479736328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,27.000934600830078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
