region,SU30_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
05122_Solingen,0.5967639088630676,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,0.39404672384262085,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,0.2867835760116577,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,0.5644403696060181,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,0.5809229612350464,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,0.47439396381378174,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,0.41411638259887695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,0.9163861870765686,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,0.9234744310379028,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,0.591524600982666,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,0.3345701992511749,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,0.6107684969902039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,0.8336803913116455,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,0.24133668839931488,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,0.7471323013305664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,0.1554790735244751,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,0.5048897862434387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,0.7018328905105591,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,0.7623225450515747,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,0.8560914993286133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,0.49724775552749634,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,0.26663368940353394,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,0.46391695737838745,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,0.527935802936554,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,0.3156430721282959,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,0.6570101976394653,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,0.4588555693626404,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,0.6081024408340454,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,0.4381307363510132,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,0.20329278707504272,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,0.26836830377578735,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,0.29922986030578613,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,0.3470516800880432,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,0.8224111199378967,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,0.6079738140106201,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,0.1466006189584732,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,0.6379146575927734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,0.8676542043685913,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,0.36641910672187805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,0.024492889642715454,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,0.07270441949367523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,0.030577965080738068,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,0.011912472546100616,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,0.5447744131088257,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,0.6334844827651978,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,1.296252965927124,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,0.9122747182846069,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,0.96683669090271,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,0.7382568120956421,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,0.9731498956680298,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,1.1412140130996704,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,1.132408618927002,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,0.40682077407836914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,0.4442710876464844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,0.715175449848175,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,0.595245897769928,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,0.9499526023864746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,0.29276102781295776,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,0.5833471417427063,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,0.5442999005317688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,0.26824843883514404,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,0.5456643104553223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,0.342216819524765,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,0.23174503445625305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,0.0808703601360321,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,0.11010304093360901,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,0.08260655403137207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,0.1408466398715973,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,0.1438528597354889,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,0.14736366271972656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,0.03926461935043335,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,0.7178671360015869,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,0.2054908126592636,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),0.21660564839839935,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,0.6078207492828369,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,0.17205236852169037,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,0.39377152919769287,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,0.5135829448699951,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,0.4516063332557678,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,0.2551836669445038,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,0.4408243000507355,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,0.1949007511138916,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,0.5992910861968994,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,0.41639357805252075,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,0.24349571764469147,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,0.029852688312530518,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,0.45621809363365173,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),1.1599624156951904,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,0.4966753125190735,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,0.9673973917961121,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,1.3019747734069824,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,1.0525436401367188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,1.0680608749389648,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,0.436627060174942,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,1.4115773439407349,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,1.0756926536560059,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,0.7154103517532349,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,1.0253424644470215,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,0.7946258783340454,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,0.7489479780197144,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,1.4191392660140991,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,0.5997129082679749,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,0.6029509902000427,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,0.949417233467102,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,1.3612298965454102,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,0.8848445415496826,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,0.42569583654403687,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,1.3421308994293213,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,1.0196388959884644,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,1.7124102115631104,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,1.0254497528076172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,1.5880013704299927,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,1.4073216915130615,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,1.8085259199142456,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,1.7440329790115356,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,1.55593740940094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,1.01046621799469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,1.028993010520935,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,0.2784484922885895,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,0.8274232745170593,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,0.9447259306907654,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,1.6112333536148071,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,1.5563756227493286,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,1.0064096450805664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,1.2817111015319824,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,1.5211578607559204,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,0.9890657067298889,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,1.2825732231140137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,0.9677932262420654,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,0.35147613286972046,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,1.1537821292877197,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,0.36666139960289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,1.1823694705963135,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,0.5743387937545776,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,0.9314907193183899,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,0.9703205227851868,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,0.5745289921760559,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,0.24590876698493958,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,0.2852872312068939,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,0.47536778450012207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,0.5797309875488281,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,0.22479569911956787,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,0.455668181180954,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,1.5302232503890991,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,0.4815100431442261,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,0.43537449836730957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,0.23157832026481628,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,0.27082258462905884,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,0.40014442801475525,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,0.3318193554878235,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,0.13112908601760864,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,0.5203415155410767,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,0.7487642168998718,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,0.48794859647750854,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,0.460742324590683,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,0.19731131196022034,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,0.17585986852645874,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,0.7804239392280579,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,0.39951467514038086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,0.3537273406982422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,0.5579935312271118,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,0.5497865080833435,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,0.5768922567367554,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,0.07216349989175797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,0.39310532808303833,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,0.12383619695901871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,0.532009482383728,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,0.4647418260574341,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,0.6472168564796448,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,0.5853579044342041,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,0.34196287393569946,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,0.3268625736236572,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,0.19301104545593262,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,0.33303555846214294,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,0.5167145133018494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,0.3512526750564575,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,0.4159395694732666,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,0.3123716711997986,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,-0.12332366406917572,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,0.4198843240737915,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,0.5155993700027466,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,0.3284722566604614,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,-0.17012900114059448,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,0.3456825017929077,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,0.2921344041824341,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,0.3511808514595032,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,0.1809023916721344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,0.5054550766944885,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,-0.0723997950553894,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,0.2005852460861206,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,-0.0072109997272491455,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,0.3989959955215454,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,-0.034418731927871704,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,0.26354706287384033,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,0.044880032539367676,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,-0.14958316087722778,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,0.5747374296188354,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,0.09177607297897339,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,0.19438523054122925,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,-0.052135467529296875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
