region,SU30_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09373_Neumarkt i.d. OPf.,0.07918745279312134,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,-0.3807196617126465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,0.19807401299476624,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,0.12413616478443146,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,-0.5983247756958008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,0.2062176764011383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,0.04184642434120178,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,0.12771868705749512,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,-0.1811976432800293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,0.15809573233127594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,0.052704185247421265,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,0.15009596943855286,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,0.15418386459350586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,-0.19041156768798828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,-0.09227657318115234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,0.037528157234191895,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,0.15503446757793427,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-0.3911609649658203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,0.19646258652210236,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,0.2702473998069763,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,0.3178268373012543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,0.280733197927475,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,0.3010872006416321,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,0.1656210720539093,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,0.22644643485546112,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,0.31857019662857056,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,0.16805629432201385,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.16805872321128845,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,0.2589168846607208,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,0.17665036022663116,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,0.28325197100639343,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,0.20246660709381104,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,0.16486167907714844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,0.21353575587272644,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,0.11860723793506622,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,0.08950014412403107,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,0.17083676159381866,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,0.16231419146060944,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,0.1954651176929474,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,0.1651030033826828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,0.19067682325839996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,0.17522874474525452,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,0.21216410398483276,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,-0.2072649747133255,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),-0.3797261416912079,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,0.08390001952648163,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,0.24401456117630005,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,0.18993867933750153,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,0.16233791410923004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,0.15215376019477844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,0.20995713770389557,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),0.1090635359287262,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,-0.0843440517783165,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,0.1407911628484726,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,0.08521866798400879,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,-0.180990070104599,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,0.005496978759765625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,0.0994969978928566,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,0.1142728328704834,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,-0.0009794235229492188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,0.10166120529174805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,0.027843832969665527,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,-3.7715868949890137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,-3.7750487327575684,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,-5.206836223602295,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),-5.200241565704346,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,-4.062276840209961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,-3.954624652862549,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,-4.640376091003418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,-3.793848752975464,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,-3.6959433555603027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,-4.763228416442871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,-3.659940242767334,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,-4.458817481994629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,-4.909825801849365,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,-3.286029577255249,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,-3.6348636150360107,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,-2.1874499320983887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,-5.218118667602539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,-4.2053751945495605,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,-3.780154228210449,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,-0.6768571138381958,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,-0.7975132465362549,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,-0.8211078643798828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,-1.346901297569275,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,-2.033113956451416,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,-0.6205572485923767,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,-0.4936164617538452,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,-2.2980446815490723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,-0.2997637987136841,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,-0.37345564365386963,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,-0.3592362403869629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,-0.107666015625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,-0.15929174423217773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,-1.5678074359893799,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,-3.3921144008636475,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,-2.920584201812744,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,-1.9666039943695068,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-1.209915280342102,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,-1.2115285396575928,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,-0.8070487976074219,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,-2.1628265380859375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,-2.672849416732788,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,-2.7923967838287354,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,-3.1035563945770264,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),-2.2351343631744385,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,-0.7207057476043701,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,-1.9352867603302002,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,-0.8771910667419434,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,-2.6412105560302734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,-0.5646286010742188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,-3.172477960586548,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,-1.9942885637283325,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,-3.1673126220703125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,-2.567152976989746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,-2.328444004058838,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,-0.20497798919677734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,-0.7278494834899902,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,-0.3521728515625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,-0.06509221345186234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,-0.8430209159851074,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,-0.04081153869628906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,-0.14516711235046387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,-0.09659731388092041,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,0.08821937441825867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,0.11748600006103516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,-0.2859262228012085,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,0.04178471118211746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,-0.07071733474731445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,-0.26211464405059814,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,0.07033924013376236,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,0.033603668212890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,-0.5707015991210938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,-0.09026332199573517,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,-0.3090705871582031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,-0.8482222557067871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,-0.4394240379333496,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,-0.6430401802062988,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,-0.49947166442871094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01001_01059_Region_um_Flensburg,-0.072594054043293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01002_01057_01058_Region_um_Kiel,-0.12315094470977783,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.42584288120269775,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-0.12318062782287598,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.8203127384185791,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.19260108470916748,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-1.0466153621673584,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.5205886363983154,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,-0.15429115295410156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.6223069429397583,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,0.003995537757873535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-0.20051246881484985,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.7179254293441772,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-0.9161974191665649,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.2495865821838379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.09889280796051025,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.08461999893188477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.052672624588012695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.057916879653930664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.12791705131530762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.030952930450439453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.12909454107284546,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.21107043325901031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.1321469247341156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,0.2546093463897705,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,0.26729416847229004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.03661000728607178,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.01063847541809082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,0.01808607578277588,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,0.12591832876205444,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.03128159046173096,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.04234492778778076,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.09849929809570312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.06447386741638184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-0.009993672370910645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,0.27553093433380127,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.22997677326202393,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.22133633494377136,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.2526092827320099,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.20592421293258667,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.2533465623855591,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,-0.08461213111877441,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,0.12033799290657043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,0.08007392287254333,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.4270704984664917,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,0.14379753172397614,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.21376876533031464,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.43085089325904846,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,0.3496190905570984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.2172735184431076,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,0.13067947328090668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.3608333170413971,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.3023023009300232,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.13168391585350037,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.3138194680213928,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.31822291016578674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,0.40209153294563293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,0.21550056338310242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,0.3472946286201477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,0.33334773778915405,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.3353455662727356,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,0.13959133625030518,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.0005180835723876953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,0.047953128814697266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.2688954472541809,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,0.24360522627830505,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,0.02140633761882782,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,0.3464127779006958,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,0.27620118856430054,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,0.23789212107658386,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,0.1040399819612503,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,0.20018139481544495,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.3853449821472168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,0.16035863757133484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,0.05213490128517151,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,0.15352612733840942,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,-0.18985629081726074,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,0.16720730066299438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.24777553975582123,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,0.3016130030155182,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.2376379370689392,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,0.2640242874622345,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.20055188238620758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,0.20788359642028809,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,0.19116362929344177,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,0.1742708534002304,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,0.21253110468387604,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-0.08803208917379379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.18934297561645508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,0.1691855937242508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.12589776515960693,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.10581767559051514,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-3.6654505729675293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,-5.217073917388916,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-4.850310325622559,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-3.6956050395965576,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,-0.8140057325363159,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-1.0741143226623535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.2223341464996338,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-2.121757984161377,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-1.531996726989746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-2.9503731727600098,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
