region,SU30_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03351_Celle,2.3746256828308105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03352_Cuxhaven,1.2058703899383545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03353_Harburg,1.7930363416671753,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03354_Lüchow-Dannenberg,2.5544774532318115,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,2.1325583457946777,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,1.825448989868164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),1.6669731140136719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,1.9707612991333008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,1.419644832611084,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,2.131927490234375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,2.1122231483459473,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,1.7775659561157227,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,0.942913293838501,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),1.4929851293563843,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,2.0944528579711914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,0.7163059711456299,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,1.451447606086731,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,0.9697217345237732,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,1.606830358505249,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,1.894829511642456,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,1.0431331396102905,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,2.0495424270629883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,1.5960237979888916,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,1.668752670288086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,2.1746926307678223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,1.9922137260437012,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,1.305704116821289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,1.0042459964752197,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,2.08243465423584,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,1.267384648323059,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,3.5793213844299316,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,3.256585121154785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,3.1420741081237793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,3.100983142852783,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,3.001232147216797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,3.3179664611816406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,3.3072214126586914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,2.167771816253662,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,3.113745927810669,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,2.5758426189422607,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,2.653036117553711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,3.2007322311401367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,3.4072184562683105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,2.8593521118164062,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,2.9508094787597656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,3.2001113891601562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,3.989915370941162,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,3.595858573913574,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,1.721647024154663,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,2.418699264526367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,3.4100303649902344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,1.5985230207443237,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,2.948096513748169,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,2.1945815086364746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,3.0266013145446777,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,3.0298147201538086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,3.3291850090026855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,3.317803382873535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,2.5040102005004883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,2.329702854156494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,2.6380395889282227,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,3.023428201675415,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,2.191819190979004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,2.586638927459717,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,2.5500051975250244,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,2.522199869155884,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,2.257492780685425,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,2.183098554611206,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,2.02909255027771,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,2.186415910720825,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,2.130971908569336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,3.1561102867126465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,2.963904857635498,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,2.048781156539917,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,2.801240921020508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,3.3058853149414062,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,2.310683012008667,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,1.4101033210754395,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,1.749927043914795,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,1.694002389907837,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,1.5783276557922363,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,2.1658003330230713,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,2.9078991413116455,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,4.826668739318848,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,4.885098457336426,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,5.207487106323242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,4.353859901428223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,4.52349853515625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,4.341647148132324,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,5.014045715332031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,3.2786777019500732,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,3.2512149810791016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,4.370428085327148,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,3.402829647064209,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,4.8950042724609375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,3.213305950164795,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,3.4288368225097656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,3.0852222442626953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,2.7018027305603027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,3.157313346862793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,2.7994470596313477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,2.4447057247161865,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,2.291783094406128,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,1.8763364553451538,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,2.6288273334503174,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,2.1437695026397705,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,2.6027679443359375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,1.790189266204834,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,2.1720595359802246,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,3.009688377380371,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,2.1332664489746094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),2.378641128540039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,3.2661242485046387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,2.3807787895202637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,2.6566174030303955,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,2.6951918601989746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,3.0955123901367188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,2.4575483798980713,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,2.779195785522461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,2.331979751586914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,2.8156042098999023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,2.6633458137512207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,2.083082675933838,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,1.4613828659057617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,2.745590925216675,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),5.801124095916748,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,3.434598922729492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,4.194676399230957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,5.769285202026367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,4.619392395019531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,4.537358283996582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,3.753206253051758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,5.801043510437012,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,4.9837751388549805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,3.4845895767211914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,4.59416389465332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,4.293147087097168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,3.5504117012023926,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,5.381561279296875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,3.6352248191833496,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,3.2384700775146484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,4.352352619171143,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,5.75654411315918,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,4.424883842468262,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,3.6785202026367188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,4.913568496704102,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,3.7923245429992676,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,4.297977447509766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,2.822801113128662,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,4.94376277923584,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,4.398505687713623,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,5.2543559074401855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,4.954135894775391,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,4.362863063812256,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,3.6871557235717773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,3.851604700088501,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,3.139913558959961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,2.989253520965576,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,3.768723487854004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,5.415410995483398,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,5.199946403503418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,3.840029716491699,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,5.18372917175293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,5.923187255859375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,3.927557945251465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,4.781246185302734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,3.695772647857666,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,2.561579704284668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,4.081099987030029,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,2.143902540206909,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,3.876253843307495,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,2.66151762008667,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,3.89245867729187,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,4.168191909790039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,2.2458300590515137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,1.4384435415267944,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,1.726184368133545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,3.977172613143921,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,3.6662540435791016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,2.835911512374878,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,2.143723964691162,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,3.8848445415496826,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,2.0046088695526123,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,3.3916211128234863,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,2.7357521057128906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,3.0901851654052734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,2.623947858810425,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,2.616727828979492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,2.3835015296936035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,4.9189677238464355,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,5.275444984436035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,4.58736515045166,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,5.154008388519287,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,1.6169795989990234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,1.6482670307159424,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,4.367014408111572,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,4.530688285827637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,4.097816467285156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,4.681705951690674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,4.658926963806152,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,4.037974834442139,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,0.6221569180488586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,3.0142030715942383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,1.1220444440841675,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,4.967144966125488,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,4.555896759033203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,4.762263774871826,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,4.7814483642578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,3.9152374267578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,3.166029930114746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,3.2766029834747314,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,2.479475259780884,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,4.636573314666748,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,5.525634288787842,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,4.574925899505615,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,4.910959720611572,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,2.1126623153686523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,4.404364585876465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,4.585334777832031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,4.852236747741699,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,1.9263774156570435,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,4.997698783874512,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,4.380298614501953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,4.9323015213012695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,3.6850805282592773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,5.651730060577393,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,3.3276000022888184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,3.271681308746338,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,3.127727508544922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,3.3774967193603516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,2.945481538772583,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,4.213491439819336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,3.7234907150268555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,2.3077573776245117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,3.726926803588867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,2.8089919090270996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,3.627718925476074,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,1.877116084098816,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,3.6124210357666016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,2.710693597793579,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,3.413938522338867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
