region,SU30_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
04011_Bremen,23.923860549926758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,20.03522491455078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,39.57943344116211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,38.37107849121094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,35.075809478759766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,39.2116813659668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,37.75663757324219,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,36.885929107666016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,37.49915313720703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,26.777666091918945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,33.295021057128906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,28.9663143157959,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,35.60676574707031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,36.12171173095703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,40.353416442871094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,37.212913513183594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,36.31093215942383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,40.88601303100586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,42.65982437133789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,38.98777770996094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,26.724308013916016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,34.76576232910156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,41.365013122558594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,26.855276107788086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,37.34107971191406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,28.332674026489258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,35.01007080078125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,38.533355712890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,37.48326873779297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,37.13338851928711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,33.913387298583984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,31.766759872436523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,33.03836441040039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,35.95871353149414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,30.547298431396484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,34.1892204284668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,29.473878860473633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,33.01007080078125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,28.99100112915039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,29.273073196411133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,27.677770614624023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,30.152381896972656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,28.111186981201172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,33.790706634521484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,34.1087646484375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,27.639867782592773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,36.280250549316406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,36.55476379394531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,28.672208786010742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,21.869993209838867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,25.169557571411133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,24.653841018676758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,25.491025924682617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,29.354402542114258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,34.63015365600586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,53.322723388671875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,51.97259521484375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,53.019622802734375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,47.474578857421875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,51.624820709228516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,51.281131744384766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,54.609371185302734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,42.956993103027344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,44.31048583984375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,48.30693817138672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,44.6272087097168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,52.8648681640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,41.900054931640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,46.593994140625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,43.55363082885742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,36.8150520324707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,41.31781768798828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,37.91846466064453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,36.599544525146484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,34.03403091430664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,35.10094451904297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,37.04302215576172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,33.11647415161133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,36.51213836669922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,29.204364776611328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,33.87028884887695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,44.23245620727539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,31.941410064697266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),32.1893424987793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,45.75739669799805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,35.91954040527344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,38.21413040161133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,39.646915435791016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,38.587806701660156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,37.776912689208984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,41.439125061035156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,34.300628662109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,43.45552444458008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,39.08664321899414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,31.546646118164062,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,26.738792419433594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,40.72502136230469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),57.64897155761719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,45.70082092285156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,50.99789047241211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,57.799095153808594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,52.483821868896484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,52.16194152832031,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,46.909629821777344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,58.16249084472656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,56.35943603515625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,48.402557373046875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,52.970550537109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,50.25986862182617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,48.45646286010742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,57.85212707519531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,46.58652114868164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,45.938899993896484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,51.830997467041016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,57.91706848144531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,50.743896484375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,47.25471878051758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,52.295257568359375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,47.53852462768555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,49.62446975708008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,43.76918029785156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,53.56702423095703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,50.442718505859375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,54.16044998168945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,53.30248260498047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,49.312564849853516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,45.09675979614258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,48.066261291503906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,42.50940704345703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,43.640933990478516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,49.796512603759766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,58.42896270751953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,56.129844665527344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,49.632843017578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,54.01521301269531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,57.777469635009766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,46.90663528442383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,53.23292541503906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,46.44511413574219,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,37.08032989501953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,49.214962005615234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,36.440208435058594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,52.53935623168945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,40.64268112182617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,51.579261779785156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,51.764442443847656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,38.392112731933594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,32.30364990234375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,36.1760139465332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,46.651405334472656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,46.04398727416992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,42.37350082397461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,37.609317779541016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,48.35517883300781,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,37.36125946044922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,44.595218658447266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,40.93113327026367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,43.01520538330078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,43.705928802490234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,39.56869888305664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,38.8435173034668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,51.371192932128906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,44.61181640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,40.23843765258789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,48.93913269042969,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,29.23101234436035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,29.572778701782227,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,47.273643493652344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,44.24736404418945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,47.50836181640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,47.71255111694336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,49.45343017578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,42.840087890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,21.465206146240234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,37.6440315246582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,28.31795883178711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,47.590789794921875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,41.71875762939453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,49.96631622314453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,49.96581268310547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,39.20956039428711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,37.08433151245117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,38.0200309753418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,34.01465606689453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,50.02225112915039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,52.693946838378906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,52.88959503173828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,51.365150451660156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,34.70051193237305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,50.2515983581543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,49.898277282714844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,50.94950485229492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,34.15447235107422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,50.29591369628906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,50.77357864379883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,52.33015823364258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,45.02606201171875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,52.066261291503906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,42.05880355834961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,43.9583854675293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,42.68410110473633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,44.27475357055664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,39.91181945800781,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,50.11965560913086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,45.643280029296875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,34.853450775146484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,47.31576919555664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,39.6223258972168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,43.957088470458984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,30.41844367980957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,46.06707000732422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,38.44369125366211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,42.37327575683594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,45.65134048461914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,29.601638793945312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
