region,SU30_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
05370_Heinsberg,16.216304779052734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,10.440143585205078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,14.23238754272461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,15.134200096130371,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,14.290023803710938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,13.776987075805664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,13.451723098754883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,13.511636734008789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,13.941570281982422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,14.24070930480957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,12.894878387451172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,13.426986694335938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,12.233238220214844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,13.211640357971191,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,12.176300048828125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,11.576837539672852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,11.066642761230469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,12.193989753723145,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,10.915302276611328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,13.210747718811035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,12.95651626586914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,9.952838897705078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,14.097959518432617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,13.625463485717773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,9.851140975952148,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,7.6574625968933105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,8.610328674316406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,8.661337852478027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,9.09943962097168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,11.818990707397461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,13.326738357543945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,22.020877838134766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,21.7345027923584,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,21.888111114501953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,19.207103729248047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,20.080623626708984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,20.779150009155273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,23.063800811767578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,14.729315757751465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,15.837608337402344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,19.471969604492188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,15.562689781188965,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,21.86788558959961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,14.435844421386719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,17.959665298461914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,17.00395965576172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,12.540216445922852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,16.31962013244629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,13.302778244018555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,12.885376930236816,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,12.395039558410645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,12.304217338562012,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,13.641599655151367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,12.342853546142578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,13.177128791809082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,10.351856231689453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,13.072202682495117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,17.921720504760742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,11.088045120239258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),11.242683410644531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,17.28866958618164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,11.553728103637695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,13.414295196533203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,14.795893669128418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,14.614559173583984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,12.752960205078125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,15.579767227172852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,11.817625045776367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,17.32682991027832,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,13.113859176635742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,11.23917007446289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,8.726755142211914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,13.58528995513916,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),25.21401596069336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,17.272945404052734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,19.964275360107422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,25.057296752929688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,21.644634246826172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,21.20135498046875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,16.776813507080078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,25.025854110717773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,23.378774642944336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,17.63202667236328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,21.537109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,20.02051544189453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,18.66875648498535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,25.049907684326172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,16.953798294067383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,16.562652587890625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,20.570960998535156,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,24.86478614807129,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,20.47307586669922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,17.01173210144043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,20.646211624145508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,17.862781524658203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,18.913408279418945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,15.5794677734375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,22.065465927124023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,19.232994079589844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,22.140460968017578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,21.6500244140625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,18.66961669921875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,16.573139190673828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,17.791244506835938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,15.235719680786133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,15.620253562927246,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,18.99987030029297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,25.64715576171875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,24.092945098876953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,19.528610229492188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,21.69414520263672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,24.701446533203125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,17.338706970214844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,21.649816513061523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,16.951976776123047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,12.186652183532715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,19.14008331298828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,11.615270614624023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,20.95294952392578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,14.26432991027832,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,19.677324295043945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,19.834733963012695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,12.227612495422363,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,10.477788925170898,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,13.058693885803223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,17.35773277282715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,16.49889373779297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,15.724267959594727,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,12.47841739654541,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,18.08051109313965,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,12.301733016967773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,16.137285232543945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,14.115721702575684,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,14.68346118927002,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,16.97570037841797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,12.752586364746094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,12.50491714477539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,21.111282348632812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,18.57166862487793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,17.22107696533203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,19.640703201293945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,8.683377265930176,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,9.954858779907227,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,19.02397346496582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,15.65168285369873,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,17.48585319519043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,18.553203582763672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,19.67658233642578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,17.181001663208008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,6.194810390472412,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,12.721780776977539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,8.131896018981934,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,18.49144172668457,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,15.373981475830078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,20.033082962036133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,20.156230926513672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,13.86425495147705,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,13.02116584777832,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,12.635114669799805,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,11.245803833007812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,20.15603256225586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,22.175853729248047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,22.440433502197266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,19.475780487060547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,11.844317436218262,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,19.668058395385742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,19.828927993774414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,19.88098907470703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,11.556244850158691,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,19.95693588256836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,19.05083656311035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,20.887840270996094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,16.081195831298828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,20.241962432861328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,15.5733060836792,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,15.47885513305664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,14.747591972351074,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,15.523075103759766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,13.905620574951172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,19.151710510253906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,16.136280059814453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,11.976194381713867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,19.511463165283203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,15.053873062133789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,16.440128326416016,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,10.63533878326416,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,17.211681365966797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,13.295516967773438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,15.26441764831543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,16.775009155273438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,10.333257675170898,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
