region,ci_name,ci_frequency,standard_name,units,mid_month,RRm_sem_2C_rcp85_ensemble-robustness
05120_05124_05122_05378_05374_Region_um_Remscheid,RRm,sem,precipitation,mm day-1,1,1.0
05120_05124_05122_05378_05374_Region_um_Remscheid,RRm,sem,precipitation,mm day-1,4,1.0
05120_05124_05122_05378_05374_Region_um_Remscheid,RRm,sem,precipitation,mm day-1,7,
05120_05124_05122_05378_05374_Region_um_Remscheid,RRm,sem,precipitation,mm day-1,10,1.0
05120_Remscheid,RRm,sem,precipitation,mm day-1,1,1.0
05120_Remscheid,RRm,sem,precipitation,mm day-1,4,1.0
05120_Remscheid,RRm,sem,precipitation,mm day-1,7,
05120_Remscheid,RRm,sem,precipitation,mm day-1,10,1.0
05122_05158_05124_05378_05120_Region_um_Solingen,RRm,sem,precipitation,mm day-1,1,1.0
05122_05158_05124_05378_05120_Region_um_Solingen,RRm,sem,precipitation,mm day-1,4,1.0
05122_05158_05124_05378_05120_Region_um_Solingen,RRm,sem,precipitation,mm day-1,7,
05122_05158_05124_05378_05120_Region_um_Solingen,RRm,sem,precipitation,mm day-1,10,1.0
05122_Solingen,RRm,sem,precipitation,mm day-1,1,1.0
05122_Solingen,RRm,sem,precipitation,mm day-1,4,1.0
05122_Solingen,RRm,sem,precipitation,mm day-1,7,
05122_Solingen,RRm,sem,precipitation,mm day-1,10,1.0
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,RRm,sem,precipitation,mm day-1,1,1.0
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,RRm,sem,precipitation,mm day-1,4,1.0
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,RRm,sem,precipitation,mm day-1,7,
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,RRm,sem,precipitation,mm day-1,10,1.0
05124_Wuppertal,RRm,sem,precipitation,mm day-1,1,1.0
05124_Wuppertal,RRm,sem,precipitation,mm day-1,4,1.0
05124_Wuppertal,RRm,sem,precipitation,mm day-1,7,
05124_Wuppertal,RRm,sem,precipitation,mm day-1,10,1.0
05154_Kleve,RRm,sem,precipitation,mm day-1,1,1.0
05154_Kleve,RRm,sem,precipitation,mm day-1,4,1.0
05154_Kleve,RRm,sem,precipitation,mm day-1,7,
05154_Kleve,RRm,sem,precipitation,mm day-1,10,1.0
05158_Mettmann,RRm,sem,precipitation,mm day-1,1,1.0
05158_Mettmann,RRm,sem,precipitation,mm day-1,4,1.0
05158_Mettmann,RRm,sem,precipitation,mm day-1,7,
05158_Mettmann,RRm,sem,precipitation,mm day-1,10,1.0
05162_Rhein-Kreis Neuss,RRm,sem,precipitation,mm day-1,1,1.0
05162_Rhein-Kreis Neuss,RRm,sem,precipitation,mm day-1,4,1.0
05162_Rhein-Kreis Neuss,RRm,sem,precipitation,mm day-1,7,
05162_Rhein-Kreis Neuss,RRm,sem,precipitation,mm day-1,10,1.0
05166_Viersen,RRm,sem,precipitation,mm day-1,1,1.0
05166_Viersen,RRm,sem,precipitation,mm day-1,4,1.0
05166_Viersen,RRm,sem,precipitation,mm day-1,7,
05166_Viersen,RRm,sem,precipitation,mm day-1,10,1.0
05170_Wesel,RRm,sem,precipitation,mm day-1,1,1.0
05170_Wesel,RRm,sem,precipitation,mm day-1,4,1.0
05170_Wesel,RRm,sem,precipitation,mm day-1,7,
05170_Wesel,RRm,sem,precipitation,mm day-1,10,1.0
05314_05382_Region_um_Bonn,RRm,sem,precipitation,mm day-1,1,1.0
05314_05382_Region_um_Bonn,RRm,sem,precipitation,mm day-1,4,1.0
05314_05382_Region_um_Bonn,RRm,sem,precipitation,mm day-1,7,
05314_05382_Region_um_Bonn,RRm,sem,precipitation,mm day-1,10,1.0
05314_Bonn,RRm,sem,precipitation,mm day-1,1,1.0
05314_Bonn,RRm,sem,precipitation,mm day-1,4,1.0
05314_Bonn,RRm,sem,precipitation,mm day-1,7,
05314_Bonn,RRm,sem,precipitation,mm day-1,10,1.0
05315_Köln,RRm,sem,precipitation,mm day-1,1,1.0
05315_Köln,RRm,sem,precipitation,mm day-1,4,1.0
05315_Köln,RRm,sem,precipitation,mm day-1,7,
05315_Köln,RRm,sem,precipitation,mm day-1,10,1.0
05316_05315_05378_05158_Region_um_Leverkusen,RRm,sem,precipitation,mm day-1,1,1.0
05316_05315_05378_05158_Region_um_Leverkusen,RRm,sem,precipitation,mm day-1,4,1.0
05316_05315_05378_05158_Region_um_Leverkusen,RRm,sem,precipitation,mm day-1,7,
05316_05315_05378_05158_Region_um_Leverkusen,RRm,sem,precipitation,mm day-1,10,1.0
05316_Leverkusen,RRm,sem,precipitation,mm day-1,1,1.0
05316_Leverkusen,RRm,sem,precipitation,mm day-1,4,1.0
05316_Leverkusen,RRm,sem,precipitation,mm day-1,7,
05316_Leverkusen,RRm,sem,precipitation,mm day-1,10,1.0
05334_Städteregion Aachen,RRm,sem,precipitation,mm day-1,1,1.0
05334_Städteregion Aachen,RRm,sem,precipitation,mm day-1,4,1.0
05334_Städteregion Aachen,RRm,sem,precipitation,mm day-1,7,
05334_Städteregion Aachen,RRm,sem,precipitation,mm day-1,10,
05358_Düren,RRm,sem,precipitation,mm day-1,1,1.0
05358_Düren,RRm,sem,precipitation,mm day-1,4,1.0
05358_Düren,RRm,sem,precipitation,mm day-1,7,
05358_Düren,RRm,sem,precipitation,mm day-1,10,
05362_Rhein-Erft-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
05362_Rhein-Erft-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
05362_Rhein-Erft-Kreis,RRm,sem,precipitation,mm day-1,7,
05362_Rhein-Erft-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
05366_Euskirchen,RRm,sem,precipitation,mm day-1,1,1.0
05366_Euskirchen,RRm,sem,precipitation,mm day-1,4,1.0
05366_Euskirchen,RRm,sem,precipitation,mm day-1,7,
05366_Euskirchen,RRm,sem,precipitation,mm day-1,10,
05370_Heinsberg,RRm,sem,precipitation,mm day-1,1,1.0
05370_Heinsberg,RRm,sem,precipitation,mm day-1,4,1.0
05370_Heinsberg,RRm,sem,precipitation,mm day-1,7,
05370_Heinsberg,RRm,sem,precipitation,mm day-1,10,1.0
05374_Oberbergischer Kreis,RRm,sem,precipitation,mm day-1,1,1.0
05374_Oberbergischer Kreis,RRm,sem,precipitation,mm day-1,4,1.0
05374_Oberbergischer Kreis,RRm,sem,precipitation,mm day-1,7,
05374_Oberbergischer Kreis,RRm,sem,precipitation,mm day-1,10,1.0
05378_Rheinisch-Bergischer Kreis,RRm,sem,precipitation,mm day-1,1,1.0
05378_Rheinisch-Bergischer Kreis,RRm,sem,precipitation,mm day-1,4,1.0
05378_Rheinisch-Bergischer Kreis,RRm,sem,precipitation,mm day-1,7,
05378_Rheinisch-Bergischer Kreis,RRm,sem,precipitation,mm day-1,10,1.0
05382_Rhein-Sieg-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
05382_Rhein-Sieg-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
05382_Rhein-Sieg-Kreis,RRm,sem,precipitation,mm day-1,7,
05382_Rhein-Sieg-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,RRm,sem,precipitation,mm day-1,1,1.0
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,RRm,sem,precipitation,mm day-1,4,1.0
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,RRm,sem,precipitation,mm day-1,7,
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,RRm,sem,precipitation,mm day-1,10,1.0
05512_Bottrop,RRm,sem,precipitation,mm day-1,1,1.0
05512_Bottrop,RRm,sem,precipitation,mm day-1,4,1.0
05512_Bottrop,RRm,sem,precipitation,mm day-1,7,
05512_Bottrop,RRm,sem,precipitation,mm day-1,10,1.0
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,RRm,sem,precipitation,mm day-1,1,1.0
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,RRm,sem,precipitation,mm day-1,4,1.0
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,RRm,sem,precipitation,mm day-1,7,
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,RRm,sem,precipitation,mm day-1,10,1.0
05513_Gelsenkirchen,RRm,sem,precipitation,mm day-1,1,1.0
05513_Gelsenkirchen,RRm,sem,precipitation,mm day-1,4,1.0
05513_Gelsenkirchen,RRm,sem,precipitation,mm day-1,7,
05513_Gelsenkirchen,RRm,sem,precipitation,mm day-1,10,1.0
05515_05566_05558_05570_Region_um_Münster,RRm,sem,precipitation,mm day-1,1,1.0
05515_05566_05558_05570_Region_um_Münster,RRm,sem,precipitation,mm day-1,4,1.0
05515_05566_05558_05570_Region_um_Münster,RRm,sem,precipitation,mm day-1,7,
05515_05566_05558_05570_Region_um_Münster,RRm,sem,precipitation,mm day-1,10,1.0
05515_Münster,RRm,sem,precipitation,mm day-1,1,1.0
05515_Münster,RRm,sem,precipitation,mm day-1,4,1.0
05515_Münster,RRm,sem,precipitation,mm day-1,7,
05515_Münster,RRm,sem,precipitation,mm day-1,10,1.0
05554_Borken,RRm,sem,precipitation,mm day-1,1,1.0
05554_Borken,RRm,sem,precipitation,mm day-1,4,1.0
05554_Borken,RRm,sem,precipitation,mm day-1,7,
05554_Borken,RRm,sem,precipitation,mm day-1,10,1.0
05558_Coesfeld,RRm,sem,precipitation,mm day-1,1,1.0
05558_Coesfeld,RRm,sem,precipitation,mm day-1,4,1.0
05558_Coesfeld,RRm,sem,precipitation,mm day-1,7,
05558_Coesfeld,RRm,sem,precipitation,mm day-1,10,1.0
05562_Recklinghausen,RRm,sem,precipitation,mm day-1,1,1.0
05562_Recklinghausen,RRm,sem,precipitation,mm day-1,4,1.0
05562_Recklinghausen,RRm,sem,precipitation,mm day-1,7,
05562_Recklinghausen,RRm,sem,precipitation,mm day-1,10,1.0
05566_Steinfurt,RRm,sem,precipitation,mm day-1,1,1.0
05566_Steinfurt,RRm,sem,precipitation,mm day-1,4,1.0
05566_Steinfurt,RRm,sem,precipitation,mm day-1,7,
05566_Steinfurt,RRm,sem,precipitation,mm day-1,10,1.0
05570_Warendorf,RRm,sem,precipitation,mm day-1,1,1.0
05570_Warendorf,RRm,sem,precipitation,mm day-1,4,1.0
05570_Warendorf,RRm,sem,precipitation,mm day-1,7,
05570_Warendorf,RRm,sem,precipitation,mm day-1,10,1.0
05711_05754_05758_05766_Region_um_Bielefeld,RRm,sem,precipitation,mm day-1,1,1.0
05711_05754_05758_05766_Region_um_Bielefeld,RRm,sem,precipitation,mm day-1,4,1.0
05711_05754_05758_05766_Region_um_Bielefeld,RRm,sem,precipitation,mm day-1,7,
05711_05754_05758_05766_Region_um_Bielefeld,RRm,sem,precipitation,mm day-1,10,1.0
05711_Bielefeld,RRm,sem,precipitation,mm day-1,1,1.0
05711_Bielefeld,RRm,sem,precipitation,mm day-1,4,1.0
05711_Bielefeld,RRm,sem,precipitation,mm day-1,7,
05711_Bielefeld,RRm,sem,precipitation,mm day-1,10,1.0
05754_Gütersloh,RRm,sem,precipitation,mm day-1,1,1.0
05754_Gütersloh,RRm,sem,precipitation,mm day-1,4,1.0
05754_Gütersloh,RRm,sem,precipitation,mm day-1,7,
05754_Gütersloh,RRm,sem,precipitation,mm day-1,10,1.0
05758_Herford,RRm,sem,precipitation,mm day-1,1,1.0
05758_Herford,RRm,sem,precipitation,mm day-1,4,1.0
05758_Herford,RRm,sem,precipitation,mm day-1,7,
05758_Herford,RRm,sem,precipitation,mm day-1,10,1.0
05762_Höxter,RRm,sem,precipitation,mm day-1,1,1.0
05762_Höxter,RRm,sem,precipitation,mm day-1,4,1.0
05762_Höxter,RRm,sem,precipitation,mm day-1,7,
05762_Höxter,RRm,sem,precipitation,mm day-1,10,1.0
05766_Lippe,RRm,sem,precipitation,mm day-1,1,1.0
05766_Lippe,RRm,sem,precipitation,mm day-1,4,1.0
05766_Lippe,RRm,sem,precipitation,mm day-1,7,
05766_Lippe,RRm,sem,precipitation,mm day-1,10,1.0
05770_Minden-Lübbecke,RRm,sem,precipitation,mm day-1,1,1.0
05770_Minden-Lübbecke,RRm,sem,precipitation,mm day-1,4,1.0
05770_Minden-Lübbecke,RRm,sem,precipitation,mm day-1,7,
05770_Minden-Lübbecke,RRm,sem,precipitation,mm day-1,10,1.0
05774_Paderborn,RRm,sem,precipitation,mm day-1,1,1.0
05774_Paderborn,RRm,sem,precipitation,mm day-1,4,1.0
05774_Paderborn,RRm,sem,precipitation,mm day-1,7,
05774_Paderborn,RRm,sem,precipitation,mm day-1,10,1.0
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,RRm,sem,precipitation,mm day-1,1,1.0
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,RRm,sem,precipitation,mm day-1,4,1.0
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,RRm,sem,precipitation,mm day-1,7,
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,RRm,sem,precipitation,mm day-1,10,1.0
05911_Bochum,RRm,sem,precipitation,mm day-1,1,1.0
05911_Bochum,RRm,sem,precipitation,mm day-1,4,1.0
05911_Bochum,RRm,sem,precipitation,mm day-1,7,
05911_Bochum,RRm,sem,precipitation,mm day-1,10,1.0
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,RRm,sem,precipitation,mm day-1,1,1.0
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,RRm,sem,precipitation,mm day-1,4,1.0
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,RRm,sem,precipitation,mm day-1,7,
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,RRm,sem,precipitation,mm day-1,10,1.0
05913_Dortmund,RRm,sem,precipitation,mm day-1,1,1.0
05913_Dortmund,RRm,sem,precipitation,mm day-1,4,1.0
05913_Dortmund,RRm,sem,precipitation,mm day-1,7,
05913_Dortmund,RRm,sem,precipitation,mm day-1,10,1.0
05914_05954_05913_05978_05962_Region_um_Hagen,RRm,sem,precipitation,mm day-1,1,1.0
05914_05954_05913_05978_05962_Region_um_Hagen,RRm,sem,precipitation,mm day-1,4,1.0
05914_05954_05913_05978_05962_Region_um_Hagen,RRm,sem,precipitation,mm day-1,7,
05914_05954_05913_05978_05962_Region_um_Hagen,RRm,sem,precipitation,mm day-1,10,1.0
05914_Hagen,RRm,sem,precipitation,mm day-1,1,1.0
05914_Hagen,RRm,sem,precipitation,mm day-1,4,1.0
05914_Hagen,RRm,sem,precipitation,mm day-1,7,
05914_Hagen,RRm,sem,precipitation,mm day-1,10,1.0
05915_05978_05974_05570_05558_Region_um_Hamm,RRm,sem,precipitation,mm day-1,1,1.0
05915_05978_05974_05570_05558_Region_um_Hamm,RRm,sem,precipitation,mm day-1,4,1.0
05915_05978_05974_05570_05558_Region_um_Hamm,RRm,sem,precipitation,mm day-1,7,
05915_05978_05974_05570_05558_Region_um_Hamm,RRm,sem,precipitation,mm day-1,10,1.0
05915_Hamm,RRm,sem,precipitation,mm day-1,1,1.0
05915_Hamm,RRm,sem,precipitation,mm day-1,4,1.0
05915_Hamm,RRm,sem,precipitation,mm day-1,7,
05915_Hamm,RRm,sem,precipitation,mm day-1,10,1.0
05916_05513_05562_05911_Region_um_Herne,RRm,sem,precipitation,mm day-1,1,1.0
05916_05513_05562_05911_Region_um_Herne,RRm,sem,precipitation,mm day-1,4,1.0
05916_05513_05562_05911_Region_um_Herne,RRm,sem,precipitation,mm day-1,7,
05916_05513_05562_05911_Region_um_Herne,RRm,sem,precipitation,mm day-1,10,1.0
05916_Herne,RRm,sem,precipitation,mm day-1,1,1.0
05916_Herne,RRm,sem,precipitation,mm day-1,4,1.0
05916_Herne,RRm,sem,precipitation,mm day-1,7,
05916_Herne,RRm,sem,precipitation,mm day-1,10,1.0
05954_Ennepe-Ruhr-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
05954_Ennepe-Ruhr-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
05954_Ennepe-Ruhr-Kreis,RRm,sem,precipitation,mm day-1,7,
05954_Ennepe-Ruhr-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
05958_Hochsauerlandkreis,RRm,sem,precipitation,mm day-1,1,1.0
05958_Hochsauerlandkreis,RRm,sem,precipitation,mm day-1,4,1.0
05958_Hochsauerlandkreis,RRm,sem,precipitation,mm day-1,7,
05958_Hochsauerlandkreis,RRm,sem,precipitation,mm day-1,10,1.0
05962_Märkischer Kreis,RRm,sem,precipitation,mm day-1,1,1.0
05962_Märkischer Kreis,RRm,sem,precipitation,mm day-1,4,1.0
05962_Märkischer Kreis,RRm,sem,precipitation,mm day-1,7,
05962_Märkischer Kreis,RRm,sem,precipitation,mm day-1,10,1.0
05966_Olpe,RRm,sem,precipitation,mm day-1,1,1.0
05966_Olpe,RRm,sem,precipitation,mm day-1,4,1.0
05966_Olpe,RRm,sem,precipitation,mm day-1,7,
05966_Olpe,RRm,sem,precipitation,mm day-1,10,1.0
05970_Siegen-Wittgenstein,RRm,sem,precipitation,mm day-1,1,1.0
05970_Siegen-Wittgenstein,RRm,sem,precipitation,mm day-1,4,1.0
05970_Siegen-Wittgenstein,RRm,sem,precipitation,mm day-1,7,
05970_Siegen-Wittgenstein,RRm,sem,precipitation,mm day-1,10,1.0
05974_Soest,RRm,sem,precipitation,mm day-1,1,1.0
05974_Soest,RRm,sem,precipitation,mm day-1,4,1.0
05974_Soest,RRm,sem,precipitation,mm day-1,7,
05974_Soest,RRm,sem,precipitation,mm day-1,10,1.0
05978_Unna,RRm,sem,precipitation,mm day-1,1,1.0
05978_Unna,RRm,sem,precipitation,mm day-1,4,1.0
05978_Unna,RRm,sem,precipitation,mm day-1,7,
05978_Unna,RRm,sem,precipitation,mm day-1,10,1.0
06411_06432_06438_Region_um_Darmstadt,RRm,sem,precipitation,mm day-1,1,1.0
06411_06432_06438_Region_um_Darmstadt,RRm,sem,precipitation,mm day-1,4,1.0
06411_06432_06438_Region_um_Darmstadt,RRm,sem,precipitation,mm day-1,7,
06411_06432_06438_Region_um_Darmstadt,RRm,sem,precipitation,mm day-1,10,1.0
06411_Darmstadt,RRm,sem,precipitation,mm day-1,1,1.0
06411_Darmstadt,RRm,sem,precipitation,mm day-1,4,1.0
06411_Darmstadt,RRm,sem,precipitation,mm day-1,7,
06411_Darmstadt,RRm,sem,precipitation,mm day-1,10,1.0
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,RRm,sem,precipitation,mm day-1,1,1.0
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,RRm,sem,precipitation,mm day-1,4,1.0
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,RRm,sem,precipitation,mm day-1,7,
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,RRm,sem,precipitation,mm day-1,10,1.0
06412_Frankfurt am Main,RRm,sem,precipitation,mm day-1,1,1.0
06412_Frankfurt am Main,RRm,sem,precipitation,mm day-1,4,1.0
06412_Frankfurt am Main,RRm,sem,precipitation,mm day-1,7,
06412_Frankfurt am Main,RRm,sem,precipitation,mm day-1,10,1.0
06413_06438_06435_06412_Region_um_Offenbach_am_Main,RRm,sem,precipitation,mm day-1,1,1.0
06413_06438_06435_06412_Region_um_Offenbach_am_Main,RRm,sem,precipitation,mm day-1,4,1.0
06413_06438_06435_06412_Region_um_Offenbach_am_Main,RRm,sem,precipitation,mm day-1,7,
06413_06438_06435_06412_Region_um_Offenbach_am_Main,RRm,sem,precipitation,mm day-1,10,1.0
06413_Offenbach am Main,RRm,sem,precipitation,mm day-1,1,1.0
06413_Offenbach am Main,RRm,sem,precipitation,mm day-1,4,1.0
06413_Offenbach am Main,RRm,sem,precipitation,mm day-1,7,
06413_Offenbach am Main,RRm,sem,precipitation,mm day-1,10,1.0
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,RRm,sem,precipitation,mm day-1,1,1.0
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,RRm,sem,precipitation,mm day-1,4,1.0
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,RRm,sem,precipitation,mm day-1,7,
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,RRm,sem,precipitation,mm day-1,10,1.0
06414_Wiesbaden,RRm,sem,precipitation,mm day-1,1,1.0
06414_Wiesbaden,RRm,sem,precipitation,mm day-1,4,1.0
06414_Wiesbaden,RRm,sem,precipitation,mm day-1,7,1.0
06414_Wiesbaden,RRm,sem,precipitation,mm day-1,10,1.0
06431_Bergstraße,RRm,sem,precipitation,mm day-1,1,1.0
06431_Bergstraße,RRm,sem,precipitation,mm day-1,4,1.0
06431_Bergstraße,RRm,sem,precipitation,mm day-1,7,
06431_Bergstraße,RRm,sem,precipitation,mm day-1,10,1.0
06432_Darmstadt-Dieburg,RRm,sem,precipitation,mm day-1,1,1.0
06432_Darmstadt-Dieburg,RRm,sem,precipitation,mm day-1,4,1.0
06432_Darmstadt-Dieburg,RRm,sem,precipitation,mm day-1,7,
06432_Darmstadt-Dieburg,RRm,sem,precipitation,mm day-1,10,1.0
06433_Groß-Gerau,RRm,sem,precipitation,mm day-1,1,1.0
06433_Groß-Gerau,RRm,sem,precipitation,mm day-1,4,1.0
06433_Groß-Gerau,RRm,sem,precipitation,mm day-1,7,
06433_Groß-Gerau,RRm,sem,precipitation,mm day-1,10,1.0
06434_Hochtaunuskreis,RRm,sem,precipitation,mm day-1,1,1.0
06434_Hochtaunuskreis,RRm,sem,precipitation,mm day-1,4,1.0
06434_Hochtaunuskreis,RRm,sem,precipitation,mm day-1,7,
06434_Hochtaunuskreis,RRm,sem,precipitation,mm day-1,10,1.0
06435_Main-Kinzig-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
06435_Main-Kinzig-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
06435_Main-Kinzig-Kreis,RRm,sem,precipitation,mm day-1,7,
06435_Main-Kinzig-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,7,
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
06436_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
06436_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
06436_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,7,
06436_Main-Taunus-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
06437_Odenwaldkreis,RRm,sem,precipitation,mm day-1,1,1.0
06437_Odenwaldkreis,RRm,sem,precipitation,mm day-1,4,1.0
06437_Odenwaldkreis,RRm,sem,precipitation,mm day-1,7,
06437_Odenwaldkreis,RRm,sem,precipitation,mm day-1,10,1.0
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,RRm,sem,precipitation,mm day-1,1,1.0
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,RRm,sem,precipitation,mm day-1,4,1.0
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,RRm,sem,precipitation,mm day-1,7,
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,RRm,sem,precipitation,mm day-1,10,1.0
06438_Offenbach,RRm,sem,precipitation,mm day-1,1,1.0
06438_Offenbach,RRm,sem,precipitation,mm day-1,4,1.0
06438_Offenbach,RRm,sem,precipitation,mm day-1,7,
06438_Offenbach,RRm,sem,precipitation,mm day-1,10,1.0
06439_Rheingau-Taunus-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
06439_Rheingau-Taunus-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
06439_Rheingau-Taunus-Kreis,RRm,sem,precipitation,mm day-1,7,
06439_Rheingau-Taunus-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
06440_Wetteraukreis,RRm,sem,precipitation,mm day-1,1,1.0
06440_Wetteraukreis,RRm,sem,precipitation,mm day-1,4,1.0
06440_Wetteraukreis,RRm,sem,precipitation,mm day-1,7,
06440_Wetteraukreis,RRm,sem,precipitation,mm day-1,10,1.0
06531_Gießen,RRm,sem,precipitation,mm day-1,1,1.0
06531_Gießen,RRm,sem,precipitation,mm day-1,4,1.0
06531_Gießen,RRm,sem,precipitation,mm day-1,7,
06531_Gießen,RRm,sem,precipitation,mm day-1,10,1.0
06532_Lahn-Dill-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
06532_Lahn-Dill-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
06532_Lahn-Dill-Kreis,RRm,sem,precipitation,mm day-1,7,
06532_Lahn-Dill-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
06533_Limburg-Weilburg,RRm,sem,precipitation,mm day-1,1,1.0
06533_Limburg-Weilburg,RRm,sem,precipitation,mm day-1,4,1.0
06533_Limburg-Weilburg,RRm,sem,precipitation,mm day-1,7,
06533_Limburg-Weilburg,RRm,sem,precipitation,mm day-1,10,1.0
06534_Marburg-Biedenkopf,RRm,sem,precipitation,mm day-1,1,1.0
06534_Marburg-Biedenkopf,RRm,sem,precipitation,mm day-1,4,1.0
06534_Marburg-Biedenkopf,RRm,sem,precipitation,mm day-1,7,
06534_Marburg-Biedenkopf,RRm,sem,precipitation,mm day-1,10,1.0
06535_Vogelsbergkreis,RRm,sem,precipitation,mm day-1,1,1.0
06535_Vogelsbergkreis,RRm,sem,precipitation,mm day-1,4,1.0
06535_Vogelsbergkreis,RRm,sem,precipitation,mm day-1,7,
06535_Vogelsbergkreis,RRm,sem,precipitation,mm day-1,10,1.0
06611_06633_03159_Region_um_Kassel,RRm,sem,precipitation,mm day-1,1,1.0
06611_06633_03159_Region_um_Kassel,RRm,sem,precipitation,mm day-1,4,1.0
06611_06633_03159_Region_um_Kassel,RRm,sem,precipitation,mm day-1,7,
06611_06633_03159_Region_um_Kassel,RRm,sem,precipitation,mm day-1,10,1.0
06611_Kassel,RRm,sem,precipitation,mm day-1,1,1.0
06611_Kassel,RRm,sem,precipitation,mm day-1,4,1.0
06611_Kassel,RRm,sem,precipitation,mm day-1,7,
06611_Kassel,RRm,sem,precipitation,mm day-1,10,1.0
06631_Fulda,RRm,sem,precipitation,mm day-1,1,1.0
06631_Fulda,RRm,sem,precipitation,mm day-1,4,1.0
06631_Fulda,RRm,sem,precipitation,mm day-1,7,
06631_Fulda,RRm,sem,precipitation,mm day-1,10,1.0
06632_Hersfeld-Rotenburg,RRm,sem,precipitation,mm day-1,1,1.0
06632_Hersfeld-Rotenburg,RRm,sem,precipitation,mm day-1,4,1.0
06632_Hersfeld-Rotenburg,RRm,sem,precipitation,mm day-1,7,
06632_Hersfeld-Rotenburg,RRm,sem,precipitation,mm day-1,10,1.0
06633_Kassel,RRm,sem,precipitation,mm day-1,1,1.0
06633_Kassel,RRm,sem,precipitation,mm day-1,4,1.0
06633_Kassel,RRm,sem,precipitation,mm day-1,7,
06633_Kassel,RRm,sem,precipitation,mm day-1,10,1.0
06634_Schwalm-Eder-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
06634_Schwalm-Eder-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
06634_Schwalm-Eder-Kreis,RRm,sem,precipitation,mm day-1,7,
06634_Schwalm-Eder-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
