region,ci_name,ci_frequency,standard_name,units,mid_month,RRm_sem_2C_rcp85_ensemble-robustness
08326_Schwarzwald-Baar-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
08326_Schwarzwald-Baar-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
08326_Schwarzwald-Baar-Kreis,RRm,sem,precipitation,mm day-1,7,
08326_Schwarzwald-Baar-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
08327_Tuttlingen,RRm,sem,precipitation,mm day-1,1,1.0
08327_Tuttlingen,RRm,sem,precipitation,mm day-1,4,1.0
08327_Tuttlingen,RRm,sem,precipitation,mm day-1,7,
08327_Tuttlingen,RRm,sem,precipitation,mm day-1,10,1.0
08335_Konstanz,RRm,sem,precipitation,mm day-1,1,1.0
08335_Konstanz,RRm,sem,precipitation,mm day-1,4,1.0
08335_Konstanz,RRm,sem,precipitation,mm day-1,7,
08335_Konstanz,RRm,sem,precipitation,mm day-1,10,1.0
08336_Lörrach,RRm,sem,precipitation,mm day-1,1,1.0
08336_Lörrach,RRm,sem,precipitation,mm day-1,4,1.0
08336_Lörrach,RRm,sem,precipitation,mm day-1,7,
08336_Lörrach,RRm,sem,precipitation,mm day-1,10,1.0
08337_Waldshut,RRm,sem,precipitation,mm day-1,1,1.0
08337_Waldshut,RRm,sem,precipitation,mm day-1,4,1.0
08337_Waldshut,RRm,sem,precipitation,mm day-1,7,
08337_Waldshut,RRm,sem,precipitation,mm day-1,10,
08415_Reutlingen,RRm,sem,precipitation,mm day-1,1,1.0
08415_Reutlingen,RRm,sem,precipitation,mm day-1,4,1.0
08415_Reutlingen,RRm,sem,precipitation,mm day-1,7,
08415_Reutlingen,RRm,sem,precipitation,mm day-1,10,1.0
08416_Tübingen,RRm,sem,precipitation,mm day-1,1,1.0
08416_Tübingen,RRm,sem,precipitation,mm day-1,4,1.0
08416_Tübingen,RRm,sem,precipitation,mm day-1,7,
08416_Tübingen,RRm,sem,precipitation,mm day-1,10,1.0
08417_Zollernalbkreis,RRm,sem,precipitation,mm day-1,1,1.0
08417_Zollernalbkreis,RRm,sem,precipitation,mm day-1,4,1.0
08417_Zollernalbkreis,RRm,sem,precipitation,mm day-1,7,
08417_Zollernalbkreis,RRm,sem,precipitation,mm day-1,10,
08421_08425_09775_Region_um_Ulm,RRm,sem,precipitation,mm day-1,1,1.0
08421_08425_09775_Region_um_Ulm,RRm,sem,precipitation,mm day-1,4,1.0
08421_08425_09775_Region_um_Ulm,RRm,sem,precipitation,mm day-1,7,
08421_08425_09775_Region_um_Ulm,RRm,sem,precipitation,mm day-1,10,1.0
08421_Ulm,RRm,sem,precipitation,mm day-1,1,1.0
08421_Ulm,RRm,sem,precipitation,mm day-1,4,1.0
08421_Ulm,RRm,sem,precipitation,mm day-1,7,
08421_Ulm,RRm,sem,precipitation,mm day-1,10,1.0
08425_Alb-Donau-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
08425_Alb-Donau-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
08425_Alb-Donau-Kreis,RRm,sem,precipitation,mm day-1,7,
08425_Alb-Donau-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
08426_Biberach,RRm,sem,precipitation,mm day-1,1,1.0
08426_Biberach,RRm,sem,precipitation,mm day-1,4,1.0
08426_Biberach,RRm,sem,precipitation,mm day-1,7,
08426_Biberach,RRm,sem,precipitation,mm day-1,10,1.0
08435_Bodenseekreis,RRm,sem,precipitation,mm day-1,1,1.0
08435_Bodenseekreis,RRm,sem,precipitation,mm day-1,4,1.0
08435_Bodenseekreis,RRm,sem,precipitation,mm day-1,7,
08435_Bodenseekreis,RRm,sem,precipitation,mm day-1,10,1.0
08436_Ravensburg,RRm,sem,precipitation,mm day-1,1,1.0
08436_Ravensburg,RRm,sem,precipitation,mm day-1,4,1.0
08436_Ravensburg,RRm,sem,precipitation,mm day-1,7,
08436_Ravensburg,RRm,sem,precipitation,mm day-1,10,1.0
08437_Sigmaringen,RRm,sem,precipitation,mm day-1,1,1.0
08437_Sigmaringen,RRm,sem,precipitation,mm day-1,4,1.0
08437_Sigmaringen,RRm,sem,precipitation,mm day-1,7,
08437_Sigmaringen,RRm,sem,precipitation,mm day-1,10,1.0
09161_09176_09185_09186_Region_um_Ingolstadt,RRm,sem,precipitation,mm day-1,1,1.0
09161_09176_09185_09186_Region_um_Ingolstadt,RRm,sem,precipitation,mm day-1,4,1.0
09161_09176_09185_09186_Region_um_Ingolstadt,RRm,sem,precipitation,mm day-1,7,1.0
09161_09176_09185_09186_Region_um_Ingolstadt,RRm,sem,precipitation,mm day-1,10,1.0
09161_Ingolstadt,RRm,sem,precipitation,mm day-1,1,1.0
09161_Ingolstadt,RRm,sem,precipitation,mm day-1,4,1.0
09161_Ingolstadt,RRm,sem,precipitation,mm day-1,7,1.0
09161_Ingolstadt,RRm,sem,precipitation,mm day-1,10,1.0
09162_09184_09179_09174_Region_um_München,RRm,sem,precipitation,mm day-1,1,1.0
09162_09184_09179_09174_Region_um_München,RRm,sem,precipitation,mm day-1,4,1.0
09162_09184_09179_09174_Region_um_München,RRm,sem,precipitation,mm day-1,7,
09162_09184_09179_09174_Region_um_München,RRm,sem,precipitation,mm day-1,10,1.0
09162_München,RRm,sem,precipitation,mm day-1,1,1.0
09162_München,RRm,sem,precipitation,mm day-1,4,1.0
09162_München,RRm,sem,precipitation,mm day-1,7,
09162_München,RRm,sem,precipitation,mm day-1,10,1.0
09163_09187_Region_um_Rosenheim,RRm,sem,precipitation,mm day-1,1,1.0
09163_09187_Region_um_Rosenheim,RRm,sem,precipitation,mm day-1,4,1.0
09163_09187_Region_um_Rosenheim,RRm,sem,precipitation,mm day-1,7,
09163_09187_Region_um_Rosenheim,RRm,sem,precipitation,mm day-1,10,1.0
09163_Rosenheim,RRm,sem,precipitation,mm day-1,1,1.0
09163_Rosenheim,RRm,sem,precipitation,mm day-1,4,1.0
09163_Rosenheim,RRm,sem,precipitation,mm day-1,7,1.0
09163_Rosenheim,RRm,sem,precipitation,mm day-1,10,1.0
09171_Altötting,RRm,sem,precipitation,mm day-1,1,1.0
09171_Altötting,RRm,sem,precipitation,mm day-1,4,1.0
09171_Altötting,RRm,sem,precipitation,mm day-1,7,
09171_Altötting,RRm,sem,precipitation,mm day-1,10,1.0
09172_Berchtesgadener Land,RRm,sem,precipitation,mm day-1,1,1.0
09172_Berchtesgadener Land,RRm,sem,precipitation,mm day-1,4,1.0
09172_Berchtesgadener Land,RRm,sem,precipitation,mm day-1,7,
09172_Berchtesgadener Land,RRm,sem,precipitation,mm day-1,10,1.0
09173_Bad Tölz-Wolfratshausen,RRm,sem,precipitation,mm day-1,1,1.0
09173_Bad Tölz-Wolfratshausen,RRm,sem,precipitation,mm day-1,4,1.0
09173_Bad Tölz-Wolfratshausen,RRm,sem,precipitation,mm day-1,7,
09173_Bad Tölz-Wolfratshausen,RRm,sem,precipitation,mm day-1,10,1.0
09174_Dachau,RRm,sem,precipitation,mm day-1,1,1.0
09174_Dachau,RRm,sem,precipitation,mm day-1,4,1.0
09174_Dachau,RRm,sem,precipitation,mm day-1,7,
09174_Dachau,RRm,sem,precipitation,mm day-1,10,1.0
09175_Ebersberg,RRm,sem,precipitation,mm day-1,1,1.0
09175_Ebersberg,RRm,sem,precipitation,mm day-1,4,1.0
09175_Ebersberg,RRm,sem,precipitation,mm day-1,7,
09175_Ebersberg,RRm,sem,precipitation,mm day-1,10,1.0
09176_Eichstätt,RRm,sem,precipitation,mm day-1,1,1.0
09176_Eichstätt,RRm,sem,precipitation,mm day-1,4,1.0
09176_Eichstätt,RRm,sem,precipitation,mm day-1,7,1.0
09176_Eichstätt,RRm,sem,precipitation,mm day-1,10,1.0
09177_Erding,RRm,sem,precipitation,mm day-1,1,1.0
09177_Erding,RRm,sem,precipitation,mm day-1,4,1.0
09177_Erding,RRm,sem,precipitation,mm day-1,7,
09177_Erding,RRm,sem,precipitation,mm day-1,10,1.0
09178_Freising,RRm,sem,precipitation,mm day-1,1,1.0
09178_Freising,RRm,sem,precipitation,mm day-1,4,1.0
09178_Freising,RRm,sem,precipitation,mm day-1,7,
09178_Freising,RRm,sem,precipitation,mm day-1,10,1.0
09179_Fürstenfeldbruck,RRm,sem,precipitation,mm day-1,1,1.0
09179_Fürstenfeldbruck,RRm,sem,precipitation,mm day-1,4,1.0
09179_Fürstenfeldbruck,RRm,sem,precipitation,mm day-1,7,
09179_Fürstenfeldbruck,RRm,sem,precipitation,mm day-1,10,1.0
09180_Garmisch-Partenkirchen,RRm,sem,precipitation,mm day-1,1,1.0
09180_Garmisch-Partenkirchen,RRm,sem,precipitation,mm day-1,4,1.0
09180_Garmisch-Partenkirchen,RRm,sem,precipitation,mm day-1,7,
09180_Garmisch-Partenkirchen,RRm,sem,precipitation,mm day-1,10,1.0
09181_Landsberg am Lech,RRm,sem,precipitation,mm day-1,1,1.0
09181_Landsberg am Lech,RRm,sem,precipitation,mm day-1,4,1.0
09181_Landsberg am Lech,RRm,sem,precipitation,mm day-1,7,
09181_Landsberg am Lech,RRm,sem,precipitation,mm day-1,10,1.0
09182_Miesbach,RRm,sem,precipitation,mm day-1,1,1.0
09182_Miesbach,RRm,sem,precipitation,mm day-1,4,1.0
09182_Miesbach,RRm,sem,precipitation,mm day-1,7,
09182_Miesbach,RRm,sem,precipitation,mm day-1,10,1.0
09183_Mühldorf a. Inn,RRm,sem,precipitation,mm day-1,1,1.0
09183_Mühldorf a. Inn,RRm,sem,precipitation,mm day-1,4,1.0
09183_Mühldorf a. Inn,RRm,sem,precipitation,mm day-1,7,
09183_Mühldorf a. Inn,RRm,sem,precipitation,mm day-1,10,1.0
09184_München,RRm,sem,precipitation,mm day-1,1,1.0
09184_München,RRm,sem,precipitation,mm day-1,4,1.0
09184_München,RRm,sem,precipitation,mm day-1,7,
09184_München,RRm,sem,precipitation,mm day-1,10,1.0
09185_Neuburg-Schrobenhausen,RRm,sem,precipitation,mm day-1,1,1.0
09185_Neuburg-Schrobenhausen,RRm,sem,precipitation,mm day-1,4,1.0
09185_Neuburg-Schrobenhausen,RRm,sem,precipitation,mm day-1,7,1.0
09185_Neuburg-Schrobenhausen,RRm,sem,precipitation,mm day-1,10,1.0
09186_Pfaffenhofen a.d. Ilm,RRm,sem,precipitation,mm day-1,1,1.0
09186_Pfaffenhofen a.d. Ilm,RRm,sem,precipitation,mm day-1,4,1.0
09186_Pfaffenhofen a.d. Ilm,RRm,sem,precipitation,mm day-1,7,
09186_Pfaffenhofen a.d. Ilm,RRm,sem,precipitation,mm day-1,10,1.0
09187_Rosenheim,RRm,sem,precipitation,mm day-1,1,1.0
09187_Rosenheim,RRm,sem,precipitation,mm day-1,4,1.0
09187_Rosenheim,RRm,sem,precipitation,mm day-1,7,
09187_Rosenheim,RRm,sem,precipitation,mm day-1,10,1.0
09188_Starnberg,RRm,sem,precipitation,mm day-1,1,1.0
09188_Starnberg,RRm,sem,precipitation,mm day-1,4,1.0
09188_Starnberg,RRm,sem,precipitation,mm day-1,7,1.0
09188_Starnberg,RRm,sem,precipitation,mm day-1,10,1.0
09189_Traunstein,RRm,sem,precipitation,mm day-1,1,1.0
09189_Traunstein,RRm,sem,precipitation,mm day-1,4,1.0
09189_Traunstein,RRm,sem,precipitation,mm day-1,7,
09189_Traunstein,RRm,sem,precipitation,mm day-1,10,1.0
09190_Weilheim-Schongau,RRm,sem,precipitation,mm day-1,1,1.0
09190_Weilheim-Schongau,RRm,sem,precipitation,mm day-1,4,1.0
09190_Weilheim-Schongau,RRm,sem,precipitation,mm day-1,7,
09190_Weilheim-Schongau,RRm,sem,precipitation,mm day-1,10,1.0
09261_09274_Region_um_Landshut,RRm,sem,precipitation,mm day-1,1,1.0
09261_09274_Region_um_Landshut,RRm,sem,precipitation,mm day-1,4,1.0
09261_09274_Region_um_Landshut,RRm,sem,precipitation,mm day-1,7,
09261_09274_Region_um_Landshut,RRm,sem,precipitation,mm day-1,10,1.0
09261_Landshut,RRm,sem,precipitation,mm day-1,1,1.0
09261_Landshut,RRm,sem,precipitation,mm day-1,4,1.0
09261_Landshut,RRm,sem,precipitation,mm day-1,7,
09261_Landshut,RRm,sem,precipitation,mm day-1,10,1.0
09262_09275_Region_um_Passau,RRm,sem,precipitation,mm day-1,1,1.0
09262_09275_Region_um_Passau,RRm,sem,precipitation,mm day-1,4,1.0
09262_09275_Region_um_Passau,RRm,sem,precipitation,mm day-1,7,
09262_09275_Region_um_Passau,RRm,sem,precipitation,mm day-1,10,1.0
09262_Passau,RRm,sem,precipitation,mm day-1,1,1.0
09262_Passau,RRm,sem,precipitation,mm day-1,4,1.0
09262_Passau,RRm,sem,precipitation,mm day-1,7,
09262_Passau,RRm,sem,precipitation,mm day-1,10,1.0
09263_09278_Region_um_Straubing,RRm,sem,precipitation,mm day-1,1,1.0
09263_09278_Region_um_Straubing,RRm,sem,precipitation,mm day-1,4,1.0
09263_09278_Region_um_Straubing,RRm,sem,precipitation,mm day-1,7,
09263_09278_Region_um_Straubing,RRm,sem,precipitation,mm day-1,10,1.0
09263_Straubing,RRm,sem,precipitation,mm day-1,1,1.0
09263_Straubing,RRm,sem,precipitation,mm day-1,4,1.0
09263_Straubing,RRm,sem,precipitation,mm day-1,7,1.0
09263_Straubing,RRm,sem,precipitation,mm day-1,10,1.0
09271_Deggendorf,RRm,sem,precipitation,mm day-1,1,1.0
09271_Deggendorf,RRm,sem,precipitation,mm day-1,4,1.0
09271_Deggendorf,RRm,sem,precipitation,mm day-1,7,
09271_Deggendorf,RRm,sem,precipitation,mm day-1,10,1.0
09272_Freyung-Grafenau,RRm,sem,precipitation,mm day-1,1,1.0
09272_Freyung-Grafenau,RRm,sem,precipitation,mm day-1,4,1.0
09272_Freyung-Grafenau,RRm,sem,precipitation,mm day-1,7,
09272_Freyung-Grafenau,RRm,sem,precipitation,mm day-1,10,1.0
09273_Kelheim,RRm,sem,precipitation,mm day-1,1,1.0
09273_Kelheim,RRm,sem,precipitation,mm day-1,4,1.0
09273_Kelheim,RRm,sem,precipitation,mm day-1,7,
09273_Kelheim,RRm,sem,precipitation,mm day-1,10,1.0
09274_Landshut,RRm,sem,precipitation,mm day-1,1,1.0
09274_Landshut,RRm,sem,precipitation,mm day-1,4,1.0
09274_Landshut,RRm,sem,precipitation,mm day-1,7,
09274_Landshut,RRm,sem,precipitation,mm day-1,10,1.0
09275_Passau,RRm,sem,precipitation,mm day-1,1,1.0
09275_Passau,RRm,sem,precipitation,mm day-1,4,1.0
09275_Passau,RRm,sem,precipitation,mm day-1,7,
09275_Passau,RRm,sem,precipitation,mm day-1,10,1.0
09276_Regen,RRm,sem,precipitation,mm day-1,1,1.0
09276_Regen,RRm,sem,precipitation,mm day-1,4,1.0
09276_Regen,RRm,sem,precipitation,mm day-1,7,
09276_Regen,RRm,sem,precipitation,mm day-1,10,1.0
09277_Rottal-Inn,RRm,sem,precipitation,mm day-1,1,1.0
09277_Rottal-Inn,RRm,sem,precipitation,mm day-1,4,1.0
09277_Rottal-Inn,RRm,sem,precipitation,mm day-1,7,
09277_Rottal-Inn,RRm,sem,precipitation,mm day-1,10,1.0
09278_Straubing-Bogen,RRm,sem,precipitation,mm day-1,1,1.0
09278_Straubing-Bogen,RRm,sem,precipitation,mm day-1,4,1.0
09278_Straubing-Bogen,RRm,sem,precipitation,mm day-1,7,
09278_Straubing-Bogen,RRm,sem,precipitation,mm day-1,10,1.0
09279_Dingolfing-Landau,RRm,sem,precipitation,mm day-1,1,1.0
09279_Dingolfing-Landau,RRm,sem,precipitation,mm day-1,4,1.0
09279_Dingolfing-Landau,RRm,sem,precipitation,mm day-1,7,1.0
09279_Dingolfing-Landau,RRm,sem,precipitation,mm day-1,10,1.0
09361_09371_Region_um_Amberg,RRm,sem,precipitation,mm day-1,1,1.0
09361_09371_Region_um_Amberg,RRm,sem,precipitation,mm day-1,4,1.0
09361_09371_Region_um_Amberg,RRm,sem,precipitation,mm day-1,7,
09361_09371_Region_um_Amberg,RRm,sem,precipitation,mm day-1,10,1.0
09361_Amberg,RRm,sem,precipitation,mm day-1,1,1.0
09361_Amberg,RRm,sem,precipitation,mm day-1,4,1.0
09361_Amberg,RRm,sem,precipitation,mm day-1,7,
09361_Amberg,RRm,sem,precipitation,mm day-1,10,1.0
09362_09375_Region_um_Regensburg,RRm,sem,precipitation,mm day-1,1,1.0
09362_09375_Region_um_Regensburg,RRm,sem,precipitation,mm day-1,4,1.0
09362_09375_Region_um_Regensburg,RRm,sem,precipitation,mm day-1,7,
09362_09375_Region_um_Regensburg,RRm,sem,precipitation,mm day-1,10,1.0
09362_Regensburg,RRm,sem,precipitation,mm day-1,1,1.0
09362_Regensburg,RRm,sem,precipitation,mm day-1,4,1.0
09362_Regensburg,RRm,sem,precipitation,mm day-1,7,
09362_Regensburg,RRm,sem,precipitation,mm day-1,10,1.0
09363_09374_Region_um_Weiden_in_der_Oberpfalz,RRm,sem,precipitation,mm day-1,1,1.0
09363_09374_Region_um_Weiden_in_der_Oberpfalz,RRm,sem,precipitation,mm day-1,4,1.0
09363_09374_Region_um_Weiden_in_der_Oberpfalz,RRm,sem,precipitation,mm day-1,7,
09363_09374_Region_um_Weiden_in_der_Oberpfalz,RRm,sem,precipitation,mm day-1,10,1.0
09363_Weiden i.d. OPf.,RRm,sem,precipitation,mm day-1,1,1.0
09363_Weiden i.d. OPf.,RRm,sem,precipitation,mm day-1,4,1.0
09363_Weiden i.d. OPf.,RRm,sem,precipitation,mm day-1,7,
09363_Weiden i.d. OPf.,RRm,sem,precipitation,mm day-1,10,1.0
09371_Amberg-Sulzbach,RRm,sem,precipitation,mm day-1,1,1.0
09371_Amberg-Sulzbach,RRm,sem,precipitation,mm day-1,4,1.0
09371_Amberg-Sulzbach,RRm,sem,precipitation,mm day-1,7,
09371_Amberg-Sulzbach,RRm,sem,precipitation,mm day-1,10,1.0
09372_Cham,RRm,sem,precipitation,mm day-1,1,1.0
09372_Cham,RRm,sem,precipitation,mm day-1,4,1.0
09372_Cham,RRm,sem,precipitation,mm day-1,7,
09372_Cham,RRm,sem,precipitation,mm day-1,10,1.0
09373_Neumarkt i.d. OPf.,RRm,sem,precipitation,mm day-1,1,1.0
09373_Neumarkt i.d. OPf.,RRm,sem,precipitation,mm day-1,4,1.0
09373_Neumarkt i.d. OPf.,RRm,sem,precipitation,mm day-1,7,
09373_Neumarkt i.d. OPf.,RRm,sem,precipitation,mm day-1,10,1.0
09374_Neustadt a.d. Waldnaab,RRm,sem,precipitation,mm day-1,1,1.0
09374_Neustadt a.d. Waldnaab,RRm,sem,precipitation,mm day-1,4,1.0
09374_Neustadt a.d. Waldnaab,RRm,sem,precipitation,mm day-1,7,
09374_Neustadt a.d. Waldnaab,RRm,sem,precipitation,mm day-1,10,1.0
09375_Regensburg,RRm,sem,precipitation,mm day-1,1,1.0
09375_Regensburg,RRm,sem,precipitation,mm day-1,4,1.0
09375_Regensburg,RRm,sem,precipitation,mm day-1,7,
09375_Regensburg,RRm,sem,precipitation,mm day-1,10,1.0
09376_Schwandorf,RRm,sem,precipitation,mm day-1,1,1.0
09376_Schwandorf,RRm,sem,precipitation,mm day-1,4,1.0
09376_Schwandorf,RRm,sem,precipitation,mm day-1,7,1.0
09376_Schwandorf,RRm,sem,precipitation,mm day-1,10,1.0
09377_Tirschenreuth,RRm,sem,precipitation,mm day-1,1,1.0
09377_Tirschenreuth,RRm,sem,precipitation,mm day-1,4,1.0
09377_Tirschenreuth,RRm,sem,precipitation,mm day-1,7,
09377_Tirschenreuth,RRm,sem,precipitation,mm day-1,10,1.0
09461_09471_Region_um_Bamberg,RRm,sem,precipitation,mm day-1,1,1.0
09461_09471_Region_um_Bamberg,RRm,sem,precipitation,mm day-1,4,1.0
09461_09471_Region_um_Bamberg,RRm,sem,precipitation,mm day-1,7,
09461_09471_Region_um_Bamberg,RRm,sem,precipitation,mm day-1,10,1.0
09461_Bamberg,RRm,sem,precipitation,mm day-1,1,1.0
09461_Bamberg,RRm,sem,precipitation,mm day-1,4,1.0
09461_Bamberg,RRm,sem,precipitation,mm day-1,7,
09461_Bamberg,RRm,sem,precipitation,mm day-1,10,1.0
09462_09472_Region_um_Bayreuth,RRm,sem,precipitation,mm day-1,1,1.0
09462_09472_Region_um_Bayreuth,RRm,sem,precipitation,mm day-1,4,1.0
09462_09472_Region_um_Bayreuth,RRm,sem,precipitation,mm day-1,7,
09462_09472_Region_um_Bayreuth,RRm,sem,precipitation,mm day-1,10,1.0
09462_Bayreuth,RRm,sem,precipitation,mm day-1,1,1.0
09462_Bayreuth,RRm,sem,precipitation,mm day-1,4,1.0
09462_Bayreuth,RRm,sem,precipitation,mm day-1,7,
09462_Bayreuth,RRm,sem,precipitation,mm day-1,10,1.0
09463_09473_Region_um_Coburg,RRm,sem,precipitation,mm day-1,1,1.0
09463_09473_Region_um_Coburg,RRm,sem,precipitation,mm day-1,4,1.0
09463_09473_Region_um_Coburg,RRm,sem,precipitation,mm day-1,7,
09463_09473_Region_um_Coburg,RRm,sem,precipitation,mm day-1,10,1.0
09463_Coburg,RRm,sem,precipitation,mm day-1,1,1.0
09463_Coburg,RRm,sem,precipitation,mm day-1,4,1.0
09463_Coburg,RRm,sem,precipitation,mm day-1,7,
09463_Coburg,RRm,sem,precipitation,mm day-1,10,1.0
09464_09475_Region_um_Hof,RRm,sem,precipitation,mm day-1,1,1.0
09464_09475_Region_um_Hof,RRm,sem,precipitation,mm day-1,4,1.0
09464_09475_Region_um_Hof,RRm,sem,precipitation,mm day-1,7,
09464_09475_Region_um_Hof,RRm,sem,precipitation,mm day-1,10,1.0
09464_Hof,RRm,sem,precipitation,mm day-1,1,1.0
09464_Hof,RRm,sem,precipitation,mm day-1,4,1.0
09464_Hof,RRm,sem,precipitation,mm day-1,7,
09464_Hof,RRm,sem,precipitation,mm day-1,10,1.0
09471_Bamberg,RRm,sem,precipitation,mm day-1,1,1.0
09471_Bamberg,RRm,sem,precipitation,mm day-1,4,1.0
09471_Bamberg,RRm,sem,precipitation,mm day-1,7,
09471_Bamberg,RRm,sem,precipitation,mm day-1,10,1.0
09472_Bayreuth,RRm,sem,precipitation,mm day-1,1,1.0
09472_Bayreuth,RRm,sem,precipitation,mm day-1,4,1.0
09472_Bayreuth,RRm,sem,precipitation,mm day-1,7,
09472_Bayreuth,RRm,sem,precipitation,mm day-1,10,1.0
09473_Coburg,RRm,sem,precipitation,mm day-1,1,1.0
09473_Coburg,RRm,sem,precipitation,mm day-1,4,1.0
09473_Coburg,RRm,sem,precipitation,mm day-1,7,
09473_Coburg,RRm,sem,precipitation,mm day-1,10,1.0
09474_Forchheim,RRm,sem,precipitation,mm day-1,1,1.0
09474_Forchheim,RRm,sem,precipitation,mm day-1,4,1.0
09474_Forchheim,RRm,sem,precipitation,mm day-1,7,
09474_Forchheim,RRm,sem,precipitation,mm day-1,10,1.0
09475_Hof,RRm,sem,precipitation,mm day-1,1,1.0
09475_Hof,RRm,sem,precipitation,mm day-1,4,1.0
09475_Hof,RRm,sem,precipitation,mm day-1,7,
09475_Hof,RRm,sem,precipitation,mm day-1,10,1.0
09476_Kronach,RRm,sem,precipitation,mm day-1,1,1.0
09476_Kronach,RRm,sem,precipitation,mm day-1,4,1.0
09476_Kronach,RRm,sem,precipitation,mm day-1,7,
09476_Kronach,RRm,sem,precipitation,mm day-1,10,1.0
09477_Kulmbach,RRm,sem,precipitation,mm day-1,1,1.0
09477_Kulmbach,RRm,sem,precipitation,mm day-1,4,1.0
09477_Kulmbach,RRm,sem,precipitation,mm day-1,7,
09477_Kulmbach,RRm,sem,precipitation,mm day-1,10,1.0
09478_Lichtenfels,RRm,sem,precipitation,mm day-1,1,1.0
09478_Lichtenfels,RRm,sem,precipitation,mm day-1,4,1.0
09478_Lichtenfels,RRm,sem,precipitation,mm day-1,7,
09478_Lichtenfels,RRm,sem,precipitation,mm day-1,10,1.0
09479_Wunsiedel i. Fichtelgebirge,RRm,sem,precipitation,mm day-1,1,1.0
09479_Wunsiedel i. Fichtelgebirge,RRm,sem,precipitation,mm day-1,4,1.0
09479_Wunsiedel i. Fichtelgebirge,RRm,sem,precipitation,mm day-1,7,
09479_Wunsiedel i. Fichtelgebirge,RRm,sem,precipitation,mm day-1,10,1.0
09561_09571_Region_um_Ansbach,RRm,sem,precipitation,mm day-1,1,1.0
09561_09571_Region_um_Ansbach,RRm,sem,precipitation,mm day-1,4,1.0
09561_09571_Region_um_Ansbach,RRm,sem,precipitation,mm day-1,7,
09561_09571_Region_um_Ansbach,RRm,sem,precipitation,mm day-1,10,
09561_Ansbach,RRm,sem,precipitation,mm day-1,1,1.0
09561_Ansbach,RRm,sem,precipitation,mm day-1,4,1.0
09561_Ansbach,RRm,sem,precipitation,mm day-1,7,
09561_Ansbach,RRm,sem,precipitation,mm day-1,10,
09562_09572_09564_09563_Region_um_Erlangen,RRm,sem,precipitation,mm day-1,1,1.0
09562_09572_09564_09563_Region_um_Erlangen,RRm,sem,precipitation,mm day-1,4,1.0
09562_09572_09564_09563_Region_um_Erlangen,RRm,sem,precipitation,mm day-1,7,1.0
09562_09572_09564_09563_Region_um_Erlangen,RRm,sem,precipitation,mm day-1,10,1.0
09562_Erlangen,RRm,sem,precipitation,mm day-1,1,1.0
09562_Erlangen,RRm,sem,precipitation,mm day-1,4,1.0
09562_Erlangen,RRm,sem,precipitation,mm day-1,7,1.0
09562_Erlangen,RRm,sem,precipitation,mm day-1,10,1.0
09563_09573_09562_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,1,1.0
09563_09573_09562_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,4,1.0
09563_09573_09562_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,7,1.0
09563_09573_09562_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,10,1.0
09563_Fürth,RRm,sem,precipitation,mm day-1,1,1.0
09563_Fürth,RRm,sem,precipitation,mm day-1,4,1.0
09563_Fürth,RRm,sem,precipitation,mm day-1,7,1.0
09563_Fürth,RRm,sem,precipitation,mm day-1,10,1.0
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,RRm,sem,precipitation,mm day-1,1,1.0
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,RRm,sem,precipitation,mm day-1,4,1.0
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,RRm,sem,precipitation,mm day-1,7,
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,RRm,sem,precipitation,mm day-1,10,1.0
09564_Nürnberg,RRm,sem,precipitation,mm day-1,1,1.0
09564_Nürnberg,RRm,sem,precipitation,mm day-1,4,1.0
09564_Nürnberg,RRm,sem,precipitation,mm day-1,7,1.0
09564_Nürnberg,RRm,sem,precipitation,mm day-1,10,1.0
09565_09576_09564_Region_um_Schwabach,RRm,sem,precipitation,mm day-1,1,1.0
09565_09576_09564_Region_um_Schwabach,RRm,sem,precipitation,mm day-1,4,1.0
09565_09576_09564_Region_um_Schwabach,RRm,sem,precipitation,mm day-1,7,
09565_09576_09564_Region_um_Schwabach,RRm,sem,precipitation,mm day-1,10,1.0
09565_Schwabach,RRm,sem,precipitation,mm day-1,1,1.0
09565_Schwabach,RRm,sem,precipitation,mm day-1,4,1.0
09565_Schwabach,RRm,sem,precipitation,mm day-1,7,1.0
09565_Schwabach,RRm,sem,precipitation,mm day-1,10,1.0
09571_Ansbach,RRm,sem,precipitation,mm day-1,1,1.0
09571_Ansbach,RRm,sem,precipitation,mm day-1,4,1.0
09571_Ansbach,RRm,sem,precipitation,mm day-1,7,1.0
09571_Ansbach,RRm,sem,precipitation,mm day-1,10,
