region,RRm_sem_3C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
01001_01059_Region_um_Flensburg,0.8477561473846436,RRm,sem,precipitation,mm day-1,1
01001_01059_Region_um_Flensburg,0.6687054634094238,RRm,sem,precipitation,mm day-1,4
01001_01059_Region_um_Flensburg,0.7011029720306396,RRm,sem,precipitation,mm day-1,7
01001_01059_Region_um_Flensburg,0.6747772693634033,RRm,sem,precipitation,mm day-1,10
01001_Flensburg,0.8565669059753418,RRm,sem,precipitation,mm day-1,1
01001_Flensburg,0.7576544284820557,RRm,sem,precipitation,mm day-1,4
01001_Flensburg,0.7349843978881836,RRm,sem,precipitation,mm day-1,7
01001_Flensburg,0.6182503700256348,RRm,sem,precipitation,mm day-1,10
01002_01057_01058_Region_um_Kiel,0.716360330581665,RRm,sem,precipitation,mm day-1,1
01002_01057_01058_Region_um_Kiel,0.653357982635498,RRm,sem,precipitation,mm day-1,4
01002_01057_01058_Region_um_Kiel,0.7118005752563477,RRm,sem,precipitation,mm day-1,7
01002_01057_01058_Region_um_Kiel,0.7161779403686523,RRm,sem,precipitation,mm day-1,10
01002_Kiel,0.7269158363342285,RRm,sem,precipitation,mm day-1,1
01002_Kiel,0.6562185287475586,RRm,sem,precipitation,mm day-1,4
01002_Kiel,0.6644241809844971,RRm,sem,precipitation,mm day-1,7
01002_Kiel,0.6178853511810303,RRm,sem,precipitation,mm day-1,10
01003_13074_01055_01053_01062_Region_um_Lübeck,0.5913128852844238,RRm,sem,precipitation,mm day-1,1
01003_13074_01055_01053_01062_Region_um_Lübeck,0.6330268383026123,RRm,sem,precipitation,mm day-1,4
01003_13074_01055_01053_01062_Region_um_Lübeck,0.6141116619110107,RRm,sem,precipitation,mm day-1,7
01003_13074_01055_01053_01062_Region_um_Lübeck,0.6681139469146729,RRm,sem,precipitation,mm day-1,10
01003_Lübeck,0.5960912704467773,RRm,sem,precipitation,mm day-1,1
01003_Lübeck,0.6740212440490723,RRm,sem,precipitation,mm day-1,4
01003_Lübeck,0.5847413539886475,RRm,sem,precipitation,mm day-1,7
01003_Lübeck,0.7171330451965332,RRm,sem,precipitation,mm day-1,10
01004_01058_01060_01057_01002_Region_um_Neumünster,0.6823234558105469,RRm,sem,precipitation,mm day-1,1
01004_01058_01060_01057_01002_Region_um_Neumünster,0.6692535877227783,RRm,sem,precipitation,mm day-1,4
01004_01058_01060_01057_01002_Region_um_Neumünster,0.7252519130706787,RRm,sem,precipitation,mm day-1,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.7217576503753662,RRm,sem,precipitation,mm day-1,10
01004_Neumünster,0.6817591190338135,RRm,sem,precipitation,mm day-1,1
01004_Neumünster,0.720698356628418,RRm,sem,precipitation,mm day-1,4
01004_Neumünster,0.8075442314147949,RRm,sem,precipitation,mm day-1,7
01004_Neumünster,0.8054556846618652,RRm,sem,precipitation,mm day-1,10
01051_Dithmarschen,1.1268081665039062,RRm,sem,precipitation,mm day-1,1
01051_Dithmarschen,0.7003183364868164,RRm,sem,precipitation,mm day-1,4
01051_Dithmarschen,0.9261496067047119,RRm,sem,precipitation,mm day-1,7
01051_Dithmarschen,2.7620019912719727,RRm,sem,precipitation,mm day-1,10
01053_Herzogtum Lauenburg,0.578566312789917,RRm,sem,precipitation,mm day-1,1
01053_Herzogtum Lauenburg,0.6215617656707764,RRm,sem,precipitation,mm day-1,4
01053_Herzogtum Lauenburg,0.6017422676086426,RRm,sem,precipitation,mm day-1,7
01053_Herzogtum Lauenburg,0.6280536651611328,RRm,sem,precipitation,mm day-1,10
01054_Nordfriesland,1.1147854328155518,RRm,sem,precipitation,mm day-1,1
