region,RRm_sem_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
06431_Bergstraße,0.736262321472168,RRm,sem,precipitation,mm day-1,1
06431_Bergstraße,0.4436523914337158,RRm,sem,precipitation,mm day-1,4
06431_Bergstraße,0.43703126907348633,RRm,sem,precipitation,mm day-1,7
06431_Bergstraße,0.5810880661010742,RRm,sem,precipitation,mm day-1,10
06432_Darmstadt-Dieburg,0.60544753074646,RRm,sem,precipitation,mm day-1,1
06432_Darmstadt-Dieburg,0.4342224597930908,RRm,sem,precipitation,mm day-1,4
06432_Darmstadt-Dieburg,0.4079172611236572,RRm,sem,precipitation,mm day-1,7
06432_Darmstadt-Dieburg,0.46846723556518555,RRm,sem,precipitation,mm day-1,10
06433_Groß-Gerau,0.538023829460144,RRm,sem,precipitation,mm day-1,1
06433_Groß-Gerau,0.3032386302947998,RRm,sem,precipitation,mm day-1,4
06433_Groß-Gerau,0.3319664001464844,RRm,sem,precipitation,mm day-1,7
06433_Groß-Gerau,0.42719316482543945,RRm,sem,precipitation,mm day-1,10
06434_Hochtaunuskreis,0.5171060562133789,RRm,sem,precipitation,mm day-1,1
06434_Hochtaunuskreis,0.46607089042663574,RRm,sem,precipitation,mm day-1,4
06434_Hochtaunuskreis,0.39511799812316895,RRm,sem,precipitation,mm day-1,7
06434_Hochtaunuskreis,0.3272135257720947,RRm,sem,precipitation,mm day-1,10
06435_Main-Kinzig-Kreis,0.6436402797698975,RRm,sem,precipitation,mm day-1,1
06435_Main-Kinzig-Kreis,0.47022557258605957,RRm,sem,precipitation,mm day-1,4
06435_Main-Kinzig-Kreis,0.5372838973999023,RRm,sem,precipitation,mm day-1,7
06435_Main-Kinzig-Kreis,0.47922205924987793,RRm,sem,precipitation,mm day-1,10
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.46089017391204834,RRm,sem,precipitation,mm day-1,1
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.3548600673675537,RRm,sem,precipitation,mm day-1,4
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.3764939308166504,RRm,sem,precipitation,mm day-1,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.3363456726074219,RRm,sem,precipitation,mm day-1,10
06436_Main-Taunus-Kreis,0.5223242044448853,RRm,sem,precipitation,mm day-1,1
06436_Main-Taunus-Kreis,0.3704521656036377,RRm,sem,precipitation,mm day-1,4
06436_Main-Taunus-Kreis,0.3625302314758301,RRm,sem,precipitation,mm day-1,7
06436_Main-Taunus-Kreis,0.3424665927886963,RRm,sem,precipitation,mm day-1,10
06437_Odenwaldkreis,0.7359795570373535,RRm,sem,precipitation,mm day-1,1
06437_Odenwaldkreis,0.4827723503112793,RRm,sem,precipitation,mm day-1,4
06437_Odenwaldkreis,0.40792036056518555,RRm,sem,precipitation,mm day-1,7
06437_Odenwaldkreis,0.5244500637054443,RRm,sem,precipitation,mm day-1,10
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.5950732231140137,RRm,sem,precipitation,mm day-1,1
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.39053964614868164,RRm,sem,precipitation,mm day-1,4
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.44046854972839355,RRm,sem,precipitation,mm day-1,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.46871280670166016,RRm,sem,precipitation,mm day-1,10
06438_Offenbach,0.49748194217681885,RRm,sem,precipitation,mm day-1,1
06438_Offenbach,0.3930988311767578,RRm,sem,precipitation,mm day-1,4
06438_Offenbach,0.4034302234649658,RRm,sem,precipitation,mm day-1,7
06438_Offenbach,0.43079304695129395,RRm,sem,precipitation,mm day-1,10
06439_Rheingau-Taunus-Kreis,0.41322171688079834,RRm,sem,precipitation,mm day-1,1
06439_Rheingau-Taunus-Kreis,0.3724253177642822,RRm,sem,precipitation,mm day-1,4
06439_Rheingau-Taunus-Kreis,0.4150886535644531,RRm,sem,precipitation,mm day-1,7
06439_Rheingau-Taunus-Kreis,0.3222595453262329,RRm,sem,precipitation,mm day-1,10
06440_Wetteraukreis,0.6365666389465332,RRm,sem,precipitation,mm day-1,1
06440_Wetteraukreis,0.44249701499938965,RRm,sem,precipitation,mm day-1,4
06440_Wetteraukreis,0.44945597648620605,RRm,sem,precipitation,mm day-1,7
06440_Wetteraukreis,0.380281925201416,RRm,sem,precipitation,mm day-1,10
06531_Gießen,0.5888361930847168,RRm,sem,precipitation,mm day-1,1
06531_Gießen,0.41876232624053955,RRm,sem,precipitation,mm day-1,4
06531_Gießen,0.3820321559906006,RRm,sem,precipitation,mm day-1,7
06531_Gießen,0.38005995750427246,RRm,sem,precipitation,mm day-1,10
06532_Lahn-Dill-Kreis,0.4757552146911621,RRm,sem,precipitation,mm day-1,1
06532_Lahn-Dill-Kreis,0.4976193904876709,RRm,sem,precipitation,mm day-1,4
06532_Lahn-Dill-Kreis,0.3584597110748291,RRm,sem,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,0.31806910037994385,RRm,sem,precipitation,mm day-1,10
06533_Limburg-Weilburg,0.41494297981262207,RRm,sem,precipitation,mm day-1,1
06533_Limburg-Weilburg,0.37180519104003906,RRm,sem,precipitation,mm day-1,4
06533_Limburg-Weilburg,0.44489407539367676,RRm,sem,precipitation,mm day-1,7
06533_Limburg-Weilburg,0.3687722682952881,RRm,sem,precipitation,mm day-1,10
06534_Marburg-Biedenkopf,0.40142297744750977,RRm,sem,precipitation,mm day-1,1
06534_Marburg-Biedenkopf,0.43883323669433594,RRm,sem,precipitation,mm day-1,4
06534_Marburg-Biedenkopf,0.4411182403564453,RRm,sem,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,0.28681671619415283,RRm,sem,precipitation,mm day-1,10
06535_Vogelsbergkreis,0.4721558094024658,RRm,sem,precipitation,mm day-1,1
06535_Vogelsbergkreis,0.483400821685791,RRm,sem,precipitation,mm day-1,4
06535_Vogelsbergkreis,0.5315866470336914,RRm,sem,precipitation,mm day-1,7
06535_Vogelsbergkreis,0.35250091552734375,RRm,sem,precipitation,mm day-1,10
06611_06633_03159_Region_um_Kassel,0.39990830421447754,RRm,sem,precipitation,mm day-1,1
06611_06633_03159_Region_um_Kassel,0.400404691696167,RRm,sem,precipitation,mm day-1,4
06611_06633_03159_Region_um_Kassel,0.5951313972473145,RRm,sem,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,0.3820633888244629,RRm,sem,precipitation,mm day-1,10
06611_Kassel,0.4216630458831787,RRm,sem,precipitation,mm day-1,1
06611_Kassel,0.39722251892089844,RRm,sem,precipitation,mm day-1,4
06611_Kassel,0.5501327514648438,RRm,sem,precipitation,mm day-1,7
06611_Kassel,0.3514230251312256,RRm,sem,precipitation,mm day-1,10
06631_Fulda,0.4828944206237793,RRm,sem,precipitation,mm day-1,1
06631_Fulda,0.42652106285095215,RRm,sem,precipitation,mm day-1,4
06631_Fulda,0.6199476718902588,RRm,sem,precipitation,mm day-1,7
06631_Fulda,0.3702223300933838,RRm,sem,precipitation,mm day-1,10
06632_Hersfeld-Rotenburg,0.4052870273590088,RRm,sem,precipitation,mm day-1,1
06632_Hersfeld-Rotenburg,0.3818584680557251,RRm,sem,precipitation,mm day-1,4
06632_Hersfeld-Rotenburg,0.5717732906341553,RRm,sem,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,0.3314192295074463,RRm,sem,precipitation,mm day-1,10
06633_Kassel,0.4027729034423828,RRm,sem,precipitation,mm day-1,1
06633_Kassel,0.3880767822265625,RRm,sem,precipitation,mm day-1,4
06633_Kassel,0.5334582328796387,RRm,sem,precipitation,mm day-1,7
06633_Kassel,0.3369499444961548,RRm,sem,precipitation,mm day-1,10
06634_Schwalm-Eder-Kreis,0.3842024803161621,RRm,sem,precipitation,mm day-1,1
06634_Schwalm-Eder-Kreis,0.4241445064544678,RRm,sem,precipitation,mm day-1,4
06634_Schwalm-Eder-Kreis,0.4995386600494385,RRm,sem,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,0.35016775131225586,RRm,sem,precipitation,mm day-1,10
06635_Waldeck-Frankenberg,0.32822489738464355,RRm,sem,precipitation,mm day-1,1
06635_Waldeck-Frankenberg,0.3567795753479004,RRm,sem,precipitation,mm day-1,4
06635_Waldeck-Frankenberg,0.4400138854980469,RRm,sem,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,0.3148610591888428,RRm,sem,precipitation,mm day-1,10
06636_Werra-Meißner-Kreis,0.39808130264282227,RRm,sem,precipitation,mm day-1,1
06636_Werra-Meißner-Kreis,0.4571726322174072,RRm,sem,precipitation,mm day-1,4
06636_Werra-Meißner-Kreis,0.5071780681610107,RRm,sem,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,0.3559945821762085,RRm,sem,precipitation,mm day-1,10
07111_07137_07141_07143_Region_um_Koblenz,0.4875326156616211,RRm,sem,precipitation,mm day-1,1
07111_07137_07141_07143_Region_um_Koblenz,0.32450830936431885,RRm,sem,precipitation,mm day-1,4
07111_07137_07141_07143_Region_um_Koblenz,0.5344462394714355,RRm,sem,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,0.3844475746154785,RRm,sem,precipitation,mm day-1,10
07111_Koblenz,0.5493838787078857,RRm,sem,precipitation,mm day-1,1
07111_Koblenz,0.3620414733886719,RRm,sem,precipitation,mm day-1,4
07111_Koblenz,0.5623874664306641,RRm,sem,precipitation,mm day-1,7
07111_Koblenz,0.5269873142242432,RRm,sem,precipitation,mm day-1,10
07131_Ahrweiler,0.5044219493865967,RRm,sem,precipitation,mm day-1,1
07131_Ahrweiler,0.38214945793151855,RRm,sem,precipitation,mm day-1,4
07131_Ahrweiler,0.636953592300415,RRm,sem,precipitation,mm day-1,7
07131_Ahrweiler,0.3171370029449463,RRm,sem,precipitation,mm day-1,10
07132_Altenkirchen (Westerwald),0.7256300449371338,RRm,sem,precipitation,mm day-1,1
07132_Altenkirchen (Westerwald),0.5130774974822998,RRm,sem,precipitation,mm day-1,4
07132_Altenkirchen (Westerwald),0.5478963851928711,RRm,sem,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),0.5413007736206055,RRm,sem,precipitation,mm day-1,10
07133_Bad Kreuznach,0.3909752368927002,RRm,sem,precipitation,mm day-1,1
07133_Bad Kreuznach,0.38222837448120117,RRm,sem,precipitation,mm day-1,4
07133_Bad Kreuznach,0.44646239280700684,RRm,sem,precipitation,mm day-1,7
07133_Bad Kreuznach,0.3333737850189209,RRm,sem,precipitation,mm day-1,10
07134_Birkenfeld,0.5410957336425781,RRm,sem,precipitation,mm day-1,1
07134_Birkenfeld,0.49956846237182617,RRm,sem,precipitation,mm day-1,4
07134_Birkenfeld,0.39829087257385254,RRm,sem,precipitation,mm day-1,7
07134_Birkenfeld,0.4437255859375,RRm,sem,precipitation,mm day-1,10
07135_Cochem-Zell,0.4348320960998535,RRm,sem,precipitation,mm day-1,1
07135_Cochem-Zell,0.3654317855834961,RRm,sem,precipitation,mm day-1,4
07135_Cochem-Zell,0.5290954113006592,RRm,sem,precipitation,mm day-1,7
07135_Cochem-Zell,0.28020191192626953,RRm,sem,precipitation,mm day-1,10
07137_Mayen-Koblenz,0.5256109237670898,RRm,sem,precipitation,mm day-1,1
07137_Mayen-Koblenz,0.33699917793273926,RRm,sem,precipitation,mm day-1,4
07137_Mayen-Koblenz,0.5590920448303223,RRm,sem,precipitation,mm day-1,7
07137_Mayen-Koblenz,0.35762691497802734,RRm,sem,precipitation,mm day-1,10
07138_Neuwied,0.6618738174438477,RRm,sem,precipitation,mm day-1,1
07138_Neuwied,0.36703193187713623,RRm,sem,precipitation,mm day-1,4
07138_Neuwied,0.5639874935150146,RRm,sem,precipitation,mm day-1,7
07138_Neuwied,0.5509240627288818,RRm,sem,precipitation,mm day-1,10
07140_Rhein-Hunsrück-Kreis,0.4767887592315674,RRm,sem,precipitation,mm day-1,1
07140_Rhein-Hunsrück-Kreis,0.40836071968078613,RRm,sem,precipitation,mm day-1,4
07140_Rhein-Hunsrück-Kreis,0.5083160400390625,RRm,sem,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,0.31852030754089355,RRm,sem,precipitation,mm day-1,10
07141_Rhein-Lahn-Kreis,0.5122451782226562,RRm,sem,precipitation,mm day-1,1
07141_Rhein-Lahn-Kreis,0.3514223098754883,RRm,sem,precipitation,mm day-1,4
07141_Rhein-Lahn-Kreis,0.517526388168335,RRm,sem,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,0.3538367748260498,RRm,sem,precipitation,mm day-1,10
07143_Westerwaldkreis,0.6459012031555176,RRm,sem,precipitation,mm day-1,1
07143_Westerwaldkreis,0.4524848461151123,RRm,sem,precipitation,mm day-1,4
07143_Westerwaldkreis,0.524561882019043,RRm,sem,precipitation,mm day-1,7
07143_Westerwaldkreis,0.4414839744567871,RRm,sem,precipitation,mm day-1,10
07211_07235_Region_um_Trier,0.6377253532409668,RRm,sem,precipitation,mm day-1,1
07211_07235_Region_um_Trier,0.4629855155944824,RRm,sem,precipitation,mm day-1,4
07211_07235_Region_um_Trier,0.45843076705932617,RRm,sem,precipitation,mm day-1,7
07211_07235_Region_um_Trier,0.43524742126464844,RRm,sem,precipitation,mm day-1,10
07211_Trier,0.6475398540496826,RRm,sem,precipitation,mm day-1,1
07211_Trier,0.49035024642944336,RRm,sem,precipitation,mm day-1,4
07211_Trier,0.4258890151977539,RRm,sem,precipitation,mm day-1,7
07211_Trier,0.4433317184448242,RRm,sem,precipitation,mm day-1,10
07231_Bernkastel-Wittlich,0.4853038787841797,RRm,sem,precipitation,mm day-1,1
07231_Bernkastel-Wittlich,0.4457967281341553,RRm,sem,precipitation,mm day-1,4
07231_Bernkastel-Wittlich,0.4653909206390381,RRm,sem,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,0.3791511058807373,RRm,sem,precipitation,mm day-1,10
07232_Eifelkreis Bitburg-Prüm,0.500861406326294,RRm,sem,precipitation,mm day-1,1
07232_Eifelkreis Bitburg-Prüm,0.4540526866912842,RRm,sem,precipitation,mm day-1,4
07232_Eifelkreis Bitburg-Prüm,0.4326512813568115,RRm,sem,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,0.33293938636779785,RRm,sem,precipitation,mm day-1,10
07233_Vulkaneifel,0.45784568786621094,RRm,sem,precipitation,mm day-1,1
07233_Vulkaneifel,0.4491100311279297,RRm,sem,precipitation,mm day-1,4
07233_Vulkaneifel,0.5440630912780762,RRm,sem,precipitation,mm day-1,7
07233_Vulkaneifel,0.3356363773345947,RRm,sem,precipitation,mm day-1,10
07235_Trier-Saarburg,0.6426472663879395,RRm,sem,precipitation,mm day-1,1
07235_Trier-Saarburg,0.4653334617614746,RRm,sem,precipitation,mm day-1,4
07235_Trier-Saarburg,0.4621086120605469,RRm,sem,precipitation,mm day-1,7
07235_Trier-Saarburg,0.43433332443237305,RRm,sem,precipitation,mm day-1,10
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.7299597263336182,RRm,sem,precipitation,mm day-1,1
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.3807547092437744,RRm,sem,precipitation,mm day-1,4
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.4478487968444824,RRm,sem,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.4436912536621094,RRm,sem,precipitation,mm day-1,10
07311_Frankenthal (Pfalz),0.6371889114379883,RRm,sem,precipitation,mm day-1,1
07311_Frankenthal (Pfalz),0.38038039207458496,RRm,sem,precipitation,mm day-1,4
07311_Frankenthal (Pfalz),0.424546480178833,RRm,sem,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),0.3691833019256592,RRm,sem,precipitation,mm day-1,10
07312_07335_07332_Region_um_Kaiserslautern,0.38701117038726807,RRm,sem,precipitation,mm day-1,1
07312_07335_07332_Region_um_Kaiserslautern,0.5319132804870605,RRm,sem,precipitation,mm day-1,4
07312_07335_07332_Region_um_Kaiserslautern,0.43115687370300293,RRm,sem,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,0.28961455821990967,RRm,sem,precipitation,mm day-1,10
07312_Kaiserslautern,0.42081785202026367,RRm,sem,precipitation,mm day-1,1
07312_Kaiserslautern,0.5853605270385742,RRm,sem,precipitation,mm day-1,4
07312_Kaiserslautern,0.4673309326171875,RRm,sem,precipitation,mm day-1,7
07312_Kaiserslautern,0.32587528228759766,RRm,sem,precipitation,mm day-1,10
07313_07337_Region_um_Landau_in_der_Pfalz,0.49109983444213867,RRm,sem,precipitation,mm day-1,1
07313_07337_Region_um_Landau_in_der_Pfalz,0.5046298503875732,RRm,sem,precipitation,mm day-1,4
07313_07337_Region_um_Landau_in_der_Pfalz,0.43748044967651367,RRm,sem,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.4729025363922119,RRm,sem,precipitation,mm day-1,10
07313_Landau in der Pfalz,0.4766051769256592,RRm,sem,precipitation,mm day-1,1
07313_Landau in der Pfalz,0.5217082500457764,RRm,sem,precipitation,mm day-1,4
07313_Landau in der Pfalz,0.44223976135253906,RRm,sem,precipitation,mm day-1,7
07313_Landau in der Pfalz,0.45099425315856934,RRm,sem,precipitation,mm day-1,10
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.7263832092285156,RRm,sem,precipitation,mm day-1,1
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.378436803817749,RRm,sem,precipitation,mm day-1,4
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.4434013366699219,RRm,sem,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.4431314468383789,RRm,sem,precipitation,mm day-1,10
07314_Ludwigshafen am Rhein,0.6517329216003418,RRm,sem,precipitation,mm day-1,1
07314_Ludwigshafen am Rhein,0.3802669048309326,RRm,sem,precipitation,mm day-1,4
07314_Ludwigshafen am Rhein,0.4372859001159668,RRm,sem,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,0.42058396339416504,RRm,sem,precipitation,mm day-1,10
07315_07339_06414_06433_Region_um_Mainz,0.4662071466445923,RRm,sem,precipitation,mm day-1,1
07315_07339_06414_06433_Region_um_Mainz,0.30412304401397705,RRm,sem,precipitation,mm day-1,4
07315_07339_06414_06433_Region_um_Mainz,0.360182523727417,RRm,sem,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,0.3600306510925293,RRm,sem,precipitation,mm day-1,10
07315_Mainz,0.45691847801208496,RRm,sem,precipitation,mm day-1,1
07315_Mainz,0.3209031820297241,RRm,sem,precipitation,mm day-1,4
07315_Mainz,0.36214566230773926,RRm,sem,precipitation,mm day-1,7
07315_Mainz,0.3264521360397339,RRm,sem,precipitation,mm day-1,10
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.4699728488922119,RRm,sem,precipitation,mm day-1,1
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.48800206184387207,RRm,sem,precipitation,mm day-1,4
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.4254176616668701,RRm,sem,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.3964099884033203,RRm,sem,precipitation,mm day-1,10
07316_Neustadt an der Weinstraße,0.5797245502471924,RRm,sem,precipitation,mm day-1,1
07316_Neustadt an der Weinstraße,0.45543766021728516,RRm,sem,precipitation,mm day-1,4
07316_Neustadt an der Weinstraße,0.46233558654785156,RRm,sem,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,0.391956090927124,RRm,sem,precipitation,mm day-1,10
07317_07340_Region_um_Pirmasens,0.5297131538391113,RRm,sem,precipitation,mm day-1,1
07317_07340_Region_um_Pirmasens,0.6179845333099365,RRm,sem,precipitation,mm day-1,4
07317_07340_Region_um_Pirmasens,0.4360806941986084,RRm,sem,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,0.3927419185638428,RRm,sem,precipitation,mm day-1,10
07317_Pirmasens,0.597527265548706,RRm,sem,precipitation,mm day-1,1
07317_Pirmasens,0.6388678550720215,RRm,sem,precipitation,mm day-1,4
07317_Pirmasens,0.443572998046875,RRm,sem,precipitation,mm day-1,7
07317_Pirmasens,0.4479198455810547,RRm,sem,precipitation,mm day-1,10
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.7096037864685059,RRm,sem,precipitation,mm day-1,1
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.4700026512145996,RRm,sem,precipitation,mm day-1,4
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.48053836822509766,RRm,sem,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.5033609867095947,RRm,sem,precipitation,mm day-1,10
07318_Speyer,0.7820031642913818,RRm,sem,precipitation,mm day-1,1
07318_Speyer,0.44149112701416016,RRm,sem,precipitation,mm day-1,4
07318_Speyer,0.5125682353973389,RRm,sem,precipitation,mm day-1,7
07318_Speyer,0.45183515548706055,RRm,sem,precipitation,mm day-1,10
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.579981803894043,RRm,sem,precipitation,mm day-1,1
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.38819146156311035,RRm,sem,precipitation,mm day-1,4
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.4061400890350342,RRm,sem,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.3848917484283447,RRm,sem,precipitation,mm day-1,10
07319_Worms,0.624983549118042,RRm,sem,precipitation,mm day-1,1
07319_Worms,0.36197566986083984,RRm,sem,precipitation,mm day-1,4
07319_Worms,0.3358612060546875,RRm,sem,precipitation,mm day-1,7
07319_Worms,0.3535546064376831,RRm,sem,precipitation,mm day-1,10
07320_07340_10045_07317_Region_um_Zweibrücken,0.5756452083587646,RRm,sem,precipitation,mm day-1,1
07320_07340_10045_07317_Region_um_Zweibrücken,0.6076018810272217,RRm,sem,precipitation,mm day-1,4
07320_07340_10045_07317_Region_um_Zweibrücken,0.4241197109222412,RRm,sem,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.396648645401001,RRm,sem,precipitation,mm day-1,10
07320_Zweibrücken,0.6650307178497314,RRm,sem,precipitation,mm day-1,1
07320_Zweibrücken,0.6203467845916748,RRm,sem,precipitation,mm day-1,4
07320_Zweibrücken,0.42560839653015137,RRm,sem,precipitation,mm day-1,7
07320_Zweibrücken,0.42615318298339844,RRm,sem,precipitation,mm day-1,10
07331_Alzey-Worms,0.4455348253250122,RRm,sem,precipitation,mm day-1,1
07331_Alzey-Worms,0.3335871696472168,RRm,sem,precipitation,mm day-1,4
07331_Alzey-Worms,0.3562791347503662,RRm,sem,precipitation,mm day-1,7
07331_Alzey-Worms,0.2818399667739868,RRm,sem,precipitation,mm day-1,10
07332_Bad Dürkheim,0.4249277114868164,RRm,sem,precipitation,mm day-1,1
07332_Bad Dürkheim,0.47415733337402344,RRm,sem,precipitation,mm day-1,4
07332_Bad Dürkheim,0.4043765068054199,RRm,sem,precipitation,mm day-1,7
07332_Bad Dürkheim,0.3063161373138428,RRm,sem,precipitation,mm day-1,10
07333_Donnersbergkreis,0.3966165781021118,RRm,sem,precipitation,mm day-1,1
07333_Donnersbergkreis,0.43752431869506836,RRm,sem,precipitation,mm day-1,4
07333_Donnersbergkreis,0.42020606994628906,RRm,sem,precipitation,mm day-1,7
07333_Donnersbergkreis,0.2578704357147217,RRm,sem,precipitation,mm day-1,10
07334_Germersheim,0.6800919771194458,RRm,sem,precipitation,mm day-1,1
07334_Germersheim,0.4522733688354492,RRm,sem,precipitation,mm day-1,4
07334_Germersheim,0.4375784397125244,RRm,sem,precipitation,mm day-1,7
07334_Germersheim,0.4677647352218628,RRm,sem,precipitation,mm day-1,10
07335_Kaiserslautern,0.4068183898925781,RRm,sem,precipitation,mm day-1,1
07335_Kaiserslautern,0.5750937461853027,RRm,sem,precipitation,mm day-1,4
07335_Kaiserslautern,0.4485316276550293,RRm,sem,precipitation,mm day-1,7
07335_Kaiserslautern,0.32897305488586426,RRm,sem,precipitation,mm day-1,10
07336_Kusel,0.4618813991546631,RRm,sem,precipitation,mm day-1,1
07336_Kusel,0.5203449726104736,RRm,sem,precipitation,mm day-1,4
07336_Kusel,0.37784910202026367,RRm,sem,precipitation,mm day-1,7
07336_Kusel,0.30562281608581543,RRm,sem,precipitation,mm day-1,10
07337_Südliche Weinstraße,0.49317502975463867,RRm,sem,precipitation,mm day-1,1
07337_Südliche Weinstraße,0.5021848678588867,RRm,sem,precipitation,mm day-1,4
07337_Südliche Weinstraße,0.4367988109588623,RRm,sem,precipitation,mm day-1,7
07337_Südliche Weinstraße,0.47603893280029297,RRm,sem,precipitation,mm day-1,10
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.643601655960083,RRm,sem,precipitation,mm day-1,1
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.46575403213500977,RRm,sem,precipitation,mm day-1,4
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.4575996398925781,RRm,sem,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.43309760093688965,RRm,sem,precipitation,mm day-1,10
07338_Rhein-Pfalz-Kreis,0.7100746631622314,RRm,sem,precipitation,mm day-1,1
07338_Rhein-Pfalz-Kreis,0.3802495002746582,RRm,sem,precipitation,mm day-1,4
07338_Rhein-Pfalz-Kreis,0.4437069892883301,RRm,sem,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,0.4055016040802002,RRm,sem,precipitation,mm day-1,10
07339_Mainz-Bingen,0.4060959815979004,RRm,sem,precipitation,mm day-1,1
07339_Mainz-Bingen,0.30607056617736816,RRm,sem,precipitation,mm day-1,4
07339_Mainz-Bingen,0.3798484802246094,RRm,sem,precipitation,mm day-1,7
07339_Mainz-Bingen,0.31966209411621094,RRm,sem,precipitation,mm day-1,10
07340_Südwestpfalz,0.5250062942504883,RRm,sem,precipitation,mm day-1,1
07340_Südwestpfalz,0.6165351867675781,RRm,sem,precipitation,mm day-1,4
07340_Südwestpfalz,0.4359440803527832,RRm,sem,precipitation,mm day-1,7
07340_Südwestpfalz,0.3889126777648926,RRm,sem,precipitation,mm day-1,10
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.5278997421264648,RRm,sem,precipitation,mm day-1,1
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.5564301013946533,RRm,sem,precipitation,mm day-1,4
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.5929405689239502,RRm,sem,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.5278031826019287,RRm,sem,precipitation,mm day-1,10
08111_Stuttgart,0.5142669677734375,RRm,sem,precipitation,mm day-1,1
08111_Stuttgart,0.5419061183929443,RRm,sem,precipitation,mm day-1,4
08111_Stuttgart,0.5824203491210938,RRm,sem,precipitation,mm day-1,7
08111_Stuttgart,0.5642774105072021,RRm,sem,precipitation,mm day-1,10
08115_Böblingen,0.38824570178985596,RRm,sem,precipitation,mm day-1,1
