region,RRm_sem_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.5609474182128906,RRm,sem,precipitation,mm day-1,1
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.4268612861633301,RRm,sem,precipitation,mm day-1,4
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.6285502910614014,RRm,sem,precipitation,mm day-1,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.4228336811065674,RRm,sem,precipitation,mm day-1,10
05113_Essen,0.5909442901611328,RRm,sem,precipitation,mm day-1,1
05113_Essen,0.43932342529296875,RRm,sem,precipitation,mm day-1,4
05113_Essen,0.6265966892242432,RRm,sem,precipitation,mm day-1,7
05113_Essen,0.4659605026245117,RRm,sem,precipitation,mm day-1,10
05114_05112_05162_05166_05170_Region_um_Krefeld,0.5444743633270264,RRm,sem,precipitation,mm day-1,1
05114_05112_05162_05166_05170_Region_um_Krefeld,0.3875095844268799,RRm,sem,precipitation,mm day-1,4
05114_05112_05162_05166_05170_Region_um_Krefeld,0.5774083137512207,RRm,sem,precipitation,mm day-1,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.3854985237121582,RRm,sem,precipitation,mm day-1,10
05114_Krefeld,0.6594305038452148,RRm,sem,precipitation,mm day-1,1
05114_Krefeld,0.4096720218658447,RRm,sem,precipitation,mm day-1,4
05114_Krefeld,0.561171293258667,RRm,sem,precipitation,mm day-1,7
05114_Krefeld,0.4082763195037842,RRm,sem,precipitation,mm day-1,10
05116_05370_05166_05162_Region_um_Mönchengladbach,0.5302836894989014,RRm,sem,precipitation,mm day-1,1
05116_05370_05166_05162_Region_um_Mönchengladbach,0.3489201068878174,RRm,sem,precipitation,mm day-1,4
05116_05370_05166_05162_Region_um_Mönchengladbach,0.5663738250732422,RRm,sem,precipitation,mm day-1,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.395418643951416,RRm,sem,precipitation,mm day-1,10
05116_Mönchengladbach,0.4802180528640747,RRm,sem,precipitation,mm day-1,1
05116_Mönchengladbach,0.3723728656768799,RRm,sem,precipitation,mm day-1,4
05116_Mönchengladbach,0.5838005542755127,RRm,sem,precipitation,mm day-1,7
05116_Mönchengladbach,0.3465604782104492,RRm,sem,precipitation,mm day-1,10
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.6730504035949707,RRm,sem,precipitation,mm day-1,1
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.42978644371032715,RRm,sem,precipitation,mm day-1,4
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.5845181941986084,RRm,sem,precipitation,mm day-1,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.5090816020965576,RRm,sem,precipitation,mm day-1,10
05117_Mülheim an der Ruhr,0.6587669849395752,RRm,sem,precipitation,mm day-1,1
05117_Mülheim an der Ruhr,0.42324399948120117,RRm,sem,precipitation,mm day-1,4
05117_Mülheim an der Ruhr,0.5990700721740723,RRm,sem,precipitation,mm day-1,7
05117_Mülheim an der Ruhr,0.5098822116851807,RRm,sem,precipitation,mm day-1,10
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.539170503616333,RRm,sem,precipitation,mm day-1,1
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.4052698612213135,RRm,sem,precipitation,mm day-1,4
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.5987114906311035,RRm,sem,precipitation,mm day-1,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.42965221405029297,RRm,sem,precipitation,mm day-1,10
05119_Oberhausen,0.5756728649139404,RRm,sem,precipitation,mm day-1,1
05119_Oberhausen,0.3855416774749756,RRm,sem,precipitation,mm day-1,4
05119_Oberhausen,0.6243000030517578,RRm,sem,precipitation,mm day-1,7
05119_Oberhausen,0.44757914543151855,RRm,sem,precipitation,mm day-1,10
05120_05124_05122_05378_05374_Region_um_Remscheid,0.7234897613525391,RRm,sem,precipitation,mm day-1,1
05120_05124_05122_05378_05374_Region_um_Remscheid,0.582526445388794,RRm,sem,precipitation,mm day-1,4
05120_05124_05122_05378_05374_Region_um_Remscheid,0.5372905731201172,RRm,sem,precipitation,mm day-1,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.6038815975189209,RRm,sem,precipitation,mm day-1,10
05120_Remscheid,0.7859048843383789,RRm,sem,precipitation,mm day-1,1
05120_Remscheid,0.605881929397583,RRm,sem,precipitation,mm day-1,4
05120_Remscheid,0.5923962593078613,RRm,sem,precipitation,mm day-1,7
05120_Remscheid,0.5314044952392578,RRm,sem,precipitation,mm day-1,10
05122_05158_05124_05378_05120_Region_um_Solingen,0.7831995487213135,RRm,sem,precipitation,mm day-1,1
05122_05158_05124_05378_05120_Region_um_Solingen,0.544677734375,RRm,sem,precipitation,mm day-1,4
05122_05158_05124_05378_05120_Region_um_Solingen,0.5606653690338135,RRm,sem,precipitation,mm day-1,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.6065664291381836,RRm,sem,precipitation,mm day-1,10
05122_Solingen,0.9071757793426514,RRm,sem,precipitation,mm day-1,1
05122_Solingen,0.6032328605651855,RRm,sem,precipitation,mm day-1,4
05122_Solingen,0.5508873462677002,RRm,sem,precipitation,mm day-1,7
05122_Solingen,0.633796215057373,RRm,sem,precipitation,mm day-1,10
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.6710436344146729,RRm,sem,precipitation,mm day-1,1
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.5499041080474854,RRm,sem,precipitation,mm day-1,4
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.5666933059692383,RRm,sem,precipitation,mm day-1,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.5465538501739502,RRm,sem,precipitation,mm day-1,10
05124_Wuppertal,0.6758337020874023,RRm,sem,precipitation,mm day-1,1
05124_Wuppertal,0.5509130954742432,RRm,sem,precipitation,mm day-1,4
05124_Wuppertal,0.6269800662994385,RRm,sem,precipitation,mm day-1,7
05124_Wuppertal,0.5129876136779785,RRm,sem,precipitation,mm day-1,10
05154_Kleve,0.39179909229278564,RRm,sem,precipitation,mm day-1,1
05154_Kleve,0.4013214111328125,RRm,sem,precipitation,mm day-1,4
05154_Kleve,0.6130039691925049,RRm,sem,precipitation,mm day-1,7
05154_Kleve,0.36148524284362793,RRm,sem,precipitation,mm day-1,10
05158_Mettmann,0.7431380748748779,RRm,sem,precipitation,mm day-1,1
05158_Mettmann,0.4805440902709961,RRm,sem,precipitation,mm day-1,4
05158_Mettmann,0.5620033740997314,RRm,sem,precipitation,mm day-1,7
05158_Mettmann,0.5811929702758789,RRm,sem,precipitation,mm day-1,10
05162_Rhein-Kreis Neuss,0.6423611640930176,RRm,sem,precipitation,mm day-1,1
05162_Rhein-Kreis Neuss,0.3496134281158447,RRm,sem,precipitation,mm day-1,4
05162_Rhein-Kreis Neuss,0.5332837104797363,RRm,sem,precipitation,mm day-1,7
05162_Rhein-Kreis Neuss,0.4612617492675781,RRm,sem,precipitation,mm day-1,10
05166_Viersen,0.46902012825012207,RRm,sem,precipitation,mm day-1,1
05166_Viersen,0.38377952575683594,RRm,sem,precipitation,mm day-1,4
05166_Viersen,0.5972111225128174,RRm,sem,precipitation,mm day-1,7
05166_Viersen,0.35710442066192627,RRm,sem,precipitation,mm day-1,10
05170_Wesel,0.49040496349334717,RRm,sem,precipitation,mm day-1,1
05170_Wesel,0.4250173568725586,RRm,sem,precipitation,mm day-1,4
05170_Wesel,0.5951840877532959,RRm,sem,precipitation,mm day-1,7
05170_Wesel,0.4238440990447998,RRm,sem,precipitation,mm day-1,10
05314_05382_Region_um_Bonn,0.6847429275512695,RRm,sem,precipitation,mm day-1,1
05314_05382_Region_um_Bonn,0.4276854991912842,RRm,sem,precipitation,mm day-1,4
05314_05382_Region_um_Bonn,0.5917425155639648,RRm,sem,precipitation,mm day-1,7
05314_05382_Region_um_Bonn,0.5468065738677979,RRm,sem,precipitation,mm day-1,10
05314_Bonn,0.6332697868347168,RRm,sem,precipitation,mm day-1,1
05314_Bonn,0.3678591251373291,RRm,sem,precipitation,mm day-1,4
05314_Bonn,0.6065874099731445,RRm,sem,precipitation,mm day-1,7
05314_Bonn,0.5707190036773682,RRm,sem,precipitation,mm day-1,10
05315_Köln,0.7876594066619873,RRm,sem,precipitation,mm day-1,1
05315_Köln,0.5209178924560547,RRm,sem,precipitation,mm day-1,4
05315_Köln,0.5449409484863281,RRm,sem,precipitation,mm day-1,7
05315_Köln,0.5961875915527344,RRm,sem,precipitation,mm day-1,10
05316_05315_05378_05158_Region_um_Leverkusen,0.796212911605835,RRm,sem,precipitation,mm day-1,1
05316_05315_05378_05158_Region_um_Leverkusen,0.5425448417663574,RRm,sem,precipitation,mm day-1,4
05316_05315_05378_05158_Region_um_Leverkusen,0.5444831848144531,RRm,sem,precipitation,mm day-1,7
05316_05315_05378_05158_Region_um_Leverkusen,0.6236579418182373,RRm,sem,precipitation,mm day-1,10
05316_Leverkusen,0.8951880931854248,RRm,sem,precipitation,mm day-1,1
05316_Leverkusen,0.5886247158050537,RRm,sem,precipitation,mm day-1,4
05316_Leverkusen,0.5256965160369873,RRm,sem,precipitation,mm day-1,7
05316_Leverkusen,0.7143945693969727,RRm,sem,precipitation,mm day-1,10
05334_Städteregion Aachen,0.45250415802001953,RRm,sem,precipitation,mm day-1,1
05334_Städteregion Aachen,0.38651466369628906,RRm,sem,precipitation,mm day-1,4
05334_Städteregion Aachen,0.6350672245025635,RRm,sem,precipitation,mm day-1,7
05334_Städteregion Aachen,0.3772587776184082,RRm,sem,precipitation,mm day-1,10
05358_Düren,0.4294079542160034,RRm,sem,precipitation,mm day-1,1
05358_Düren,0.319807767868042,RRm,sem,precipitation,mm day-1,4
05358_Düren,0.6280033588409424,RRm,sem,precipitation,mm day-1,7
05358_Düren,0.3615999221801758,RRm,sem,precipitation,mm day-1,10
05362_Rhein-Erft-Kreis,0.5672144889831543,RRm,sem,precipitation,mm day-1,1
05362_Rhein-Erft-Kreis,0.3343925476074219,RRm,sem,precipitation,mm day-1,4
05362_Rhein-Erft-Kreis,0.6281685829162598,RRm,sem,precipitation,mm day-1,7
05362_Rhein-Erft-Kreis,0.42466962337493896,RRm,sem,precipitation,mm day-1,10
05366_Euskirchen,0.38930296897888184,RRm,sem,precipitation,mm day-1,1
05366_Euskirchen,0.3789644241333008,RRm,sem,precipitation,mm day-1,4
05366_Euskirchen,0.6957111358642578,RRm,sem,precipitation,mm day-1,7
05366_Euskirchen,0.2974756956100464,RRm,sem,precipitation,mm day-1,10
05370_Heinsberg,0.49620938301086426,RRm,sem,precipitation,mm day-1,1
05370_Heinsberg,0.3314330577850342,RRm,sem,precipitation,mm day-1,4
05370_Heinsberg,0.5644114017486572,RRm,sem,precipitation,mm day-1,7
05370_Heinsberg,0.38259124755859375,RRm,sem,precipitation,mm day-1,10
05374_Oberbergischer Kreis,0.6715941429138184,RRm,sem,precipitation,mm day-1,1
05374_Oberbergischer Kreis,0.605363130569458,RRm,sem,precipitation,mm day-1,4
05374_Oberbergischer Kreis,0.5179829597473145,RRm,sem,precipitation,mm day-1,7
05374_Oberbergischer Kreis,0.5901710987091064,RRm,sem,precipitation,mm day-1,10
05378_Rheinisch-Bergischer Kreis,0.836066484451294,RRm,sem,precipitation,mm day-1,1
05378_Rheinisch-Bergischer Kreis,0.6269242763519287,RRm,sem,precipitation,mm day-1,4
05378_Rheinisch-Bergischer Kreis,0.5311555862426758,RRm,sem,precipitation,mm day-1,7
05378_Rheinisch-Bergischer Kreis,0.6722564697265625,RRm,sem,precipitation,mm day-1,10
05382_Rhein-Sieg-Kreis,0.6911914348602295,RRm,sem,precipitation,mm day-1,1
05382_Rhein-Sieg-Kreis,0.4351806640625,RRm,sem,precipitation,mm day-1,4
05382_Rhein-Sieg-Kreis,0.5898826122283936,RRm,sem,precipitation,mm day-1,7
05382_Rhein-Sieg-Kreis,0.5533936023712158,RRm,sem,precipitation,mm day-1,10
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.4925345182418823,RRm,sem,precipitation,mm day-1,1
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.38175415992736816,RRm,sem,precipitation,mm day-1,4
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.6172516345977783,RRm,sem,precipitation,mm day-1,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.4273712635040283,RRm,sem,precipitation,mm day-1,10
05512_Bottrop,0.5161764621734619,RRm,sem,precipitation,mm day-1,1
05512_Bottrop,0.40412139892578125,RRm,sem,precipitation,mm day-1,4
05512_Bottrop,0.6293344497680664,RRm,sem,precipitation,mm day-1,7
05512_Bottrop,0.46650052070617676,RRm,sem,precipitation,mm day-1,10
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.498590350151062,RRm,sem,precipitation,mm day-1,1
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.3959076404571533,RRm,sem,precipitation,mm day-1,4
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.6428873538970947,RRm,sem,precipitation,mm day-1,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.43402838706970215,RRm,sem,precipitation,mm day-1,10
05513_Gelsenkirchen,0.535102128982544,RRm,sem,precipitation,mm day-1,1
05513_Gelsenkirchen,0.4173624515533447,RRm,sem,precipitation,mm day-1,4
05513_Gelsenkirchen,0.6331377029418945,RRm,sem,precipitation,mm day-1,7
05513_Gelsenkirchen,0.4873018264770508,RRm,sem,precipitation,mm day-1,10
05515_05566_05558_05570_Region_um_Münster,0.36643004417419434,RRm,sem,precipitation,mm day-1,1
05515_05566_05558_05570_Region_um_Münster,0.3695855140686035,RRm,sem,precipitation,mm day-1,4
05515_05566_05558_05570_Region_um_Münster,0.5541830062866211,RRm,sem,precipitation,mm day-1,7
05515_05566_05558_05570_Region_um_Münster,0.33286571502685547,RRm,sem,precipitation,mm day-1,10
05515_Münster,0.36255955696105957,RRm,sem,precipitation,mm day-1,1
05515_Münster,0.3785064220428467,RRm,sem,precipitation,mm day-1,4
05515_Münster,0.5482861995697021,RRm,sem,precipitation,mm day-1,7
05515_Münster,0.3783910274505615,RRm,sem,precipitation,mm day-1,10
05554_Borken,0.37752604484558105,RRm,sem,precipitation,mm day-1,1
05554_Borken,0.3753392696380615,RRm,sem,precipitation,mm day-1,4
05554_Borken,0.5630319118499756,RRm,sem,precipitation,mm day-1,7
05554_Borken,0.39820003509521484,RRm,sem,precipitation,mm day-1,10
05558_Coesfeld,0.3782985210418701,RRm,sem,precipitation,mm day-1,1
05558_Coesfeld,0.35977959632873535,RRm,sem,precipitation,mm day-1,4
05558_Coesfeld,0.619267463684082,RRm,sem,precipitation,mm day-1,7
05558_Coesfeld,0.381699800491333,RRm,sem,precipitation,mm day-1,10
05562_Recklinghausen,0.45126140117645264,RRm,sem,precipitation,mm day-1,1
05562_Recklinghausen,0.36999571323394775,RRm,sem,precipitation,mm day-1,4
05562_Recklinghausen,0.6405715942382812,RRm,sem,precipitation,mm day-1,7
05562_Recklinghausen,0.40646910667419434,RRm,sem,precipitation,mm day-1,10
05566_Steinfurt,0.37362146377563477,RRm,sem,precipitation,mm day-1,1
05566_Steinfurt,0.40346479415893555,RRm,sem,precipitation,mm day-1,4
05566_Steinfurt,0.5348200798034668,RRm,sem,precipitation,mm day-1,7
05566_Steinfurt,0.3335890769958496,RRm,sem,precipitation,mm day-1,10
05570_Warendorf,0.3969229459762573,RRm,sem,precipitation,mm day-1,1
05570_Warendorf,0.3942532539367676,RRm,sem,precipitation,mm day-1,4
05570_Warendorf,0.5271611213684082,RRm,sem,precipitation,mm day-1,7
05570_Warendorf,0.40750885009765625,RRm,sem,precipitation,mm day-1,10
05711_05754_05758_05766_Region_um_Bielefeld,0.40306317806243896,RRm,sem,precipitation,mm day-1,1
05711_05754_05758_05766_Region_um_Bielefeld,0.4149513244628906,RRm,sem,precipitation,mm day-1,4
05711_05754_05758_05766_Region_um_Bielefeld,0.5498864650726318,RRm,sem,precipitation,mm day-1,7
05711_05754_05758_05766_Region_um_Bielefeld,0.42740964889526367,RRm,sem,precipitation,mm day-1,10
05711_Bielefeld,0.44725167751312256,RRm,sem,precipitation,mm day-1,1
05711_Bielefeld,0.4449000358581543,RRm,sem,precipitation,mm day-1,4
05711_Bielefeld,0.5749008655548096,RRm,sem,precipitation,mm day-1,7
05711_Bielefeld,0.4218788146972656,RRm,sem,precipitation,mm day-1,10
05754_Gütersloh,0.4525339603424072,RRm,sem,precipitation,mm day-1,1
05754_Gütersloh,0.4116349220275879,RRm,sem,precipitation,mm day-1,4
05754_Gütersloh,0.5395724773406982,RRm,sem,precipitation,mm day-1,7
05754_Gütersloh,0.41153979301452637,RRm,sem,precipitation,mm day-1,10
05758_Herford,0.377923846244812,RRm,sem,precipitation,mm day-1,1
05758_Herford,0.4269430637359619,RRm,sem,precipitation,mm day-1,4
05758_Herford,0.5505244731903076,RRm,sem,precipitation,mm day-1,7
05758_Herford,0.43146204948425293,RRm,sem,precipitation,mm day-1,10
05762_Höxter,0.38121986389160156,RRm,sem,precipitation,mm day-1,1
05762_Höxter,0.36565232276916504,RRm,sem,precipitation,mm day-1,4
05762_Höxter,0.563286542892456,RRm,sem,precipitation,mm day-1,7
05762_Höxter,0.3604702949523926,RRm,sem,precipitation,mm day-1,10
05766_Lippe,0.37583112716674805,RRm,sem,precipitation,mm day-1,1
05766_Lippe,0.4321446418762207,RRm,sem,precipitation,mm day-1,4
05766_Lippe,0.5971555709838867,RRm,sem,precipitation,mm day-1,7
05766_Lippe,0.47944068908691406,RRm,sem,precipitation,mm day-1,10
05770_Minden-Lübbecke,0.36751580238342285,RRm,sem,precipitation,mm day-1,1
05770_Minden-Lübbecke,0.4460718631744385,RRm,sem,precipitation,mm day-1,4
05770_Minden-Lübbecke,0.5212774276733398,RRm,sem,precipitation,mm day-1,7
05770_Minden-Lübbecke,0.4188195466995239,RRm,sem,precipitation,mm day-1,10
05774_Paderborn,0.4132840633392334,RRm,sem,precipitation,mm day-1,1
05774_Paderborn,0.4069211483001709,RRm,sem,precipitation,mm day-1,4
05774_Paderborn,0.5674927234649658,RRm,sem,precipitation,mm day-1,7
05774_Paderborn,0.464801549911499,RRm,sem,precipitation,mm day-1,10
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.5192468166351318,RRm,sem,precipitation,mm day-1,1
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.4188377857208252,RRm,sem,precipitation,mm day-1,4
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.647799015045166,RRm,sem,precipitation,mm day-1,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.4289073944091797,RRm,sem,precipitation,mm day-1,10
05911_Bochum,0.5611369609832764,RRm,sem,precipitation,mm day-1,1
05911_Bochum,0.4396853446960449,RRm,sem,precipitation,mm day-1,4
05911_Bochum,0.6854355335235596,RRm,sem,precipitation,mm day-1,7
05911_Bochum,0.4532449245452881,RRm,sem,precipitation,mm day-1,10
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.5116809606552124,RRm,sem,precipitation,mm day-1,1
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.4075126647949219,RRm,sem,precipitation,mm day-1,4
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.6320524215698242,RRm,sem,precipitation,mm day-1,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.42694616317749023,RRm,sem,precipitation,mm day-1,10
05913_Dortmund,0.5605978965759277,RRm,sem,precipitation,mm day-1,1
05913_Dortmund,0.39946413040161133,RRm,sem,precipitation,mm day-1,4
05913_Dortmund,0.6539516448974609,RRm,sem,precipitation,mm day-1,7
05913_Dortmund,0.4687685966491699,RRm,sem,precipitation,mm day-1,10
05914_05954_05913_05978_05962_Region_um_Hagen,0.5239071846008301,RRm,sem,precipitation,mm day-1,1
05914_05954_05913_05978_05962_Region_um_Hagen,0.4789566993713379,RRm,sem,precipitation,mm day-1,4
05914_05954_05913_05978_05962_Region_um_Hagen,0.5916528701782227,RRm,sem,precipitation,mm day-1,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.3800010681152344,RRm,sem,precipitation,mm day-1,10
05914_Hagen,0.5696747303009033,RRm,sem,precipitation,mm day-1,1
05914_Hagen,0.5056941509246826,RRm,sem,precipitation,mm day-1,4
05914_Hagen,0.6142284870147705,RRm,sem,precipitation,mm day-1,7
05914_Hagen,0.41303181648254395,RRm,sem,precipitation,mm day-1,10
05915_05978_05974_05570_05558_Region_um_Hamm,0.43791699409484863,RRm,sem,precipitation,mm day-1,1
05915_05978_05974_05570_05558_Region_um_Hamm,0.35088539123535156,RRm,sem,precipitation,mm day-1,4
05915_05978_05974_05570_05558_Region_um_Hamm,0.5691032409667969,RRm,sem,precipitation,mm day-1,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.43598318099975586,RRm,sem,precipitation,mm day-1,10
05915_Hamm,0.46824419498443604,RRm,sem,precipitation,mm day-1,1
05915_Hamm,0.359529972076416,RRm,sem,precipitation,mm day-1,4
05915_Hamm,0.5043447017669678,RRm,sem,precipitation,mm day-1,7
05915_Hamm,0.4520688056945801,RRm,sem,precipitation,mm day-1,10
05916_05513_05562_05911_Region_um_Herne,0.4787393808364868,RRm,sem,precipitation,mm day-1,1
05916_05513_05562_05911_Region_um_Herne,0.3865799903869629,RRm,sem,precipitation,mm day-1,4
05916_05513_05562_05911_Region_um_Herne,0.6474006175994873,RRm,sem,precipitation,mm day-1,7
05916_05513_05562_05911_Region_um_Herne,0.42461061477661133,RRm,sem,precipitation,mm day-1,10
05916_Herne,0.5433696508407593,RRm,sem,precipitation,mm day-1,1
05916_Herne,0.42317819595336914,RRm,sem,precipitation,mm day-1,4
05916_Herne,0.6722705364227295,RRm,sem,precipitation,mm day-1,7
05916_Herne,0.48423075675964355,RRm,sem,precipitation,mm day-1,10
05954_Ennepe-Ruhr-Kreis,0.56083083152771,RRm,sem,precipitation,mm day-1,1
05954_Ennepe-Ruhr-Kreis,0.5063109397888184,RRm,sem,precipitation,mm day-1,4
05954_Ennepe-Ruhr-Kreis,0.6556594371795654,RRm,sem,precipitation,mm day-1,7
05954_Ennepe-Ruhr-Kreis,0.4513416290283203,RRm,sem,precipitation,mm day-1,10
05958_Hochsauerlandkreis,0.4298732280731201,RRm,sem,precipitation,mm day-1,1
05958_Hochsauerlandkreis,0.49492931365966797,RRm,sem,precipitation,mm day-1,4
05958_Hochsauerlandkreis,0.5695271492004395,RRm,sem,precipitation,mm day-1,7
05958_Hochsauerlandkreis,0.37003636360168457,RRm,sem,precipitation,mm day-1,10
05962_Märkischer Kreis,0.5046601295471191,RRm,sem,precipitation,mm day-1,1
05962_Märkischer Kreis,0.5641920566558838,RRm,sem,precipitation,mm day-1,4
05962_Märkischer Kreis,0.5545558929443359,RRm,sem,precipitation,mm day-1,7
05962_Märkischer Kreis,0.3810417652130127,RRm,sem,precipitation,mm day-1,10
05966_Olpe,0.5970537662506104,RRm,sem,precipitation,mm day-1,1
05966_Olpe,0.619084358215332,RRm,sem,precipitation,mm day-1,4
05966_Olpe,0.47599220275878906,RRm,sem,precipitation,mm day-1,7
05966_Olpe,0.43003082275390625,RRm,sem,precipitation,mm day-1,10
05970_Siegen-Wittgenstein,0.5526189804077148,RRm,sem,precipitation,mm day-1,1
05970_Siegen-Wittgenstein,0.6001460552215576,RRm,sem,precipitation,mm day-1,4
05970_Siegen-Wittgenstein,0.5007169246673584,RRm,sem,precipitation,mm day-1,7
05970_Siegen-Wittgenstein,0.4520864486694336,RRm,sem,precipitation,mm day-1,10
05974_Soest,0.5187718868255615,RRm,sem,precipitation,mm day-1,1
05974_Soest,0.3775017261505127,RRm,sem,precipitation,mm day-1,4
05974_Soest,0.5764627456665039,RRm,sem,precipitation,mm day-1,7
05974_Soest,0.49880051612854004,RRm,sem,precipitation,mm day-1,10
05978_Unna,0.5018597841262817,RRm,sem,precipitation,mm day-1,1
05978_Unna,0.3617212772369385,RRm,sem,precipitation,mm day-1,4
05978_Unna,0.5787880420684814,RRm,sem,precipitation,mm day-1,7
05978_Unna,0.4549412727355957,RRm,sem,precipitation,mm day-1,10
06411_06432_06438_Region_um_Darmstadt,0.5658870935440063,RRm,sem,precipitation,mm day-1,1
06411_06432_06438_Region_um_Darmstadt,0.4164731502532959,RRm,sem,precipitation,mm day-1,4
06411_06432_06438_Region_um_Darmstadt,0.40247607231140137,RRm,sem,precipitation,mm day-1,7
06411_06432_06438_Region_um_Darmstadt,0.4562113285064697,RRm,sem,precipitation,mm day-1,10
06411_Darmstadt,0.5434091091156006,RRm,sem,precipitation,mm day-1,1
06411_Darmstadt,0.38625407218933105,RRm,sem,precipitation,mm day-1,4
06411_Darmstadt,0.37085771560668945,RRm,sem,precipitation,mm day-1,7
06411_Darmstadt,0.46088147163391113,RRm,sem,precipitation,mm day-1,10
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.5760396718978882,RRm,sem,precipitation,mm day-1,1
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.41495275497436523,RRm,sem,precipitation,mm day-1,4
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.42949652671813965,RRm,sem,precipitation,mm day-1,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.4020500183105469,RRm,sem,precipitation,mm day-1,10
06412_Frankfurt am Main,0.4627394676208496,RRm,sem,precipitation,mm day-1,1
06412_Frankfurt am Main,0.34465229511260986,RRm,sem,precipitation,mm day-1,4
06412_Frankfurt am Main,0.3271334171295166,RRm,sem,precipitation,mm day-1,7
06412_Frankfurt am Main,0.3387875556945801,RRm,sem,precipitation,mm day-1,10
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.5925180912017822,RRm,sem,precipitation,mm day-1,1
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.43044257164001465,RRm,sem,precipitation,mm day-1,4
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.4823474884033203,RRm,sem,precipitation,mm day-1,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.4517478942871094,RRm,sem,precipitation,mm day-1,10
06413_Offenbach am Main,0.4542628526687622,RRm,sem,precipitation,mm day-1,1
06413_Offenbach am Main,0.34649085998535156,RRm,sem,precipitation,mm day-1,4
06413_Offenbach am Main,0.34450531005859375,RRm,sem,precipitation,mm day-1,7
06413_Offenbach am Main,0.38338184356689453,RRm,sem,precipitation,mm day-1,10
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.4530820846557617,RRm,sem,precipitation,mm day-1,1
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.3095862865447998,RRm,sem,precipitation,mm day-1,4
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.3781149387359619,RRm,sem,precipitation,mm day-1,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.3455536365509033,RRm,sem,precipitation,mm day-1,10
06414_Wiesbaden,0.48962509632110596,RRm,sem,precipitation,mm day-1,1
06414_Wiesbaden,0.336961030960083,RRm,sem,precipitation,mm day-1,4
06414_Wiesbaden,0.4120309352874756,RRm,sem,precipitation,mm day-1,7
06414_Wiesbaden,0.34734511375427246,RRm,sem,precipitation,mm day-1,10
