region,RRm_sem_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
06413_Offenbach am Main,-0.32006824016571045,RRm,sem,precipitation,mm day-1,1
06413_Offenbach am Main,-0.15694308280944824,RRm,sem,precipitation,mm day-1,4
06413_Offenbach am Main,-0.3603849411010742,RRm,sem,precipitation,mm day-1,7
06413_Offenbach am Main,-0.3553345203399658,RRm,sem,precipitation,mm day-1,10
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.30432283878326416,RRm,sem,precipitation,mm day-1,1
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.09788250923156738,RRm,sem,precipitation,mm day-1,4
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.370164155960083,RRm,sem,precipitation,mm day-1,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.34282565116882324,RRm,sem,precipitation,mm day-1,10
06414_Wiesbaden,-0.3368966579437256,RRm,sem,precipitation,mm day-1,1
06414_Wiesbaden,-0.11138343811035156,RRm,sem,precipitation,mm day-1,4
06414_Wiesbaden,-0.3642847537994385,RRm,sem,precipitation,mm day-1,7
06414_Wiesbaden,-0.35414135456085205,RRm,sem,precipitation,mm day-1,10
06431_Bergstraße,-0.8558197021484375,RRm,sem,precipitation,mm day-1,1
06431_Bergstraße,-0.30640673637390137,RRm,sem,precipitation,mm day-1,4
06431_Bergstraße,-0.481217622756958,RRm,sem,precipitation,mm day-1,7
06431_Bergstraße,-0.5566236972808838,RRm,sem,precipitation,mm day-1,10
06432_Darmstadt-Dieburg,-0.530602216720581,RRm,sem,precipitation,mm day-1,1
06432_Darmstadt-Dieburg,-0.1896888017654419,RRm,sem,precipitation,mm day-1,4
06432_Darmstadt-Dieburg,-0.4928419589996338,RRm,sem,precipitation,mm day-1,7
06432_Darmstadt-Dieburg,-0.3980855941772461,RRm,sem,precipitation,mm day-1,10
06433_Groß-Gerau,-0.45320820808410645,RRm,sem,precipitation,mm day-1,1
06433_Groß-Gerau,-0.20120501518249512,RRm,sem,precipitation,mm day-1,4
06433_Groß-Gerau,-0.3699338436126709,RRm,sem,precipitation,mm day-1,7
06433_Groß-Gerau,-0.41449570655822754,RRm,sem,precipitation,mm day-1,10
06434_Hochtaunuskreis,-0.3219921588897705,RRm,sem,precipitation,mm day-1,1
06434_Hochtaunuskreis,-0.13348722457885742,RRm,sem,precipitation,mm day-1,4
06434_Hochtaunuskreis,-0.4521205425262451,RRm,sem,precipitation,mm day-1,7
06434_Hochtaunuskreis,-0.41972827911376953,RRm,sem,precipitation,mm day-1,10
06435_Main-Kinzig-Kreis,-0.7276740074157715,RRm,sem,precipitation,mm day-1,1
06435_Main-Kinzig-Kreis,-0.18062543869018555,RRm,sem,precipitation,mm day-1,4
06435_Main-Kinzig-Kreis,-0.4114069938659668,RRm,sem,precipitation,mm day-1,7
06435_Main-Kinzig-Kreis,-0.49562883377075195,RRm,sem,precipitation,mm day-1,10
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.3090388774871826,RRm,sem,precipitation,mm day-1,1
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.12949681282043457,RRm,sem,precipitation,mm day-1,4
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.3646678924560547,RRm,sem,precipitation,mm day-1,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.3674110174179077,RRm,sem,precipitation,mm day-1,10
06436_Main-Taunus-Kreis,-0.3629188537597656,RRm,sem,precipitation,mm day-1,1
06436_Main-Taunus-Kreis,-0.16638994216918945,RRm,sem,precipitation,mm day-1,4
06436_Main-Taunus-Kreis,-0.3624532222747803,RRm,sem,precipitation,mm day-1,7
06436_Main-Taunus-Kreis,-0.38164424896240234,RRm,sem,precipitation,mm day-1,10
06437_Odenwaldkreis,-0.8684940338134766,RRm,sem,precipitation,mm day-1,1
06437_Odenwaldkreis,-0.22018647193908691,RRm,sem,precipitation,mm day-1,4
06437_Odenwaldkreis,-0.5622222423553467,RRm,sem,precipitation,mm day-1,7
06437_Odenwaldkreis,-0.5993142127990723,RRm,sem,precipitation,mm day-1,10
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.5938613414764404,RRm,sem,precipitation,mm day-1,1
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.15957236289978027,RRm,sem,precipitation,mm day-1,4
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.42304444313049316,RRm,sem,precipitation,mm day-1,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.43791377544403076,RRm,sem,precipitation,mm day-1,10
06438_Offenbach,-0.40171265602111816,RRm,sem,precipitation,mm day-1,1
06438_Offenbach,-0.16033315658569336,RRm,sem,precipitation,mm day-1,4
06438_Offenbach,-0.4026834964752197,RRm,sem,precipitation,mm day-1,7
06438_Offenbach,-0.33998024463653564,RRm,sem,precipitation,mm day-1,10
06439_Rheingau-Taunus-Kreis,-0.3140385150909424,RRm,sem,precipitation,mm day-1,1
06439_Rheingau-Taunus-Kreis,-0.06898963451385498,RRm,sem,precipitation,mm day-1,4
06439_Rheingau-Taunus-Kreis,-0.4285552501678467,RRm,sem,precipitation,mm day-1,7
06439_Rheingau-Taunus-Kreis,-0.36594700813293457,RRm,sem,precipitation,mm day-1,10
06440_Wetteraukreis,-0.44632720947265625,RRm,sem,precipitation,mm day-1,1
06440_Wetteraukreis,-0.17865610122680664,RRm,sem,precipitation,mm day-1,4
06440_Wetteraukreis,-0.3635265827178955,RRm,sem,precipitation,mm day-1,7
06440_Wetteraukreis,-0.42969703674316406,RRm,sem,precipitation,mm day-1,10
06531_Gießen,-0.40941500663757324,RRm,sem,precipitation,mm day-1,1
06531_Gießen,-0.14755964279174805,RRm,sem,precipitation,mm day-1,4
06531_Gießen,-0.34774017333984375,RRm,sem,precipitation,mm day-1,7
06531_Gießen,-0.4001981019973755,RRm,sem,precipitation,mm day-1,10
06532_Lahn-Dill-Kreis,-0.3770449161529541,RRm,sem,precipitation,mm day-1,1
06532_Lahn-Dill-Kreis,-0.10255610942840576,RRm,sem,precipitation,mm day-1,4
06532_Lahn-Dill-Kreis,-0.4303872585296631,RRm,sem,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,-0.48244452476501465,RRm,sem,precipitation,mm day-1,10
06533_Limburg-Weilburg,-0.3428223133087158,RRm,sem,precipitation,mm day-1,1
06533_Limburg-Weilburg,-0.13364934921264648,RRm,sem,precipitation,mm day-1,4
06533_Limburg-Weilburg,-0.4236011505126953,RRm,sem,precipitation,mm day-1,7
06533_Limburg-Weilburg,-0.43886804580688477,RRm,sem,precipitation,mm day-1,10
06534_Marburg-Biedenkopf,-0.3168482780456543,RRm,sem,precipitation,mm day-1,1
06534_Marburg-Biedenkopf,-0.11334407329559326,RRm,sem,precipitation,mm day-1,4
06534_Marburg-Biedenkopf,-0.4321725368499756,RRm,sem,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,-0.4322938919067383,RRm,sem,precipitation,mm day-1,10
06535_Vogelsbergkreis,-0.4092521667480469,RRm,sem,precipitation,mm day-1,1
06535_Vogelsbergkreis,-0.14161205291748047,RRm,sem,precipitation,mm day-1,4
06535_Vogelsbergkreis,-0.42444586753845215,RRm,sem,precipitation,mm day-1,7
06535_Vogelsbergkreis,-0.495752215385437,RRm,sem,precipitation,mm day-1,10
06611_06633_03159_Region_um_Kassel,-0.35521912574768066,RRm,sem,precipitation,mm day-1,1
06611_06633_03159_Region_um_Kassel,-0.1351534128189087,RRm,sem,precipitation,mm day-1,4
06611_06633_03159_Region_um_Kassel,-0.2904093265533447,RRm,sem,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,-0.449910044670105,RRm,sem,precipitation,mm day-1,10
06611_Kassel,-0.3764457702636719,RRm,sem,precipitation,mm day-1,1
06611_Kassel,-0.15102696418762207,RRm,sem,precipitation,mm day-1,4
06611_Kassel,-0.33115243911743164,RRm,sem,precipitation,mm day-1,7
06611_Kassel,-0.38771867752075195,RRm,sem,precipitation,mm day-1,10
06631_Fulda,-0.519282341003418,RRm,sem,precipitation,mm day-1,1
06631_Fulda,-0.18697810173034668,RRm,sem,precipitation,mm day-1,4
06631_Fulda,-0.4286525249481201,RRm,sem,precipitation,mm day-1,7
06631_Fulda,-0.510150671005249,RRm,sem,precipitation,mm day-1,10
06632_Hersfeld-Rotenburg,-0.3053126335144043,RRm,sem,precipitation,mm day-1,1
06632_Hersfeld-Rotenburg,-0.09032034873962402,RRm,sem,precipitation,mm day-1,4
06632_Hersfeld-Rotenburg,-0.36705875396728516,RRm,sem,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,-0.40172266960144043,RRm,sem,precipitation,mm day-1,10
06633_Kassel,-0.2704470157623291,RRm,sem,precipitation,mm day-1,1
06633_Kassel,-0.11540341377258301,RRm,sem,precipitation,mm day-1,4
06633_Kassel,-0.3016338348388672,RRm,sem,precipitation,mm day-1,7
06633_Kassel,-0.41223669052124023,RRm,sem,precipitation,mm day-1,10
06634_Schwalm-Eder-Kreis,-0.2663402557373047,RRm,sem,precipitation,mm day-1,1
06634_Schwalm-Eder-Kreis,-0.08244359493255615,RRm,sem,precipitation,mm day-1,4
06634_Schwalm-Eder-Kreis,-0.3951301574707031,RRm,sem,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,-0.376259446144104,RRm,sem,precipitation,mm day-1,10
06635_Waldeck-Frankenberg,-0.35877370834350586,RRm,sem,precipitation,mm day-1,1
06635_Waldeck-Frankenberg,-0.12094688415527344,RRm,sem,precipitation,mm day-1,4
06635_Waldeck-Frankenberg,-0.36727428436279297,RRm,sem,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,-0.39856505393981934,RRm,sem,precipitation,mm day-1,10
06636_Werra-Meißner-Kreis,-0.2942674160003662,RRm,sem,precipitation,mm day-1,1
06636_Werra-Meißner-Kreis,-0.14023029804229736,RRm,sem,precipitation,mm day-1,4
06636_Werra-Meißner-Kreis,-0.32395434379577637,RRm,sem,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,-0.4026179313659668,RRm,sem,precipitation,mm day-1,10
07111_07137_07141_07143_Region_um_Koblenz,-0.3188338279724121,RRm,sem,precipitation,mm day-1,1
07111_07137_07141_07143_Region_um_Koblenz,-0.1271296739578247,RRm,sem,precipitation,mm day-1,4
07111_07137_07141_07143_Region_um_Koblenz,-0.4972832202911377,RRm,sem,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,-0.41822803020477295,RRm,sem,precipitation,mm day-1,10
07111_Koblenz,-0.2589268684387207,RRm,sem,precipitation,mm day-1,1
07111_Koblenz,-0.13454055786132812,RRm,sem,precipitation,mm day-1,4
07111_Koblenz,-0.38961029052734375,RRm,sem,precipitation,mm day-1,7
07111_Koblenz,-0.33606457710266113,RRm,sem,precipitation,mm day-1,10
07131_Ahrweiler,-0.33397865295410156,RRm,sem,precipitation,mm day-1,1
07131_Ahrweiler,-0.19880890846252441,RRm,sem,precipitation,mm day-1,4
07131_Ahrweiler,-0.5518214702606201,RRm,sem,precipitation,mm day-1,7
07131_Ahrweiler,-0.37277495861053467,RRm,sem,precipitation,mm day-1,10
07132_Altenkirchen (Westerwald),-0.6457059383392334,RRm,sem,precipitation,mm day-1,1
07132_Altenkirchen (Westerwald),-0.1889500617980957,RRm,sem,precipitation,mm day-1,4
07132_Altenkirchen (Westerwald),-0.5577256679534912,RRm,sem,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),-0.5098745822906494,RRm,sem,precipitation,mm day-1,10
07133_Bad Kreuznach,-0.3871750831604004,RRm,sem,precipitation,mm day-1,1
07133_Bad Kreuznach,-0.08220112323760986,RRm,sem,precipitation,mm day-1,4
07133_Bad Kreuznach,-0.3810678720474243,RRm,sem,precipitation,mm day-1,7
07133_Bad Kreuznach,-0.42033588886260986,RRm,sem,precipitation,mm day-1,10
07134_Birkenfeld,-0.5483250617980957,RRm,sem,precipitation,mm day-1,1
07134_Birkenfeld,-0.21268606185913086,RRm,sem,precipitation,mm day-1,4
07134_Birkenfeld,-0.5057313442230225,RRm,sem,precipitation,mm day-1,7
07134_Birkenfeld,-0.5586577653884888,RRm,sem,precipitation,mm day-1,10
07135_Cochem-Zell,-0.38550376892089844,RRm,sem,precipitation,mm day-1,1
07135_Cochem-Zell,-0.1560213565826416,RRm,sem,precipitation,mm day-1,4
07135_Cochem-Zell,-0.4723780155181885,RRm,sem,precipitation,mm day-1,7
07135_Cochem-Zell,-0.3588906526565552,RRm,sem,precipitation,mm day-1,10
07137_Mayen-Koblenz,-0.2920811176300049,RRm,sem,precipitation,mm day-1,1
07137_Mayen-Koblenz,-0.15170598030090332,RRm,sem,precipitation,mm day-1,4
07137_Mayen-Koblenz,-0.48586535453796387,RRm,sem,precipitation,mm day-1,7
07137_Mayen-Koblenz,-0.3432244062423706,RRm,sem,precipitation,mm day-1,10
07138_Neuwied,-0.3982734680175781,RRm,sem,precipitation,mm day-1,1
07138_Neuwied,-0.20712518692016602,RRm,sem,precipitation,mm day-1,4
07138_Neuwied,-0.5704584121704102,RRm,sem,precipitation,mm day-1,7
07138_Neuwied,-0.46259474754333496,RRm,sem,precipitation,mm day-1,10
07140_Rhein-Hunsrück-Kreis,-0.37851929664611816,RRm,sem,precipitation,mm day-1,1
07140_Rhein-Hunsrück-Kreis,-0.11883699893951416,RRm,sem,precipitation,mm day-1,4
07140_Rhein-Hunsrück-Kreis,-0.46060752868652344,RRm,sem,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,-0.40089142322540283,RRm,sem,precipitation,mm day-1,10
07141_Rhein-Lahn-Kreis,-0.29903292655944824,RRm,sem,precipitation,mm day-1,1
07141_Rhein-Lahn-Kreis,-0.08447504043579102,RRm,sem,precipitation,mm day-1,4
07141_Rhein-Lahn-Kreis,-0.4099907875061035,RRm,sem,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,-0.34981298446655273,RRm,sem,precipitation,mm day-1,10
07143_Westerwaldkreis,-0.6442151069641113,RRm,sem,precipitation,mm day-1,1
07143_Westerwaldkreis,-0.14000308513641357,RRm,sem,precipitation,mm day-1,4
07143_Westerwaldkreis,-0.5918383598327637,RRm,sem,precipitation,mm day-1,7
07143_Westerwaldkreis,-0.5429961681365967,RRm,sem,precipitation,mm day-1,10
07211_07235_Region_um_Trier,-0.5605442523956299,RRm,sem,precipitation,mm day-1,1
07211_07235_Region_um_Trier,-0.3191862106323242,RRm,sem,precipitation,mm day-1,4
07211_07235_Region_um_Trier,-0.49830055236816406,RRm,sem,precipitation,mm day-1,7
07211_07235_Region_um_Trier,-0.4695091247558594,RRm,sem,precipitation,mm day-1,10
07211_Trier,-0.7004175186157227,RRm,sem,precipitation,mm day-1,1
07211_Trier,-0.3281569480895996,RRm,sem,precipitation,mm day-1,4
07211_Trier,-0.4887502193450928,RRm,sem,precipitation,mm day-1,7
07211_Trier,-0.43103742599487305,RRm,sem,precipitation,mm day-1,10
07231_Bernkastel-Wittlich,-0.503854513168335,RRm,sem,precipitation,mm day-1,1
07231_Bernkastel-Wittlich,-0.21249938011169434,RRm,sem,precipitation,mm day-1,4
07231_Bernkastel-Wittlich,-0.4648585319519043,RRm,sem,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,-0.4605884552001953,RRm,sem,precipitation,mm day-1,10
07232_Eifelkreis Bitburg-Prüm,-0.5095725059509277,RRm,sem,precipitation,mm day-1,1
07232_Eifelkreis Bitburg-Prüm,-0.23758041858673096,RRm,sem,precipitation,mm day-1,4
07232_Eifelkreis Bitburg-Prüm,-0.43248748779296875,RRm,sem,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,-0.45917975902557373,RRm,sem,precipitation,mm day-1,10
07233_Vulkaneifel,-0.4408588409423828,RRm,sem,precipitation,mm day-1,1
07233_Vulkaneifel,-0.22565042972564697,RRm,sem,precipitation,mm day-1,4
07233_Vulkaneifel,-0.4340510368347168,RRm,sem,precipitation,mm day-1,7
07233_Vulkaneifel,-0.45449531078338623,RRm,sem,precipitation,mm day-1,10
07235_Trier-Saarburg,-0.5597081184387207,RRm,sem,precipitation,mm day-1,1
07235_Trier-Saarburg,-0.3181722164154053,RRm,sem,precipitation,mm day-1,4
07235_Trier-Saarburg,-0.5122866630554199,RRm,sem,precipitation,mm day-1,7
07235_Trier-Saarburg,-0.4768078327178955,RRm,sem,precipitation,mm day-1,10
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.4865591526031494,RRm,sem,precipitation,mm day-1,1
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.33020782470703125,RRm,sem,precipitation,mm day-1,4
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.3230109214782715,RRm,sem,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.47385144233703613,RRm,sem,precipitation,mm day-1,10
07311_Frankenthal (Pfalz),-0.48656415939331055,RRm,sem,precipitation,mm day-1,1
07311_Frankenthal (Pfalz),-0.3535182476043701,RRm,sem,precipitation,mm day-1,4
07311_Frankenthal (Pfalz),-0.3178262710571289,RRm,sem,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),-0.3865773677825928,RRm,sem,precipitation,mm day-1,10
07312_07335_07332_Region_um_Kaiserslautern,-0.43175721168518066,RRm,sem,precipitation,mm day-1,1
07312_07335_07332_Region_um_Kaiserslautern,-0.1756610870361328,RRm,sem,precipitation,mm day-1,4
07312_07335_07332_Region_um_Kaiserslautern,-0.4048449993133545,RRm,sem,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,-0.4707871675491333,RRm,sem,precipitation,mm day-1,10
07312_Kaiserslautern,-0.46642303466796875,RRm,sem,precipitation,mm day-1,1
07312_Kaiserslautern,-0.20836925506591797,RRm,sem,precipitation,mm day-1,4
07312_Kaiserslautern,-0.4440267086029053,RRm,sem,precipitation,mm day-1,7
07312_Kaiserslautern,-0.5109399557113647,RRm,sem,precipitation,mm day-1,10
07313_07337_Region_um_Landau_in_der_Pfalz,-0.35213804244995117,RRm,sem,precipitation,mm day-1,1
07313_07337_Region_um_Landau_in_der_Pfalz,-0.1960512399673462,RRm,sem,precipitation,mm day-1,4
07313_07337_Region_um_Landau_in_der_Pfalz,-0.4274895191192627,RRm,sem,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,-0.4584585428237915,RRm,sem,precipitation,mm day-1,10
07313_Landau in der Pfalz,-0.3626120090484619,RRm,sem,precipitation,mm day-1,1
07313_Landau in der Pfalz,-0.1889667510986328,RRm,sem,precipitation,mm day-1,4
07313_Landau in der Pfalz,-0.428769588470459,RRm,sem,precipitation,mm day-1,7
07313_Landau in der Pfalz,-0.46497857570648193,RRm,sem,precipitation,mm day-1,10
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.488933801651001,RRm,sem,precipitation,mm day-1,1
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.33522725105285645,RRm,sem,precipitation,mm day-1,4
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.3227095603942871,RRm,sem,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.47245538234710693,RRm,sem,precipitation,mm day-1,10
07314_Ludwigshafen am Rhein,-0.4992997646331787,RRm,sem,precipitation,mm day-1,1
07314_Ludwigshafen am Rhein,-0.3539998531341553,RRm,sem,precipitation,mm day-1,4
07314_Ludwigshafen am Rhein,-0.3581962585449219,RRm,sem,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,-0.44225013256073,RRm,sem,precipitation,mm day-1,10
07315_07339_06414_06433_Region_um_Mainz,-0.2995173931121826,RRm,sem,precipitation,mm day-1,1
07315_07339_06414_06433_Region_um_Mainz,-0.1080620288848877,RRm,sem,precipitation,mm day-1,4
07315_07339_06414_06433_Region_um_Mainz,-0.35222625732421875,RRm,sem,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,-0.3228679895401001,RRm,sem,precipitation,mm day-1,10
07315_Mainz,-0.27694201469421387,RRm,sem,precipitation,mm day-1,1
07315_Mainz,-0.08258950710296631,RRm,sem,precipitation,mm day-1,4
07315_Mainz,-0.3497323989868164,RRm,sem,precipitation,mm day-1,7
07315_Mainz,-0.28946399688720703,RRm,sem,precipitation,mm day-1,10
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.3721616268157959,RRm,sem,precipitation,mm day-1,1
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.16670632362365723,RRm,sem,precipitation,mm day-1,4
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.3537527322769165,RRm,sem,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.4363422393798828,RRm,sem,precipitation,mm day-1,10
07316_Neustadt an der Weinstraße,-0.38491272926330566,RRm,sem,precipitation,mm day-1,1
07316_Neustadt an der Weinstraße,-0.20297694206237793,RRm,sem,precipitation,mm day-1,4
07316_Neustadt an der Weinstraße,-0.3716796636581421,RRm,sem,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,-0.4018815755844116,RRm,sem,precipitation,mm day-1,10
07317_07340_Region_um_Pirmasens,-0.41338610649108887,RRm,sem,precipitation,mm day-1,1
07317_07340_Region_um_Pirmasens,-0.25801539421081543,RRm,sem,precipitation,mm day-1,4
07317_07340_Region_um_Pirmasens,-0.5373742580413818,RRm,sem,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,-0.520719051361084,RRm,sem,precipitation,mm day-1,10
07317_Pirmasens,-0.4317469596862793,RRm,sem,precipitation,mm day-1,1
07317_Pirmasens,-0.2748699188232422,RRm,sem,precipitation,mm day-1,4
07317_Pirmasens,-0.514930009841919,RRm,sem,precipitation,mm day-1,7
07317_Pirmasens,-0.5151059627532959,RRm,sem,precipitation,mm day-1,10
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.5019099712371826,RRm,sem,precipitation,mm day-1,1
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.2688145637512207,RRm,sem,precipitation,mm day-1,4
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.44234514236450195,RRm,sem,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.4967554807662964,RRm,sem,precipitation,mm day-1,10
07318_Speyer,-0.45200014114379883,RRm,sem,precipitation,mm day-1,1
07318_Speyer,-0.25718259811401367,RRm,sem,precipitation,mm day-1,4
07318_Speyer,-0.32822585105895996,RRm,sem,precipitation,mm day-1,7
07318_Speyer,-0.4941723346710205,RRm,sem,precipitation,mm day-1,10
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.3836991786956787,RRm,sem,precipitation,mm day-1,1
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.20478296279907227,RRm,sem,precipitation,mm day-1,4
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.3392493724822998,RRm,sem,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.3999825716018677,RRm,sem,precipitation,mm day-1,10
07319_Worms,-0.42235541343688965,RRm,sem,precipitation,mm day-1,1
07319_Worms,-0.2617018222808838,RRm,sem,precipitation,mm day-1,4
07319_Worms,-0.340368390083313,RRm,sem,precipitation,mm day-1,7
07319_Worms,-0.4028654098510742,RRm,sem,precipitation,mm day-1,10
07320_07340_10045_07317_Region_um_Zweibrücken,-0.420590877532959,RRm,sem,precipitation,mm day-1,1
07320_07340_10045_07317_Region_um_Zweibrücken,-0.27485179901123047,RRm,sem,precipitation,mm day-1,4
07320_07340_10045_07317_Region_um_Zweibrücken,-0.5535800457000732,RRm,sem,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.5060207843780518,RRm,sem,precipitation,mm day-1,10
07320_Zweibrücken,-0.4481852054595947,RRm,sem,precipitation,mm day-1,1
07320_Zweibrücken,-0.30452752113342285,RRm,sem,precipitation,mm day-1,4
07320_Zweibrücken,-0.5540401935577393,RRm,sem,precipitation,mm day-1,7
07320_Zweibrücken,-0.46298909187316895,RRm,sem,precipitation,mm day-1,10
07331_Alzey-Worms,-0.31892311573028564,RRm,sem,precipitation,mm day-1,1
07331_Alzey-Worms,-0.08293485641479492,RRm,sem,precipitation,mm day-1,4
07331_Alzey-Worms,-0.40039002895355225,RRm,sem,precipitation,mm day-1,7
07331_Alzey-Worms,-0.35752713680267334,RRm,sem,precipitation,mm day-1,10
07332_Bad Dürkheim,-0.39364027976989746,RRm,sem,precipitation,mm day-1,1
07332_Bad Dürkheim,-0.1558818817138672,RRm,sem,precipitation,mm day-1,4
07332_Bad Dürkheim,-0.37402427196502686,RRm,sem,precipitation,mm day-1,7
07332_Bad Dürkheim,-0.41631877422332764,RRm,sem,precipitation,mm day-1,10
07333_Donnersbergkreis,-0.3775973320007324,RRm,sem,precipitation,mm day-1,1
07333_Donnersbergkreis,-0.10672640800476074,RRm,sem,precipitation,mm day-1,4
07333_Donnersbergkreis,-0.42540013790130615,RRm,sem,precipitation,mm day-1,7
07333_Donnersbergkreis,-0.45205163955688477,RRm,sem,precipitation,mm day-1,10
07334_Germersheim,-0.3852369785308838,RRm,sem,precipitation,mm day-1,1
07334_Germersheim,-0.26961207389831543,RRm,sem,precipitation,mm day-1,4
07334_Germersheim,-0.41928648948669434,RRm,sem,precipitation,mm day-1,7
07334_Germersheim,-0.4765658378601074,RRm,sem,precipitation,mm day-1,10
07335_Kaiserslautern,-0.46039533615112305,RRm,sem,precipitation,mm day-1,1
07335_Kaiserslautern,-0.20877909660339355,RRm,sem,precipitation,mm day-1,4
07335_Kaiserslautern,-0.44083523750305176,RRm,sem,precipitation,mm day-1,7
07335_Kaiserslautern,-0.5138900279998779,RRm,sem,precipitation,mm day-1,10
07336_Kusel,-0.4702293872833252,RRm,sem,precipitation,mm day-1,1
07336_Kusel,-0.17678844928741455,RRm,sem,precipitation,mm day-1,4
07336_Kusel,-0.4341437816619873,RRm,sem,precipitation,mm day-1,7
07336_Kusel,-0.5297986268997192,RRm,sem,precipitation,mm day-1,10
07337_Südliche Weinstraße,-0.35063815116882324,RRm,sem,precipitation,mm day-1,1
07337_Südliche Weinstraße,-0.19706571102142334,RRm,sem,precipitation,mm day-1,4
07337_Südliche Weinstraße,-0.4273059368133545,RRm,sem,precipitation,mm day-1,7
07337_Südliche Weinstraße,-0.4575251340866089,RRm,sem,precipitation,mm day-1,10
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.37454962730407715,RRm,sem,precipitation,mm day-1,1
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.20847034454345703,RRm,sem,precipitation,mm day-1,4
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.4081287384033203,RRm,sem,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.4479231834411621,RRm,sem,precipitation,mm day-1,10
07338_Rhein-Pfalz-Kreis,-0.38516664505004883,RRm,sem,precipitation,mm day-1,1
07338_Rhein-Pfalz-Kreis,-0.3149094581604004,RRm,sem,precipitation,mm day-1,4
