region,RRm_sem_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
01004_Neumünster,-0.21724557876586914,RRm,sem,precipitation,mm day-1,10
01051_Dithmarschen,-0.4892292022705078,RRm,sem,precipitation,mm day-1,1
01051_Dithmarschen,-0.19951772689819336,RRm,sem,precipitation,mm day-1,4
01051_Dithmarschen,-0.45989251136779785,RRm,sem,precipitation,mm day-1,7
01051_Dithmarschen,-0.28231382369995117,RRm,sem,precipitation,mm day-1,10
01053_Herzogtum Lauenburg,-0.21182334423065186,RRm,sem,precipitation,mm day-1,1
01053_Herzogtum Lauenburg,-0.18039631843566895,RRm,sem,precipitation,mm day-1,4
01053_Herzogtum Lauenburg,-0.28915977478027344,RRm,sem,precipitation,mm day-1,7
01053_Herzogtum Lauenburg,-0.19590556621551514,RRm,sem,precipitation,mm day-1,10
01054_Nordfriesland,-0.529944658279419,RRm,sem,precipitation,mm day-1,1
01054_Nordfriesland,-0.10391831398010254,RRm,sem,precipitation,mm day-1,4
01054_Nordfriesland,-0.4807126522064209,RRm,sem,precipitation,mm day-1,7
01054_Nordfriesland,-0.27818727493286133,RRm,sem,precipitation,mm day-1,10
01055_Ostholstein,-0.27193284034729004,RRm,sem,precipitation,mm day-1,1
01055_Ostholstein,-0.1368114948272705,RRm,sem,precipitation,mm day-1,4
01055_Ostholstein,-0.2977476119995117,RRm,sem,precipitation,mm day-1,7
01055_Ostholstein,-0.2053675651550293,RRm,sem,precipitation,mm day-1,10
01056_Pinneberg,-0.3444645404815674,RRm,sem,precipitation,mm day-1,1
01056_Pinneberg,-0.14422011375427246,RRm,sem,precipitation,mm day-1,4
01056_Pinneberg,-0.37655115127563477,RRm,sem,precipitation,mm day-1,7
01056_Pinneberg,-0.21798086166381836,RRm,sem,precipitation,mm day-1,10
01057_Plön,-0.2743532657623291,RRm,sem,precipitation,mm day-1,1
01057_Plön,-0.15612554550170898,RRm,sem,precipitation,mm day-1,4
01057_Plön,-0.418773889541626,RRm,sem,precipitation,mm day-1,7
01057_Plön,-0.1879422664642334,RRm,sem,precipitation,mm day-1,10
01058_Rendsburg-Eckernförde,-0.2999141216278076,RRm,sem,precipitation,mm day-1,1
01058_Rendsburg-Eckernförde,-0.14743566513061523,RRm,sem,precipitation,mm day-1,4
01058_Rendsburg-Eckernförde,-0.5037531852722168,RRm,sem,precipitation,mm day-1,7
01058_Rendsburg-Eckernförde,-0.2311234474182129,RRm,sem,precipitation,mm day-1,10
01059_Schleswig-Flensburg,-0.44438958168029785,RRm,sem,precipitation,mm day-1,1
01059_Schleswig-Flensburg,-0.1628875732421875,RRm,sem,precipitation,mm day-1,4
01059_Schleswig-Flensburg,-0.5152595043182373,RRm,sem,precipitation,mm day-1,7
01059_Schleswig-Flensburg,-0.30025386810302734,RRm,sem,precipitation,mm day-1,10
01060_Segeberg,-0.3013956546783447,RRm,sem,precipitation,mm day-1,1
01060_Segeberg,-0.15491271018981934,RRm,sem,precipitation,mm day-1,4
01060_Segeberg,-0.42421889305114746,RRm,sem,precipitation,mm day-1,7
01060_Segeberg,-0.2074974775314331,RRm,sem,precipitation,mm day-1,10
01061_Steinburg,-0.38961052894592285,RRm,sem,precipitation,mm day-1,1
01061_Steinburg,-0.170210599899292,RRm,sem,precipitation,mm day-1,4
01061_Steinburg,-0.46617603302001953,RRm,sem,precipitation,mm day-1,7
01061_Steinburg,-0.28566694259643555,RRm,sem,precipitation,mm day-1,10
01062_Stormarn,-0.26012206077575684,RRm,sem,precipitation,mm day-1,1
01062_Stormarn,-0.14680242538452148,RRm,sem,precipitation,mm day-1,4
01062_Stormarn,-0.30452799797058105,RRm,sem,precipitation,mm day-1,7
01062_Stormarn,-0.21996641159057617,RRm,sem,precipitation,mm day-1,10
02000_Hamburg,-0.25777769088745117,RRm,sem,precipitation,mm day-1,1
02000_Hamburg,-0.17076396942138672,RRm,sem,precipitation,mm day-1,4
02000_Hamburg,-0.2911090850830078,RRm,sem,precipitation,mm day-1,7
02000_Hamburg,-0.2083597183227539,RRm,sem,precipitation,mm day-1,10
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.13375794887542725,RRm,sem,precipitation,mm day-1,1
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.0682070255279541,RRm,sem,precipitation,mm day-1,4
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.30820345878601074,RRm,sem,precipitation,mm day-1,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.2892720699310303,RRm,sem,precipitation,mm day-1,10
03101_Braunschweig,-0.14456844329833984,RRm,sem,precipitation,mm day-1,1
03101_Braunschweig,-0.07148623466491699,RRm,sem,precipitation,mm day-1,4
03101_Braunschweig,-0.3272566795349121,RRm,sem,precipitation,mm day-1,7
03101_Braunschweig,-0.25556159019470215,RRm,sem,precipitation,mm day-1,10
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.19218158721923828,RRm,sem,precipitation,mm day-1,1
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.10599446296691895,RRm,sem,precipitation,mm day-1,4
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.26296377182006836,RRm,sem,precipitation,mm day-1,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.289387583732605,RRm,sem,precipitation,mm day-1,10
03102_Salzgitter,-0.14501774311065674,RRm,sem,precipitation,mm day-1,1
03102_Salzgitter,-0.08998572826385498,RRm,sem,precipitation,mm day-1,4
03102_Salzgitter,-0.30851101875305176,RRm,sem,precipitation,mm day-1,7
03102_Salzgitter,-0.3365175724029541,RRm,sem,precipitation,mm day-1,10
03103_03154_03151_Region_um_Wolfsburg,-0.1292734146118164,RRm,sem,precipitation,mm day-1,1
03103_03154_03151_Region_um_Wolfsburg,-0.05930209159851074,RRm,sem,precipitation,mm day-1,4
03103_03154_03151_Region_um_Wolfsburg,-0.32874131202697754,RRm,sem,precipitation,mm day-1,7
03103_03154_03151_Region_um_Wolfsburg,-0.2802236080169678,RRm,sem,precipitation,mm day-1,10
03103_Wolfsburg,-0.12008249759674072,RRm,sem,precipitation,mm day-1,1
03103_Wolfsburg,-0.0677025318145752,RRm,sem,precipitation,mm day-1,4
03103_Wolfsburg,-0.3461439609527588,RRm,sem,precipitation,mm day-1,7
03103_Wolfsburg,-0.27650606632232666,RRm,sem,precipitation,mm day-1,10
03151_Gifhorn,-0.1354125738143921,RRm,sem,precipitation,mm day-1,1
03151_Gifhorn,-0.0983133316040039,RRm,sem,precipitation,mm day-1,4
03151_Gifhorn,-0.3174290657043457,RRm,sem,precipitation,mm day-1,7
03151_Gifhorn,-0.28226804733276367,RRm,sem,precipitation,mm day-1,10
03153_Goslar,-0.3539121150970459,RRm,sem,precipitation,mm day-1,1
03153_Goslar,-0.15638041496276855,RRm,sem,precipitation,mm day-1,4
03153_Goslar,-0.46897149085998535,RRm,sem,precipitation,mm day-1,7
03153_Goslar,-0.5774812698364258,RRm,sem,precipitation,mm day-1,10
03154_Helmstedt,-0.11778652667999268,RRm,sem,precipitation,mm day-1,1
03154_Helmstedt,-0.09569263458251953,RRm,sem,precipitation,mm day-1,4
03154_Helmstedt,-0.3497648239135742,RRm,sem,precipitation,mm day-1,7
03154_Helmstedt,-0.27660131454467773,RRm,sem,precipitation,mm day-1,10
03155_Northeim,-0.2049243450164795,RRm,sem,precipitation,mm day-1,1
03155_Northeim,-0.1725759506225586,RRm,sem,precipitation,mm day-1,4
03155_Northeim,-0.3631134033203125,RRm,sem,precipitation,mm day-1,7
03155_Northeim,-0.25587499141693115,RRm,sem,precipitation,mm day-1,10
03157_Peine,-0.14999902248382568,RRm,sem,precipitation,mm day-1,1
03157_Peine,-0.10865640640258789,RRm,sem,precipitation,mm day-1,4
03157_Peine,-0.35664820671081543,RRm,sem,precipitation,mm day-1,7
03157_Peine,-0.2595541477203369,RRm,sem,precipitation,mm day-1,10
03158_Wolfenbüttel,-0.13060641288757324,RRm,sem,precipitation,mm day-1,1
03158_Wolfenbüttel,-0.10073459148406982,RRm,sem,precipitation,mm day-1,4
03158_Wolfenbüttel,-0.28684544563293457,RRm,sem,precipitation,mm day-1,7
03158_Wolfenbüttel,-0.3356914520263672,RRm,sem,precipitation,mm day-1,10
03159_Göttingen,-0.26006650924682617,RRm,sem,precipitation,mm day-1,1
03159_Göttingen,-0.2204289436340332,RRm,sem,precipitation,mm day-1,4
03159_Göttingen,-0.38681983947753906,RRm,sem,precipitation,mm day-1,7
03159_Göttingen,-0.37662172317504883,RRm,sem,precipitation,mm day-1,10
03241_Region Hannover,-0.15744972229003906,RRm,sem,precipitation,mm day-1,1
03241_Region Hannover,-0.1717667579650879,RRm,sem,precipitation,mm day-1,4
03241_Region Hannover,-0.27848172187805176,RRm,sem,precipitation,mm day-1,7
03241_Region Hannover,-0.24548184871673584,RRm,sem,precipitation,mm day-1,10
03251_Diepholz,-0.19335293769836426,RRm,sem,precipitation,mm day-1,1
03251_Diepholz,-0.15317845344543457,RRm,sem,precipitation,mm day-1,4
03251_Diepholz,-0.32883501052856445,RRm,sem,precipitation,mm day-1,7
03251_Diepholz,-0.202728271484375,RRm,sem,precipitation,mm day-1,10
03252_Hameln-Pyrmont,-0.19460105895996094,RRm,sem,precipitation,mm day-1,1
03252_Hameln-Pyrmont,-0.17553067207336426,RRm,sem,precipitation,mm day-1,4
03252_Hameln-Pyrmont,-0.3624000549316406,RRm,sem,precipitation,mm day-1,7
03252_Hameln-Pyrmont,-0.3120838403701782,RRm,sem,precipitation,mm day-1,10
03254_Hildesheim,-0.1825624704360962,RRm,sem,precipitation,mm day-1,1
03254_Hildesheim,-0.13281035423278809,RRm,sem,precipitation,mm day-1,4
03254_Hildesheim,-0.28760647773742676,RRm,sem,precipitation,mm day-1,7
03254_Hildesheim,-0.2703371047973633,RRm,sem,precipitation,mm day-1,10
03255_Holzminden,-0.2088778018951416,RRm,sem,precipitation,mm day-1,1
03255_Holzminden,-0.17245173454284668,RRm,sem,precipitation,mm day-1,4
03255_Holzminden,-0.4234013557434082,RRm,sem,precipitation,mm day-1,7
03255_Holzminden,-0.2749072313308716,RRm,sem,precipitation,mm day-1,10
03256_Nienburg (Weser),-0.18306303024291992,RRm,sem,precipitation,mm day-1,1
03256_Nienburg (Weser),-0.1989130973815918,RRm,sem,precipitation,mm day-1,4
03256_Nienburg (Weser),-0.3488771915435791,RRm,sem,precipitation,mm day-1,7
03256_Nienburg (Weser),-0.19726359844207764,RRm,sem,precipitation,mm day-1,10
03257_Schaumburg,-0.17589974403381348,RRm,sem,precipitation,mm day-1,1
03257_Schaumburg,-0.2252805233001709,RRm,sem,precipitation,mm day-1,4
03257_Schaumburg,-0.4233975410461426,RRm,sem,precipitation,mm day-1,7
03257_Schaumburg,-0.3037242889404297,RRm,sem,precipitation,mm day-1,10
03351_Celle,-0.20550322532653809,RRm,sem,precipitation,mm day-1,1
03351_Celle,-0.10830354690551758,RRm,sem,precipitation,mm day-1,4
03351_Celle,-0.29060792922973633,RRm,sem,precipitation,mm day-1,7
03351_Celle,-0.26986968517303467,RRm,sem,precipitation,mm day-1,10
03352_Cuxhaven,-0.42897701263427734,RRm,sem,precipitation,mm day-1,1
03352_Cuxhaven,-0.16460037231445312,RRm,sem,precipitation,mm day-1,4
03352_Cuxhaven,-0.33084726333618164,RRm,sem,precipitation,mm day-1,7
03352_Cuxhaven,-0.1689913272857666,RRm,sem,precipitation,mm day-1,10
03353_Harburg,-0.24776887893676758,RRm,sem,precipitation,mm day-1,1
03353_Harburg,-0.18103063106536865,RRm,sem,precipitation,mm day-1,4
03353_Harburg,-0.2910761833190918,RRm,sem,precipitation,mm day-1,7
03353_Harburg,-0.23230910301208496,RRm,sem,precipitation,mm day-1,10
03354_Lüchow-Dannenberg,-0.14301657676696777,RRm,sem,precipitation,mm day-1,1
03354_Lüchow-Dannenberg,-0.16704630851745605,RRm,sem,precipitation,mm day-1,4
03354_Lüchow-Dannenberg,-0.23367834091186523,RRm,sem,precipitation,mm day-1,7
03354_Lüchow-Dannenberg,-0.2178255319595337,RRm,sem,precipitation,mm day-1,10
03355_Lüneburg,-0.1984463930130005,RRm,sem,precipitation,mm day-1,1
03355_Lüneburg,-0.14440608024597168,RRm,sem,precipitation,mm day-1,4
03355_Lüneburg,-0.30437517166137695,RRm,sem,precipitation,mm day-1,7
03355_Lüneburg,-0.2133392095565796,RRm,sem,precipitation,mm day-1,10
03356_Osterholz,-0.3292713165283203,RRm,sem,precipitation,mm day-1,1
03356_Osterholz,-0.13157916069030762,RRm,sem,precipitation,mm day-1,4
03356_Osterholz,-0.2761411666870117,RRm,sem,precipitation,mm day-1,7
03356_Osterholz,-0.1295555830001831,RRm,sem,precipitation,mm day-1,10
03357_Rotenburg (Wümme),-0.3371100425720215,RRm,sem,precipitation,mm day-1,1
03357_Rotenburg (Wümme),-0.13924264907836914,RRm,sem,precipitation,mm day-1,4
03357_Rotenburg (Wümme),-0.2963521480560303,RRm,sem,precipitation,mm day-1,7
03357_Rotenburg (Wümme),-0.17576372623443604,RRm,sem,precipitation,mm day-1,10
03358_Heidekreis,-0.2575557231903076,RRm,sem,precipitation,mm day-1,1
03358_Heidekreis,-0.14248371124267578,RRm,sem,precipitation,mm day-1,4
03358_Heidekreis,-0.307997465133667,RRm,sem,precipitation,mm day-1,7
03358_Heidekreis,-0.21259725093841553,RRm,sem,precipitation,mm day-1,10
03359_Stade,-0.37582898139953613,RRm,sem,precipitation,mm day-1,1
03359_Stade,-0.13776826858520508,RRm,sem,precipitation,mm day-1,4
03359_Stade,-0.3680605888366699,RRm,sem,precipitation,mm day-1,7
03359_Stade,-0.16937541961669922,RRm,sem,precipitation,mm day-1,10
03360_Uelzen,-0.177138090133667,RRm,sem,precipitation,mm day-1,1
03360_Uelzen,-0.11181080341339111,RRm,sem,precipitation,mm day-1,4
03360_Uelzen,-0.2570164203643799,RRm,sem,precipitation,mm day-1,7
03360_Uelzen,-0.25158607959747314,RRm,sem,precipitation,mm day-1,10
03361_Verden,-0.2706882953643799,RRm,sem,precipitation,mm day-1,1
03361_Verden,-0.16587495803833008,RRm,sem,precipitation,mm day-1,4
03361_Verden,-0.3232295513153076,RRm,sem,precipitation,mm day-1,7
03361_Verden,-0.17389214038848877,RRm,sem,precipitation,mm day-1,10
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.22880816459655762,RRm,sem,precipitation,mm day-1,1
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.1375429630279541,RRm,sem,precipitation,mm day-1,4
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.3321363925933838,RRm,sem,precipitation,mm day-1,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.16029977798461914,RRm,sem,precipitation,mm day-1,10
03401_Delmenhorst,-0.21418428421020508,RRm,sem,precipitation,mm day-1,1
03401_Delmenhorst,-0.19492626190185547,RRm,sem,precipitation,mm day-1,4
03401_Delmenhorst,-0.32720422744750977,RRm,sem,precipitation,mm day-1,7
03401_Delmenhorst,-0.1454617977142334,RRm,sem,precipitation,mm day-1,10
03402_03452_03457_Region_um_Emden,-0.4007833003997803,RRm,sem,precipitation,mm day-1,1
03402_03452_03457_Region_um_Emden,-0.17041873931884766,RRm,sem,precipitation,mm day-1,4
03402_03452_03457_Region_um_Emden,-0.3660842180252075,RRm,sem,precipitation,mm day-1,7
03402_03452_03457_Region_um_Emden,-0.20659267902374268,RRm,sem,precipitation,mm day-1,10
03402_Emden,-0.40822887420654297,RRm,sem,precipitation,mm day-1,1
03402_Emden,-0.15074372291564941,RRm,sem,precipitation,mm day-1,4
03402_Emden,-0.3761943578720093,RRm,sem,precipitation,mm day-1,7
03402_Emden,-0.24143803119659424,RRm,sem,precipitation,mm day-1,10
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.29824018478393555,RRm,sem,precipitation,mm day-1,1
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.18509650230407715,RRm,sem,precipitation,mm day-1,4
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.3586289882659912,RRm,sem,precipitation,mm day-1,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.14153409004211426,RRm,sem,precipitation,mm day-1,10
03403_Oldenburg (Oldb),-0.24761128425598145,RRm,sem,precipitation,mm day-1,1
03403_Oldenburg (Oldb),-0.20114684104919434,RRm,sem,precipitation,mm day-1,4
03403_Oldenburg (Oldb),-0.3919382095336914,RRm,sem,precipitation,mm day-1,7
03403_Oldenburg (Oldb),-0.17580771446228027,RRm,sem,precipitation,mm day-1,10
03404_03459_05566_Region_um_Osnabrück,-0.28437042236328125,RRm,sem,precipitation,mm day-1,1
03404_03459_05566_Region_um_Osnabrück,-0.2129354476928711,RRm,sem,precipitation,mm day-1,4
03404_03459_05566_Region_um_Osnabrück,-0.3957512378692627,RRm,sem,precipitation,mm day-1,7
03404_03459_05566_Region_um_Osnabrück,-0.2505451440811157,RRm,sem,precipitation,mm day-1,10
03404_Osnabrück,-0.3383646011352539,RRm,sem,precipitation,mm day-1,1
03404_Osnabrück,-0.23474550247192383,RRm,sem,precipitation,mm day-1,4
03404_Osnabrück,-0.4486820697784424,RRm,sem,precipitation,mm day-1,7
03404_Osnabrück,-0.3008767366409302,RRm,sem,precipitation,mm day-1,10
03405_03455_Region_um_Wilhelmshaven,-0.4363226890563965,RRm,sem,precipitation,mm day-1,1
03405_03455_Region_um_Wilhelmshaven,-0.15177106857299805,RRm,sem,precipitation,mm day-1,4
03405_03455_Region_um_Wilhelmshaven,-0.36848437786102295,RRm,sem,precipitation,mm day-1,7
03405_03455_Region_um_Wilhelmshaven,-0.1532282829284668,RRm,sem,precipitation,mm day-1,10
03405_Wilhelmshaven,-0.4536252021789551,RRm,sem,precipitation,mm day-1,1
03405_Wilhelmshaven,-0.11167430877685547,RRm,sem,precipitation,mm day-1,4
03405_Wilhelmshaven,-0.3243461847305298,RRm,sem,precipitation,mm day-1,7
03405_Wilhelmshaven,-0.13263750076293945,RRm,sem,precipitation,mm day-1,10
03451_Ammerland,-0.3341984748840332,RRm,sem,precipitation,mm day-1,1
03451_Ammerland,-0.17000675201416016,RRm,sem,precipitation,mm day-1,4
03451_Ammerland,-0.3878452777862549,RRm,sem,precipitation,mm day-1,7
03451_Ammerland,-0.17289948463439941,RRm,sem,precipitation,mm day-1,10
03452_Aurich,-0.4574897289276123,RRm,sem,precipitation,mm day-1,1
03452_Aurich,-0.18133258819580078,RRm,sem,precipitation,mm day-1,4
03452_Aurich,-0.35496997833251953,RRm,sem,precipitation,mm day-1,7
03452_Aurich,-0.20440590381622314,RRm,sem,precipitation,mm day-1,10
03453_Cloppenburg,-0.24731922149658203,RRm,sem,precipitation,mm day-1,1
03453_Cloppenburg,-0.22482585906982422,RRm,sem,precipitation,mm day-1,4
03453_Cloppenburg,-0.3888661861419678,RRm,sem,precipitation,mm day-1,7
03453_Cloppenburg,-0.15325021743774414,RRm,sem,precipitation,mm day-1,10
03454_Emsland,-0.2562222480773926,RRm,sem,precipitation,mm day-1,1
03454_Emsland,-0.1661221981048584,RRm,sem,precipitation,mm day-1,4
03454_Emsland,-0.4032588005065918,RRm,sem,precipitation,mm day-1,7
03454_Emsland,-0.1768655776977539,RRm,sem,precipitation,mm day-1,10
03455_Friesland,-0.433274507522583,RRm,sem,precipitation,mm day-1,1
03455_Friesland,-0.15883469581604004,RRm,sem,precipitation,mm day-1,4
03455_Friesland,-0.3762596845626831,RRm,sem,precipitation,mm day-1,7
03455_Friesland,-0.15685510635375977,RRm,sem,precipitation,mm day-1,10
03456_Grafschaft Bentheim,-0.2801194190979004,RRm,sem,precipitation,mm day-1,1
03456_Grafschaft Bentheim,-0.1959550380706787,RRm,sem,precipitation,mm day-1,4
03456_Grafschaft Bentheim,-0.37066614627838135,RRm,sem,precipitation,mm day-1,7
03456_Grafschaft Bentheim,-0.18123149871826172,RRm,sem,precipitation,mm day-1,10
03457_Leer,-0.3526310920715332,RRm,sem,precipitation,mm day-1,1
03457_Leer,-0.1625051498413086,RRm,sem,precipitation,mm day-1,4
03457_Leer,-0.3786433935165405,RRm,sem,precipitation,mm day-1,7
03457_Leer,-0.2056204080581665,RRm,sem,precipitation,mm day-1,10
03458_Oldenburg,-0.22276782989501953,RRm,sem,precipitation,mm day-1,1
03458_Oldenburg,-0.22249054908752441,RRm,sem,precipitation,mm day-1,4
03458_Oldenburg,-0.34586167335510254,RRm,sem,precipitation,mm day-1,7
03458_Oldenburg,-0.14780306816101074,RRm,sem,precipitation,mm day-1,10
03459_Osnabrück,-0.28121042251586914,RRm,sem,precipitation,mm day-1,1
03459_Osnabrück,-0.19144201278686523,RRm,sem,precipitation,mm day-1,4
03459_Osnabrück,-0.4093773365020752,RRm,sem,precipitation,mm day-1,7
03459_Osnabrück,-0.27405858039855957,RRm,sem,precipitation,mm day-1,10
03460_Vechta,-0.23287701606750488,RRm,sem,precipitation,mm day-1,1
03460_Vechta,-0.1700124740600586,RRm,sem,precipitation,mm day-1,4
03460_Vechta,-0.3513202667236328,RRm,sem,precipitation,mm day-1,7
03460_Vechta,-0.2179502248764038,RRm,sem,precipitation,mm day-1,10
03461_Wesermarsch,-0.3681192398071289,RRm,sem,precipitation,mm day-1,1
03461_Wesermarsch,-0.14925098419189453,RRm,sem,precipitation,mm day-1,4
03461_Wesermarsch,-0.3448615074157715,RRm,sem,precipitation,mm day-1,7
03461_Wesermarsch,-0.12813186645507812,RRm,sem,precipitation,mm day-1,10
03462_Wittmund,-0.43149876594543457,RRm,sem,precipitation,mm day-1,1
03462_Wittmund,-0.21405029296875,RRm,sem,precipitation,mm day-1,4
03462_Wittmund,-0.39520907402038574,RRm,sem,precipitation,mm day-1,7
03462_Wittmund,-0.16347646713256836,RRm,sem,precipitation,mm day-1,10
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.3015415668487549,RRm,sem,precipitation,mm day-1,1
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.12703657150268555,RRm,sem,precipitation,mm day-1,4
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.2887918949127197,RRm,sem,precipitation,mm day-1,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.1358875036239624,RRm,sem,precipitation,mm day-1,10
04011_Bremen,-0.25633668899536133,RRm,sem,precipitation,mm day-1,1
04011_Bremen,-0.15921878814697266,RRm,sem,precipitation,mm day-1,4
04011_Bremen,-0.3024611473083496,RRm,sem,precipitation,mm day-1,7
04011_Bremen,-0.12960314750671387,RRm,sem,precipitation,mm day-1,10
04012_03352_03461_Region_um_Bremerhaven,-0.41170477867126465,RRm,sem,precipitation,mm day-1,1
04012_03352_03461_Region_um_Bremerhaven,-0.15995502471923828,RRm,sem,precipitation,mm day-1,4
04012_03352_03461_Region_um_Bremerhaven,-0.3056797981262207,RRm,sem,precipitation,mm day-1,7
04012_03352_03461_Region_um_Bremerhaven,-0.13295745849609375,RRm,sem,precipitation,mm day-1,10
04012_Bremerhaven,-0.41806459426879883,RRm,sem,precipitation,mm day-1,1
04012_Bremerhaven,-0.1498405933380127,RRm,sem,precipitation,mm day-1,4
04012_Bremerhaven,-0.30783891677856445,RRm,sem,precipitation,mm day-1,7
04012_Bremerhaven,-0.16275978088378906,RRm,sem,precipitation,mm day-1,10
05111_05162_05158_05112_Region_um_Düsseldorf,-0.5741596221923828,RRm,sem,precipitation,mm day-1,1
05111_05162_05158_05112_Region_um_Düsseldorf,-0.18137526512145996,RRm,sem,precipitation,mm day-1,4
05111_05162_05158_05112_Region_um_Düsseldorf,-0.4093022346496582,RRm,sem,precipitation,mm day-1,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.21412873268127441,RRm,sem,precipitation,mm day-1,10
05111_Düsseldorf,-0.6935310363769531,RRm,sem,precipitation,mm day-1,1
05111_Düsseldorf,-0.19179964065551758,RRm,sem,precipitation,mm day-1,4
05111_Düsseldorf,-0.45517420768737793,RRm,sem,precipitation,mm day-1,7
05111_Düsseldorf,-0.2318425178527832,RRm,sem,precipitation,mm day-1,10
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.5817294120788574,RRm,sem,precipitation,mm day-1,1
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.12398338317871094,RRm,sem,precipitation,mm day-1,4
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.3895552158355713,RRm,sem,precipitation,mm day-1,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.25728893280029297,RRm,sem,precipitation,mm day-1,10
05112_Duisburg,-0.6890606880187988,RRm,sem,precipitation,mm day-1,1
05112_Duisburg,-0.17353391647338867,RRm,sem,precipitation,mm day-1,4
