region,RRm_sem_4C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.274905800819397,RRm,sem,precipitation,mm day-1,4
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.07955324649810791,RRm,sem,precipitation,mm day-1,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.09960424900054932,RRm,sem,precipitation,mm day-1,10
03101_Braunschweig,0.2296847105026245,RRm,sem,precipitation,mm day-1,1
03101_Braunschweig,0.273471474647522,RRm,sem,precipitation,mm day-1,4
03101_Braunschweig,-0.0772634744644165,RRm,sem,precipitation,mm day-1,7
03101_Braunschweig,0.09960520267486572,RRm,sem,precipitation,mm day-1,10
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.26284241676330566,RRm,sem,precipitation,mm day-1,1
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.3129923343658447,RRm,sem,precipitation,mm day-1,4
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.06955909729003906,RRm,sem,precipitation,mm day-1,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.08047634363174438,RRm,sem,precipitation,mm day-1,10
03102_Salzgitter,0.2446730136871338,RRm,sem,precipitation,mm day-1,1
03102_Salzgitter,0.2623228430747986,RRm,sem,precipitation,mm day-1,4
03102_Salzgitter,-0.04954540729522705,RRm,sem,precipitation,mm day-1,7
03102_Salzgitter,0.1048051118850708,RRm,sem,precipitation,mm day-1,10
03103_03154_03151_Region_um_Wolfsburg,0.20840680599212646,RRm,sem,precipitation,mm day-1,1
03103_03154_03151_Region_um_Wolfsburg,0.27694445848464966,RRm,sem,precipitation,mm day-1,4
03103_03154_03151_Region_um_Wolfsburg,-0.08969700336456299,RRm,sem,precipitation,mm day-1,7
03103_03154_03151_Region_um_Wolfsburg,0.10065966844558716,RRm,sem,precipitation,mm day-1,10
03103_Wolfsburg,0.2034440040588379,RRm,sem,precipitation,mm day-1,1
03103_Wolfsburg,0.2648780345916748,RRm,sem,precipitation,mm day-1,4
03103_Wolfsburg,-0.10477137565612793,RRm,sem,precipitation,mm day-1,7
03103_Wolfsburg,0.09665787220001221,RRm,sem,precipitation,mm day-1,10
03151_Gifhorn,0.22665417194366455,RRm,sem,precipitation,mm day-1,1
03151_Gifhorn,0.2670257091522217,RRm,sem,precipitation,mm day-1,4
03151_Gifhorn,-0.10206735134124756,RRm,sem,precipitation,mm day-1,7
03151_Gifhorn,0.09869730472564697,RRm,sem,precipitation,mm day-1,10
03153_Goslar,0.24119436740875244,RRm,sem,precipitation,mm day-1,1
03153_Goslar,0.3594256639480591,RRm,sem,precipitation,mm day-1,4
03153_Goslar,-0.15704834461212158,RRm,sem,precipitation,mm day-1,7
03153_Goslar,0.10848307609558105,RRm,sem,precipitation,mm day-1,10
03154_Helmstedt,0.19583606719970703,RRm,sem,precipitation,mm day-1,1
03154_Helmstedt,0.2622566223144531,RRm,sem,precipitation,mm day-1,4
03154_Helmstedt,-0.07593369483947754,RRm,sem,precipitation,mm day-1,7
03154_Helmstedt,0.09303426742553711,RRm,sem,precipitation,mm day-1,10
03155_Northeim,0.2573150396347046,RRm,sem,precipitation,mm day-1,1
03155_Northeim,0.3292808532714844,RRm,sem,precipitation,mm day-1,4
03155_Northeim,-0.12069618701934814,RRm,sem,precipitation,mm day-1,7
03155_Northeim,0.12843364477157593,RRm,sem,precipitation,mm day-1,10
03157_Peine,0.22485864162445068,RRm,sem,precipitation,mm day-1,1
03157_Peine,0.2633052468299866,RRm,sem,precipitation,mm day-1,4
03157_Peine,-0.07193219661712646,RRm,sem,precipitation,mm day-1,7
03157_Peine,0.10806435346603394,RRm,sem,precipitation,mm day-1,10
03158_Wolfenbüttel,0.23791062831878662,RRm,sem,precipitation,mm day-1,1
03158_Wolfenbüttel,0.2772149443626404,RRm,sem,precipitation,mm day-1,4
03158_Wolfenbüttel,-0.05090022087097168,RRm,sem,precipitation,mm day-1,7
03158_Wolfenbüttel,0.08586150407791138,RRm,sem,precipitation,mm day-1,10
03159_Göttingen,0.2865344285964966,RRm,sem,precipitation,mm day-1,1
03159_Göttingen,0.361940860748291,RRm,sem,precipitation,mm day-1,4
03159_Göttingen,-0.1794443130493164,RRm,sem,precipitation,mm day-1,7
03159_Göttingen,0.12485480308532715,RRm,sem,precipitation,mm day-1,10
03241_Region Hannover,0.21587586402893066,RRm,sem,precipitation,mm day-1,1
03241_Region Hannover,0.2544858455657959,RRm,sem,precipitation,mm day-1,4
03241_Region Hannover,-0.0826956033706665,RRm,sem,precipitation,mm day-1,7
03241_Region Hannover,0.11949700117111206,RRm,sem,precipitation,mm day-1,10
03251_Diepholz,0.24323570728302002,RRm,sem,precipitation,mm day-1,1
03251_Diepholz,0.23502492904663086,RRm,sem,precipitation,mm day-1,4
03251_Diepholz,-0.1239703893661499,RRm,sem,precipitation,mm day-1,7
03251_Diepholz,0.10212600231170654,RRm,sem,precipitation,mm day-1,10
03252_Hameln-Pyrmont,0.2250615358352661,RRm,sem,precipitation,mm day-1,1
03252_Hameln-Pyrmont,0.2895998954772949,RRm,sem,precipitation,mm day-1,4
03252_Hameln-Pyrmont,-0.1528170108795166,RRm,sem,precipitation,mm day-1,7
03252_Hameln-Pyrmont,0.09667736291885376,RRm,sem,precipitation,mm day-1,10
03254_Hildesheim,0.23954927921295166,RRm,sem,precipitation,mm day-1,1
03254_Hildesheim,0.2884150743484497,RRm,sem,precipitation,mm day-1,4
03254_Hildesheim,-0.027147293090820312,RRm,sem,precipitation,mm day-1,7
03254_Hildesheim,0.10705596208572388,RRm,sem,precipitation,mm day-1,10
03255_Holzminden,0.2529745101928711,RRm,sem,precipitation,mm day-1,1
03255_Holzminden,0.28478527069091797,RRm,sem,precipitation,mm day-1,4
03255_Holzminden,-0.1579487919807434,RRm,sem,precipitation,mm day-1,7
03255_Holzminden,0.10485959053039551,RRm,sem,precipitation,mm day-1,10
03256_Nienburg (Weser),0.23292851448059082,RRm,sem,precipitation,mm day-1,1
03256_Nienburg (Weser),0.2648918032646179,RRm,sem,precipitation,mm day-1,4
03256_Nienburg (Weser),-0.11700671911239624,RRm,sem,precipitation,mm day-1,7
03256_Nienburg (Weser),0.11242175102233887,RRm,sem,precipitation,mm day-1,10
03257_Schaumburg,0.2314823865890503,RRm,sem,precipitation,mm day-1,1
03257_Schaumburg,0.2749890089035034,RRm,sem,precipitation,mm day-1,4
03257_Schaumburg,-0.17347335815429688,RRm,sem,precipitation,mm day-1,7
03257_Schaumburg,0.0923607349395752,RRm,sem,precipitation,mm day-1,10
03351_Celle,0.21411454677581787,RRm,sem,precipitation,mm day-1,1
03351_Celle,0.27862781286239624,RRm,sem,precipitation,mm day-1,4
03351_Celle,-0.10007679462432861,RRm,sem,precipitation,mm day-1,7
03351_Celle,0.12059247493743896,RRm,sem,precipitation,mm day-1,10
03352_Cuxhaven,0.31242555379867554,RRm,sem,precipitation,mm day-1,1
03352_Cuxhaven,0.30289655923843384,RRm,sem,precipitation,mm day-1,4
03352_Cuxhaven,-0.10894536972045898,RRm,sem,precipitation,mm day-1,7
03352_Cuxhaven,0.22134459018707275,RRm,sem,precipitation,mm day-1,10
03353_Harburg,0.22857123613357544,RRm,sem,precipitation,mm day-1,1
03353_Harburg,0.26018571853637695,RRm,sem,precipitation,mm day-1,4
03353_Harburg,-0.06328916549682617,RRm,sem,precipitation,mm day-1,7
03353_Harburg,0.11904841661453247,RRm,sem,precipitation,mm day-1,10
03354_Lüchow-Dannenberg,0.21129095554351807,RRm,sem,precipitation,mm day-1,1
03354_Lüchow-Dannenberg,0.2606808543205261,RRm,sem,precipitation,mm day-1,4
03354_Lüchow-Dannenberg,-0.007915854454040527,RRm,sem,precipitation,mm day-1,7
03354_Lüchow-Dannenberg,0.10661065578460693,RRm,sem,precipitation,mm day-1,10
03355_Lüneburg,0.21858012676239014,RRm,sem,precipitation,mm day-1,1
03355_Lüneburg,0.2577124834060669,RRm,sem,precipitation,mm day-1,4
03355_Lüneburg,-0.03234457969665527,RRm,sem,precipitation,mm day-1,7
03355_Lüneburg,0.09514129161834717,RRm,sem,precipitation,mm day-1,10
03356_Osterholz,0.22381937503814697,RRm,sem,precipitation,mm day-1,1
03356_Osterholz,0.25411486625671387,RRm,sem,precipitation,mm day-1,4
03356_Osterholz,-0.13250279426574707,RRm,sem,precipitation,mm day-1,7
03356_Osterholz,0.167211651802063,RRm,sem,precipitation,mm day-1,10
03357_Rotenburg (Wümme),0.23431384563446045,RRm,sem,precipitation,mm day-1,1
03357_Rotenburg (Wümme),0.2608829736709595,RRm,sem,precipitation,mm day-1,4
03357_Rotenburg (Wümme),-0.14206767082214355,RRm,sem,precipitation,mm day-1,7
03357_Rotenburg (Wümme),0.1431044340133667,RRm,sem,precipitation,mm day-1,10
03358_Heidekreis,0.22355377674102783,RRm,sem,precipitation,mm day-1,1
03358_Heidekreis,0.2686716318130493,RRm,sem,precipitation,mm day-1,4
03358_Heidekreis,-0.07940554618835449,RRm,sem,precipitation,mm day-1,7
03358_Heidekreis,0.14329570531845093,RRm,sem,precipitation,mm day-1,10
03359_Stade,0.2429368495941162,RRm,sem,precipitation,mm day-1,1
03359_Stade,0.28209125995635986,RRm,sem,precipitation,mm day-1,4
03359_Stade,-0.1252661943435669,RRm,sem,precipitation,mm day-1,7
03359_Stade,0.19047784805297852,RRm,sem,precipitation,mm day-1,10
03360_Uelzen,0.23084723949432373,RRm,sem,precipitation,mm day-1,1
03360_Uelzen,0.2693529725074768,RRm,sem,precipitation,mm day-1,4
03360_Uelzen,-0.08210718631744385,RRm,sem,precipitation,mm day-1,7
03360_Uelzen,0.09775424003601074,RRm,sem,precipitation,mm day-1,10
03361_Verden,0.23500055074691772,RRm,sem,precipitation,mm day-1,1
03361_Verden,0.2559163570404053,RRm,sem,precipitation,mm day-1,4
03361_Verden,-0.07262372970581055,RRm,sem,precipitation,mm day-1,7
03361_Verden,0.15479999780654907,RRm,sem,precipitation,mm day-1,10
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.24202501773834229,RRm,sem,precipitation,mm day-1,1
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.24491286277770996,RRm,sem,precipitation,mm day-1,4
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.13583362102508545,RRm,sem,precipitation,mm day-1,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.13661623001098633,RRm,sem,precipitation,mm day-1,10
03401_Delmenhorst,0.2415609359741211,RRm,sem,precipitation,mm day-1,1
03401_Delmenhorst,0.24280333518981934,RRm,sem,precipitation,mm day-1,4
03401_Delmenhorst,-0.1474490761756897,RRm,sem,precipitation,mm day-1,7
03401_Delmenhorst,0.1435307264328003,RRm,sem,precipitation,mm day-1,10
03402_03452_03457_Region_um_Emden,0.3367164731025696,RRm,sem,precipitation,mm day-1,1
03402_03452_03457_Region_um_Emden,0.3076412081718445,RRm,sem,precipitation,mm day-1,4
03402_03452_03457_Region_um_Emden,-0.18629205226898193,RRm,sem,precipitation,mm day-1,7
03402_03452_03457_Region_um_Emden,0.21793967485427856,RRm,sem,precipitation,mm day-1,10
03402_Emden,0.3337025046348572,RRm,sem,precipitation,mm day-1,1
03402_Emden,0.3439081907272339,RRm,sem,precipitation,mm day-1,4
03402_Emden,-0.1703423261642456,RRm,sem,precipitation,mm day-1,7
03402_Emden,0.2813214063644409,RRm,sem,precipitation,mm day-1,10
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.24464845657348633,RRm,sem,precipitation,mm day-1,1
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.23980927467346191,RRm,sem,precipitation,mm day-1,4
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.15680205821990967,RRm,sem,precipitation,mm day-1,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.16911649703979492,RRm,sem,precipitation,mm day-1,10
03403_Oldenburg (Oldb),0.2477884292602539,RRm,sem,precipitation,mm day-1,1
03403_Oldenburg (Oldb),0.23054933547973633,RRm,sem,precipitation,mm day-1,4
03403_Oldenburg (Oldb),-0.1600494384765625,RRm,sem,precipitation,mm day-1,7
03403_Oldenburg (Oldb),0.17285144329071045,RRm,sem,precipitation,mm day-1,10
03404_03459_05566_Region_um_Osnabrück,0.26107919216156006,RRm,sem,precipitation,mm day-1,1
03404_03459_05566_Region_um_Osnabrück,0.2647958993911743,RRm,sem,precipitation,mm day-1,4
03404_03459_05566_Region_um_Osnabrück,-0.17839306592941284,RRm,sem,precipitation,mm day-1,7
03404_03459_05566_Region_um_Osnabrück,0.15351450443267822,RRm,sem,precipitation,mm day-1,10
03404_Osnabrück,0.2822309136390686,RRm,sem,precipitation,mm day-1,1
03404_Osnabrück,0.262947678565979,RRm,sem,precipitation,mm day-1,4
03404_Osnabrück,-0.2340124249458313,RRm,sem,precipitation,mm day-1,7
03404_Osnabrück,0.17199361324310303,RRm,sem,precipitation,mm day-1,10
03405_03455_Region_um_Wilhelmshaven,0.2847256660461426,RRm,sem,precipitation,mm day-1,1
03405_03455_Region_um_Wilhelmshaven,0.27252423763275146,RRm,sem,precipitation,mm day-1,4
03405_03455_Region_um_Wilhelmshaven,-0.2011629343032837,RRm,sem,precipitation,mm day-1,7
03405_03455_Region_um_Wilhelmshaven,0.21754103899002075,RRm,sem,precipitation,mm day-1,10
03405_Wilhelmshaven,0.35254621505737305,RRm,sem,precipitation,mm day-1,1
03405_Wilhelmshaven,0.2669294476509094,RRm,sem,precipitation,mm day-1,4
03405_Wilhelmshaven,-0.18829655647277832,RRm,sem,precipitation,mm day-1,7
03405_Wilhelmshaven,0.23559117317199707,RRm,sem,precipitation,mm day-1,10
03451_Ammerland,0.24331223964691162,RRm,sem,precipitation,mm day-1,1
03451_Ammerland,0.24248147010803223,RRm,sem,precipitation,mm day-1,4
03451_Ammerland,-0.1761178970336914,RRm,sem,precipitation,mm day-1,7
03451_Ammerland,0.16408997774124146,RRm,sem,precipitation,mm day-1,10
03452_Aurich,0.37077564001083374,RRm,sem,precipitation,mm day-1,1
03452_Aurich,0.34137678146362305,RRm,sem,precipitation,mm day-1,4
03452_Aurich,-0.15589964389801025,RRm,sem,precipitation,mm day-1,7
03452_Aurich,0.26639604568481445,RRm,sem,precipitation,mm day-1,10
03453_Cloppenburg,0.2628570795059204,RRm,sem,precipitation,mm day-1,1
03453_Cloppenburg,0.23152565956115723,RRm,sem,precipitation,mm day-1,4
03453_Cloppenburg,-0.2006852626800537,RRm,sem,precipitation,mm day-1,7
03453_Cloppenburg,0.13763153553009033,RRm,sem,precipitation,mm day-1,10
03454_Emsland,0.26089322566986084,RRm,sem,precipitation,mm day-1,1
03454_Emsland,0.27911806106567383,RRm,sem,precipitation,mm day-1,4
03454_Emsland,-0.1889282464981079,RRm,sem,precipitation,mm day-1,7
03454_Emsland,0.15613186359405518,RRm,sem,precipitation,mm day-1,10
03455_Friesland,0.27031564712524414,RRm,sem,precipitation,mm day-1,1
03455_Friesland,0.2691344618797302,RRm,sem,precipitation,mm day-1,4
03455_Friesland,-0.20942604541778564,RRm,sem,precipitation,mm day-1,7
03455_Friesland,0.20093822479248047,RRm,sem,precipitation,mm day-1,10
03456_Grafschaft Bentheim,0.2576169967651367,RRm,sem,precipitation,mm day-1,1
03456_Grafschaft Bentheim,0.29202544689178467,RRm,sem,precipitation,mm day-1,4
03456_Grafschaft Bentheim,-0.25071680545806885,RRm,sem,precipitation,mm day-1,7
03456_Grafschaft Bentheim,0.1314913034439087,RRm,sem,precipitation,mm day-1,10
03457_Leer,0.2793121337890625,RRm,sem,precipitation,mm day-1,1
03457_Leer,0.25986218452453613,RRm,sem,precipitation,mm day-1,4
03457_Leer,-0.18115854263305664,RRm,sem,precipitation,mm day-1,7
03457_Leer,0.18209385871887207,RRm,sem,precipitation,mm day-1,10
03458_Oldenburg,0.2537425756454468,RRm,sem,precipitation,mm day-1,1
03458_Oldenburg,0.23270952701568604,RRm,sem,precipitation,mm day-1,4
03458_Oldenburg,-0.15955662727355957,RRm,sem,precipitation,mm day-1,7
03458_Oldenburg,0.12719666957855225,RRm,sem,precipitation,mm day-1,10
03459_Osnabrück,0.26516270637512207,RRm,sem,precipitation,mm day-1,1
03459_Osnabrück,0.24677765369415283,RRm,sem,precipitation,mm day-1,4
03459_Osnabrück,-0.16498255729675293,RRm,sem,precipitation,mm day-1,7
03459_Osnabrück,0.15238618850708008,RRm,sem,precipitation,mm day-1,10
03460_Vechta,0.25195491313934326,RRm,sem,precipitation,mm day-1,1
03460_Vechta,0.22037649154663086,RRm,sem,precipitation,mm day-1,4
03460_Vechta,-0.18077027797698975,RRm,sem,precipitation,mm day-1,7
03460_Vechta,0.10986244678497314,RRm,sem,precipitation,mm day-1,10
03461_Wesermarsch,0.2778284549713135,RRm,sem,precipitation,mm day-1,1
03461_Wesermarsch,0.25183045864105225,RRm,sem,precipitation,mm day-1,4
03461_Wesermarsch,-0.14781588315963745,RRm,sem,precipitation,mm day-1,7
03461_Wesermarsch,0.18563687801361084,RRm,sem,precipitation,mm day-1,10
03462_Wittmund,0.37048500776290894,RRm,sem,precipitation,mm day-1,1
03462_Wittmund,0.31034666299819946,RRm,sem,precipitation,mm day-1,4
03462_Wittmund,-0.20533537864685059,RRm,sem,precipitation,mm day-1,7
03462_Wittmund,0.24255287647247314,RRm,sem,precipitation,mm day-1,10
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.24782609939575195,RRm,sem,precipitation,mm day-1,1
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.2682361602783203,RRm,sem,precipitation,mm day-1,4
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.10606169700622559,RRm,sem,precipitation,mm day-1,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.18445968627929688,RRm,sem,precipitation,mm day-1,10
04011_Bremen,0.23724067211151123,RRm,sem,precipitation,mm day-1,1
04011_Bremen,0.24065262079238892,RRm,sem,precipitation,mm day-1,4
04011_Bremen,-0.14949393272399902,RRm,sem,precipitation,mm day-1,7
04011_Bremen,0.16985678672790527,RRm,sem,precipitation,mm day-1,10
04012_03352_03461_Region_um_Bremerhaven,0.2938889265060425,RRm,sem,precipitation,mm day-1,1
04012_03352_03461_Region_um_Bremerhaven,0.2943958044052124,RRm,sem,precipitation,mm day-1,4
04012_03352_03461_Region_um_Bremerhaven,-0.12962734699249268,RRm,sem,precipitation,mm day-1,7
04012_03352_03461_Region_um_Bremerhaven,0.2019052505493164,RRm,sem,precipitation,mm day-1,10
04012_Bremerhaven,0.34831690788269043,RRm,sem,precipitation,mm day-1,1
04012_Bremerhaven,0.2957223653793335,RRm,sem,precipitation,mm day-1,4
04012_Bremerhaven,-0.10009598731994629,RRm,sem,precipitation,mm day-1,7
04012_Bremerhaven,0.2053924798965454,RRm,sem,precipitation,mm day-1,10
05111_05162_05158_05112_Region_um_Düsseldorf,0.4556915760040283,RRm,sem,precipitation,mm day-1,1
05111_05162_05158_05112_Region_um_Düsseldorf,0.3708072900772095,RRm,sem,precipitation,mm day-1,4
05111_05162_05158_05112_Region_um_Düsseldorf,-0.3467196822166443,RRm,sem,precipitation,mm day-1,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.1839076280593872,RRm,sem,precipitation,mm day-1,10
05111_Düsseldorf,0.4701625108718872,RRm,sem,precipitation,mm day-1,1
05111_Düsseldorf,0.3854140043258667,RRm,sem,precipitation,mm day-1,4
05111_Düsseldorf,-0.36065542697906494,RRm,sem,precipitation,mm day-1,7
05111_Düsseldorf,0.21679377555847168,RRm,sem,precipitation,mm day-1,10
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.3917313814163208,RRm,sem,precipitation,mm day-1,1
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.3628476858139038,RRm,sem,precipitation,mm day-1,4
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.30761444568634033,RRm,sem,precipitation,mm day-1,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.19378483295440674,RRm,sem,precipitation,mm day-1,10
05112_Duisburg,0.3860214948654175,RRm,sem,precipitation,mm day-1,1
05112_Duisburg,0.3637099266052246,RRm,sem,precipitation,mm day-1,4
05112_Duisburg,-0.28259360790252686,RRm,sem,precipitation,mm day-1,7
05112_Duisburg,0.19055962562561035,RRm,sem,precipitation,mm day-1,10
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.3971083164215088,RRm,sem,precipitation,mm day-1,1
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.3410038948059082,RRm,sem,precipitation,mm day-1,4
