region,DD_sem_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
15003_15083_15089_15086_Region_um_Magdeburg,-6.867332458496094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-5.323429107666016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_16076_15084_16074_Region_um_Gera,-7.0472869873046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_16074_16071_16055_Region_um_Jena,-6.715190887451172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_16066_16069_16070_Region_um_Suhl,-4.982044219970703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_16071_Region_um_Weimar,-6.096000671386719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_16063_06636_Region_um_Eisenach,-5.063800811767578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_Flensburg,-8.268997192382812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01002_Kiel,-8.036529541015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01003_Lübeck,-8.045597076416016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01004_Neumünster,-7.932964324951172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01051_Dithmarschen,-7.258079528808594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01053_Herzogtum Lauenburg,-7.268028259277344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01054_Nordfriesland,-7.970451354980469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01055_Ostholstein,-7.390590667724609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01057_Plön,-7.738372802734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01058_Rendsburg-Eckernförde,-8.17441177368164,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01059_Schleswig-Flensburg,-8.358451843261719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01060_Segeberg,-7.794498443603516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01061_Steinburg,-6.894874572753906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01062_Stormarn,-7.783393859863281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
02000_Hamburg,-7.219936370849609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03101_Braunschweig,-6.8280181884765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03102_Salzgitter,-6.210254669189453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03103_Wolfsburg,-6.722385406494141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03151_Gifhorn,-5.886653900146484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03159_Göttingen,-6.077571868896484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03153_Goslar,-5.756183624267578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03154_Helmstedt,-5.737758636474609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03155_Northeim,-5.822639465332031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03157_Peine,-6.257637023925781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03158_Wolfenbüttel,-5.987102508544922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03241_Region Hannover,-6.403377532958984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03251_Diepholz,-6.608242034912109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03252_Hameln-Pyrmont,-6.385913848876953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03254_Hildesheim,-6.269962310791016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03255_Holzminden,-6.4653167724609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01056_Pinneberg,-6.8762359619140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03256_Nienburg (Weser),-6.909923553466797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03257_Schaumburg,-6.434711456298828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03351_Celle,-6.469764709472656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03352_Cuxhaven,-6.656085968017578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03353_Harburg,-6.423732757568359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03354_Lüchow-Dannenberg,-5.985877990722656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03355_Lüneburg,-5.890098571777344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03356_Osterholz,-6.882289886474609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03357_Rotenburg (Wümme),-7.3285064697265625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03358_Heidekreis,-6.770458221435547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03359_Stade,-6.801029205322266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03360_Uelzen,-5.933677673339844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03361_Verden,-6.975231170654297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03401_Delmenhorst,-6.1555023193359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03402_Emden,-7.473834991455078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03403_Oldenburg (Oldb),-7.0137481689453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03404_Osnabrück,-6.902843475341797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03405_Wilhelmshaven,-7.818145751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03451_Ammerland,-6.967735290527344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03452_Aurich,-7.6393585205078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03453_Cloppenburg,-6.806304931640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03454_Emsland,-6.7204132080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03455_Friesland,-7.744533538818359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03456_Grafschaft Bentheim,-6.674041748046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03457_Leer,-7.1923675537109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03458_Oldenburg,-6.6791534423828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03459_Osnabrück,-6.746734619140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03460_Vechta,-6.6760101318359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03461_Wesermarsch,-6.925575256347656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03462_Wittmund,-7.255134582519531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04011_Bremen,-6.576778411865234,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04012_Bremerhaven,-6.693294525146484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05111_Düsseldorf,-6.4339141845703125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05112_Duisburg,-7.0771942138671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05113_Essen,-6.347190856933594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05114_Krefeld,-6.738433837890625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05116_Mönchengladbach,-5.939517974853516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05117_Mülheim an der Ruhr,-6.384708404541016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05119_Oberhausen,-7.092380523681641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05120_Remscheid,-6.710231781005859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05122_Solingen,-6.544551849365234,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05124_Wuppertal,-6.806522369384766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05154_Kleve,-5.451751708984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05158_Mettmann,-6.166469573974609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05162_Rhein-Kreis Neuss,-6.222259521484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05166_Viersen,-5.9359283447265625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05170_Wesel,-6.650524139404297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05314_Bonn,-6.089622497558594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05315_Köln,-7.050285339355469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05316_Leverkusen,-6.777378082275391,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05334_Städteregion Aachen,-4.807147979736328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05358_Düren,-4.495246887207031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05362_Rhein-Erft-Kreis,-5.563327789306641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05366_Euskirchen,-5.0888214111328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05370_Heinsberg,-5.595188140869141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05374_Oberbergischer Kreis,-6.623435974121094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05378_Rheinisch-Bergischer Kreis,-6.551502227783203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05382_Rhein-Sieg-Kreis,-6.24383544921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05512_Bottrop,-7.108959197998047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05513_Gelsenkirchen,-6.819297790527344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05515_Münster,-6.445762634277344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05554_Borken,-6.399898529052734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05558_Coesfeld,-6.518604278564453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05562_Recklinghausen,-7.178836822509766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05566_Steinfurt,-6.9348297119140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05570_Warendorf,-7.523174285888672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05711_Bielefeld,-6.922088623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05754_Gütersloh,-7.555225372314453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05758_Herford,-6.703258514404297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05762_Höxter,-7.080406188964844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05766_Lippe,-6.515815734863281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05770_Minden-Lübbecke,-6.806804656982422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05774_Paderborn,-7.150226593017578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05911_Bochum,-6.837490081787109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05913_Dortmund,-7.112129211425781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05914_Hagen,-6.561725616455078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05915_Hamm,-7.211643218994141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05916_Herne,-7.054969787597656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05954_Ennepe-Ruhr-Kreis,-6.7156219482421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05958_Hochsauerlandkreis,-5.684268951416016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05962_Märkischer Kreis,-6.215789794921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05966_Olpe,-6.241188049316406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05970_Siegen-Wittgenstein,-5.805351257324219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05974_Soest,-6.740211486816406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05978_Unna,-6.7806854248046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06411_Darmstadt,-5.960258483886719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06412_Frankfurt am Main,-5.1704559326171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06413_Offenbach am Main,-6.072422027587891,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06414_Wiesbaden,-5.864830017089844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06431_Bergstraße,-5.837665557861328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06432_Darmstadt-Dieburg,-5.9695587158203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06433_Groß-Gerau,-5.90106201171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06434_Hochtaunuskreis,-5.068561553955078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06435_Main-Kinzig-Kreis,-6.124431610107422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06436_Main-Taunus-Kreis,-5.861686706542969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06437_Odenwaldkreis,-6.1777496337890625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06438_Offenbach,-6.369285583496094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06439_Rheingau-Taunus-Kreis,-5.964935302734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06440_Wetteraukreis,-6.166511535644531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06531_Gießen,-5.416255950927734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06532_Lahn-Dill-Kreis,-5.08636474609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06533_Limburg-Weilburg,-6.183967590332031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06534_Marburg-Biedenkopf,-5.086643218994141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06535_Vogelsbergkreis,-5.563899993896484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06611_Kassel,-6.112518310546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06631_Fulda,-5.716915130615234,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06632_Hersfeld-Rotenburg,-6.151634216308594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06633_Kassel,-6.285999298095703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06634_Schwalm-Eder-Kreis,-5.884925842285156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06635_Waldeck-Frankenberg,-4.567165374755859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06636_Werra-Meißner-Kreis,-5.636318206787109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07111_Koblenz,-6.5222930908203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07131_Ahrweiler,-5.432483673095703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07132_Altenkirchen (Westerwald),-6.222255706787109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07133_Bad Kreuznach,-6.317840576171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07134_Birkenfeld,-5.849651336669922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07135_Cochem-Zell,-5.289466857910156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07137_Mayen-Koblenz,-5.698902130126953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07138_Neuwied,-6.1278076171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07140_Rhein-Hunsrück-Kreis,-5.0357818603515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07141_Rhein-Lahn-Kreis,-5.899040222167969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07143_Westerwaldkreis,-5.847511291503906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07211_Trier,-5.619701385498047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07231_Bernkastel-Wittlich,-5.1019439697265625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07232_Eifelkreis Bitburg-Prüm,-5.141071319580078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07233_Vulkaneifel,-5.128959655761719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07235_Trier-Saarburg,-5.478298187255859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07311_Frankenthal (Pfalz),-6.181743621826172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07312_Kaiserslautern,-6.361454010009766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07313_Landau in der Pfalz,-7.165042877197266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07314_Ludwigshafen am Rhein,-6.133209228515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07315_Mainz,-5.686908721923828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07316_Neustadt an der Weinstraße,-7.14276123046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07317_Pirmasens,-6.982036590576172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07318_Speyer,-6.226253509521484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07319_Worms,-6.13494873046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07320_Zweibrücken,-6.443389892578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07331_Alzey-Worms,-6.3922271728515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07332_Bad Dürkheim,-6.479499816894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07333_Donnersbergkreis,-6.156364440917969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07334_Germersheim,-6.805290222167969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07335_Kaiserslautern,-6.395473480224609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07336_Kusel,-6.5946197509765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07337_Südliche Weinstraße,-7.249992370605469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07338_Rhein-Pfalz-Kreis,-6.040336608886719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07339_Mainz-Bingen,-5.821453094482422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07340_Südwestpfalz,-6.810523986816406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08111_Stuttgart,-6.364269256591797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08115_Böblingen,-5.149631500244141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08116_Esslingen,-5.7487945556640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08117_Göppingen,-5.19024658203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08118_Ludwigsburg,-6.053924560546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08119_Rems-Murr-Kreis,-5.904884338378906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08121_Heilbronn,-6.120563507080078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08125_Heilbronn,-6.047660827636719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08126_Hohenlohekreis,-5.635223388671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08127_Schwäbisch Hall,-5.741764068603516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08128_Main-Tauber-Kreis,-5.413913726806641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08135_Heidenheim,-5.599246978759766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08136_Ostalbkreis,-5.3328094482421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08211_Baden-Baden,-5.047550201416016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08212_Karlsruhe,-5.675361633300781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08215_Karlsruhe,-5.833274841308594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08216_Rastatt,-5.1706695556640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08221_Heidelberg,-6.481441497802734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08222_Mannheim,-6.586906433105469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08225_Neckar-Odenwald-Kreis,-6.137657165527344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08226_Rhein-Neckar-Kreis,-5.9879608154296875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08231_Pforzheim,-5.743122100830078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08235_Calw,-5.849414825439453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08236_Enzkreis,-5.752849578857422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08237_Freudenstadt,-5.621173858642578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08311_Freiburg im Breisgau,-6.761966705322266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08315_Breisgau-Hochschwarzwald,-5.494892120361328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08316_Emmendingen,-5.978939056396484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08317_Ortenaukreis,-5.688507080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08325_Rottweil,-5.796695709228516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08326_Schwarzwald-Baar-Kreis,-5.7011566162109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08327_Tuttlingen,-5.980987548828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08335_Konstanz,-7.312591552734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08336_Lörrach,-5.941108703613281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08337_Waldshut,-6.191005706787109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08415_Reutlingen,-4.958713531494141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08416_Tübingen,-4.875335693359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08417_Zollernalbkreis,-5.366413116455078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08421_Ulm,-5.742565155029297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08425_Alb-Donau-Kreis,-5.570652008056641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08426_Biberach,-5.416873931884766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08435_Bodenseekreis,-8.288585662841797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08436_Ravensburg,-5.682823181152344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08437_Sigmaringen,-6.111927032470703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09161_Ingolstadt,-5.831256866455078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09162_München,-5.0175323486328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09163_Rosenheim,-4.172523498535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09171_Altötting,-4.903404235839844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09172_Berchtesgadener Land,-6.574066162109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09173_Bad Tölz-Wolfratshausen,-5.899143218994141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09174_Dachau,-4.938911437988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09175_Ebersberg,-4.1746063232421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09176_Eichstätt,-4.887901306152344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09177_Erding,-4.382682800292969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09178_Freising,-5.115741729736328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09179_Fürstenfeldbruck,-4.814262390136719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09180_Garmisch-Partenkirchen,-6.7583160400390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09181_Landsberg am Lech,-5.137176513671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09182_Miesbach,-4.173088073730469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09183_Mühldorf a. Inn,-4.454319000244141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09184_München,-4.528759002685547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09185_Neuburg-Schrobenhausen,-4.925296783447266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09186_Pfaffenhofen a.d. Ilm,-4.627067565917969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09187_Rosenheim,-4.08770751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09188_Starnberg,-4.650199890136719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09189_Traunstein,-5.013526916503906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09190_Weilheim-Schongau,-4.969692230224609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09261_Landshut,-4.881687164306641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09262_Passau,-6.028419494628906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09263_Straubing,-5.650238037109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09271_Deggendorf,-5.820268630981445,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09272_Freyung-Grafenau,-8.277490615844727,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09273_Kelheim,-5.127227783203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09274_Landshut,-4.503864288330078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09275_Passau,-5.91351318359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09276_Regen,-7.165584564208984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09277_Rottal-Inn,-4.635448455810547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09278_Straubing-Bogen,-5.479679107666016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09279_Dingolfing-Landau,-4.47418212890625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09361_Amberg,-4.931232452392578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09362_Regensburg,-5.336742401123047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09363_Weiden i.d. OPf.,-5.960664749145508,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09371_Amberg-Sulzbach,-4.828895568847656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09372_Cham,-5.587474822998047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09373_Neumarkt i.d. OPf.,-4.947559356689453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09374_Neustadt a.d. Waldnaab,-5.244922637939453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09375_Regensburg,-4.480899810791016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09376_Schwandorf,-5.180194854736328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09377_Tirschenreuth,-5.110729217529297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09461_Bamberg,-7.194488525390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09462_Bayreuth,-5.650516510009766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09463_Coburg,-6.955070495605469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09464_Hof,-5.020854949951172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09471_Bamberg,-6.14776611328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09472_Bayreuth,-5.451267242431641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09473_Coburg,-6.761501312255859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09474_Forchheim,-6.091060638427734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09475_Hof,-5.170871734619141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09476_Kronach,-5.953121185302734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09477_Kulmbach,-6.390796661376953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09478_Lichtenfels,-6.658420562744141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09479_Wunsiedel i. Fichtelgebirge,-5.264320373535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
