region,DD_sem_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09761_09772_09771_Region_um_Augsburg,-1.7263033,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09762_09777_Region_um_Kaufbeuren,-1.3767163,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09763_09780_Region_um_Kempten_(Allgäu),-1.2825154,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09764_09778_08436_Region_um_Memmingen,-1.2528646,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-1.2280298,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.6206031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-1.2221698,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12052_12071_Region_um_Cottbus,-1.4091103,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12053_12067_12064_Region_um_Frankfurt_(Oder),-1.1214643,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12054_12063_12069_11000_12051_Region_um_Potsdam,-1.1966488,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13003_13072_Region_um_Rostock,-0.6831657,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13004_13076_13074_Region_um_Schwerin,-0.58845466,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14511_14524_14521_14522_Region_um_Chemnitz,-1.641423,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14612_14627_14625_14628_Region_um_Dresden,-1.6546918,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14713_14729_14730_Region_um_Leipzig,-1.7753006,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15001_15091_15082_Region_um_Dessau-Rolau,-1.580433,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15002_15088_Region_um_Halle_(Saale),-1.9195621,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15003_15083_15089_15086_Region_um_Magdeburg,-1.7087947,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-1.6218894,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_16076_15084_16074_Region_um_Gera,-1.8850553,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_16074_16071_16055_Region_um_Jena,-1.8947195,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_16066_16069_16070_Region_um_Suhl,-0.8884325,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_16071_Region_um_Weimar,-1.8955996,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_16063_06636_Region_um_Eisenach,-1.0992343,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_Flensburg,-0.77852744,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01002_Kiel,-1.1328166,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01003_Lübeck,-1.112333,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01004_Neumünster,-1.1499529,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01051_Dithmarschen,-1.1206067,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01053_Herzogtum Lauenburg,-1.1987233,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01054_Nordfriesland,-1.1289498,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01055_Ostholstein,-1.2018067,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01057_Plön,-1.1473287,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01058_Rendsburg-Eckernförde,-1.0967612,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01059_Schleswig-Flensburg,-1.0096331,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01060_Segeberg,-1.1390839,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01061_Steinburg,-1.1252626,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01062_Stormarn,-1.1347893,DD,sem,days_with_precipitation_amount_below_threshold,days,4
02000_Hamburg,-1.1259465,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03101_Braunschweig,-1.1686659,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03102_Salzgitter,-1.3231432,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03103_Wolfsburg,-1.1226872,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03151_Gifhorn,-1.1496087,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03159_Göttingen,-1.100467,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03153_Goslar,-1.0752946,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03154_Helmstedt,-1.1689847,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03155_Northeim,-1.0583179,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03157_Peine,-1.1994117,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03158_Wolfenbüttel,-1.2787102,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03241_Region Hannover,-1.0581913,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03251_Diepholz,-1.0909066,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03252_Hameln-Pyrmont,-1.0624568,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03254_Hildesheim,-1.1969053,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03255_Holzminden,-0.99555826,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01056_Pinneberg,-1.1061339,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03256_Nienburg (Weser),-1.0730151,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03257_Schaumburg,-0.9418609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03351_Celle,-1.086811,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03352_Cuxhaven,-1.0619539,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03353_Harburg,-1.0195106,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03354_Lüchow-Dannenberg,-1.2123847,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03355_Lüneburg,-1.1664094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03356_Osterholz,-1.0023341,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03357_Rotenburg (Wümme),-0.9789372,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03358_Heidekreis,-0.9999061,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03359_Stade,-1.0145124,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03360_Uelzen,-1.1814823,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03361_Verden,-1.030169,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03401_Delmenhorst,-0.9469713,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03402_Emden,-1.1720785,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03403_Oldenburg (Oldb),-0.9930054,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03404_Osnabrück,-0.9419477,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03405_Wilhelmshaven,-1.1676719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03451_Ammerland,-0.9481614,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03452_Aurich,-1.1216444,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03453_Cloppenburg,-1.0361668,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03454_Emsland,-0.9757446,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03455_Friesland,-1.018559,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03456_Grafschaft Bentheim,-0.9885078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03457_Leer,-1.0149764,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03458_Oldenburg,-0.9683853,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03459_Osnabrück,-0.974499,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03460_Vechta,-1.0131627,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03461_Wesermarsch,-0.9774596,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03462_Wittmund,-1.0624479,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04011_Bremen,-0.9508127,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04012_Bremerhaven,-1.0755587,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05111_Düsseldorf,-0.7755728,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05112_Duisburg,-0.834009,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05113_Essen,-0.8102216,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05114_Krefeld,-0.79872435,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05116_Mönchengladbach,-0.7395199,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05117_Mülheim an der Ruhr,-0.82268727,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05119_Oberhausen,-0.88356984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05120_Remscheid,-0.6135448,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05122_Solingen,-0.66596997,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05124_Wuppertal,-0.61983186,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05154_Kleve,-0.8604736,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05158_Mettmann,-0.7614341,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05162_Rhein-Kreis Neuss,-0.76235974,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05166_Viersen,-0.7967619,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05170_Wesel,-0.88850135,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05314_Bonn,-0.8748639,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05315_Köln,-0.8364475,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05316_Leverkusen,-0.7755507,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05334_Städteregion Aachen,-0.89401555,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05358_Düren,-0.85492593,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05362_Rhein-Erft-Kreis,-0.8094975,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05366_Euskirchen,-0.97378093,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05370_Heinsberg,-0.7724969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05374_Oberbergischer Kreis,-0.7435647,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05378_Rheinisch-Bergischer Kreis,-0.708606,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05382_Rhein-Sieg-Kreis,-0.8777089,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05512_Bottrop,-0.90187544,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05513_Gelsenkirchen,-0.8898479,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05515_Münster,-0.87535256,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05554_Borken,-0.9241155,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05558_Coesfeld,-0.8098462,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05562_Recklinghausen,-0.82815987,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05566_Steinfurt,-0.97443014,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05570_Warendorf,-0.82796174,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05711_Bielefeld,-0.93702376,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05754_Gütersloh,-0.90508604,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05758_Herford,-1.0076833,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05762_Höxter,-1.0241212,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05766_Lippe,-1.0266159,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05770_Minden-Lübbecke,-1.0259954,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05774_Paderborn,-0.9184952,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05911_Bochum,-0.7831388,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05913_Dortmund,-0.8318919,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05914_Hagen,-0.8014886,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05915_Hamm,-0.85249203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05916_Herne,-0.86646867,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05954_Ennepe-Ruhr-Kreis,-0.72556084,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05958_Hochsauerlandkreis,-0.7702887,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05962_Märkischer Kreis,-0.7592052,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05966_Olpe,-0.68959045,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05970_Siegen-Wittgenstein,-0.6420884,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05974_Soest,-0.919034,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05978_Unna,-0.82607615,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06411_Darmstadt,-1.1295142,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06412_Frankfurt am Main,-1.2201364,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06413_Offenbach am Main,-1.2217463,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06414_Wiesbaden,-1.106327,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06431_Bergstraße,-1.0812845,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06432_Darmstadt-Dieburg,-1.0741538,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06433_Groß-Gerau,-1.2815694,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06434_Hochtaunuskreis,-0.94927865,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06435_Main-Kinzig-Kreis,-1.0420644,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06436_Main-Taunus-Kreis,-1.1307268,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06437_Odenwaldkreis,-0.9046071,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06438_Offenbach,-1.1628681,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06439_Rheingau-Taunus-Kreis,-0.9301324,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06440_Wetteraukreis,-1.0861052,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06531_Gießen,-0.98654926,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06532_Lahn-Dill-Kreis,-0.77450156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06533_Limburg-Weilburg,-0.9780847,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06534_Marburg-Biedenkopf,-1.0011808,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06535_Vogelsbergkreis,-1.0591574,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06611_Kassel,-1.0755986,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06631_Fulda,-1.1042562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06632_Hersfeld-Rotenburg,-1.2188936,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06633_Kassel,-1.092202,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06634_Schwalm-Eder-Kreis,-1.1965579,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06635_Waldeck-Frankenberg,-1.0313666,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06636_Werra-Meißner-Kreis,-1.1833154,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07111_Koblenz,-1.1249577,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07131_Ahrweiler,-0.86134994,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07132_Altenkirchen (Westerwald),-0.7629024,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07133_Bad Kreuznach,-1.0114576,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07134_Birkenfeld,-0.76774853,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07135_Cochem-Zell,-0.91593075,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07137_Mayen-Koblenz,-0.9332788,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07138_Neuwied,-0.75690615,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07140_Rhein-Hunsrück-Kreis,-0.8012152,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07141_Rhein-Lahn-Kreis,-0.9339397,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07143_Westerwaldkreis,-0.7281638,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07211_Trier,-0.69018096,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07231_Bernkastel-Wittlich,-0.77442193,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07232_Eifelkreis Bitburg-Prüm,-0.6349707,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07233_Vulkaneifel,-0.7876657,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07235_Trier-Saarburg,-0.6256806,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07311_Frankenthal (Pfalz),-1.326205,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07312_Kaiserslautern,-0.94327396,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07313_Landau in der Pfalz,-0.9735238,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07314_Ludwigshafen am Rhein,-1.2955357,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07315_Mainz,-1.1223358,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07316_Neustadt an der Weinstraße,-1.1298568,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07317_Pirmasens,-0.80254567,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07318_Speyer,-1.2874506,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07319_Worms,-1.273785,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07320_Zweibrücken,-0.74977607,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07331_Alzey-Worms,-1.1496674,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07332_Bad Dürkheim,-1.0360137,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07333_Donnersbergkreis,-1.0265046,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07334_Germersheim,-1.2455573,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07335_Kaiserslautern,-0.95355445,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07336_Kusel,-0.92282873,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07337_Südliche Weinstraße,-0.9656621,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07338_Rhein-Pfalz-Kreis,-1.2943226,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07339_Mainz-Bingen,-1.1092283,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07340_Südwestpfalz,-0.80212444,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08111_Stuttgart,-1.0954267,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08115_Böblingen,-1.1184707,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08116_Esslingen,-1.2621747,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08117_Göppingen,-1.188646,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08118_Ludwigsburg,-1.0936766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08119_Rems-Murr-Kreis,-1.0420719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08121_Heilbronn,-1.1728272,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08125_Heilbronn,-1.0924706,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08126_Hohenlohekreis,-1.0672196,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08127_Schwäbisch Hall,-1.0595776,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08128_Main-Tauber-Kreis,-1.1278753,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08135_Heidenheim,-1.3060113,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08136_Ostalbkreis,-1.1026324,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08211_Baden-Baden,-0.7755944,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08212_Karlsruhe,-1.0950539,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08215_Karlsruhe,-1.0902739,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08216_Rastatt,-0.84488124,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08221_Heidelberg,-1.1141305,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08222_Mannheim,-1.3052903,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08225_Neckar-Odenwald-Kreis,-1.0162791,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08226_Rhein-Neckar-Kreis,-1.0633237,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08231_Pforzheim,-0.977491,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08235_Calw,-0.9238838,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08236_Enzkreis,-0.9983666,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08237_Freudenstadt,-0.8966752,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08311_Freiburg im Breisgau,-0.9303863,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08315_Breisgau-Hochschwarzwald,-0.9362905,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08316_Emmendingen,-0.8403953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08317_Ortenaukreis,-0.8384562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08325_Rottweil,-1.0833153,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08326_Schwarzwald-Baar-Kreis,-1.1303703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08327_Tuttlingen,-1.2470678,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08335_Konstanz,-1.4663587,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08336_Lörrach,-0.878077,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08337_Waldshut,-1.1518548,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08415_Reutlingen,-1.2364007,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08416_Tübingen,-1.2908475,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08417_Zollernalbkreis,-1.1641792,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08421_Ulm,-1.6151849,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08425_Alb-Donau-Kreis,-1.4573706,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08426_Biberach,-1.4486756,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08435_Bodenseekreis,-1.4648317,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08436_Ravensburg,-1.2858974,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08437_Sigmaringen,-1.3136685,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09161_Ingolstadt,-1.5858991,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09162_München,-1.4923366,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09163_Rosenheim,-1.5894771,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09171_Altötting,-1.3685051,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09172_Berchtesgadener Land,-1.6787689,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09173_Bad Tölz-Wolfratshausen,-1.5497875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09174_Dachau,-1.4465137,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09175_Ebersberg,-1.4998696,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09176_Eichstätt,-1.4181634,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09177_Erding,-1.4668014,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09178_Freising,-1.516556,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09179_Fürstenfeldbruck,-1.4551938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09180_Garmisch-Partenkirchen,-1.7513262,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09181_Landsberg am Lech,-1.3649585,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09182_Miesbach,-1.4568769,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09183_Mühldorf a. Inn,-1.3619658,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09184_München,-1.4866015,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09185_Neuburg-Schrobenhausen,-1.5054326,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09186_Pfaffenhofen a.d. Ilm,-1.5047612,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09187_Rosenheim,-1.51932,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09188_Starnberg,-1.5875659,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09189_Traunstein,-1.4896036,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09190_Weilheim-Schongau,-1.5945631,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09261_Landshut,-1.4490741,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09262_Passau,-1.3694552,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09263_Straubing,-1.375707,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09271_Deggendorf,-1.2809025,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09272_Freyung-Grafenau,-1.4480104,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09273_Kelheim,-1.3911755,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09274_Landshut,-1.3690059,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09275_Passau,-1.3441323,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09276_Regen,-1.212924,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09277_Rottal-Inn,-1.3420392,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09278_Straubing-Bogen,-1.2900747,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09279_Dingolfing-Landau,-1.3226471,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09361_Amberg,-1.2527077,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09362_Regensburg,-1.3474538,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09363_Weiden i.d. OPf.,-1.3235356,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09371_Amberg-Sulzbach,-1.2153325,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09372_Cham,-1.2273716,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09373_Neumarkt i.d. OPf.,-1.1054839,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09374_Neustadt a.d. Waldnaab,-1.226843,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09375_Regensburg,-1.2999892,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09376_Schwandorf,-1.2691566,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09377_Tirschenreuth,-1.138398,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09461_Bamberg,-1.1870822,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09462_Bayreuth,-1.1606731,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09463_Coburg,-0.98967546,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09464_Hof,-1.3022784,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09471_Bamberg,-1.1178782,DD,sem,days_with_precipitation_amount_below_threshold,days,4
