region,DD_sem_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
06533_Limburg-Weilburg,2.083080291748047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06534_Marburg-Biedenkopf,2.4677200317382812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06535_Vogelsbergkreis,2.2783851623535156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06611_Kassel,2.690814971923828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06631_Fulda,2.588104248046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06632_Hersfeld-Rotenburg,2.6924476623535156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06633_Kassel,2.7536087036132812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06634_Schwalm-Eder-Kreis,1.9698486328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06635_Waldeck-Frankenberg,2.6642913818359375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06636_Werra-Meißner-Kreis,2.3203353881835938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07111_Koblenz,2.7719955444335938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07131_Ahrweiler,2.8211898803710938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07132_Altenkirchen (Westerwald),3.2387771606445312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07133_Bad Kreuznach,2.7583045959472656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07134_Birkenfeld,3.1594276428222656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07135_Cochem-Zell,2.0567970275878906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07137_Mayen-Koblenz,2.4871292114257812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07138_Neuwied,3.516277313232422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07140_Rhein-Hunsrück-Kreis,2.33294677734375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07141_Rhein-Lahn-Kreis,2.5868988037109375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07143_Westerwaldkreis,4.199951171875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07211_Trier,3.090679168701172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07231_Bernkastel-Wittlich,2.2351608276367188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07232_Eifelkreis Bitburg-Prüm,3.1998634338378906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07233_Vulkaneifel,3.413501739501953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07235_Trier-Saarburg,3.267375946044922,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07311_Frankenthal (Pfalz),1.4987602233886719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07312_Kaiserslautern,3.5008316040039062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07313_Landau in der Pfalz,3.4215965270996094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07314_Ludwigshafen am Rhein,1.4340248107910156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07315_Mainz,1.7149276733398438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07316_Neustadt an der Weinstraße,3.7412147521972656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07317_Pirmasens,4.023506164550781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07318_Speyer,1.9665603637695312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07319_Worms,1.1100425720214844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07320_Zweibrücken,3.9297332763671875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07331_Alzey-Worms,1.7114982604980469,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07332_Bad Dürkheim,3.233531951904297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07333_Donnersbergkreis,2.996479034423828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07334_Germersheim,2.626880645751953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07335_Kaiserslautern,3.44573974609375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07336_Kusel,3.232654571533203,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07337_Südliche Weinstraße,3.397075653076172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07338_Rhein-Pfalz-Kreis,1.4634780883789062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07339_Mainz-Bingen,1.8156776428222656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07340_Südwestpfalz,3.6487045288085938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08111_Stuttgart,2.510833740234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08115_Böblingen,2.9571380615234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08116_Esslingen,2.688335418701172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08117_Göppingen,2.800189971923828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08118_Ludwigsburg,1.9316520690917969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08119_Rems-Murr-Kreis,2.3025245666503906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08121_Heilbronn,1.6761703491210938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08125_Heilbronn,1.8740043640136719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08126_Hohenlohekreis,3.5110397338867188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08127_Schwäbisch Hall,3.2293624877929688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08128_Main-Tauber-Kreis,1.697845458984375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08135_Heidenheim,2.49542236328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08136_Ostalbkreis,2.2430191040039062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08211_Baden-Baden,2.8146629333496094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08212_Karlsruhe,2.4304542541503906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08215_Karlsruhe,1.9103775024414062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08216_Rastatt,2.580902099609375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08221_Heidelberg,3.117572784423828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08222_Mannheim,1.4268226623535156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08225_Neckar-Odenwald-Kreis,3.02642822265625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08226_Rhein-Neckar-Kreis,2.455780029296875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08231_Pforzheim,2.75225830078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08235_Calw,3.7098312377929688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08236_Enzkreis,2.493854522705078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08237_Freudenstadt,3.259063720703125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08311_Freiburg im Breisgau,2.3364524841308594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08315_Breisgau-Hochschwarzwald,2.80523681640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08316_Emmendingen,2.1470184326171875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08317_Ortenaukreis,2.3217315673828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08325_Rottweil,2.9131126403808594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08326_Schwarzwald-Baar-Kreis,3.395751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08327_Tuttlingen,2.3030738830566406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08335_Konstanz,1.8807411193847656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08336_Lörrach,2.8290634155273438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08337_Waldshut,2.666278839111328,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08415_Reutlingen,2.137065887451172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08416_Tübingen,2.573223114013672,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08417_Zollernalbkreis,2.3422203063964844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08421_Ulm,2.4488868713378906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08425_Alb-Donau-Kreis,2.298084259033203,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08426_Biberach,2.4850082397460938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08435_Bodenseekreis,1.9060096740722656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08436_Ravensburg,2.258941650390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08437_Sigmaringen,2.215545654296875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09161_Ingolstadt,1.9438438415527344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09162_München,3.1095123291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09163_Rosenheim,3.3360519409179688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09171_Altötting,2.3239517211914062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09172_Berchtesgadener Land,3.1632156372070312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09173_Bad Tölz-Wolfratshausen,2.975475311279297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09174_Dachau,2.6945877075195312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09175_Ebersberg,2.7467918395996094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09176_Eichstätt,2.955078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09177_Erding,2.322834014892578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09178_Freising,2.46636962890625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09179_Fürstenfeldbruck,2.9095191955566406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09180_Garmisch-Partenkirchen,3.055450439453125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09181_Landsberg am Lech,3.1107711791992188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09182_Miesbach,3.538013458251953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09183_Mühldorf a. Inn,2.5946998596191406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09184_München,2.791400909423828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09185_Neuburg-Schrobenhausen,1.8644561767578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09186_Pfaffenhofen a.d. Ilm,2.605022430419922,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09187_Rosenheim,3.172698974609375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09188_Starnberg,3.2940597534179688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09189_Traunstein,3.4114036560058594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09190_Weilheim-Schongau,3.109527587890625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09261_Landshut,2.318035125732422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09262_Passau,3.2550086975097656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09263_Straubing,1.8663215637207031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09271_Deggendorf,2.7133750915527344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09272_Freyung-Grafenau,3.035320281982422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09273_Kelheim,2.1498641967773438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09274_Landshut,2.1049880981445312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09275_Passau,2.9961509704589844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09276_Regen,3.6922740936279297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09277_Rottal-Inn,2.2455825805664062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09278_Straubing-Bogen,1.9486618041992188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09279_Dingolfing-Landau,1.6281700134277344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09361_Amberg,2.418212890625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09362_Regensburg,1.8609085083007812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09363_Weiden i.d. OPf.,3.7276840209960938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09371_Amberg-Sulzbach,2.419147491455078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09372_Cham,3.5469207763671875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09373_Neumarkt i.d. OPf.,2.6737289428710938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09374_Neustadt a.d. Waldnaab,2.9747161865234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09375_Regensburg,1.7740135192871094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09376_Schwandorf,2.1110305786132812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09377_Tirschenreuth,2.8063583374023438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09461_Bamberg,2.3416213989257812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09462_Bayreuth,3.2639846801757812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09463_Coburg,3.2666702270507812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09464_Hof,3.2644805908203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09471_Bamberg,2.410533905029297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09472_Bayreuth,3.7585067749023438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09473_Coburg,3.286113739013672,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09474_Forchheim,3.819782257080078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09475_Hof,3.0985145568847656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09476_Kronach,3.896289825439453,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09477_Kulmbach,3.342632293701172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09478_Lichtenfels,3.9547653198242188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09479_Wunsiedel i. Fichtelgebirge,3.117748260498047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09561_Ansbach,2.174835205078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09562_Erlangen,2.54656982421875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09563_Fürth,2.358959197998047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09564_Nürnberg,3.2384300231933594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09565_Schwabach,3.1411399841308594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09571_Ansbach,2.0563316345214844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09572_Erlangen-Höchstadt,2.6237258911132812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09573_Fürth,1.9943161010742188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09574_Nürnberger Land,3.9878578186035156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09575_Neustadt a.d. Aisch-Bad Windsheim,2.4186859130859375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
