region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-6.2292022705078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07312_07335_07332_Region_um_Kaiserslautern,-4.114784240722656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07313_07337_Region_um_Landau_in_der_Pfalz,-4.977409362792969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-6.247066497802734,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07315_07339_06414_06433_Region_um_Mainz,-4.943225860595703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-4.940673828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07317_07340_Region_um_Pirmasens,-3.989093780517578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-5.696372985839844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-5.499172210693359,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07320_07340_10045_07317_Region_um_Zweibrücken,-4.098262786865234,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-5.567127227783203,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08111_08115_08116_08118_08119_Region_um_Stuttgart,-4.468463897705078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08121_08125_Region_um_Heilbronn,-4.547550201416016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08211_08216_Region_um_Baden-Baden,-3.9569168090820312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08212_08215_07334_Region_um_Karlsruhe,-5.5140380859375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08221_08226_08222_Region_um_Heidelberg,-6.041339874267578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-5.9639434814453125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08231_08236_08235_Region_um_Pforzheim,-4.146507263183594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-4.080440521240234,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08421_08425_09775_Region_um_Ulm,-4.063587188720703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09161_09176_09185_09186_Region_um_Ingolstadt,-4.502704620361328,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09162_09184_09179_09174_Region_um_München,-4.144321441650391,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09163_09187_Region_um_Rosenheim,-3.676403045654297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09261_09274_Region_um_Landshut,-3.786174774169922,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09262_09275_Region_um_Passau,-3.7817955017089844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09263_09278_Region_um_Straubing,-4.034610748291016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09361_09371_Region_um_Amberg,-4.116020202636719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09362_09375_Region_um_Regensburg,-4.28143310546875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-3.9154090881347656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09461_09471_Region_um_Bamberg,-4.601947784423828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09462_09472_Region_um_Bayreuth,-3.7921619415283203,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09463_09473_Region_um_Coburg,-4.595806121826172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09464_09475_Region_um_Hof,-3.607990264892578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09561_09571_Region_um_Ansbach,-4.058040618896484,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09562_09572_09564_09563_Region_um_Erlangen,-4.2180633544921875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09563_09573_09562_09564_Region_um_Fürth,-4.1311798095703125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-4.283802032470703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09565_09576_09564_Region_um_Schwabach,-4.453697204589844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-3.9306640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09661_09671_09676_Region_um_Aschaffenburg,-5.223468780517578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09662_09678_Region_um_Schweinfurt,-4.386085510253906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09663_09679_Region_um_Würzburg,-4.048892974853516,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09761_09772_09771_Region_um_Augsburg,-4.479999542236328,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09762_09777_Region_um_Kaufbeuren,-4.310028076171875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09763_09780_Region_um_Kempten_(Allgäu),-4.041316986083984,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09764_09778_08436_Region_um_Memmingen,-3.800506591796875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-3.836029052734375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-4.220043182373047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-4.577579498291016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12052_12071_Region_um_Cottbus,-3.5697898864746094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12053_12067_12064_Region_um_Frankfurt_(Oder),-4.372123718261719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12054_12063_12069_11000_12051_Region_um_Potsdam,-4.604068756103516,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13003_13072_Region_um_Rostock,-4.176136016845703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13004_13076_13074_Region_um_Schwerin,-4.041286468505859,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14511_14524_14521_14522_Region_um_Chemnitz,-3.6150550842285156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14612_14627_14625_14628_Region_um_Dresden,-4.218166351318359,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14713_14729_14730_Region_um_Leipzig,-3.5431671142578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15001_15091_15082_Region_um_Dessau-Rolau,-3.4437904357910156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15002_15088_Region_um_Halle_(Saale),-2.881275177001953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15003_15083_15089_15086_Region_um_Magdeburg,-3.6612777709960938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-3.894214630126953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_16076_15084_16074_Region_um_Gera,-4.061225891113281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_16074_16071_16055_Region_um_Jena,-3.8024215698242188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_16066_16069_16070_Region_um_Suhl,-3.9335708618164062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_16071_Region_um_Weimar,-3.92633056640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_16063_06636_Region_um_Eisenach,-3.2958145141601562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_Flensburg,-6.158535003662109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01002_Kiel,-6.525318145751953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01003_Lübeck,-6.493473052978516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01004_Neumünster,-6.988056182861328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01051_Dithmarschen,-6.486011505126953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01053_Herzogtum Lauenburg,-6.6753997802734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01054_Nordfriesland,-6.023983001708984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01055_Ostholstein,-6.453441619873047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01057_Plön,-6.305732727050781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01058_Rendsburg-Eckernförde,-6.237483978271484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01059_Schleswig-Flensburg,-6.102375030517578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01060_Segeberg,-6.506553649902344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01061_Steinburg,-6.035869598388672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01062_Stormarn,-6.557350158691406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
02000_Hamburg,-6.594078063964844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03101_Braunschweig,-7.885807037353516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03102_Salzgitter,-6.824554443359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03103_Wolfsburg,-7.428340911865234,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03151_Gifhorn,-6.881378173828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03159_Göttingen,-5.652355194091797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03153_Goslar,-5.6378326416015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03154_Helmstedt,-6.790843963623047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03155_Northeim,-5.054191589355469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03157_Peine,-7.981620788574219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03158_Wolfenbüttel,-6.612987518310547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03241_Region Hannover,-7.506900787353516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03251_Diepholz,-6.266635894775391,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03252_Hameln-Pyrmont,-6.239498138427734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03254_Hildesheim,-6.706256866455078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03255_Holzminden,-5.9621124267578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01056_Pinneberg,-6.4179534912109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03256_Nienburg (Weser),-6.256404876708984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03257_Schaumburg,-7.016574859619141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03351_Celle,-7.397148132324219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03352_Cuxhaven,-6.051734924316406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03353_Harburg,-6.770637512207031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03354_Lüchow-Dannenberg,-6.083442687988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03355_Lüneburg,-6.708675384521484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03356_Osterholz,-6.2860107421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03357_Rotenburg (Wümme),-6.341014862060547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03358_Heidekreis,-6.906032562255859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03359_Stade,-6.0498504638671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03360_Uelzen,-6.607288360595703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03361_Verden,-6.291053771972656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03401_Delmenhorst,-6.806118011474609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03402_Emden,-7.358234405517578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03403_Oldenburg (Oldb),-6.68359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03404_Osnabrück,-5.606449127197266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03405_Wilhelmshaven,-6.517780303955078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03451_Ammerland,-6.85284423828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03452_Aurich,-7.376003265380859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03453_Cloppenburg,-7.414741516113281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03454_Emsland,-6.418529510498047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03455_Friesland,-6.686878204345703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03456_Grafschaft Bentheim,-6.179080963134766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03457_Leer,-6.938060760498047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03458_Oldenburg,-6.942237854003906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03459_Osnabrück,-5.651268005371094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03460_Vechta,-6.417873382568359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03461_Wesermarsch,-6.5508270263671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03462_Wittmund,-7.013191223144531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04011_Bremen,-6.310153961181641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04012_Bremerhaven,-6.755825042724609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05111_Düsseldorf,-4.979434967041016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05112_Duisburg,-4.876983642578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05113_Essen,-4.623970031738281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05114_Krefeld,-4.5428619384765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05116_Mönchengladbach,-4.442935943603516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05117_Mülheim an der Ruhr,-5.102230072021484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05119_Oberhausen,-4.500003814697266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05120_Remscheid,-5.0430755615234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05122_Solingen,-5.536640167236328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05124_Wuppertal,-5.099170684814453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05154_Kleve,-4.969364166259766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05158_Mettmann,-4.921924591064453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05162_Rhein-Kreis Neuss,-4.607028961181641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05166_Viersen,-4.454326629638672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05170_Wesel,-5.5213775634765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05314_Bonn,-5.162445068359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05315_Köln,-6.061305999755859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05316_Leverkusen,-5.818023681640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05334_Städteregion Aachen,-4.9532318115234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05358_Düren,-3.9201393127441406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05362_Rhein-Erft-Kreis,-4.937904357910156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05366_Euskirchen,-4.631053924560547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05370_Heinsberg,-4.6732177734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05374_Oberbergischer Kreis,-5.4427337646484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05378_Rheinisch-Bergischer Kreis,-5.6129302978515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05382_Rhein-Sieg-Kreis,-5.225856781005859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05512_Bottrop,-4.5725555419921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05513_Gelsenkirchen,-5.353984832763672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05515_Münster,-5.070953369140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05554_Borken,-5.711662292480469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05558_Coesfeld,-5.32080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05562_Recklinghausen,-5.370326995849609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05566_Steinfurt,-5.4380645751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05570_Warendorf,-5.813884735107422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05711_Bielefeld,-5.176738739013672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05754_Gütersloh,-6.067085266113281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05758_Herford,-5.154277801513672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05762_Höxter,-5.360904693603516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05766_Lippe,-5.4557647705078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05770_Minden-Lübbecke,-5.779521942138672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05774_Paderborn,-5.2631988525390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05911_Bochum,-4.797245025634766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05913_Dortmund,-5.032726287841797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05914_Hagen,-4.872539520263672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05915_Hamm,-5.417724609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05916_Herne,-5.225223541259766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05954_Ennepe-Ruhr-Kreis,-5.0205078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05958_Hochsauerlandkreis,-5.066753387451172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05962_Märkischer Kreis,-5.538028717041016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05966_Olpe,-5.862789154052734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05970_Siegen-Wittgenstein,-5.223461151123047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05974_Soest,-4.618598937988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05978_Unna,-5.133655548095703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06411_Darmstadt,-5.296070098876953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06412_Frankfurt am Main,-5.290615081787109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06413_Offenbach am Main,-5.745719909667969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06414_Wiesbaden,-5.299465179443359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06431_Bergstraße,-5.159305572509766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06432_Darmstadt-Dieburg,-5.439903259277344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06433_Groß-Gerau,-5.081626892089844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06434_Hochtaunuskreis,-5.006694793701172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06435_Main-Kinzig-Kreis,-5.662361145019531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06436_Main-Taunus-Kreis,-5.622333526611328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06437_Odenwaldkreis,-5.463260650634766,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06438_Offenbach,-5.741954803466797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06439_Rheingau-Taunus-Kreis,-4.469390869140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06440_Wetteraukreis,-5.5196685791015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06531_Gießen,-4.885951995849609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06532_Lahn-Dill-Kreis,-4.534965515136719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06533_Limburg-Weilburg,-5.065765380859375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06534_Marburg-Biedenkopf,-4.623294830322266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06535_Vogelsbergkreis,-5.310962677001953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06611_Kassel,-5.0331573486328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06631_Fulda,-5.362606048583984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06632_Hersfeld-Rotenburg,-4.815135955810547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06633_Kassel,-5.045604705810547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06634_Schwalm-Eder-Kreis,-4.416648864746094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06635_Waldeck-Frankenberg,-4.2315216064453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06636_Werra-Meißner-Kreis,-4.568336486816406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07111_Koblenz,-4.870708465576172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07131_Ahrweiler,-3.8516616821289062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07132_Altenkirchen (Westerwald),-5.989711761474609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07133_Bad Kreuznach,-4.756092071533203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07134_Birkenfeld,-5.5864105224609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07135_Cochem-Zell,-4.954517364501953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07137_Mayen-Koblenz,-4.408409118652344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07138_Neuwied,-5.150398254394531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07140_Rhein-Hunsrück-Kreis,-4.076873779296875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07141_Rhein-Lahn-Kreis,-4.12493896484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07143_Westerwaldkreis,-5.0957794189453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07211_Trier,-5.710968017578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07231_Bernkastel-Wittlich,-5.3541412353515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07232_Eifelkreis Bitburg-Prüm,-5.750701904296875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07233_Vulkaneifel,-5.598133087158203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07235_Trier-Saarburg,-5.4873809814453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07311_Frankenthal (Pfalz),-4.9371490478515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07312_Kaiserslautern,-5.254386901855469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07313_Landau in der Pfalz,-5.149085998535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07314_Ludwigshafen am Rhein,-5.5731964111328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07315_Mainz,-5.2327117919921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07316_Neustadt an der Weinstraße,-4.964302062988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07317_Pirmasens,-5.612552642822266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07318_Speyer,-5.6507415771484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07319_Worms,-5.082756042480469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07320_Zweibrücken,-5.4167938232421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07331_Alzey-Worms,-5.060779571533203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07332_Bad Dürkheim,-4.976894378662109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07333_Donnersbergkreis,-5.781528472900391,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07334_Germersheim,-5.114253997802734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07335_Kaiserslautern,-5.3698883056640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07336_Kusel,-5.714328765869141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07337_Südliche Weinstraße,-5.150936126708984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07338_Rhein-Pfalz-Kreis,-5.583515167236328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07339_Mainz-Bingen,-4.54351806640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07340_Südwestpfalz,-5.293952941894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08111_Stuttgart,-4.8192291259765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08115_Böblingen,-4.798915863037109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08116_Esslingen,-5.173591613769531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08117_Göppingen,-5.312080383300781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08118_Ludwigsburg,-5.4564056396484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08119_Rems-Murr-Kreis,-5.002349853515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08121_Heilbronn,-5.973796844482422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08125_Heilbronn,-5.262508392333984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08126_Hohenlohekreis,-6.184513092041016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08127_Schwäbisch Hall,-5.814510345458984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08128_Main-Tauber-Kreis,-5.681098937988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08135_Heidenheim,-5.502815246582031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08136_Ostalbkreis,-5.5132904052734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08211_Baden-Baden,-5.773860931396484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08212_Karlsruhe,-5.613304138183594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08215_Karlsruhe,-5.286079406738281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08216_Rastatt,-5.509693145751953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08221_Heidelberg,-5.708026885986328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08222_Mannheim,-6.666675567626953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08225_Neckar-Odenwald-Kreis,-5.634555816650391,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08226_Rhein-Neckar-Kreis,-5.324298858642578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08231_Pforzheim,-5.751895904541016,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08235_Calw,-5.802165985107422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08236_Enzkreis,-5.521633148193359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08237_Freudenstadt,-5.8218994140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08311_Freiburg im Breisgau,-5.89752197265625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08315_Breisgau-Hochschwarzwald,-5.609352111816406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
