region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09361_09371_Region_um_Amberg,-4.977626800537109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09362_09375_Region_um_Regensburg,-4.4259033203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-5.618736267089844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09461_09471_Region_um_Bamberg,-5.451416015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09462_09472_Region_um_Bayreuth,-6.0656280517578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09463_09473_Region_um_Coburg,-5.350105285644531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09464_09475_Region_um_Hof,-5.356662750244141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09561_09571_Region_um_Ansbach,-4.757839202880859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09562_09572_09564_09563_Region_um_Erlangen,-5.329837799072266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09563_09573_09562_09564_Region_um_Fürth,-5.560092926025391,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-5.488166809082031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09565_09576_09564_Region_um_Schwabach,-5.461200714111328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-4.93243408203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09661_09671_09676_Region_um_Aschaffenburg,-5.2918701171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09662_09678_Region_um_Schweinfurt,-5.16217041015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09663_09679_Region_um_Würzburg,-4.873237609863281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09761_09772_09771_Region_um_Augsburg,-5.510311126708984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09762_09777_Region_um_Kaufbeuren,-5.349128723144531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09763_09780_Region_um_Kempten_(Allgäu),-5.958614349365234,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09764_09778_08436_Region_um_Memmingen,-5.984001159667969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-6.118694305419922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-5.237102508544922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-6.195304870605469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12052_12071_Region_um_Cottbus,-5.189907073974609,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12053_12067_12064_Region_um_Frankfurt_(Oder),-5.522037506103516,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12054_12063_12069_11000_12051_Region_um_Potsdam,-6.054767608642578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13003_13072_Region_um_Rostock,-6.8983306884765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13004_13076_13074_Region_um_Schwerin,-6.995708465576172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14511_14524_14521_14522_Region_um_Chemnitz,-4.793037414550781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14612_14627_14625_14628_Region_um_Dresden,-4.264991760253906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14713_14729_14730_Region_um_Leipzig,-5.5476837158203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15001_15091_15082_Region_um_Dessau-Rolau,-5.654979705810547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15002_15088_Region_um_Halle_(Saale),-4.68017578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15003_15083_15089_15086_Region_um_Magdeburg,-5.270233154296875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-4.607513427734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16052_16076_15084_16074_Region_um_Gera,-4.529201507568359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16053_16074_16071_16055_Region_um_Jena,-4.987876892089844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16054_16066_16069_16070_Region_um_Suhl,-5.448974609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16055_16071_Region_um_Weimar,-4.8983612060546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16056_16063_06636_Region_um_Eisenach,-4.658893585205078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01001_Flensburg,-5.934658050537109,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01002_Kiel,-5.06915283203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01003_Lübeck,-5.037025451660156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01004_Neumünster,-6.124401092529297,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01051_Dithmarschen,-4.961505889892578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01053_Herzogtum Lauenburg,-4.683582305908203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01054_Nordfriesland,-5.867336273193359,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01055_Ostholstein,-4.4496917724609375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01057_Plön,-5.028469085693359,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01058_Rendsburg-Eckernförde,-5.2525177001953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01059_Schleswig-Flensburg,-5.603660583496094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01060_Segeberg,-4.933967590332031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01061_Steinburg,-4.702903747558594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01062_Stormarn,-4.592334747314453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
02000_Hamburg,-4.071327209472656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03101_Braunschweig,-6.068992614746094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03102_Salzgitter,-6.044822692871094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03103_Wolfsburg,-5.124248504638672,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03151_Gifhorn,-5.564422607421875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03159_Göttingen,-4.205940246582031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03153_Goslar,-4.3785858154296875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03154_Helmstedt,-4.885704040527344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03155_Northeim,-4.689815521240234,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03157_Peine,-5.558757781982422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03158_Wolfenbüttel,-5.579902648925781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03241_Region Hannover,-4.754863739013672,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03251_Diepholz,-3.717437744140625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03252_Hameln-Pyrmont,-4.959709167480469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03254_Hildesheim,-5.436347961425781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03255_Holzminden,-4.661350250244141,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01056_Pinneberg,-4.2028350830078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03256_Nienburg (Weser),-4.3257293701171875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03257_Schaumburg,-4.892330169677734,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03351_Celle,-5.5391998291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03352_Cuxhaven,-4.340953826904297,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03353_Harburg,-3.8823165893554688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03354_Lüchow-Dannenberg,-4.146522521972656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03355_Lüneburg,-4.07025146484375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03356_Osterholz,-4.481178283691406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03357_Rotenburg (Wümme),-4.495914459228516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03358_Heidekreis,-4.903266906738281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03359_Stade,-4.0572357177734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03360_Uelzen,-4.863513946533203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03361_Verden,-4.2825164794921875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03401_Delmenhorst,-4.033699035644531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03402_Emden,-4.474285125732422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03403_Oldenburg (Oldb),-4.487384796142578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03404_Osnabrück,-4.742496490478516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03405_Wilhelmshaven,-4.200374603271484,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03451_Ammerland,-4.586517333984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03452_Aurich,-4.675304412841797,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03453_Cloppenburg,-4.206455230712891,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03454_Emsland,-3.626514434814453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03455_Friesland,-4.538429260253906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03456_Grafschaft Bentheim,-4.0433197021484375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03457_Leer,-4.085182189941406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03458_Oldenburg,-3.8058929443359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03459_Osnabrück,-4.4437713623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03460_Vechta,-4.344409942626953,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03461_Wesermarsch,-4.751453399658203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03462_Wittmund,-4.512691497802734,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04011_Bremen,-4.086788177490234,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04012_Bremerhaven,-4.920063018798828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05111_Düsseldorf,-3.6444320678710938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05112_Duisburg,-3.3779678344726562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05113_Essen,-3.3169631958007812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05114_Krefeld,-3.5603713989257812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05116_Mönchengladbach,-3.2029457092285156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05117_Mülheim an der Ruhr,-3.8086814880371094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05119_Oberhausen,-3.723541259765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05120_Remscheid,-3.5381431579589844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05122_Solingen,-3.2800025939941406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05124_Wuppertal,-3.3920745849609375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05154_Kleve,-3.882293701171875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05158_Mettmann,-3.7184829711914062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05162_Rhein-Kreis Neuss,-3.0041427612304688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05166_Viersen,-3.276813507080078,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05170_Wesel,-3.5611534118652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05314_Bonn,-2.6681861877441406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05315_Köln,-3.112590789794922,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05316_Leverkusen,-3.764698028564453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05334_Städteregion Aachen,-2.513195037841797,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05358_Düren,-2.1912879943847656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05362_Rhein-Erft-Kreis,-2.5975112915039062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05366_Euskirchen,-2.4357223510742188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05370_Heinsberg,-3.1039581298828125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05374_Oberbergischer Kreis,-3.9488868713378906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-3.8491249084472656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-3.0072555541992188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05512_Bottrop,-3.6523513793945312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05513_Gelsenkirchen,-3.4785537719726562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05515_Münster,-3.0334243774414062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05554_Borken,-3.1651077270507812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05558_Coesfeld,-3.237213134765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05562_Recklinghausen,-3.6593360900878906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05566_Steinfurt,-3.5920639038085938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05570_Warendorf,-3.3793869018554688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05711_Bielefeld,-4.535987854003906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05754_Gütersloh,-4.298900604248047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05758_Herford,-4.561145782470703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05762_Höxter,-4.015750885009766,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05766_Lippe,-4.9867095947265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05770_Minden-Lübbecke,-4.242393493652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05774_Paderborn,-3.8337974548339844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05911_Bochum,-3.291004180908203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05913_Dortmund,-3.3353538513183594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05914_Hagen,-4.034503936767578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05915_Hamm,-3.0947303771972656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05916_Herne,-3.518627166748047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-3.4648666381835938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05958_Hochsauerlandkreis,-2.650524139404297,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05962_Märkischer Kreis,-3.226776123046875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05966_Olpe,-3.5565185546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05970_Siegen-Wittgenstein,-2.5554046630859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05974_Soest,-3.3050880432128906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05978_Unna,-3.2985916137695312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06411_Darmstadt,-2.8364181518554688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06412_Frankfurt am Main,-2.4162750244140625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06413_Offenbach am Main,-2.82568359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06414_Wiesbaden,-2.0269622802734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06431_Bergstraße,-2.7891082763671875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06432_Darmstadt-Dieburg,-3.0429420471191406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06433_Groß-Gerau,-2.1785011291503906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06434_Hochtaunuskreis,-2.4089317321777344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06435_Main-Kinzig-Kreis,-3.333850860595703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06436_Main-Taunus-Kreis,-2.2167587280273438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06437_Odenwaldkreis,-2.8171920776367188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06438_Offenbach,-3.1357803344726562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-2.185272216796875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06440_Wetteraukreis,-3.1518592834472656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06531_Gießen,-2.718944549560547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06532_Lahn-Dill-Kreis,-2.0093154907226562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06533_Limburg-Weilburg,-2.453723907470703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06534_Marburg-Biedenkopf,-2.5836639404296875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06535_Vogelsbergkreis,-3.0291290283203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06611_Kassel,-3.6760597229003906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06631_Fulda,-3.7912025451660156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06632_Hersfeld-Rotenburg,-2.92718505859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06633_Kassel,-3.4898643493652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-2.731464385986328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06635_Waldeck-Frankenberg,-2.5318946838378906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06636_Werra-Meißner-Kreis,-3.1900291442871094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07111_Koblenz,-3.363574981689453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07131_Ahrweiler,-2.658588409423828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07132_Altenkirchen (Westerwald),-3.237773895263672,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07133_Bad Kreuznach,-2.4855690002441406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07134_Birkenfeld,-2.0582733154296875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07135_Cochem-Zell,-2.4021949768066406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07137_Mayen-Koblenz,-2.7516517639160156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07138_Neuwied,-3.068450927734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-2.2519187927246094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-2.2878990173339844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07143_Westerwaldkreis,-2.8265914916992188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07211_Trier,-1.8641433715820312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07231_Bernkastel-Wittlich,-2.0196380615234375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-1.8942222595214844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07233_Vulkaneifel,-2.3170204162597656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07235_Trier-Saarburg,-1.6615943908691406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07311_Frankenthal (Pfalz),-2.523601531982422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07312_Kaiserslautern,-2.4465904235839844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07313_Landau in der Pfalz,-2.4900474548339844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07314_Ludwigshafen am Rhein,-2.3655548095703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07315_Mainz,-2.4633750915527344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07316_Neustadt an der Weinstraße,-1.8338966369628906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07317_Pirmasens,-2.3042945861816406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07318_Speyer,-2.1044998168945312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07319_Worms,-2.6125564575195312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07320_Zweibrücken,-1.8512496948242188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07331_Alzey-Worms,-2.3714332580566406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07332_Bad Dürkheim,-1.8299980163574219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07333_Donnersbergkreis,-2.959339141845703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07334_Germersheim,-2.2957115173339844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07335_Kaiserslautern,-2.2304115295410156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07336_Kusel,-2.064403533935547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07337_Südliche Weinstraße,-2.488391876220703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-2.088886260986328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07339_Mainz-Bingen,-2.074787139892578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07340_Südwestpfalz,-2.2135658264160156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08111_Stuttgart,-2.3187484741210938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08115_Böblingen,-1.9331169128417969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08116_Esslingen,-2.268451690673828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08117_Göppingen,-2.726806640625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08118_Ludwigsburg,-2.1474533081054688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08119_Rems-Murr-Kreis,-2.9802589416503906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08121_Heilbronn,-2.285472869873047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08125_Heilbronn,-2.3398704528808594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08126_Hohenlohekreis,-2.800090789794922,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08127_Schwäbisch Hall,-2.2624244689941406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08128_Main-Tauber-Kreis,-2.39166259765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08135_Heidenheim,-2.224498748779297,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08136_Ostalbkreis,-2.5693893432617188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08211_Baden-Baden,-2.6611251831054688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08212_Karlsruhe,-2.4746170043945312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08215_Karlsruhe,-2.6734085083007812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08216_Rastatt,-2.2760696411132812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08221_Heidelberg,-2.4411354064941406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08222_Mannheim,-2.449939727783203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-2.556854248046875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-2.8381195068359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08231_Pforzheim,-2.2492141723632812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08235_Calw,-2.2009239196777344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08236_Enzkreis,-2.238819122314453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08237_Freudenstadt,-1.7237968444824219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08311_Freiburg im Breisgau,-2.8330345153808594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-2.703012466430664,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08316_Emmendingen,-2.1789093017578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08317_Ortenaukreis,-2.0214920043945312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08325_Rottweil,-2.0020103454589844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-2.1594810485839844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08327_Tuttlingen,-2.183307647705078,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08335_Konstanz,-2.5087432861328125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08336_Lörrach,-3.2608261108398438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08337_Waldshut,-3.1791648864746094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08415_Reutlingen,-2.0475502014160156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08416_Tübingen,-1.91070556640625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08417_Zollernalbkreis,-1.4894676208496094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08421_Ulm,-2.2223854064941406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08425_Alb-Donau-Kreis,-2.06280517578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08426_Biberach,-2.566913604736328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08435_Bodenseekreis,-2.306102752685547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08436_Ravensburg,-2.0180740356445312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08437_Sigmaringen,-1.7933998107910156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09161_Ingolstadt,-2.4819412231445312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09162_München,-1.8863449096679688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09163_Rosenheim,-1.7053794860839844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09171_Altötting,-2.2496986389160156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09172_Berchtesgadener Land,-1.944732666015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-1.2462806701660156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09174_Dachau,-1.4986534118652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09175_Ebersberg,-1.4104995727539062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09176_Eichstätt,-2.5811614990234375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09177_Erding,-1.8098678588867188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09178_Freising,-2.1823043823242188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09179_Fürstenfeldbruck,-1.7332611083984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09180_Garmisch-Partenkirchen,-1.5093460083007812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09181_Landsberg am Lech,-2.0693511962890625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09182_Miesbach,-1.4050941467285156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
