region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.24217492,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.16179335,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12052_12071_Region_um_Cottbus,-0.10979843,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12053_12067_12064_Region_um_Frankfurt_(Oder),0.08216356,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12054_12063_12069_11000_12051_Region_um_Potsdam,0.18676215,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13003_13072_Region_um_Rostock,0.45263124,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13004_13076_13074_Region_um_Schwerin,0.5882236,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14511_14524_14521_14522_Region_um_Chemnitz,-0.051662512,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14612_14627_14625_14628_Region_um_Dresden,-0.15814912,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14713_14729_14730_Region_um_Leipzig,-0.22826593,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15001_15091_15082_Region_um_Dessau-Rolau,-0.1776631,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15002_15088_Region_um_Halle_(Saale),-0.5114021,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15003_15083_15089_15086_Region_um_Magdeburg,-0.28458044,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.2552972,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_16076_15084_16074_Region_um_Gera,-0.4359068,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_16074_16071_16055_Region_um_Jena,-0.5022895,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_16066_16069_16070_Region_um_Suhl,0.39538446,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_16071_Region_um_Weimar,-0.5489856,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_16063_06636_Region_um_Eisenach,0.341621,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_Flensburg,-0.84585905,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01002_Kiel,-1.349665,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01003_Lübeck,-1.2456833,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01004_Neumünster,-1.286726,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01051_Dithmarschen,-1.1638637,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01053_Herzogtum Lauenburg,-1.3389847,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01054_Nordfriesland,-1.1134144,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01055_Ostholstein,-1.2881092,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01057_Plön,-1.3148419,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01058_Rendsburg-Eckernförde,-1.2513926,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01059_Schleswig-Flensburg,-1.0716997,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01060_Segeberg,-1.2618176,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01061_Steinburg,-1.2446983,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01062_Stormarn,-1.2681917,DD,sem,days_with_precipitation_amount_below_threshold,days,4
02000_Hamburg,-1.2867625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03101_Braunschweig,-1.4361312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03102_Salzgitter,-1.4628175,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03103_Wolfsburg,-1.3977897,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03151_Gifhorn,-1.3982875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03159_Göttingen,-1.1413116,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03153_Goslar,-1.1563876,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03154_Helmstedt,-1.3853894,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03155_Northeim,-1.1212481,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03157_Peine,-1.4492635,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03158_Wolfenbüttel,-1.4327685,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03241_Region Hannover,-1.2352548,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03251_Diepholz,-1.2003715,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03252_Hameln-Pyrmont,-1.1802456,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03254_Hildesheim,-1.3390635,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03255_Holzminden,-1.0949187,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01056_Pinneberg,-1.2241508,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03256_Nienburg (Weser),-1.2087079,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03257_Schaumburg,-1.0771366,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03351_Celle,-1.2758864,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03352_Cuxhaven,-1.1795651,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03353_Harburg,-1.2034456,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03354_Lüchow-Dannenberg,-1.4178449,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03355_Lüneburg,-1.3394071,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03356_Osterholz,-1.1464427,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03357_Rotenburg (Wümme),-1.1289557,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03358_Heidekreis,-1.162227,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03359_Stade,-1.1350651,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03360_Uelzen,-1.3276354,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03361_Verden,-1.1860657,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03401_Delmenhorst,-1.0869286,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03402_Emden,-1.3586049,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03403_Oldenburg (Oldb),-1.1973495,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03404_Osnabrück,-1.0110514,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03405_Wilhelmshaven,-1.2154,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03451_Ammerland,-1.1843144,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03452_Aurich,-1.2678924,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03453_Cloppenburg,-1.1604371,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03454_Emsland,-1.1072958,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03455_Friesland,-1.1847813,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03456_Grafschaft Bentheim,-1.1344696,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03457_Leer,-1.2025994,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03458_Oldenburg,-1.0696813,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03459_Osnabrück,-1.0388522,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03460_Vechta,-1.1200894,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03461_Wesermarsch,-1.1965233,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03462_Wittmund,-1.2081808,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04011_Bremen,-1.0836622,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04012_Bremerhaven,-1.2304544,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05111_Düsseldorf,-0.94577825,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05112_Duisburg,-0.9961343,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05113_Essen,-0.9634198,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05114_Krefeld,-0.97673774,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05116_Mönchengladbach,-0.93981296,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05117_Mülheim an der Ruhr,-0.97561306,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05119_Oberhausen,-1.0548115,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05120_Remscheid,-0.8165323,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05122_Solingen,-0.85487354,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05124_Wuppertal,-0.80438334,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05154_Kleve,-1.0994979,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05158_Mettmann,-0.9117469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05162_Rhein-Kreis Neuss,-0.9411799,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05166_Viersen,-0.9826446,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05170_Wesel,-1.1158081,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05314_Bonn,-0.9852187,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05315_Köln,-0.97959006,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05316_Leverkusen,-0.9091684,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05334_Städteregion Aachen,-1.0666652,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05358_Düren,-1.0088096,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05362_Rhein-Erft-Kreis,-0.97054166,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05366_Euskirchen,-1.1134713,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05370_Heinsberg,-0.9066167,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05374_Oberbergischer Kreis,-0.9208838,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05378_Rheinisch-Bergischer Kreis,-0.876517,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05382_Rhein-Sieg-Kreis,-0.9793477,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05512_Bottrop,-1.0743014,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05513_Gelsenkirchen,-1.018386,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05515_Münster,-1.0009125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05554_Borken,-1.1119026,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05558_Coesfeld,-0.98927855,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05562_Recklinghausen,-1.004674,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05566_Steinfurt,-1.065756,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05570_Warendorf,-0.93429035,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05711_Bielefeld,-0.97499245,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05754_Gütersloh,-0.9691505,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05758_Herford,-1.0427489,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05762_Höxter,-1.093684,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05766_Lippe,-1.0661937,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05770_Minden-Lübbecke,-1.1347201,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05774_Paderborn,-0.96716624,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05911_Bochum,-0.930806,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05913_Dortmund,-1.0324644,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05914_Hagen,-0.9971744,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05915_Hamm,-0.95907,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05916_Herne,-1.0070089,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05954_Ennepe-Ruhr-Kreis,-0.9438141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05958_Hochsauerlandkreis,-0.87203765,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05962_Märkischer Kreis,-0.94135034,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05966_Olpe,-0.87643963,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05970_Siegen-Wittgenstein,-0.8541407,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05974_Soest,-0.9493816,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05978_Unna,-0.95398176,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06411_Darmstadt,-1.3176682,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06412_Frankfurt am Main,-1.3124564,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06413_Offenbach am Main,-1.3358216,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06414_Wiesbaden,-1.3233204,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06431_Bergstraße,-1.2154653,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06432_Darmstadt-Dieburg,-1.2417556,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06433_Groß-Gerau,-1.4914832,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06434_Hochtaunuskreis,-1.2111815,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06435_Main-Kinzig-Kreis,-1.1514997,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06436_Main-Taunus-Kreis,-1.305655,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06437_Odenwaldkreis,-1.0963768,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06438_Offenbach,-1.3512025,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06439_Rheingau-Taunus-Kreis,-1.203941,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06440_Wetteraukreis,-1.2159436,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06531_Gießen,-1.1137692,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06532_Lahn-Dill-Kreis,-1.0088801,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06533_Limburg-Weilburg,-1.1551125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06534_Marburg-Biedenkopf,-1.1438171,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06535_Vogelsbergkreis,-1.1592736,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06611_Kassel,-1.1557511,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06631_Fulda,-1.1890607,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06632_Hersfeld-Rotenburg,-1.2561867,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06633_Kassel,-1.1617597,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06634_Schwalm-Eder-Kreis,-1.232251,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06635_Waldeck-Frankenberg,-1.1246353,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06636_Werra-Meißner-Kreis,-1.240201,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07111_Koblenz,-1.1538359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07131_Ahrweiler,-1.037951,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07132_Altenkirchen (Westerwald),-0.9519717,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07133_Bad Kreuznach,-1.2461821,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07134_Birkenfeld,-1.0665398,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07135_Cochem-Zell,-1.029011,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07137_Mayen-Koblenz,-1.0752716,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07138_Neuwied,-0.9315071,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07140_Rhein-Hunsrück-Kreis,-1.0183047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07141_Rhein-Lahn-Kreis,-1.1642196,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07143_Westerwaldkreis,-0.9395323,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07211_Trier,-1.0040189,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07231_Bernkastel-Wittlich,-1.0049311,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07232_Eifelkreis Bitburg-Prüm,-0.9113003,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07233_Vulkaneifel,-0.99234223,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07235_Trier-Saarburg,-0.9575362,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07311_Frankenthal (Pfalz),-1.4066564,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07312_Kaiserslautern,-1.2091708,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07313_Landau in der Pfalz,-1.0637919,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07314_Ludwigshafen am Rhein,-1.3621829,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07315_Mainz,-1.3592695,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07316_Neustadt an der Weinstraße,-1.239607,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07317_Pirmasens,-1.0522301,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07318_Speyer,-1.3122877,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07319_Worms,-1.4965397,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07320_Zweibrücken,-1.0349783,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07331_Alzey-Worms,-1.39666,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07332_Bad Dürkheim,-1.2283263,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07333_Donnersbergkreis,-1.2811656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07334_Germersheim,-1.2828915,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07335_Kaiserslautern,-1.1941092,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07336_Kusel,-1.1416776,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07337_Südliche Weinstraße,-1.0653931,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07338_Rhein-Pfalz-Kreis,-1.3628238,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07339_Mainz-Bingen,-1.3659219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07340_Südwestpfalz,-1.0548037,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08111_Stuttgart,-1.3119673,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08115_Böblingen,-1.3531283,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08116_Esslingen,-1.3685913,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08117_Göppingen,-1.3305383,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08118_Ludwigsburg,-1.3367615,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08119_Rems-Murr-Kreis,-1.1992359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08121_Heilbronn,-1.2962548,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08125_Heilbronn,-1.1936156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08126_Hohenlohekreis,-1.1951302,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08127_Schwäbisch Hall,-1.2287301,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08128_Main-Tauber-Kreis,-1.2998893,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08135_Heidenheim,-1.451972,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08136_Ostalbkreis,-1.2528672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08211_Baden-Baden,-1.0426478,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08212_Karlsruhe,-1.2255031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08215_Karlsruhe,-1.194719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08216_Rastatt,-1.1158415,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08221_Heidelberg,-1.2149811,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08222_Mannheim,-1.3750836,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08225_Neckar-Odenwald-Kreis,-1.1326907,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08226_Rhein-Neckar-Kreis,-1.1544219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08231_Pforzheim,-1.3111727,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08235_Calw,-1.2858082,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08236_Enzkreis,-1.2567521,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08237_Freudenstadt,-1.2218387,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08311_Freiburg im Breisgau,-1.2785299,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08315_Breisgau-Hochschwarzwald,-1.3681214,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08316_Emmendingen,-1.1857584,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08317_Ortenaukreis,-1.191376,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08325_Rottweil,-1.3739461,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08326_Schwarzwald-Baar-Kreis,-1.4824586,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08327_Tuttlingen,-1.5276791,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08335_Konstanz,-1.5728154,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08336_Lörrach,-1.3736901,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08337_Waldshut,-1.5376644,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08415_Reutlingen,-1.4699395,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08416_Tübingen,-1.3980597,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08417_Zollernalbkreis,-1.4712697,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08421_Ulm,-1.6021742,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08425_Alb-Donau-Kreis,-1.5486419,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08426_Biberach,-1.5522175,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08435_Bodenseekreis,-1.5866009,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08436_Ravensburg,-1.4232354,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08437_Sigmaringen,-1.5143249,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09161_Ingolstadt,-1.4785371,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09162_München,-1.296963,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09163_Rosenheim,-1.3151499,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09171_Altötting,-1.1927066,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09172_Berchtesgadener Land,-1.367971,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09173_Bad Tölz-Wolfratshausen,-1.4192355,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09174_Dachau,-1.3627492,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09175_Ebersberg,-1.2497132,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09176_Eichstätt,-1.392303,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09177_Erding,-1.2047995,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09178_Freising,-1.3656468,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09179_Fürstenfeldbruck,-1.3838084,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09180_Garmisch-Partenkirchen,-1.555286,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09181_Landsberg am Lech,-1.3204607,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09182_Miesbach,-1.3394077,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09183_Mühldorf a. Inn,-1.1707149,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09184_München,-1.3206546,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09185_Neuburg-Schrobenhausen,-1.4003583,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09186_Pfaffenhofen a.d. Ilm,-1.434097,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09187_Rosenheim,-1.3015755,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09188_Starnberg,-1.4772799,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09189_Traunstein,-1.2806704,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09190_Weilheim-Schongau,-1.4335105,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09261_Landshut,-1.2467778,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09262_Passau,-1.119221,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09263_Straubing,-1.1081275,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09271_Deggendorf,-1.0577048,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09272_Freyung-Grafenau,-1.2477299,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09273_Kelheim,-1.2952782,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09274_Landshut,-1.1787894,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09275_Passau,-1.0870224,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09276_Regen,-1.1164753,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09277_Rottal-Inn,-1.0635872,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09278_Straubing-Bogen,-1.1190443,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09279_Dingolfing-Landau,-1.0352647,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09361_Amberg,-1.262955,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09362_Regensburg,-1.2059118,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09363_Weiden i.d. OPf.,-1.2999265,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09371_Amberg-Sulzbach,-1.2446063,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09372_Cham,-1.141476,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09373_Neumarkt i.d. OPf.,-1.1806271,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09374_Neustadt a.d. Waldnaab,-1.2244059,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09375_Regensburg,-1.2310233,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09376_Schwandorf,-1.2230235,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09377_Tirschenreuth,-1.1643827,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09461_Bamberg,-1.1681472,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09462_Bayreuth,-1.1980537,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09463_Coburg,-1.0548661,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09464_Hof,-1.2794276,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09471_Bamberg,-1.1819764,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09472_Bayreuth,-1.1647712,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09473_Coburg,-1.0985147,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09474_Forchheim,-1.1346433,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09475_Hof,-1.1570969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09476_Kronach,-1.1076221,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09477_Kulmbach,-1.1769631,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09478_Lichtenfels,-1.121886,DD,sem,days_with_precipitation_amount_below_threshold,days,4
