region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
01055_Ostholstein,0.15338463,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01057_Plön,0.25891328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01058_Rendsburg-Eckernförde,0.26874262,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01059_Schleswig-Flensburg,0.23115666,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01060_Segeberg,0.29707912,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01061_Steinburg,0.24896649,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01062_Stormarn,0.33353418,DD,sem,days_with_precipitation_amount_below_threshold,days,7
02000_Hamburg,0.3568551,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03101_Braunschweig,0.47738332,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03102_Salzgitter,0.43930635,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03103_Wolfsburg,0.4891711,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03151_Gifhorn,0.45750642,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03159_Göttingen,0.750383,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03153_Goslar,0.6754826,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03154_Helmstedt,0.4992388,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03155_Northeim,0.6540099,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03157_Peine,0.5030292,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03158_Wolfenbüttel,0.46688998,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03241_Region Hannover,0.4603936,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03251_Diepholz,0.5990736,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03252_Hameln-Pyrmont,0.57295024,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03254_Hildesheim,0.5227837,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03255_Holzminden,0.6614142,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01056_Pinneberg,0.3115061,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03256_Nienburg (Weser),0.53645957,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03257_Schaumburg,0.5300829,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03351_Celle,0.45717722,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03352_Cuxhaven,0.38434687,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03353_Harburg,0.44975093,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03354_Lüchow-Dannenberg,0.36735776,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03355_Lüneburg,0.45008248,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03356_Osterholz,0.5092726,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03357_Rotenburg (Wümme),0.4502736,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03358_Heidekreis,0.41945085,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03359_Stade,0.41631156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03360_Uelzen,0.4318119,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03361_Verden,0.49213228,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03401_Delmenhorst,0.5978713,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03402_Emden,0.40280646,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03403_Oldenburg (Oldb),0.5875448,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03404_Osnabrück,1.0030568,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03405_Wilhelmshaven,0.35577232,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03451_Ammerland,0.67072916,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03452_Aurich,0.39874756,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03453_Cloppenburg,0.68039465,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03454_Emsland,0.77977026,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03455_Friesland,0.5967882,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03456_Grafschaft Bentheim,0.9304138,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03457_Leer,0.5881884,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03458_Oldenburg,0.6208681,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03459_Osnabrück,0.8678966,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03460_Vechta,0.71038127,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03461_Wesermarsch,0.55561006,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03462_Wittmund,0.47826746,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04011_Bremen,0.58405507,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04012_Bremerhaven,0.48905364,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05111_Düsseldorf,1.2067151,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05112_Duisburg,1.2050072,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05113_Essen,1.2251087,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05114_Krefeld,1.1622696,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05116_Mönchengladbach,1.1817927,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05117_Mülheim an der Ruhr,1.1348714,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05119_Oberhausen,1.2347875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05120_Remscheid,1.3120261,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05122_Solingen,1.2498988,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05124_Wuppertal,1.2959276,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05154_Kleve,1.1300914,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05158_Mettmann,1.2383541,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05162_Rhein-Kreis Neuss,1.1364377,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05166_Viersen,1.2214686,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05170_Wesel,1.201207,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05314_Bonn,1.1025622,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05315_Köln,1.0823638,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05316_Leverkusen,1.1840563,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05334_Städteregion Aachen,1.2489613,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05358_Düren,1.0800976,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05362_Rhein-Erft-Kreis,1.1330175,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05366_Euskirchen,1.1940393,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05370_Heinsberg,1.1973524,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05374_Oberbergischer Kreis,1.3380299,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,1.2350914,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05382_Rhein-Sieg-Kreis,1.1704174,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05512_Bottrop,1.1616226,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05513_Gelsenkirchen,1.1097071,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05515_Münster,1.0013212,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05554_Borken,1.0911254,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05558_Coesfeld,1.0314902,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05562_Recklinghausen,1.0726258,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05566_Steinfurt,1.0120345,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05570_Warendorf,0.9027904,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05711_Bielefeld,0.788113,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05754_Gütersloh,0.8148815,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05758_Herford,0.7531599,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05762_Höxter,0.8162195,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05766_Lippe,0.7735821,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05770_Minden-Lübbecke,0.646211,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05774_Paderborn,0.87316614,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05911_Bochum,1.0990534,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05913_Dortmund,0.9630351,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05914_Hagen,1.0952132,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05915_Hamm,0.91109467,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05916_Herne,1.0911216,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,1.1811953,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05958_Hochsauerlandkreis,1.1919708,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05962_Märkischer Kreis,1.176348,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05966_Olpe,1.3364774,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05970_Siegen-Wittgenstein,1.3319745,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05974_Soest,0.9268146,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05978_Unna,0.92067724,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06411_Darmstadt,1.0479815,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06412_Frankfurt am Main,1.0008979,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06413_Offenbach am Main,1.0367109,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06414_Wiesbaden,1.0312557,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06431_Bergstraße,1.2012503,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06432_Darmstadt-Dieburg,1.0435576,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06433_Groß-Gerau,0.9506367,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06434_Hochtaunuskreis,1.1389817,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06435_Main-Kinzig-Kreis,1.1824409,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06436_Main-Taunus-Kreis,1.0312777,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06437_Odenwaldkreis,1.140614,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06438_Offenbach,0.9494714,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,1.1314151,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06440_Wetteraukreis,1.1156312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06531_Gießen,1.1028095,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06532_Lahn-Dill-Kreis,1.1580037,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06533_Limburg-Weilburg,1.12365,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06534_Marburg-Biedenkopf,1.0740485,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06535_Vogelsbergkreis,1.1156642,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06611_Kassel,0.83141667,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06631_Fulda,1.0224599,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06632_Hersfeld-Rotenburg,0.81682044,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06633_Kassel,0.84033805,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06634_Schwalm-Eder-Kreis,0.93553287,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06635_Waldeck-Frankenberg,0.9616417,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06636_Werra-Meißner-Kreis,0.7551511,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07111_Koblenz,1.1868926,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07131_Ahrweiler,1.0981089,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07132_Altenkirchen (Westerwald),1.2478974,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07133_Bad Kreuznach,1.0321479,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07134_Birkenfeld,1.3703707,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07135_Cochem-Zell,1.2897605,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07137_Mayen-Koblenz,1.1059786,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07138_Neuwied,1.1775967,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,1.1871886,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07141_Rhein-Lahn-Kreis,1.207751,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07143_Westerwaldkreis,1.3471568,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07211_Trier,1.4953046,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07231_Bernkastel-Wittlich,1.4452596,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,1.4926852,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07233_Vulkaneifel,1.4502723,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07235_Trier-Saarburg,1.5854903,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07311_Frankenthal (Pfalz),0.9806697,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07312_Kaiserslautern,1.192942,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07313_Landau in der Pfalz,1.1634002,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07314_Ludwigshafen am Rhein,1.0267868,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07315_Mainz,1.0459487,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07316_Neustadt an der Weinstraße,0.9966268,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07317_Pirmasens,1.3820155,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07318_Speyer,1.0821856,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07319_Worms,0.863521,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07320_Zweibrücken,1.4830456,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07331_Alzey-Worms,0.86136264,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07332_Bad Dürkheim,0.93593043,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07333_Donnersbergkreis,0.977337,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07334_Germersheim,1.1609888,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07335_Kaiserslautern,1.2163174,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07336_Kusel,1.2383422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07337_Südliche Weinstraße,1.1548569,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,1.0321065,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07339_Mainz-Bingen,0.97104967,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07340_Südwestpfalz,1.3649225,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08111_Stuttgart,1.2335534,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08115_Böblingen,1.254222,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08116_Esslingen,1.2719365,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08117_Göppingen,1.3287215,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08118_Ludwigsburg,1.0883242,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08119_Rems-Murr-Kreis,1.2679286,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08121_Heilbronn,1.0528828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08125_Heilbronn,1.0574248,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08126_Hohenlohekreis,1.0912864,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08127_Schwäbisch Hall,1.1112095,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08128_Main-Tauber-Kreis,1.1218661,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08135_Heidenheim,1.194611,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08136_Ostalbkreis,1.231319,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08211_Baden-Baden,1.6133541,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08212_Karlsruhe,1.3006557,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08215_Karlsruhe,1.1989516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08216_Rastatt,1.5095662,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08221_Heidelberg,1.2563425,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08222_Mannheim,1.1058244,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,1.107219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08226_Rhein-Neckar-Kreis,1.1812963,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08231_Pforzheim,1.2794927,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08235_Calw,1.4987738,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08236_Enzkreis,1.2319318,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08237_Freudenstadt,1.5478497,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08311_Freiburg im Breisgau,1.4741569,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,1.5503983,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08316_Emmendingen,1.5234549,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08317_Ortenaukreis,1.5550534,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08325_Rottweil,1.4410851,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,1.4289267,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08327_Tuttlingen,1.3523811,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08335_Konstanz,1.152509,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08336_Lörrach,1.6850216,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08337_Waldshut,1.4122205,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08415_Reutlingen,1.437987,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08416_Tübingen,1.2297348,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08417_Zollernalbkreis,1.4210229,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08421_Ulm,1.1370486,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08425_Alb-Donau-Kreis,1.1903673,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08426_Biberach,1.2551551,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08435_Bodenseekreis,1.0973893,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08436_Ravensburg,1.3416421,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08437_Sigmaringen,1.2668194,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09161_Ingolstadt,1.0681411,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09162_München,1.3217083,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09163_Rosenheim,1.2282735,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09171_Altötting,1.2811111,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09172_Berchtesgadener Land,1.3728483,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,1.5077854,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09174_Dachau,1.1358346,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09175_Ebersberg,1.468104,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09176_Eichstätt,1.0780131,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09177_Erding,1.2772343,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09178_Freising,1.1101108,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09179_Fürstenfeldbruck,1.2762204,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09180_Garmisch-Partenkirchen,1.19925,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09181_Landsberg am Lech,1.3647829,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09182_Miesbach,1.3913215,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09183_Mühldorf a. Inn,1.2798495,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09184_München,1.4473383,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09185_Neuburg-Schrobenhausen,1.1220185,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,1.1310698,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09187_Rosenheim,1.4477646,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09188_Starnberg,1.3784801,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09189_Traunstein,1.5588857,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09190_Weilheim-Schongau,1.3133347,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09261_Landshut,1.2306691,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09262_Passau,1.3253917,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09263_Straubing,1.257355,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09271_Deggendorf,1.2327917,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09272_Freyung-Grafenau,1.3541107,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09273_Kelheim,1.0923094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09274_Landshut,1.1754094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09275_Passau,1.3093711,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09276_Regen,1.3638662,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09277_Rottal-Inn,1.2766085,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09278_Straubing-Bogen,1.2048897,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09279_Dingolfing-Landau,1.1804984,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09361_Amberg,1.0309217,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09362_Regensburg,0.98115635,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09363_Weiden i.d. OPf.,1.0747373,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09371_Amberg-Sulzbach,1.0733026,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09372_Cham,1.2075115,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09373_Neumarkt i.d. OPf.,1.0301584,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,1.1182356,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09375_Regensburg,1.0476865,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09376_Schwandorf,1.0588348,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09377_Tirschenreuth,1.0827013,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09461_Bamberg,0.9810131,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09462_Bayreuth,1.0551339,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09463_Coburg,0.90677655,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09464_Hof,0.7157799,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09471_Bamberg,0.9843737,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09472_Bayreuth,1.0506175,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09473_Coburg,0.9527338,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09474_Forchheim,1.08044,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09475_Hof,0.86814696,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09476_Kronach,1.0499096,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09477_Kulmbach,1.0283948,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09478_Lichtenfels,0.94036806,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,0.8886087,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09561_Ansbach,1.019223,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09562_Erlangen,0.9447342,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09563_Fürth,0.8857339,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09564_Nürnberg,0.9653529,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09565_Schwabach,0.9908293,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09571_Ansbach,1.0260459,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09572_Erlangen-Höchstadt,0.9718099,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09573_Fürth,0.8982279,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09574_Nürnberger Land,1.1591522,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,1.0262309,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09576_Roth,1.0314395,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,1.112179,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09661_Aschaffenburg,1.0754596,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09662_Schweinfurt,1.0288856,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09663_Würzburg,0.99010676,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,1.1607945,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,1.0807537,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,0.9601673,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,0.9431083,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,1.0257411,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,1.1287202,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,1.0929213,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,0.996289,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,1.0643886,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,1.1897656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,1.3201861,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),1.4157188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,1.323369,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,1.1824639,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,1.2029358,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,1.1554191,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,1.205326,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,1.2236283,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),1.4916868,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,1.3320585,DD,sem,days_with_precipitation_amount_below_threshold,days,7
