region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09362_09375_Region_um_Regensburg,-0.6677322387695312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.21614456176757812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09461_09471_Region_um_Bamberg,-0.2873992919921875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09462_09472_Region_um_Bayreuth,-0.23862457275390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09463_09473_Region_um_Coburg,0.0031890869140625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09464_09475_Region_um_Hof,-0.3299674987792969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09561_09571_Region_um_Ansbach,-0.4352836608886719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09562_09572_09564_09563_Region_um_Erlangen,-0.4625663757324219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09563_09573_09562_09564_Region_um_Fürth,-0.5240898132324219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.3464927673339844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09565_09576_09564_Region_um_Schwabach,-0.5868949890136719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.4600028991699219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09661_09671_09676_Region_um_Aschaffenburg,-0.18075942993164062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09662_09678_Region_um_Schweinfurt,-0.47093963623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09663_09679_Region_um_Würzburg,-0.6915473937988281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09761_09772_09771_Region_um_Augsburg,-0.7118110656738281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09762_09777_Region_um_Kaufbeuren,-0.15788650512695312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09763_09780_Region_um_Kempten_(Allgäu),0.07974624633789062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09764_09778_08436_Region_um_Memmingen,-0.46767425537109375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.7378997802734375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.12302398681640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.16600799560546875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12052_12071_Region_um_Cottbus,-0.4680366516113281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.4814186096191406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.09259033203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13003_13072_Region_um_Rostock,-0.09406661987304688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13004_13076_13074_Region_um_Schwerin,-0.0193634033203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14511_14524_14521_14522_Region_um_Chemnitz,-0.68426513671875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14612_14627_14625_14628_Region_um_Dresden,-1.0101470947265625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14713_14729_14730_Region_um_Leipzig,-0.7762985229492188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15001_15091_15082_Region_um_Dessau-Rolau,-0.6455116271972656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15002_15088_Region_um_Halle_(Saale),-0.7893562316894531,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15003_15083_15089_15086_Region_um_Magdeburg,-0.7376556396484375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.5545196533203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_16076_15084_16074_Region_um_Gera,-0.8389892578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_16074_16071_16055_Region_um_Jena,-0.837158203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_16066_16069_16070_Region_um_Suhl,-0.20953369140625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_16071_Region_um_Weimar,-0.9572563171386719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_16063_06636_Region_um_Eisenach,-0.4494972229003906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_Flensburg,-0.6381111145019531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01002_Kiel,-1.1928215026855469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01003_Lübeck,-1.2254981994628906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01004_Neumünster,-0.9684829711914062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01051_Dithmarschen,-1.1140060424804688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01053_Herzogtum Lauenburg,-1.1765708923339844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01054_Nordfriesland,-0.7496910095214844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01055_Ostholstein,-1.0392265319824219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01057_Plön,-1.2631263732910156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01058_Rendsburg-Eckernförde,-0.8919181823730469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01059_Schleswig-Flensburg,-0.5668182373046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01060_Segeberg,-1.2248764038085938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01061_Steinburg,-1.1260299682617188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01062_Stormarn,-1.1939811706542969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
02000_Hamburg,-1.1601638793945312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03101_Braunschweig,-1.3964767456054688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03102_Salzgitter,-1.5009269714355469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03103_Wolfsburg,-1.0851097106933594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03151_Gifhorn,-1.26068115234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03159_Göttingen,-1.3099250793457031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03153_Goslar,-1.5111770629882812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03154_Helmstedt,-1.1553077697753906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03155_Northeim,-1.0759811401367188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03157_Peine,-1.5503768920898438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03158_Wolfenbüttel,-1.4371719360351562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03241_Region Hannover,-0.87103271484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03251_Diepholz,-1.1236419677734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03252_Hameln-Pyrmont,-1.2459945678710938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03254_Hildesheim,-1.3259811401367188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03255_Holzminden,-1.1536827087402344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01056_Pinneberg,-1.2749061584472656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03256_Nienburg (Weser),-1.3020744323730469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03257_Schaumburg,-1.1016044616699219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03351_Celle,-1.1191673278808594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03352_Cuxhaven,-0.89422607421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03353_Harburg,-1.0791206359863281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03354_Lüchow-Dannenberg,-1.16632080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03355_Lüneburg,-0.9045562744140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03356_Osterholz,-1.3061943054199219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03357_Rotenburg (Wümme),-0.8887901306152344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03358_Heidekreis,-1.11859130859375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03359_Stade,-0.991790771484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03360_Uelzen,-1.0989875793457031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03361_Verden,-1.2398948669433594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03401_Delmenhorst,-0.88787841796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03402_Emden,-0.8762359619140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03403_Oldenburg (Oldb),-1.1685104370117188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03404_Osnabrück,-0.6773452758789062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03405_Wilhelmshaven,-0.9701004028320312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03451_Ammerland,-0.9812164306640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03452_Aurich,-0.7580986022949219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03453_Cloppenburg,-0.8938865661621094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03454_Emsland,-0.7035026550292969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03455_Friesland,-0.7932052612304688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03456_Grafschaft Bentheim,-0.8424530029296875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03457_Leer,-0.8004417419433594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03458_Oldenburg,-0.8961410522460938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03459_Osnabrück,-0.7656440734863281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03460_Vechta,-0.9312896728515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03461_Wesermarsch,-1.0990982055664062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03462_Wittmund,-0.8417816162109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04011_Bremen,-1.158966064453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04012_Bremerhaven,-1.1753005981445312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05111_Düsseldorf,-1.1395149230957031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05112_Duisburg,-1.1922683715820312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05113_Essen,-1.2047958374023438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05114_Krefeld,-1.2175636291503906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05116_Mönchengladbach,-1.1862106323242188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05117_Mülheim an der Ruhr,-1.1849365234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05119_Oberhausen,-1.2786941528320312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05120_Remscheid,-0.9999542236328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05122_Solingen,-0.7655372619628906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05124_Wuppertal,-0.92431640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05154_Kleve,-1.1805076599121094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05158_Mettmann,-1.1026878356933594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05162_Rhein-Kreis Neuss,-0.8609237670898438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05166_Viersen,-1.0278816223144531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05170_Wesel,-0.9598007202148438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05314_Bonn,-1.0216522216796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05315_Köln,-0.8404693603515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05316_Leverkusen,-0.7289466857910156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05334_Städteregion Aachen,-1.0499649047851562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05358_Düren,-1.0216789245605469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05362_Rhein-Erft-Kreis,-0.915679931640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05366_Euskirchen,-1.1258773803710938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05370_Heinsberg,-0.8345527648925781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05374_Oberbergischer Kreis,-0.6206512451171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05378_Rheinisch-Bergischer Kreis,-0.8174667358398438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05382_Rhein-Sieg-Kreis,-0.9468536376953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05512_Bottrop,-1.2031288146972656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05513_Gelsenkirchen,-0.9865493774414062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05515_Münster,-0.9536247253417969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05554_Borken,-0.8685531616210938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05558_Coesfeld,-0.87841796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05562_Recklinghausen,-1.0444526672363281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05566_Steinfurt,-0.7390327453613281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05570_Warendorf,-0.9966659545898438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05711_Bielefeld,-0.9618339538574219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05754_Gütersloh,-1.2268333435058594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05758_Herford,-0.8116264343261719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05762_Höxter,-1.0489654541015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05766_Lippe,-0.978790283203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05770_Minden-Lübbecke,-1.0499420166015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05774_Paderborn,-0.8264999389648438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05911_Bochum,-0.8984718322753906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05913_Dortmund,-1.3506278991699219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05914_Hagen,-1.0978355407714844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05915_Hamm,-1.1697311401367188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05916_Herne,-0.8852996826171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05954_Ennepe-Ruhr-Kreis,-1.1623268127441406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05958_Hochsauerlandkreis,-1.2299346923828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05962_Märkischer Kreis,-0.9503974914550781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05966_Olpe,-1.0686836242675781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05970_Siegen-Wittgenstein,-1.0020637512207031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05974_Soest,-1.1500778198242188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05978_Unna,-1.0419692993164062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06411_Darmstadt,-1.1680183410644531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06412_Frankfurt am Main,-1.2687873840332031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06413_Offenbach am Main,-1.365814208984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06414_Wiesbaden,-1.0972404479980469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06431_Bergstraße,-1.0700111389160156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06432_Darmstadt-Dieburg,-1.0785446166992188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06433_Groß-Gerau,-1.4557571411132812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06434_Hochtaunuskreis,-1.2073249816894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06435_Main-Kinzig-Kreis,-0.9129524230957031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06436_Main-Taunus-Kreis,-1.1515998840332031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06437_Odenwaldkreis,-1.0842781066894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06438_Offenbach,-1.3141860961914062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06439_Rheingau-Taunus-Kreis,-1.054656982421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06440_Wetteraukreis,-1.0354843139648438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06531_Gießen,-0.9600028991699219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06532_Lahn-Dill-Kreis,-0.9807548522949219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06533_Limburg-Weilburg,-0.9715156555175781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06534_Marburg-Biedenkopf,-1.2173080444335938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06535_Vogelsbergkreis,-1.063507080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06611_Kassel,-1.1777420043945312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06631_Fulda,-1.2250480651855469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06632_Hersfeld-Rotenburg,-1.3774833679199219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06633_Kassel,-1.2810783386230469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06634_Schwalm-Eder-Kreis,-1.2825202941894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06635_Waldeck-Frankenberg,-1.3124961853027344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06636_Werra-Meißner-Kreis,-1.427398681640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07111_Koblenz,-1.0014877319335938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07131_Ahrweiler,-1.1618385314941406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07132_Altenkirchen (Westerwald),-0.9350357055664062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07133_Bad Kreuznach,-1.3510589599609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07134_Birkenfeld,-1.0078392028808594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07135_Cochem-Zell,-1.3296928405761719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07137_Mayen-Koblenz,-1.0651664733886719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07138_Neuwied,-1.0378570556640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07140_Rhein-Hunsrück-Kreis,-1.235137939453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07141_Rhein-Lahn-Kreis,-1.3350944519042969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07143_Westerwaldkreis,-0.8870925903320312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07211_Trier,-0.9511299133300781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07231_Bernkastel-Wittlich,-0.9974403381347656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07232_Eifelkreis Bitburg-Prüm,-0.7496261596679688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07233_Vulkaneifel,-0.9462165832519531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07235_Trier-Saarburg,-0.9163970947265625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07311_Frankenthal (Pfalz),-1.6861381530761719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07312_Kaiserslautern,-0.9253730773925781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07313_Landau in der Pfalz,-0.795196533203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07314_Ludwigshafen am Rhein,-1.4866104125976562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07315_Mainz,-1.1409339904785156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07316_Neustadt an der Weinstraße,-1.0151214599609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07317_Pirmasens,-0.6714286804199219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07318_Speyer,-1.2638092041015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07319_Worms,-1.2746620178222656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07320_Zweibrücken,-0.7501716613769531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07331_Alzey-Worms,-1.2198715209960938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07332_Bad Dürkheim,-1.026641845703125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07333_Donnersbergkreis,-1.2381820678710938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07334_Germersheim,-1.1737213134765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07335_Kaiserslautern,-0.9748802185058594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07336_Kusel,-1.0789756774902344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07337_Südliche Weinstraße,-0.6762733459472656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07338_Rhein-Pfalz-Kreis,-1.3080673217773438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07339_Mainz-Bingen,-1.2387847900390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07340_Südwestpfalz,-0.6906852722167969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08111_Stuttgart,-1.0133285522460938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08115_Böblingen,-1.3150863647460938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08116_Esslingen,-1.3143157958984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08117_Göppingen,-1.1987648010253906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08118_Ludwigsburg,-1.2940101623535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08119_Rems-Murr-Kreis,-0.961456298828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08121_Heilbronn,-1.1411552429199219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08125_Heilbronn,-1.0622673034667969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08126_Hohenlohekreis,-1.0282135009765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08127_Schwäbisch Hall,-1.1112136840820312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08128_Main-Tauber-Kreis,-1.3833351135253906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08135_Heidenheim,-1.2406082153320312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08136_Ostalbkreis,-0.9885368347167969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08211_Baden-Baden,-0.8425941467285156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08212_Karlsruhe,-1.0040206909179688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08215_Karlsruhe,-1.0760231018066406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08216_Rastatt,-1.0778350830078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08221_Heidelberg,-1.2058868408203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08222_Mannheim,-1.217193603515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08225_Neckar-Odenwald-Kreis,-1.2218475341796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08226_Rhein-Neckar-Kreis,-0.9213676452636719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08231_Pforzheim,-1.08306884765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08235_Calw,-0.994720458984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08236_Enzkreis,-1.03265380859375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08237_Freudenstadt,-0.9073143005371094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08311_Freiburg im Breisgau,-1.1543998718261719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08315_Breisgau-Hochschwarzwald,-1.0907211303710938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08316_Emmendingen,-1.0629043579101562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08317_Ortenaukreis,-1.0140151977539062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08325_Rottweil,-1.09881591796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08326_Schwarzwald-Baar-Kreis,-1.2440109252929688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08327_Tuttlingen,-1.2377166748046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08335_Konstanz,-1.5565948486328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08336_Lörrach,-1.238861083984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08337_Waldshut,-1.4056930541992188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08415_Reutlingen,-1.3946723937988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08416_Tübingen,-1.2656402587890625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08417_Zollernalbkreis,-1.5203285217285156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08421_Ulm,-1.525054931640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08425_Alb-Donau-Kreis,-1.6058273315429688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08426_Biberach,-1.5204582214355469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08435_Bodenseekreis,-1.4958572387695312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08436_Ravensburg,-1.4556732177734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08437_Sigmaringen,-1.61761474609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09161_Ingolstadt,-1.4901885986328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09162_München,-1.2836036682128906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09163_Rosenheim,-1.3753471374511719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09171_Altötting,-1.1428184509277344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09172_Berchtesgadener Land,-1.6698265075683594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09173_Bad Tölz-Wolfratshausen,-1.6752662658691406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09174_Dachau,-1.4569854736328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09175_Ebersberg,-1.2456283569335938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09176_Eichstätt,-1.3534355163574219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09177_Erding,-1.3345260620117188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09178_Freising,-1.5879135131835938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09179_Fürstenfeldbruck,-1.2931060791015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09180_Garmisch-Partenkirchen,-1.7763519287109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09181_Landsberg am Lech,-1.299468994140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
