region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
01058_Rendsburg-Eckernförde,2.9742965698242188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01059_Schleswig-Flensburg,3.1173171997070312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01060_Segeberg,2.7767105102539062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01061_Steinburg,3.308032989501953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01062_Stormarn,2.8829421997070312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
02000_Hamburg,3.6308364868164062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03101_Braunschweig,3.9220352172851562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03102_Salzgitter,3.369110107421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03103_Wolfsburg,3.7219314575195312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03151_Gifhorn,3.1788406372070312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03159_Göttingen,3.8028221130371094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03153_Goslar,3.3310470581054688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03154_Helmstedt,3.4598655700683594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03155_Northeim,3.8811683654785156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03157_Peine,3.9026565551757812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03158_Wolfenbüttel,3.0705032348632812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03241_Region Hannover,4.019771575927734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03251_Diepholz,4.569347381591797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03252_Hameln-Pyrmont,4.221138000488281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03254_Hildesheim,4.110332489013672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03255_Holzminden,4.235698699951172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01056_Pinneberg,3.460285186767578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03256_Nienburg (Weser),4.362293243408203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03257_Schaumburg,4.4774169921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03351_Celle,3.3121376037597656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03352_Cuxhaven,4.441902160644531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03353_Harburg,4.090522766113281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03354_Lüchow-Dannenberg,2.8659515380859375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03355_Lüneburg,3.614246368408203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03356_Osterholz,4.970317840576172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03357_Rotenburg (Wümme),4.540683746337891,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03358_Heidekreis,3.7475433349609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03359_Stade,4.057880401611328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03360_Uelzen,3.393310546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03361_Verden,4.845508575439453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03401_Delmenhorst,4.955417633056641,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03402_Emden,4.330272674560547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03403_Oldenburg (Oldb),4.670616149902344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03404_Osnabrück,3.488140106201172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03405_Wilhelmshaven,4.498264312744141,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03451_Ammerland,4.755615234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03452_Aurich,4.524909973144531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03453_Cloppenburg,3.5311965942382812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03454_Emsland,3.726795196533203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03455_Friesland,5.04547119140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03456_Grafschaft Bentheim,3.909374237060547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03457_Leer,5.041576385498047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03458_Oldenburg,4.207393646240234,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03459_Osnabrück,3.62872314453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03460_Vechta,3.840351104736328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03461_Wesermarsch,4.7590789794921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
03462_Wittmund,4.806255340576172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04011_Bremen,4.899105072021484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
04012_Bremerhaven,3.809764862060547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05111_Düsseldorf,4.867969512939453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05112_Duisburg,4.318634033203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05113_Essen,4.759990692138672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05114_Krefeld,4.7691650390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05116_Mönchengladbach,5.151824951171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05117_Mülheim an der Ruhr,4.234722137451172,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05119_Oberhausen,4.137317657470703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05120_Remscheid,5.515251159667969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05122_Solingen,5.201812744140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05124_Wuppertal,5.3528900146484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05154_Kleve,4.572902679443359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05158_Mettmann,5.032402038574219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05162_Rhein-Kreis Neuss,5.277263641357422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05166_Viersen,4.968498229980469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05170_Wesel,3.9531517028808594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05314_Bonn,4.610637664794922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05315_Köln,4.857444763183594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05316_Leverkusen,5.170799255371094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05334_Städteregion Aachen,5.806884765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05358_Düren,5.675937652587891,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05362_Rhein-Erft-Kreis,4.8402099609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05366_Euskirchen,6.146240234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05370_Heinsberg,4.694984436035156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05374_Oberbergischer Kreis,4.616298675537109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05378_Rheinisch-Bergischer Kreis,4.898952484130859,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05382_Rhein-Sieg-Kreis,4.6666412353515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05512_Bottrop,4.322307586669922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05513_Gelsenkirchen,4.422676086425781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05515_Münster,4.452445983886719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05554_Borken,3.6501235961914062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05558_Coesfeld,4.035900115966797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05562_Recklinghausen,4.034091949462891,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05566_Steinfurt,3.5902976989746094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05570_Warendorf,3.8991241455078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05711_Bielefeld,4.681972503662109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05754_Gütersloh,4.080081939697266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05758_Herford,4.51861572265625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05762_Höxter,4.012702941894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05766_Lippe,4.709266662597656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05770_Minden-Lübbecke,4.321533203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05774_Paderborn,4.637279510498047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05911_Bochum,4.819629669189453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05913_Dortmund,5.076927185058594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05914_Hagen,5.678215026855469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05915_Hamm,4.575092315673828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05916_Herne,4.109867095947266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05954_Ennepe-Ruhr-Kreis,5.277492523193359,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05958_Hochsauerlandkreis,5.342723846435547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05962_Märkischer Kreis,5.297016143798828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05966_Olpe,4.8721771240234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05970_Siegen-Wittgenstein,4.442817687988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05974_Soest,5.308448791503906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
05978_Unna,4.9446868896484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06411_Darmstadt,3.814239501953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06412_Frankfurt am Main,2.7536773681640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06413_Offenbach am Main,2.9829788208007812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06414_Wiesbaden,2.999164581298828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06431_Bergstraße,4.121593475341797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06432_Darmstadt-Dieburg,4.178119659423828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06433_Groß-Gerau,3.2350234985351562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06434_Hochtaunuskreis,3.3470726013183594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06435_Main-Kinzig-Kreis,3.2410659790039062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06436_Main-Taunus-Kreis,2.622753143310547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06437_Odenwaldkreis,4.510589599609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06438_Offenbach,3.2385902404785156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06439_Rheingau-Taunus-Kreis,3.3970298767089844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06440_Wetteraukreis,2.939666748046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06531_Gießen,3.2457313537597656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06532_Lahn-Dill-Kreis,3.9906539916992188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06533_Limburg-Weilburg,3.8096923828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06534_Marburg-Biedenkopf,3.5593833923339844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06535_Vogelsbergkreis,2.6357040405273438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06611_Kassel,3.5962905883789062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06631_Fulda,2.970550537109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06632_Hersfeld-Rotenburg,3.0795555114746094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06633_Kassel,3.6210403442382812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06634_Schwalm-Eder-Kreis,3.2215347290039062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06635_Waldeck-Frankenberg,4.020721435546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
06636_Werra-Meißner-Kreis,3.517322540283203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07111_Koblenz,4.297294616699219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07131_Ahrweiler,5.257503509521484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07132_Altenkirchen (Westerwald),4.116584777832031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07133_Bad Kreuznach,4.620540618896484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07134_Birkenfeld,5.258060455322266,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07135_Cochem-Zell,4.49078369140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07137_Mayen-Koblenz,4.232200622558594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07138_Neuwied,4.4165802001953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07140_Rhein-Hunsrück-Kreis,4.055286407470703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07141_Rhein-Lahn-Kreis,3.9819297790527344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07143_Westerwaldkreis,4.038444519042969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07211_Trier,6.604095458984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07231_Bernkastel-Wittlich,5.660442352294922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07232_Eifelkreis Bitburg-Prüm,6.193683624267578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07233_Vulkaneifel,5.589397430419922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07235_Trier-Saarburg,6.607624053955078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07311_Frankenthal (Pfalz),3.075725555419922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07312_Kaiserslautern,4.645469665527344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07313_Landau in der Pfalz,5.39447021484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07314_Ludwigshafen am Rhein,3.4586448669433594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07315_Mainz,3.3569679260253906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07316_Neustadt an der Weinstraße,4.785667419433594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07317_Pirmasens,6.1562652587890625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07318_Speyer,3.979206085205078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07319_Worms,3.077320098876953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07320_Zweibrücken,6.607555389404297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07331_Alzey-Worms,3.865314483642578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07332_Bad Dürkheim,4.298675537109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07333_Donnersbergkreis,4.661186218261719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07334_Germersheim,4.335594177246094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07335_Kaiserslautern,5.086620330810547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07336_Kusel,5.733345031738281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07337_Südliche Weinstraße,5.1021728515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07338_Rhein-Pfalz-Kreis,3.7471885681152344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07339_Mainz-Bingen,3.8587265014648438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
07340_Südwestpfalz,5.810802459716797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08111_Stuttgart,2.5381507873535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08115_Böblingen,2.5974464416503906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08116_Esslingen,2.910663604736328,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08117_Göppingen,2.833690643310547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08118_Ludwigsburg,3.1845970153808594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08119_Rems-Murr-Kreis,2.9325904846191406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08121_Heilbronn,4.5042266845703125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08125_Heilbronn,4.408271789550781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08126_Hohenlohekreis,4.241615295410156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08127_Schwäbisch Hall,3.376819610595703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08128_Main-Tauber-Kreis,4.196422576904297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08135_Heidenheim,2.9522476196289062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08136_Ostalbkreis,2.369678497314453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08211_Baden-Baden,4.021038055419922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08212_Karlsruhe,4.021152496337891,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08215_Karlsruhe,4.040000915527344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08216_Rastatt,4.10919189453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08221_Heidelberg,4.774242401123047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08222_Mannheim,3.8963356018066406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08225_Neckar-Odenwald-Kreis,4.515453338623047,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08226_Rhein-Neckar-Kreis,4.638175964355469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08231_Pforzheim,2.634319305419922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08235_Calw,3.3102188110351562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08236_Enzkreis,2.94927978515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08237_Freudenstadt,3.9744720458984375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08311_Freiburg im Breisgau,5.911720275878906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08315_Breisgau-Hochschwarzwald,5.181671142578125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08316_Emmendingen,5.405906677246094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08317_Ortenaukreis,5.349910736083984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08325_Rottweil,3.9476089477539062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08326_Schwarzwald-Baar-Kreis,3.8995742797851562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08327_Tuttlingen,4.182464599609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08335_Konstanz,4.3343963623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08336_Lörrach,5.030841827392578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08337_Waldshut,4.164241790771484,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08415_Reutlingen,3.6098709106445312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08416_Tübingen,3.643779754638672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08417_Zollernalbkreis,4.146327972412109,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08421_Ulm,2.59307861328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08425_Alb-Donau-Kreis,2.558879852294922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08426_Biberach,3.1398086547851562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08435_Bodenseekreis,3.818401336669922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08436_Ravensburg,3.858348846435547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
08437_Sigmaringen,4.2783050537109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09161_Ingolstadt,2.482757568359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09162_München,3.4433441162109375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09163_Rosenheim,2.8792572021484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09171_Altötting,3.0798606872558594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09172_Berchtesgadener Land,2.090412139892578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09173_Bad Tölz-Wolfratshausen,3.4532127380371094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09174_Dachau,2.969928741455078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09175_Ebersberg,2.3986053466796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09176_Eichstätt,2.609973907470703,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09177_Erding,2.8874435424804688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09178_Freising,2.5178451538085938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09179_Fürstenfeldbruck,2.7366943359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09180_Garmisch-Partenkirchen,3.0230789184570312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09181_Landsberg am Lech,2.775920867919922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09182_Miesbach,3.1839447021484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09183_Mühldorf a. Inn,3.1651153564453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09184_München,2.8550033569335938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09185_Neuburg-Schrobenhausen,2.919109344482422,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09186_Pfaffenhofen a.d. Ilm,2.3741798400878906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09187_Rosenheim,2.4788742065429688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09188_Starnberg,2.9888839721679688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09189_Traunstein,2.551177978515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09190_Weilheim-Schongau,3.335247039794922,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09261_Landshut,3.1484718322753906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09262_Passau,3.4823760986328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09263_Straubing,2.2213287353515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09271_Deggendorf,3.8626022338867188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09272_Freyung-Grafenau,3.3618316650390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09273_Kelheim,2.3764419555664062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09274_Landshut,3.0375442504882812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09275_Passau,3.4272232055664062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09276_Regen,3.2053184509277344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09277_Rottal-Inn,2.8312034606933594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09278_Straubing-Bogen,2.2219810485839844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09279_Dingolfing-Landau,2.5983543395996094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09361_Amberg,2.4901657104492188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09362_Regensburg,2.2544822692871094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09363_Weiden i.d. OPf.,2.3959121704101562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09371_Amberg-Sulzbach,2.3609085083007812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09372_Cham,2.7833404541015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09373_Neumarkt i.d. OPf.,2.2613677978515625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09374_Neustadt a.d. Waldnaab,2.4873390197753906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09375_Regensburg,2.0540122985839844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09376_Schwandorf,2.567577362060547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09377_Tirschenreuth,2.7895164489746094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09461_Bamberg,3.1789894104003906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09462_Bayreuth,2.741840362548828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09463_Coburg,3.3778953552246094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09464_Hof,3.1750335693359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09471_Bamberg,3.1840133666992188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09472_Bayreuth,2.9559326171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09473_Coburg,3.5633621215820312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09474_Forchheim,3.229736328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09475_Hof,3.1767539978027344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09476_Kronach,3.5008888244628906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09477_Kulmbach,3.141742706298828,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09478_Lichtenfels,3.1647415161132812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09479_Wunsiedel i. Fichtelgebirge,2.6119003295898438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09561_Ansbach,3.0835723876953125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09562_Erlangen,3.0597877502441406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09563_Fürth,3.219440460205078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09564_Nürnberg,3.215137481689453,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09565_Schwabach,2.8657760620117188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09571_Ansbach,3.0104598999023438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09572_Erlangen-Höchstadt,3.275646209716797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09573_Fürth,3.305011749267578,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09574_Nürnberger Land,2.6898422241210938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09575_Neustadt a.d. Aisch-Bad Windsheim,3.520732879638672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09576_Roth,1.991424560546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09577_Weißenburg-Gunzenhausen,2.252086639404297,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09661_Aschaffenburg,4.279956817626953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09662_Schweinfurt,3.242603302001953,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09663_Würzburg,3.5361900329589844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09671_Aschaffenburg,3.9693450927734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09672_Bad Kissingen,2.9532203674316406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09673_Rhön-Grabfeld,2.5232887268066406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09674_Haßberge,3.1691360473632812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09675_Kitzingen,3.4610595703125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09676_Miltenberg,4.197322845458984,DD,sem,days_with_precipitation_amount_below_threshold,days,4
