realization,region,SU30_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_SU30,03403_Oldenburg (Oldb),4.0681167,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03404_03459_05566_Region_um_Osnabrück,4.70523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03404_Osnabrück,4.309745,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03405_03455_Region_um_Wilhelmshaven,2.0214868,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03405_Wilhelmshaven,1.8440545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03451_Ammerland,3.3940938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03452_Aurich,1.7714027,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03453_Cloppenburg,3.8382494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03454_Emsland,4.011067,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03455_Friesland,2.0438712,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03456_Grafschaft Bentheim,4.586154,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03457_Leer,2.9232488,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03458_Oldenburg,3.8620117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03459_Osnabrück,4.5204134,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03460_Vechta,4.290768,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03461_Wesermarsch,2.575807,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,03462_Wittmund,1.6603105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,3.6368325,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,04011_Bremen,3.878219,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,04012_03352_03461_Region_um_Bremerhaven,2.4825583,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,04012_Bremerhaven,2.3968883,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05111_05162_05158_05112_Region_um_Düsseldorf,6.9906116,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05111_Düsseldorf,7.292979,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,7.1996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05112_Duisburg,9.140415,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,5.5343657,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05113_Essen,5.397882,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05114_05112_05162_05166_05170_Region_um_Krefeld,7.185217,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05114_Krefeld,8.32566,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05116_05370_05166_05162_Region_um_Mönchengladbach,6.150647,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05116_Mönchengladbach,6.009105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,6.6300416,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05117_Mülheim an der Ruhr,6.6934175,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,7.216087,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05119_Oberhausen,7.4055376,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05120_05124_05122_05378_05374_Region_um_Remscheid,3.8768399,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05120_Remscheid,3.4352834,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05122_05158_05124_05378_05120_Region_um_Solingen,4.866903,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05122_Solingen,4.9363184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,4.0570474,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05124_Wuppertal,3.8826904,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05154_Kleve,5.774508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05158_Mettmann,5.6560564,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05162_Rhein-Kreis Neuss,6.948188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05166_Viersen,6.24099,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05170_Wesel,7.2356358,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05314_05382_Region_um_Bonn,5.975835,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05314_Bonn,7.189619,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05315_Köln,7.426516,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05316_05315_05378_05158_Region_um_Leverkusen,5.9239035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05316_Leverkusen,6.355958,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05334_Städteregion Aachen,2.9601362,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05358_Düren,4.761423,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05362_Rhein-Erft-Kreis,6.6130114,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05366_Euskirchen,2.8489351,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05370_Heinsberg,5.3840423,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05374_Oberbergischer Kreis,3.3888335,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05378_Rheinisch-Bergischer Kreis,4.739857,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05382_Rhein-Sieg-Kreis,5.823766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05512_05119_05513_05113_05170_05562_Region_um_Bottrop,6.4914784,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05512_Bottrop,6.614615,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,5.781563,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05513_Gelsenkirchen,6.0539804,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05515_05566_05558_05570_Region_um_Münster,5.135776,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05515_Münster,5.2614217,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05554_Borken,4.802825,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05558_Coesfeld,5.196711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05562_Recklinghausen,5.718372,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05566_Steinfurt,4.9492893,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05570_Warendorf,5.308489,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05711_05754_05758_05766_Region_um_Bielefeld,4.489057,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05711_Bielefeld,4.927336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05754_Gütersloh,5.5290914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05758_Herford,4.9005466,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05762_Höxter,3.4334657,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05766_Lippe,3.438375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05770_Minden-Lübbecke,5.4185996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05774_Paderborn,3.6453607,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,5.3253236,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05911_Bochum,5.7818403,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,5.2254896,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05913_Dortmund,5.5581326,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05914_05954_05913_05978_05962_Region_um_Hagen,3.875724,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05914_Hagen,3.7688434,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05915_05978_05974_05570_05558_Region_um_Hamm,5.0087132,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05915_Hamm,5.5901093,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05916_05513_05562_05911_Region_um_Herne,5.776338,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05916_Herne,6.0378757,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05954_Ennepe-Ruhr-Kreis,3.9422698,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05958_Hochsauerlandkreis,1.7064648,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05962_Märkischer Kreis,2.5970063,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05966_Olpe,2.4968996,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05970_Siegen-Wittgenstein,2.3192685,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05974_Soest,4.2407045,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,05978_Unna,5.5360904,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06411_06432_06438_Region_um_Darmstadt,8.781358,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06411_Darmstadt,9.937203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,6.825357,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06412_Frankfurt am Main,9.912135,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06413_06438_06435_06412_Region_um_Offenbach_am_Main,6.4326367,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06413_Offenbach am Main,9.953426,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,7.8817477,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06414_Wiesbaden,8.004855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06431_Bergstraße,8.113795,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06432_Darmstadt-Dieburg,8.171462,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06433_Groß-Gerau,12.908689,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06434_Hochtaunuskreis,3.8837993,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06435_Main-Kinzig-Kreis,4.9299006,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,6.8956857,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06436_Main-Taunus-Kreis,7.903384,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06437_Odenwaldkreis,3.908087,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,7.283338,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06438_Offenbach,9.54186,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06439_Rheingau-Taunus-Kreis,3.9003704,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06440_Wetteraukreis,6.1372757,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06531_Gießen,5.1885686,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06532_Lahn-Dill-Kreis,4.17018,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06533_Limburg-Weilburg,5.243024,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06534_Marburg-Biedenkopf,4.1941547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06535_Vogelsbergkreis,2.5231314,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06611_06633_03159_Region_um_Kassel,3.0447223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06611_Kassel,3.8291643,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06631_Fulda,2.7598898,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_SU30,06632_Hersfeld-Rotenburg,3.9261267,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
